WTP,TestDate,RawWaterTotalViolation,wqc_raw_total_min,wqc_raw_total_avg,wqc_raw_total_max
Sungai Selisek,2/1/2022,pH,6.65,6.73,6.84
Sungai Selisek,2/1/2022,Color,120,278.79,789
Sungai Selisek,2/1/2022,Turbidity,30.1,77.17,212
Sungai Selisek,2/1/2022,Ferum/Iron (Fe),0.5,0.71,0.86
Sungai Selisek,2/1/2022,Ammonia (NH4),0.09,0.12,0.16
Sungai Selisek,2/1/2022,Manganese (Mn),0.08,0.11,0.13
Sungai Lolo - Baru,1/1/2022,pH,7.21,7.27,7.31
Sungai Lolo - Baru,1/1/2022,Color,0,0,0
Sungai Lolo - Baru,1/1/2022,Turbidity,2.41,2.86,3.16
Sungai Lolo - Baru,1/1/2022,Ferum/Iron (Fe),0,0,0
Sungai Lolo - Baru,1/1/2022,Ammonia (NH4),0,0,0
Sungai Lolo - Baru,1/1/2022,Manganese (Mn),0,0,0
Wangsa Maju,1/1/2022,pH,6.22,6.28,6.33
Wangsa Maju,1/1/2022,Color,123,143.13,156
Wangsa Maju,1/1/2022,Turbidity,16.2,18.47,20.6
Wangsa Maju,1/1/2022,Ferum/Iron (Fe),0.42,0.58,0.72
Wangsa Maju,1/1/2022,Ammonia (NH4),0.59,0.59,0.59
Wangsa Maju,1/1/2022,Manganese (Mn),0.05,0.05,0.05
Sungai Selangor Fasa 3,2/1/2022,pH,5.51,5.58,5.62
Sungai Selangor Fasa 3,2/1/2022,Color,26,35.92,42
Sungai Selangor Fasa 3,2/1/2022,Turbidity,39.7,136.61,464
Sungai Selangor Fasa 3,2/1/2022,Ferum/Iron (Fe),1.04,1.54,3.12
Sungai Selangor Fasa 3,2/1/2022,Ammonia (NH4),0.06,0.11,0.24
Sungai Selangor Fasa 3,2/1/2022,Manganese (Mn),0.09,0.19,0.45
Sungai Selangor Fasa 1,2/1/2022,pH,6.33,6.37,6.41
Sungai Selangor Fasa 1,2/1/2022,Color,481,1332.58,5440
Sungai Selangor Fasa 1,2/1/2022,Turbidity,55.8,202.32,1058
Sungai Selangor Fasa 1,2/1/2022,Ferum/Iron (Fe),1.15,2.1,2.75
Sungai Selangor Fasa 1,2/1/2022,Ammonia (NH4),0.06,0.07,0.09
Sungai Selangor Fasa 1,2/1/2022,Manganese (Mn),0.17,0.24,0.29
Ampang Intake,2/1/2022,pH,6.17,6.3,6.42
Ampang Intake,2/1/2022,Color,125,390.42,2135
Ampang Intake,2/1/2022,Turbidity,24.5,78.04,427
Ampang Intake,2/1/2022,Ferum/Iron (Fe),0.27,0.27,0.27
Ampang Intake,2/1/2022,Ammonia (NH4),0.28,0.28,0.28
Ampang Intake,2/1/2022,Manganese (Mn),0,0,0
Sungai Selangor Fasa 2,3/1/2022,pH,6,6.23,6.6
Sungai Selangor Fasa 2,3/1/2022,Color,6,10.75,19
Sungai Selangor Fasa 2,3/1/2022,Turbidity,80,241.67,880
Sungai Selangor Fasa 2,3/1/2022,Ferum/Iron (Fe),1.95,2.54,3.62
Sungai Selangor Fasa 2,3/1/2022,Ammonia (NH4),0.18,0.31,0.74
Sungai Selangor Fasa 2,3/1/2022,Manganese (Mn),0.21,0.4,0.62
Langat 2,2/1/2022,pH,6.65,6.77,6.86
Langat 2,2/1/2022,Color,16,23.67,36
Langat 2,2/1/2022,Turbidity,317,777.17,1702
Langat 2,2/1/2022,Ferum/Iron (Fe),5.11,5.62,6.12
Langat 2,2/1/2022,Ammonia (NH4),0.45,0.69,0.92
Langat 2,2/1/2022,Manganese (Mn),0.88,1.53,2.17
Kalumpang,2/1/2022,pH,6.78,6.92,7.05
Kalumpang,2/1/2022,Color,3,6.58,9
Kalumpang,2/1/2022,Turbidity,1.57,1.97,4.96
Kalumpang,2/1/2022,Ferum/Iron (Fe),0,0.01,0.02
Kalumpang,2/1/2022,Ammonia (NH4),0.03,0.03,0.03
Kuala Kubu Bharu,1/1/2022,pH,6.96,7.11,7.22
Kuala Kubu Bharu,1/1/2022,Color,17,28.25,48
Kuala Kubu Bharu,1/1/2022,Turbidity,3.04,5.04,8.35
Kuala Kubu Bharu,1/1/2022,Ferum/Iron (Fe),0.02,0.04,0.09
Kuala Kubu Bharu,1/1/2022,Ammonia (NH4),0.1,0.1,0.1
Kuala Kubu Bharu,1/1/2022,Manganese (Mn),0,0.02,0.04
Sungai Selangor Fasa 3,1/1/2022,pH,5.5,5.55,5.6
Sungai Selangor Fasa 3,1/1/2022,Color,22,31.33,38
Sungai Selangor Fasa 3,1/1/2022,Turbidity,133,199.08,305
Sungai Selangor Fasa 3,1/1/2022,Ferum/Iron (Fe),1.56,1.96,2.33
Sungai Selangor Fasa 3,1/1/2022,Ammonia (NH4),0.09,0.17,0.36
Kalumpang,2/1/2022,Manganese (Mn),0,0,0.01
Cheras Batu 11,2/1/2022,pH,6.4,6.69,6.83
Cheras Batu 11,2/1/2022,Color,442,753.42,1386
Cheras Batu 11,2/1/2022,Turbidity,279,417.08,782
Cheras Batu 11,2/1/2022,Ferum/Iron (Fe),0.08,0.13,0.16
Cheras Batu 11,2/1/2022,Ammonia (NH4),0.13,0.35,0.51
Cheras Batu 11,2/1/2022,Manganese (Mn),0.08,0.14,0.2
Bukit Tampoi,2/1/2022,pH,0,0,0
Bukit Tampoi,2/1/2022,Color,0,0,0
Bukit Tampoi,2/1/2022,Turbidity,0,0,0
Bukit Tampoi,2/1/2022,Ferum/Iron (Fe),0,0,0
Bukit Tampoi,2/1/2022,Ammonia (NH4),0,0,0
Bukit Tampoi,2/1/2022,Manganese (Mn),0,0,0
Sungai Labu,2/1/2022,pH,6.27,6.37,6.63
Sungai Labu,2/1/2022,Color,3,4.5,6
Sungai Labu,2/1/2022,Turbidity,5.14,6.02,6.71
Sungai Labu,2/1/2022,Ferum/Iron (Fe),0.07,0.08,0.09
Sungai Labu,2/1/2022,Ammonia (NH4),0.01,0.02,0.03
Sungai Labu,2/1/2022,Manganese (Mn),0.04,0.04,0.04
North Hummock,2/1/2022,pH,4.74,4.84,4.95
Salak Tinggi,1/1/2022,Color,20,21.11,26
Salak Tinggi,1/1/2022,Turbidity,110,193.44,367
Salak Tinggi,1/1/2022,Ferum/Iron (Fe),0.1,0.11,0.14
Salak Tinggi,1/1/2022,Ammonia (NH4),0.42,0.45,0.46
Salak Tinggi,1/1/2022,Manganese (Mn),0.06,0.09,0.12
Sungai Lolo - Lama,1/1/2022,pH,0,0,0
Sungai Lolo - Lama,1/1/2022,Color,0,0,0
Sungai Lolo - Lama,1/1/2022,Turbidity,0,0,0
Sungai Lolo - Lama,1/1/2022,Ferum/Iron (Fe),0,0,0
Sungai Lolo - Lama,1/1/2022,Ammonia (NH4),0,0,0
Sungai Lolo - Lama,1/1/2022,Manganese (Mn),0,0,0
Kuala Kubu Bharu,2/1/2022,pH,7.21,7.26,7.31
Kuala Kubu Bharu,2/1/2022,Color,10,15.63,22
Kuala Kubu Bharu,2/1/2022,Turbidity,2.69,3.3,4.26
Kuala Kubu Bharu,2/1/2022,Ferum/Iron (Fe),0.01,0.03,0.04
Kepong,1/1/2022,pH,6.52,6.64,6.74
Kepong,1/1/2022,Color,39,79.42,149
Kepong,1/1/2022,Turbidity,5.56,10.83,21
Kepong,1/1/2022,Ferum/Iron (Fe),0.13,0.13,0.13
Kepong,1/1/2022,Ammonia (NH4),0.03,0.03,0.03
Kepong,1/1/2022,Manganese (Mn),0,0,0
Kuala Kubu Bharu,2/1/2022,Ammonia (NH4),0.04,0.04,0.04
Kuala Kubu Bharu,2/1/2022,Manganese (Mn),0.01,0.03,0.04
Sungai Semenyih,2/1/2022,pH,6.3,6.38,6.49
Sungai Semenyih,2/1/2022,Color,8,14.08,21
Sungai Semenyih,2/1/2022,Turbidity,139,410.5,1147
Sungai Semenyih,2/1/2022,Ferum/Iron (Fe),1.59,2.73,4.6
Sungai Semenyih,2/1/2022,Ammonia (NH4),0.05,0.09,0.12
Sungai Semenyih,2/1/2022,Manganese (Mn),0.01,0.02,0.05
Rasa,1/1/2022,pH,7,7.02,7.1
Rasa,1/1/2022,Color,16,20.33,24
Rasa,1/1/2022,Turbidity,6.5,9.51,14
Rasa,1/1/2022,Ferum/Iron (Fe),0.18,0.24,0.29
Rasa,1/1/2022,Ammonia (NH4),0.01,0.01,0.03
Rasa,1/1/2022,Manganese (Mn),0.02,0.03,0.03
Bukit Nanas,2/1/2022,pH,6.2,6.32,6.34
Bukit Nanas,2/1/2022,Color,16,16.83,19
Bukit Nanas,2/1/2022,Turbidity,16.02,19.86,24.65
Bukit Nanas,2/1/2022,Ferum/Iron (Fe),0.29,0.48,0.76
Bukit Nanas,2/1/2022,Ammonia (NH4),0.29,0.33,0.36
Bukit Nanas,2/1/2022,Manganese (Mn),0.02,0.05,0.07
Sungai Langat,2/1/2022,pH,6.34,6.53,6.84
Sungai Langat,2/1/2022,Color,15,79.79,201
Sungai Langat,2/1/2022,Turbidity,69.6,284.5,661
Sungai Langat,2/1/2022,Ferum/Iron (Fe),0.53,0.75,0.96
Sungai Langat,2/1/2022,Ammonia (NH4),0.36,0.44,0.56
Sungai Dusun,2/1/2022,pH,5.31,5.37,5.44
Sungai Dusun,2/1/2022,Color,0,7.54,20
Sungai Dusun,2/1/2022,Turbidity,11.8,124,449
Sungai Dusun,2/1/2022,Ferum/Iron (Fe),0.83,0.89,0.95
Sungai Dusun,2/1/2022,Ammonia (NH4),0.17,0.17,0.17
Sungai Dusun,2/1/2022,Manganese (Mn),0.05,0.05,0.05
Sungai Langat,2/1/2022,Manganese (Mn),0.1,0.14,0.17
Sungai Sireh,2/1/2022,pH,3.73,3.88,4
Sungai Sireh,2/1/2022,Color,604,730.67,879
Sungai Sireh,2/1/2022,Turbidity,40,52.33,68
Sungai Sireh,2/1/2022,Ferum/Iron (Fe),1.28,1.52,1.9
Sungai Sireh,2/1/2022,Ammonia (NH4),1.97,2.22,2.4
Sungai Sireh,2/1/2022,Manganese (Mn),0.17,0.19,0.23
Labohan Dagang,2/1/2022,pH,6.75,7.17,7.51
Labohan Dagang,2/1/2022,Color,3,5.33,8
Labohan Dagang,2/1/2022,Turbidity,1.04,1.2,1.41
Labohan Dagang,2/1/2022,Ferum/Iron (Fe),0.01,0.02,0.03
Labohan Dagang,2/1/2022,Ammonia (NH4),0.05,0.06,0.07
Labohan Dagang,2/1/2022,Manganese (Mn),0.04,0.04,0.05
Rantau Panjang,2/1/2022,pH,6.31,6.45,6.59
Rantau Panjang,2/1/2022,Color,200,516.67,1800
Rantau Panjang,2/1/2022,Turbidity,81,273.38,976
Rantau Panjang,2/1/2022,Ferum/Iron (Fe),0.58,0.87,1.42
Rantau Panjang,2/1/2022,Ammonia (NH4),0.27,0.36,0.48
Rantau Panjang,2/1/2022,Manganese (Mn),0.09,0.17,0.31
Sungai Batu,2/1/2022,pH,6.76,6.82,6.94
Sungai Batu,2/1/2022,Color,41,69.42,86
Sungai Batu,2/1/2022,Turbidity,5.72,5.93,6.14
Sungai Batu,2/1/2022,Ferum/Iron (Fe),0.76,0.82,0.9
Sungai Batu,2/1/2022,Ammonia (NH4),0.16,0.16,0.16
Sungai Batu,2/1/2022,Manganese (Mn),0.05,0.06,0.07
Batang Kali,2/1/2022,pH,6.87,6.91,6.96
Batang Kali,2/1/2022,Color,0,0,0
Batang Kali,2/1/2022,Turbidity,12.8,24.31,90.4
Batang Kali,2/1/2022,Ferum/Iron (Fe),0.1,0.11,0.12
Batang Kali,2/1/2022,Ammonia (NH4),0.1,0.1,0.1
Batang Kali,2/1/2022,Manganese (Mn),0.02,0.03,0.04
Semenyih 2 ,2/1/2022,pH,6.76,6.84,6.92
Semenyih 2 ,2/1/2022,Color,1,5.33,8
Semenyih 2 ,2/1/2022,Turbidity,21.7,25,26.7
Semenyih 2 ,2/1/2022,Ferum/Iron (Fe),0.12,0.18,0.21
North Hummock,2/1/2022,Color,112,112,112
North Hummock,2/1/2022,Turbidity,7.81,8.99,11.1
North Hummock,2/1/2022,Ferum/Iron (Fe),0.38,0.47,0.57
North Hummock,2/1/2022,Ammonia (NH4),0.13,0.13,0.13
North Hummock,2/1/2022,Manganese (Mn),0.04,0.05,0.06
Sungai Serai,2/1/2022,pH,6,6.12,6.26
Sungai Serai,2/1/2022,Color,0,2.21,6
Sungai Serai,2/1/2022,Turbidity,3,3.98,4.72
Sungai Serai,2/1/2022,Ferum/Iron (Fe),0,0,0
Sungai Serai,2/1/2022,Ammonia (NH4),0,0,0
Sungai Serai,2/1/2022,Manganese (Mn),0.03,0.03,0.03
Sungai Rangkap,2/1/2022,pH,6.41,6.56,6.76
Sungai Rangkap,2/1/2022,Color,1,3.21,7
Sungai Rangkap,2/1/2022,Turbidity,4.13,6.14,13
Sungai Rangkap,2/1/2022,Ferum/Iron (Fe),0.1,0.1,0.1
Sungai Rangkap,2/1/2022,Ammonia (NH4),0.12,0.12,0.12
Sungai Rangkap,2/1/2022,Manganese (Mn),0.13,0.13,0.13
Sungai Pangsoon,2/1/2022,pH,6.62,6.73,6.81
Sungai Pangsoon,2/1/2022,Color,0,0,0
Sungai Pangsoon,2/1/2022,Turbidity,3.58,3.75,4.11
Sungai Pangsoon,2/1/2022,Ferum/Iron (Fe),0,0,0
Sungai Pangsoon,2/1/2022,Ammonia (NH4),0,0,0
Sungai Pangsoon,2/1/2022,Manganese (Mn),0,0,0
Bernam River Headworks (New),2/1/2022,pH,6.13,6.25,6.4
Bernam River Headworks (New),2/1/2022,Color,14,20.04,44
Bernam River Headworks (New),2/1/2022,Turbidity,58.4,84.31,122
Bernam River Headworks (New),2/1/2022,Ferum/Iron (Fe),1.02,1.11,1.25
Bernam River Headworks (New),2/1/2022,Ammonia (NH4),0.08,0.1,0.12
Bernam River Headworks (New),2/1/2022,Manganese (Mn),0.17,0.2,0.24
Sungai Lolo - Lama,2/1/2022,pH,0,0,0
Sungai Lolo - Lama,2/1/2022,Color,0,0,0
Sungai Lolo - Lama,2/1/2022,Turbidity,0,0,0
Sungai Lolo - Lama,2/1/2022,Ferum/Iron (Fe),0,0,0
Sungai Lolo - Lama,2/1/2022,Ammonia (NH4),0,0,0
Sungai Lolo - Lama,2/1/2022,Manganese (Mn),0,0,0
Sungai Gombak,2/1/2022,pH,7.02,7.69,7.98
Sungai Gombak,2/1/2022,Color,42,76.88,123
Sungai Gombak,2/1/2022,Turbidity,12.4,17.56,21.2
Sungai Gombak,2/1/2022,Ferum/Iron (Fe),0.15,0.18,0.2
Sungai Gombak,2/1/2022,Ammonia (NH4),0,0,0
Sungai Gombak,2/1/2022,Manganese (Mn),0.02,0.03,0.03
Sungai Lolo - Baru,2/1/2022,pH,7.21,7.27,7.32
Sungai Lolo - Baru,2/1/2022,Color,0,0,0
Sungai Lolo - Baru,2/1/2022,Turbidity,3.35,4.04,4.96
Sungai Lolo - Baru,2/1/2022,Ferum/Iron (Fe),0,0,0
Sungai Lolo - Baru,2/1/2022,Ammonia (NH4),0,0,0
Sungai Lolo - Baru,2/1/2022,Manganese (Mn),0,0,0
Bernam River Headworks (Old),2/1/2022,pH,6.03,6.25,6.35
Bernam River Headworks (Old),2/1/2022,Color,6,16.08,30
Bernam River Headworks (Old),2/1/2022,Turbidity,45.6,66.88,95.9
Bernam River Headworks (Old),2/1/2022,Ferum/Iron (Fe),0.72,1.15,1.44
Bernam River Headworks (Old),2/1/2022,Ammonia (NH4),0.02,0.04,0.08
Bernam River Headworks (Old),2/1/2022,Manganese (Mn),0.11,0.15,0.2
Rasa,2/1/2022,pH,7,7.03,7.1
Rasa,2/1/2022,Color,10,14.42,18
Rasa,2/1/2022,Turbidity,5,5.35,6
Rasa,2/1/2022,Ferum/Iron (Fe),0.17,0.21,0.22
Rasa,2/1/2022,Ammonia (NH4),0,0.01,0.02
Rasa,2/1/2022,Manganese (Mn),0.02,0.02,0.02
Sungai Semenyih,3/1/2022,pH,6.28,6.37,6.45
Sungai Semenyih,3/1/2022,Color,6,10.5,14
Sungai Semenyih,3/1/2022,Turbidity,167,412.42,852
Sungai Semenyih,3/1/2022,Ferum/Iron (Fe),1.42,3.45,5.74
Sungai Semenyih,3/1/2022,Ammonia (NH4),0.05,0.08,0.12
Sungai Semenyih,3/1/2022,Manganese (Mn),0.02,0.02,0.03
Wangsa Maju,2/1/2022,pH,6.2,6.28,6.35
Wangsa Maju,2/1/2022,Color,123,154.63,177
Wangsa Maju,2/1/2022,Turbidity,16,18.57,20.9
Wangsa Maju,2/1/2022,Ferum/Iron (Fe),0.44,0.53,0.57
Wangsa Maju,2/1/2022,Ammonia (NH4),0.43,0.43,0.43
Wangsa Maju,2/1/2022,Manganese (Mn),0.05,0.05,0.05
Salak Tinggi,3/1/2022,pH,6.22,6.41,6.47
Salak Tinggi,3/1/2022,Color,22,24.22,28
Salak Tinggi,3/1/2022,Turbidity,149,246,415
Salak Tinggi,3/1/2022,Ferum/Iron (Fe),0.1,0.1,0.11
Salak Tinggi,3/1/2022,Ammonia (NH4),0.39,0.41,0.47
Salak Tinggi,3/1/2022,Manganese (Mn),0.09,0.11,0.14
Sungai Langat,3/1/2022,pH,6.48,6.74,7
Sungai Langat,3/1/2022,Color,18,63.83,173
Sungai Langat,3/1/2022,Turbidity,81.1,212.39,619
Sungai Langat,3/1/2022,Ferum/Iron (Fe),0.62,0.77,0.97
Sungai Langat,3/1/2022,Ammonia (NH4),0.21,0.33,0.5
Sungai Langat,3/1/2022,Manganese (Mn),0.08,0.13,0.19
Kuala Kubu Bharu,3/1/2022,pH,7.21,7.24,7.35
Semenyih 2 ,2/1/2022,Ammonia (NH4),0.02,0.03,0.04
Semenyih 2 ,2/1/2022,Manganese (Mn),0.07,0.08,0.08
Sungai Selangor Fasa 2,1/1/2022,pH,6.1,6.15,6.3
Sungai Selangor Fasa 2,1/1/2022,Color,3,16.33,40
Sungai Selangor Fasa 2,1/1/2022,Turbidity,60,182.67,730
Sungai Selangor Fasa 2,1/1/2022,Ferum/Iron (Fe),1.36,1.98,3.04
Sungai Selangor Fasa 2,1/1/2022,Ammonia (NH4),0.16,0.33,0.75
Sungai Selangor Fasa 2,1/1/2022,Manganese (Mn),0.16,0.19,0.21
Labohan Dagang,1/1/2022,pH,7.28,7.36,7.47
Sungai Selangor Fasa 1,1/1/2022,pH,6.38,6.43,6.51
Sungai Selangor Fasa 1,1/1/2022,Color,927,1377.5,1865
Sungai Selangor Fasa 1,1/1/2022,Turbidity,116,172.33,247
Sungai Selangor Fasa 1,1/1/2022,Ferum/Iron (Fe),1.96,3.12,3.95
Sungai Selangor Fasa 1,1/1/2022,Ammonia (NH4),0.06,0.08,0.1
Sungai Selangor Fasa 1,1/1/2022,Manganese (Mn),0.37,0.42,0.49
Labohan Dagang,1/1/2022,Color,3,4.67,7
Labohan Dagang,1/1/2022,Turbidity,1,1.19,1.41
Labohan Dagang,1/1/2022,Ferum/Iron (Fe),0.02,0.02,0.03
Labohan Dagang,1/1/2022,Ammonia (NH4),0.05,0.06,0.07
Labohan Dagang,1/1/2022,Manganese (Mn),0.03,0.03,0.04
Salak Tinggi,2/1/2022,pH,6.4,6.43,6.46
Salak Tinggi,2/1/2022,Color,20,22.4,28
Salak Tinggi,2/1/2022,Turbidity,110,199.7,450
Salak Tinggi,2/1/2022,Ferum/Iron (Fe),0.07,0.11,0.14
Salak Tinggi,2/1/2022,Ammonia (NH4),0.46,0.52,0.65
Salak Tinggi,2/1/2022,Manganese (Mn),0.04,0.07,0.09
Sungai Rumput,2/1/2022,pH,6.84,7,7.16
Sungai Tengi,2/1/2022,pH,5.48,5.58,5.68
Sungai Tengi,2/1/2022,Color,90,136.84,500
Sungai Tengi,2/1/2022,Turbidity,8.43,26.42,183
Sungai Tengi,2/1/2022,Ferum/Iron (Fe),0.45,0.54,0.7
Sungai Tengi,2/1/2022,Ammonia (NH4),0.28,0.28,0.28
Sungai Tengi,2/1/2022,Manganese (Mn),0.02,0.05,0.12
Sungai Rumput,2/1/2022,Color,10,17.58,30
Sungai Rumput,2/1/2022,Turbidity,7.32,50.04,126
Sungai Rumput,2/1/2022,Ferum/Iron (Fe),0,0,0
Sungai Rumput,2/1/2022,Ammonia (NH4),0.07,0.07,0.07
Sungai Rumput,2/1/2022,Manganese (Mn),0,0,0
Sungai Selangor Fasa 1,3/1/2022,pH,6.25,6.3,6.39
Sungai Selangor Fasa 1,3/1/2022,Color,355,705.08,1740
Sungai Selangor Fasa 1,3/1/2022,Turbidity,40.1,90.63,231
Sungai Selangor Fasa 1,3/1/2022,Ferum/Iron (Fe),1.11,2.34,3.55
Sungai Selangor Fasa 1,3/1/2022,Ammonia (NH4),0.05,0.07,0.1
Sungai Selangor Fasa 1,3/1/2022,Manganese (Mn),0.14,0.3,0.48
Wangsa Maju,3/1/2022,pH,6.21,6.27,6.32
Wangsa Maju,3/1/2022,Color,119,155.79,183
Wangsa Maju,3/1/2022,Turbidity,17.1,19.45,21.3
Wangsa Maju,3/1/2022,Ferum/Iron (Fe),0.42,0.52,0.82
Kepong,2/1/2022,pH,6.67,6.71,6.79
Kepong,2/1/2022,Color,30,49.63,83
Kepong,2/1/2022,Turbidity,5.9,6.89,8.12
Kepong,2/1/2022,Ferum/Iron (Fe),0.06,0.06,0.06
Kepong,2/1/2022,Ammonia (NH4),0.06,0.06,0.06
Kepong,2/1/2022,Manganese (Mn),0,0,0
Sungai Selisek,3/1/2022,pH,6.65,6.68,6.74
Sungai Selisek,3/1/2022,Color,95,210.17,628
Sungai Selisek,3/1/2022,Turbidity,28.6,59.47,177
Sungai Selisek,3/1/2022,Ferum/Iron (Fe),0.66,0.99,1.63
Sungai Selisek,3/1/2022,Ammonia (NH4),0.11,0.23,0.31
Sungai Selisek,3/1/2022,Manganese (Mn),0.09,0.2,0.4
Ampang Intake,3/1/2022,pH,6.24,6.31,6.42
Ampang Intake,3/1/2022,Color,95,153.33,240
Ampang Intake,3/1/2022,Turbidity,19.2,30.72,47.6
Ampang Intake,3/1/2022,Ferum/Iron (Fe),0.24,0.24,0.24
Ampang Intake,3/1/2022,Ammonia (NH4),0.27,0.27,0.27
Wangsa Maju,3/1/2022,Ammonia (NH4),0.36,0.36,0.36
Wangsa Maju,3/1/2022,Manganese (Mn),0.06,0.06,0.06
Ampang Intake,3/1/2022,Manganese (Mn),0,0,0
Sungai Dusun,3/1/2022,pH,4.96,5.08,5.23
Sungai Dusun,3/1/2022,Color,0,0,0
Sungai Dusun,3/1/2022,Turbidity,19.5,30,56.7
Sungai Dusun,3/1/2022,Ferum/Iron (Fe),0.63,0.86,1.07
Sungai Dusun,3/1/2022,Ammonia (NH4),1.17,1.17,1.17
Sungai Dusun,3/1/2022,Manganese (Mn),0.05,0.07,0.08
Sungai Batu,3/1/2022,pH,6.8,6.84,6.89
Sungai Batu,3/1/2022,Color,60,72.17,85
Sungai Batu,3/1/2022,Turbidity,5.62,5.9,6.16
Sungai Batu,3/1/2022,Ferum/Iron (Fe),0.67,0.79,0.87
Sungai Batu,3/1/2022,Ammonia (NH4),0.15,0.15,0.15
Sungai Batu,3/1/2022,Manganese (Mn),0.04,0.05,0.07
Rantau Panjang,3/1/2022,pH,6.42,6.5,6.59
Rantau Panjang,3/1/2022,Color,300,319.05,400
Rantau Panjang,3/1/2022,Turbidity,116,179.67,290
Rantau Panjang,3/1/2022,Ferum/Iron (Fe),0.7,0.79,0.91
Rantau Panjang,3/1/2022,Ammonia (NH4),0.27,0.41,0.53
Sungai Selangor Fasa 3,1/1/2022,Manganese (Mn),0.19,0.37,0.59
Sungai Semenyih,1/1/2022,pH,6.38,6.5,6.64
Sungai Semenyih,1/1/2022,Color,8,12.67,19
Sungai Semenyih,1/1/2022,Turbidity,135,224.08,296
Sungai Semenyih,1/1/2022,Ferum/Iron (Fe),1.38,1.81,2.34
Sungai Semenyih,1/1/2022,Ammonia (NH4),0.06,0.09,0.12
Sungai Semenyih,1/1/2022,Manganese (Mn),0.01,0.02,0.02
North Hummock,5/1/2022,Color,96,96,96
North Hummock,5/1/2022,Turbidity,7.14,9.53,11.7
North Hummock,5/1/2022,Ferum/Iron (Fe),0.77,0.93,1.01
North Hummock,5/1/2022,Ammonia (NH4),0.02,0.02,0.02
North Hummock,5/1/2022,Manganese (Mn),0.06,0.07,0.07
Wangsa Maju,5/1/2022,pH,6.18,6.26,6.34
Langat 2,1/1/2022,pH,6.76,6.86,6.94
Langat 2,1/1/2022,Color,10,17.83,35
Langat 2,1/1/2022,Turbidity,94,528.17,1558
Langat 2,1/1/2022,Ferum/Iron (Fe),1.32,3.63,5.93
Langat 2,1/1/2022,Ammonia (NH4),0.05,0.44,0.82
Langat 2,1/1/2022,Manganese (Mn),0.19,1.01,1.82
Bernam River Headworks (Old),1/1/2022,pH,6.14,6.41,6.75
Bernam River Headworks (Old),1/1/2022,Color,14,20.96,30
Sungai Selangor Fasa 2,2/1/2022,pH,6,6.08,6.2
Sungai Selangor Fasa 2,2/1/2022,Color,8,13.42,20
Sungai Selangor Fasa 2,2/1/2022,Turbidity,150,232.5,340
Sungai Selangor Fasa 2,2/1/2022,Ferum/Iron (Fe),2.12,2.59,3.01
Sungai Selangor Fasa 2,2/1/2022,Ammonia (NH4),0.26,0.33,0.41
Sungai Selangor Fasa 2,2/1/2022,Manganese (Mn),0.43,0.52,0.65
Sungai Dusun,1/1/2022,pH,5.15,5.23,5.31
Sungai Dusun,1/1/2022,Color,0,0.92,4
Sungai Dusun,1/1/2022,Turbidity,26.5,38.36,58.8
Sungai Dusun,1/1/2022,Ferum/Iron (Fe),0.96,1.27,1.68
Sungai Dusun,1/1/2022,Ammonia (NH4),0.08,0.08,0.08
Sungai Dusun,1/1/2022,Manganese (Mn),0.04,0.09,0.13
Ampang Intake,1/1/2022,pH,6.28,6.34,6.41
Ampang Intake,1/1/2022,Color,150,612.92,3905
Ampang Intake,1/1/2022,Turbidity,29.6,122.58,781
Ampang Intake,1/1/2022,Ferum/Iron (Fe),0.72,0.72,0.72
Ampang Intake,1/1/2022,Ammonia (NH4),1.01,1.01,1.01
Ampang Intake,1/1/2022,Manganese (Mn),0,0,0
Bernam River Headworks (Old),1/1/2022,Turbidity,101,146.96,211
Bernam River Headworks (Old),1/1/2022,Ferum/Iron (Fe),1.04,1.12,1.26
Bernam River Headworks (Old),1/1/2022,Ammonia (NH4),0.1,0.15,0.2
Bernam River Headworks (Old),1/1/2022,Manganese (Mn),0.2,0.28,0.39
Cheras Batu 11,1/1/2022,pH,6.5,6.68,6.81
Cheras Batu 11,1/1/2022,Color,315,1331.25,2938
Cheras Batu 11,1/1/2022,Turbidity,220,689.63,1411
Cheras Batu 11,1/1/2022,Ferum/Iron (Fe),0.15,0.17,0.18
Cheras Batu 11,1/1/2022,Ammonia (NH4),0.2,0.44,0.85
Cheras Batu 11,1/1/2022,Manganese (Mn),0.05,0.13,0.2
Sungai Sireh,1/1/2022,pH,3.96,4.15,4.45
Sungai Sireh,1/1/2022,Color,463,489.25,511
Sungai Sireh,1/1/2022,Turbidity,22,25.92,31
Sungai Sireh,1/1/2022,Ferum/Iron (Fe),1.19,1.22,1.28
Sungai Sireh,1/1/2022,Ammonia (NH4),1.41,1.47,1.54
Sungai Sireh,1/1/2022,Manganese (Mn),0.12,0.13,0.14
Sungai Tengi,1/1/2022,pH,5.36,5.53,5.68
Sungai Tengi,1/1/2022,Color,100,174.21,250
Sungai Tengi,1/1/2022,Turbidity,12,29.72,57.8
Sungai Tengi,1/1/2022,Ferum/Iron (Fe),0.56,0.77,0.98
Sungai Tengi,1/1/2022,Ammonia (NH4),0.15,0.15,0.15
Sungai Tengi,1/1/2022,Manganese (Mn),0.05,0.07,0.09
Bukit Tampoi,1/1/2022,pH,0,0,0
Bukit Tampoi,1/1/2022,Color,0,0,0
Bukit Tampoi,1/1/2022,Turbidity,0,0,0
