,wtp,Date,Aluminium_avg,Ammonia_avg,Color_avg,Chlorine_avg,E.coli_avg,Iron_avg,Fluoride_avg,FRChlorine_avg,flow_rate_avg,Manganese_avg,Odor_avg,Taste_avg,Total_coliform_avg,Turbidity_avg,Weather_avg,pH_avg
0,Ampang Intake,10/1/2020,0.08,0.22,3074.17,0.0,0.0,0.18,0.0,0.0,862.58,0.0,0.0,0.0,0.0,639.32,0.0,6.61
1,Ampang Intake,10/10/2020,0.06,0.08,403.33,0.0,0.0,0.47,0.0,0.0,919.75,0.0,0.0,0.0,0.0,80.68,0.0,7.29
2,Ampang Intake,10/11/2020,0.08,0.84,582.92,0.0,0.0,0.17,0.0,0.0,624.5,0.0,0.0,0.0,0.0,116.85,0.0,7.74
3,Ampang Intake,10/12/2020,0.06,0.16,530.0,0.0,0.0,0.26,0.0,0.0,925.17,0.0,0.0,0.0,0.0,106.19,0.0,7.64
4,Ampang Intake,10/13/2020,0.04,0.34,337.92,0.0,0.0,0.03,0.0,0.0,1862.17,0.0,0.0,0.0,0.0,67.77,0.0,7.8
5,Ampang Intake,10/14/2020,0.04,0.28,301.25,0.0,0.0,0.29,0.0,0.0,895.08,0.0,0.0,0.0,0.0,60.61,0.0,7.63
6,Ampang Intake,10/15/2020,0.05,0.43,206.25,0.0,0.0,0.04,0.0,0.0,823.75,0.0,0.0,0.0,0.0,39.12,0.0,7.71
7,Ampang Intake,10/16/2020,0.04,0.22,204.58,0.0,0.0,0.37,0.0,0.0,953.83,0.0,0.0,0.0,0.0,41.09,0.0,7.71
8,Ampang Intake,10/17/2020,0.03,0.36,124.58,0.0,0.0,0.94,0.0,0.0,988.67,0.0,0.0,0.0,0.0,25.08,0.0,7.33
9,Ampang Intake,10/18/2020,0.03,0.12,95.0,0.0,0.0,0.48,0.0,0.0,1116.08,0.0,0.0,0.0,0.0,18.96,0.0,7.45
10,Ampang Intake,10/19/2020,0.04,0.13,84.17,0.0,0.0,0.36,0.0,0.0,993.33,0.0,0.0,0.0,0.0,16.68,0.0,7.41
11,Ampang Intake,10/2/2020,0.07,0.43,294.58,0.0,0.0,0.55,0.0,0.0,1137.5,0.0,0.0,0.0,0.0,59.11,0.0,5.93
12,Ampang Intake,10/20/2020,0.04,0.0,84.17,0.0,0.0,0.07,0.0,0.0,1135.33,0.0,0.0,0.0,0.0,16.82,0.0,7.59
13,Ampang Intake,10/21/2020,0.03,0.13,110.0,0.0,0.0,0.17,0.0,0.0,1022.83,0.0,0.0,0.0,0.0,21.94,0.0,7.38
14,Ampang Intake,10/22/2020,0.06,0.4,553.58,0.0,0.0,0.16,0.0,0.0,950.83,0.0,0.0,0.0,0.0,110.73,0.0,7.52
15,Ampang Intake,10/23/2020,0.08,0.29,122.92,0.0,0.0,0.45,0.0,0.0,1212.75,0.0,0.0,0.0,0.0,24.59,0.0,7.72
16,Ampang Intake,10/24/2020,0.05,0.13,80.0,0.0,0.0,0.09,0.0,0.0,1120.33,0.0,0.0,0.0,0.0,15.98,0.0,7.8
17,Ampang Intake,10/25/2020,0.27,0.08,875.0,0.0,0.0,0.04,0.0,0.0,1139.0,0.0,0.0,0.0,0.0,175.13,0.0,7.35
18,Ampang Intake,10/26/2020,0.04,0.14,125.42,0.0,0.0,0.1,0.0,0.0,1045.33,0.0,0.0,0.0,0.0,26.15,0.0,8.11
19,Ampang Intake,10/27/2020,0.04,0.29,87.08,0.0,0.0,0.18,0.0,0.0,949.83,0.0,0.0,0.0,0.0,19.22,0.0,6.77
20,Ampang Intake,10/28/2020,0.06,0.13,126.67,0.0,0.0,0.27,0.0,0.0,1055.58,0.0,0.0,0.0,0.0,25.44,0.0,7.5
21,Ampang Intake,10/29/2020,0.16,0.18,9149.33,0.0,0.0,0.38,0.0,0.0,774.92,0.0,0.0,0.0,0.0,1829.69,0.0,7.29
22,Ampang Intake,10/3/2020,0.09,0.71,1012.08,0.0,0.0,0.2,0.0,0.0,857.67,0.0,0.0,0.0,0.0,203.08,0.0,5.84
23,Ampang Intake,10/30/2020,0.21,0.29,450.0,0.0,0.0,0.32,0.0,0.0,902.0,0.0,0.0,0.0,0.0,90.0,0.0,7.16
24,Ampang Intake,10/31/2020,0.15,0.0,336.67,0.0,0.0,0.48,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,67.61,0.0,6.61
25,Ampang Intake,10/4/2020,0.04,0.0,138.75,0.0,0.0,0.25,0.0,0.0,998.25,0.0,0.0,0.0,0.0,27.82,0.0,5.96
26,Ampang Intake,10/5/2020,0.08,0.0,474.58,0.0,0.0,0.27,0.0,0.0,894.25,0.0,0.0,0.0,0.0,95.11,0.0,5.58
27,Ampang Intake,10/6/2020,0.05,0.0,232.92,0.0,0.0,0.26,0.0,0.0,898.08,0.0,0.0,0.0,0.0,46.06,0.0,5.8
28,Ampang Intake,10/7/2020,0.05,0.0,2991.08,0.0,0.0,0.23,0.0,0.0,1078.5,0.0,0.0,0.0,0.0,598.29,0.0,6.4
29,Ampang Intake,10/8/2020,0.02,0.28,143.75,0.0,0.0,0.21,0.0,0.0,957.67,0.0,0.0,0.0,0.0,28.91,0.0,6.59
30,Ampang Intake,10/9/2020,0.03,0.0,227.08,0.0,0.0,0.13,0.0,0.0,954.42,0.0,0.0,0.0,0.0,45.68,0.0,6.37
31,Ampang Intake,11/1/2020,0.08,0.77,3027.92,0.0,0.0,0.95,0.0,0.0,711.0,0.0,0.0,0.0,0.0,1160.04,0.0,6.78
32,Ampang Intake,11/10/2020,0.0,0.32,156.67,0.0,0.0,0.19,0.0,0.0,1096.42,0.0,0.0,0.0,0.0,30.83,0.0,7.56
33,Ampang Intake,11/11/2020,0.0,0.11,9575.0,0.0,0.0,0.19,0.0,0.0,719.17,0.0,0.0,0.0,0.0,1914.92,0.0,7.4
34,Ampang Intake,11/12/2020,0.0,0.64,268.75,0.0,0.0,0.9,0.0,0.0,955.08,0.0,0.0,0.0,0.0,56.42,0.0,6.72
35,Ampang Intake,11/13/2020,0.0,0.28,217.5,0.0,0.0,0.26,0.0,0.0,1130.75,0.0,0.0,0.0,0.0,41.41,0.0,6.64
36,Ampang Intake,11/14/2020,0.0,0.11,82.5,0.0,0.0,0.29,0.0,0.0,1318.33,0.0,0.0,0.0,0.0,16.82,0.0,7.45
37,Ampang Intake,11/15/2020,0.0,0.08,4012.08,0.0,0.0,0.41,0.0,0.0,919.08,0.0,0.0,0.0,0.0,802.36,0.0,7.59
38,Ampang Intake,11/16/2020,0.0,0.11,162.08,0.0,0.0,0.07,0.0,0.0,904.67,0.0,0.0,0.0,0.0,32.58,0.0,6.93
39,Ampang Intake,11/17/2020,0.02,0.36,4567.92,0.0,0.0,0.24,0.0,0.0,806.0,0.0,0.0,0.0,0.0,896.9,0.0,7.1
40,Ampang Intake,11/18/2020,0.0,0.11,235.0,0.0,0.0,0.15,0.0,0.0,803.23,0.0,0.0,0.0,0.0,47.21,0.0,6.76
41,Ampang Intake,11/19/2020,0.0,0.08,329.17,0.0,0.0,0.15,0.0,0.0,1117.75,0.0,0.0,0.0,0.0,65.79,0.0,7.8
42,Ampang Intake,11/2/2020,0.07,0.14,577.08,0.0,0.0,0.39,0.0,0.0,867.67,0.0,0.0,0.0,0.0,115.35,0.0,7.15
43,Ampang Intake,11/20/2020,0.0,0.23,251.67,0.0,0.0,0.42,0.0,0.0,1064.25,0.0,0.0,0.0,0.0,50.23,0.0,7.3
44,Ampang Intake,11/21/2020,0.0,0.17,795.0,0.0,0.0,0.25,0.0,0.0,837.67,0.0,0.0,0.0,0.0,159.02,0.0,7.98
45,Ampang Intake,11/22/2020,0.0,0.18,216.67,0.0,0.0,0.28,0.0,0.0,1068.17,0.0,0.0,0.0,0.0,42.72,0.0,7.67
46,Ampang Intake,11/23/2020,0.0,0.3,4039.58,0.0,0.0,0.14,0.0,0.0,795.92,0.0,0.0,0.0,0.0,807.89,0.0,8.24
47,Ampang Intake,11/24/2020,0.0,0.59,151.67,0.0,0.0,0.29,0.0,0.0,895.75,0.0,0.0,0.0,0.0,30.29,0.0,7.61
48,Ampang Intake,11/25/2020,0.0,0.1,147.08,0.0,0.0,0.05,0.0,0.0,1327.5,0.0,0.0,0.0,0.0,29.43,0.0,7.62
49,Ampang Intake,11/26/2020,0.0,0.18,129.17,0.0,0.0,0.18,0.0,0.0,1051.0,0.0,0.0,0.0,0.0,25.75,0.0,7.67
50,Ampang Intake,11/27/2020,0.0,0.12,245.83,0.0,0.0,0.23,0.0,0.0,1054.75,0.0,0.0,0.0,0.0,49.22,0.0,7.69
51,Ampang Intake,11/28/2020,0.0,0.36,130.42,0.0,0.0,0.39,0.0,0.0,955.42,0.0,0.0,0.0,0.0,25.71,0.0,7.77
52,Ampang Intake,11/29/2020,0.0,0.06,170.83,0.0,0.0,0.12,0.0,0.0,917.83,0.0,0.0,0.0,0.0,34.36,0.0,7.54
53,Ampang Intake,11/3/2020,0.05,0.0,3794.17,0.0,0.0,0.11,0.0,0.0,1065.42,0.0,0.0,0.0,0.0,756.65,0.0,7.53
54,Ampang Intake,11/30/2020,0.0,0.0,4810.67,0.0,0.0,0.08,0.0,0.0,813.92,0.0,0.0,0.0,0.0,963.04,0.0,7.36
55,Ampang Intake,11/4/2020,0.11,0.0,3534.17,0.0,0.0,0.7,0.0,0.0,745.75,0.0,0.0,0.0,0.0,706.88,0.0,6.97
56,Ampang Intake,11/5/2020,0.09,0.05,216.25,0.0,0.0,0.18,0.0,0.0,889.75,0.0,0.0,0.0,0.0,43.59,0.0,7.27
57,Ampang Intake,11/6/2020,0.07,0.0,3684.58,0.0,0.0,0.24,0.0,0.0,716.08,0.0,0.0,0.0,0.0,737.1,0.0,7.21
58,Ampang Intake,11/7/2020,0.09,0.3,380.42,0.0,0.0,0.19,0.0,0.0,954.92,0.0,0.0,0.0,0.0,76.16,0.0,7.06
59,Ampang Intake,11/8/2020,0.11,0.18,5667.5,0.0,0.0,0.12,0.0,0.0,805.75,0.0,0.0,0.0,0.0,1133.48,0.0,7.07
60,Ampang Intake,11/9/2020,0.09,0.92,326.25,0.0,0.0,0.74,0.0,0.0,942.58,0.0,0.0,0.0,0.0,65.27,0.0,6.11
61,Ampang Intake,12/1/2020,0.0,0.15,7708.5,0.0,0.0,0.89,0.0,0.0,839.0,0.0,0.0,0.0,0.0,1541.85,0.0,7.23
62,Ampang Intake,12/10/2020,0.16,0.0,865.83,0.0,0.0,1.07,0.0,0.0,866.42,0.0,0.0,0.0,0.0,173.31,0.0,6.08
63,Ampang Intake,12/11/2020,0.07,0.0,689.17,0.0,0.0,0.47,0.0,0.0,890.67,0.0,0.0,0.0,0.0,137.98,0.0,5.74
64,Ampang Intake,12/12/2020,0.0,0.0,277.5,0.0,0.0,1.2,0.0,0.0,1050.33,0.0,0.0,0.0,0.0,55.6,0.0,6.36
65,Ampang Intake,12/13/2020,0.0,0.0,179.58,0.0,0.0,1.23,0.0,0.0,966.0,0.0,0.0,0.0,0.0,35.66,0.0,6.78
66,Ampang Intake,12/14/2020,0.0,0.0,182.5,0.0,0.0,0.39,0.0,0.0,998.67,0.0,0.0,0.0,0.0,36.47,0.0,7.69
67,Ampang Intake,12/15/2020,0.0,0.0,5254.92,0.0,0.0,0.73,0.0,0.0,822.5,0.0,0.0,0.0,0.0,1050.85,0.0,7.6
68,Ampang Intake,12/16/2020,0.14,0.0,2235.83,0.0,0.0,0.01,0.0,0.0,894.42,0.0,0.0,0.0,0.0,447.13,0.0,6.71
69,Ampang Intake,12/17/2020,0.04,0.0,484.17,0.0,0.0,0.31,0.0,0.0,997.58,0.0,0.0,0.0,0.0,96.87,0.0,6.98
70,Ampang Intake,12/18/2020,0.21,0.53,186.67,0.0,0.0,1.04,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,37.53,0.0,7.23
71,Ampang Intake,12/19/2020,0.1,0.41,140.42,0.0,0.0,0.26,0.0,0.0,1101.17,0.0,0.0,0.0,0.0,28.02,0.0,7.32
72,Ampang Intake,12/2/2020,0.0,0.15,277.08,0.0,0.0,0.04,0.0,0.0,861.58,0.0,0.0,0.0,0.0,55.7,0.0,7.06
73,Ampang Intake,12/20/2020,0.1,0.18,182.75,0.0,0.0,0.1,0.0,0.0,1169.33,0.0,0.0,0.0,0.0,36.19,0.0,7.71
74,Ampang Intake,12/21/2020,0.03,0.29,152.5,0.0,0.0,0.08,0.0,0.0,998.83,0.0,0.0,0.0,0.0,30.41,0.0,7.47
75,Ampang Intake,12/22/2020,0.04,0.09,3239.17,0.0,0.0,0.08,0.0,0.0,740.08,0.0,0.0,0.0,0.0,605.27,0.0,7.71
76,Ampang Intake,12/23/2020,0.12,0.79,198.33,0.0,0.0,0.24,0.0,0.0,1036.67,0.0,0.0,0.0,0.0,39.88,0.0,6.9
77,Ampang Intake,12/24/2020,0.08,0.57,167.08,0.0,0.0,0.39,0.0,0.0,931.25,0.0,0.0,0.0,0.0,33.26,0.0,7.8
78,Ampang Intake,12/25/2020,0.05,0.24,2700.83,0.0,0.0,0.31,0.0,0.0,908.92,0.0,0.0,0.0,0.0,653.49,0.0,7.29
79,Ampang Intake,12/26/2020,0.08,0.68,6200.0,0.0,0.0,0.89,0.0,0.0,676.33,0.0,0.0,0.0,0.0,1240.0,0.0,7.04
80,Ampang Intake,12/27/2020,0.14,0.57,222.92,0.0,0.0,0.55,0.0,0.0,940.75,0.0,0.0,0.0,0.0,44.78,0.0,7.35
81,Ampang Intake,12/28/2020,0.07,0.23,288.75,0.0,0.0,0.7,0.0,0.0,898.08,0.0,0.0,0.0,0.0,57.86,0.0,8.01
82,Ampang Intake,12/29/2020,0.15,0.28,3656.67,0.0,0.0,0.1,0.0,0.0,683.58,0.0,0.0,0.0,0.0,731.48,0.0,7.04
83,Ampang Intake,12/3/2020,0.0,0.0,187.08,0.0,0.0,0.09,0.0,0.0,1057.25,0.0,0.0,0.0,0.0,37.5,0.0,6.88
84,Ampang Intake,12/30/2020,0.1,1.15,273.33,0.0,0.0,0.05,0.0,0.0,1128.08,0.0,0.0,0.0,0.0,54.93,0.0,7.82
85,Ampang Intake,12/31/2020,0.1,0.07,127.92,0.0,0.0,0.08,0.0,0.0,1079.17,0.0,0.0,0.0,0.0,25.85,0.0,7.75
86,Ampang Intake,12/4/2020,0.0,0.0,138.75,0.0,0.0,0.08,0.0,0.0,898.42,0.0,0.0,0.0,0.0,27.82,0.0,7.31
87,Ampang Intake,12/5/2020,0.11,0.05,85.42,0.0,0.0,0.08,0.0,0.0,894.17,0.0,0.0,0.0,0.0,17.32,0.0,6.98
88,Ampang Intake,12/6/2020,0.06,0.07,92.5,0.0,0.0,0.11,0.0,0.0,1007.33,0.0,0.0,0.0,0.0,18.56,0.0,7.65
89,Ampang Intake,12/7/2020,0.06,0.09,86.25,0.0,0.0,0.11,0.0,0.0,948.0,0.0,0.0,0.0,0.0,17.29,0.0,7.22
90,Ampang Intake,12/8/2020,0.0,1.12,150.42,0.0,0.0,1.23,0.0,0.0,998.67,0.0,0.0,0.0,0.0,30.29,0.0,7.2
91,Ampang Intake,12/9/2020,0.0,0.03,7045.0,0.0,0.0,0.24,0.0,0.0,898.92,0.0,0.0,0.0,0.0,1405.61,0.0,6.32
92,Ampang Intake,5/22/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.67,0.0,0.0,0.0,0.0,0.0,0.0,7.93
93,Ampang Intake,6/1/2020,0.05,0.52,267.08,0.0,0.0,0.49,0.0,0.0,1133.5,0.0,0.0,0.0,0.0,54.17,0.0,5.96
94,Ampang Intake,6/10/2020,0.05,0.21,225.0,0.0,0.0,0.45,0.0,0.0,1171.42,0.0,0.0,0.0,0.0,45.09,0.0,5.81
95,Ampang Intake,6/11/2020,0.06,0.11,504.17,0.0,0.0,0.25,0.0,0.0,1085.58,0.0,0.0,0.0,0.0,100.93,0.0,6.15
96,Ampang Intake,6/12/2020,0.1,0.31,8028.75,0.0,0.0,0.04,0.0,0.0,738.33,0.0,0.0,0.0,0.0,1605.48,0.0,7.13
97,Ampang Intake,6/13/2020,0.11,1.37,572.92,0.0,0.0,1.73,0.0,0.0,990.17,0.0,0.0,0.0,0.0,114.55,0.0,6.32
98,Ampang Intake,6/14/2020,0.05,0.48,266.25,0.0,0.0,0.58,0.0,0.0,1300.42,0.0,0.0,0.0,0.0,53.43,0.0,6.05
99,Ampang Intake,6/15/2020,0.08,0.43,5028.75,0.0,0.0,0.4,0.0,0.0,731.75,0.0,0.0,0.0,0.0,988.92,0.0,6.37
100,Ampang Intake,6/16/2020,0.08,0.4,410.83,0.0,0.0,0.47,0.0,0.0,990.08,0.0,0.0,0.0,0.0,82.24,0.0,6.03
101,Ampang Intake,6/17/2020,0.05,0.31,238.33,0.0,0.0,0.34,0.0,0.0,960.0,0.0,0.0,0.0,0.0,47.04,0.0,6.06
102,Ampang Intake,6/18/2020,0.04,0.34,371.67,0.0,0.0,0.55,0.0,0.0,1097.08,0.0,0.0,0.0,0.0,73.93,0.0,6.44
103,Ampang Intake,6/19/2020,0.03,0.16,304.17,0.0,0.0,0.29,0.0,0.0,1232.08,0.0,0.0,0.0,0.0,61.15,0.0,6.47
104,Ampang Intake,6/2/2020,0.14,0.34,4678.33,0.0,0.0,0.84,0.0,0.0,1048.33,0.0,0.0,0.0,0.0,935.78,0.0,6.49
105,Ampang Intake,6/20/2020,0.14,0.15,807.08,0.0,0.0,0.19,0.0,0.0,903.83,0.0,0.0,0.0,0.0,161.52,0.0,6.25
106,Ampang Intake,6/21/2020,0.04,0.36,298.33,0.0,0.0,0.38,0.0,0.0,1541.92,0.0,0.0,0.0,0.0,59.88,0.0,6.3
107,Ampang Intake,6/22/2020,0.04,0.88,312.5,0.0,0.0,0.32,0.0,0.0,1161.42,0.0,0.0,0.0,0.0,94.13,0.0,6.15
108,Ampang Intake,6/23/2020,0.04,0.5,192.08,0.0,0.0,0.92,0.0,0.0,1386.08,0.0,0.0,0.0,0.0,38.54,0.0,6.22
109,Ampang Intake,6/24/2020,0.16,0.27,8501.67,0.0,0.0,0.26,0.0,0.0,1073.42,0.0,0.0,0.0,0.0,1701.01,0.0,6.51
110,Ampang Intake,6/25/2020,0.08,0.58,260.83,0.0,0.0,0.83,0.0,0.0,1186.92,0.0,0.0,0.0,0.0,52.03,0.0,6.21
111,Ampang Intake,6/26/2020,0.06,0.62,237.08,0.0,0.0,0.75,0.0,0.0,1446.25,0.0,0.0,0.0,0.0,47.7,0.0,5.91
112,Ampang Intake,6/27/2020,0.03,0.22,135.0,0.0,0.0,0.45,0.0,0.0,1332.67,0.0,0.0,0.0,0.0,27.86,0.0,5.84
113,Ampang Intake,6/28/2020,0.03,0.17,142.92,0.0,0.0,0.08,0.0,0.0,1242.58,0.0,0.0,0.0,0.0,29.03,0.0,5.91
114,Ampang Intake,6/29/2020,0.03,0.15,231.25,0.0,0.0,0.29,0.0,0.0,1104.92,0.0,0.0,0.0,0.0,126.75,0.0,5.97
115,Ampang Intake,6/3/2020,0.08,1.18,4257.5,0.0,0.0,1.32,0.0,0.0,885.08,0.0,0.0,0.0,0.0,851.59,0.0,6.75
116,Ampang Intake,6/30/2020,0.04,0.15,95.0,0.0,0.0,0.3,0.0,0.0,1310.92,0.0,0.0,0.0,0.0,19.54,0.0,5.92
117,Ampang Intake,6/4/2020,0.15,0.77,6765.83,0.0,0.0,1.87,0.0,0.0,842.17,0.0,0.0,0.0,0.0,1353.09,0.0,6.31
118,Ampang Intake,6/5/2020,0.09,0.83,463.33,0.0,0.0,1.97,0.0,0.0,1152.92,0.0,0.0,0.0,0.0,92.95,0.0,6.23
119,Ampang Intake,6/6/2020,0.11,0.19,320.42,0.0,0.0,0.1,0.0,0.0,1276.33,0.0,0.0,0.0,0.0,64.26,0.0,5.92
120,Ampang Intake,6/7/2020,0.08,0.26,183.33,0.0,0.0,0.35,0.0,0.0,1259.58,0.0,0.0,0.0,0.0,36.26,0.0,5.89
121,Ampang Intake,6/8/2020,0.07,0.36,143.33,0.0,0.0,0.29,0.0,0.0,1304.92,0.0,0.0,0.0,0.0,28.88,0.0,5.98
122,Ampang Intake,6/9/2020,0.07,0.25,199.0,0.0,0.0,0.16,0.0,0.0,1443.25,0.0,0.0,0.0,0.0,39.79,0.0,5.65
123,Ampang Intake,7/1/2020,0.14,0.1,100.42,0.0,0.0,0.2,0.0,0.0,1478.42,0.0,0.0,0.0,0.0,20.11,0.0,6.17
124,Ampang Intake,7/10/2020,0.08,0.11,224.17,0.0,0.0,0.25,0.0,0.0,1155.08,0.0,0.0,0.0,0.0,45.12,0.0,6.77
125,Ampang Intake,7/11/2020,0.03,0.0,4457.08,0.0,0.0,0.26,0.0,0.0,793.5,0.0,0.0,0.0,0.0,891.58,0.0,6.11
126,Ampang Intake,7/12/2020,0.07,1.31,591.25,0.0,0.0,0.89,0.0,0.0,884.5,0.0,0.0,0.0,0.0,117.83,0.0,5.93
127,Ampang Intake,7/13/2020,0.11,1.44,1098.75,0.0,0.0,2.07,0.0,0.0,831.33,0.0,0.0,0.0,0.0,219.93,0.0,6.21
128,Ampang Intake,7/14/2020,0.07,0.26,480.0,0.0,0.0,0.37,0.0,0.0,1241.0,0.0,0.0,0.0,0.0,95.98,0.0,5.92
129,Ampang Intake,7/15/2020,0.05,0.16,870.0,0.0,0.0,0.35,0.0,0.0,894.25,0.0,0.0,0.0,0.0,174.83,0.0,5.96
130,Ampang Intake,7/16/2020,0.15,0.72,12377.08,0.0,0.0,0.63,0.0,0.0,540.58,0.0,0.0,0.0,0.0,2445.83,0.0,6.66
131,Ampang Intake,7/17/2020,0.18,1.3,1575.42,0.0,0.0,0.61,0.0,0.0,904.75,0.0,0.0,0.0,0.0,315.14,0.0,7.93
132,Ampang Intake,7/18/2020,0.12,0.69,3140.83,0.0,0.0,0.29,0.0,0.0,918.5,0.0,0.0,0.0,0.0,628.18,0.0,218.53
133,Ampang Intake,7/19/2020,0.09,0.55,346.25,0.0,0.0,0.56,0.0,0.0,1324.5,0.0,0.0,0.0,0.0,69.28,0.0,7.74
134,Ampang Intake,7/2/2020,0.03,0.13,106.67,0.0,0.0,0.27,0.0,0.0,1221.75,0.0,0.0,0.0,0.0,21.45,0.0,6.26
135,Ampang Intake,7/20/2020,0.06,0.32,967.08,0.0,0.0,0.41,0.0,0.0,1134.17,0.0,0.0,0.0,0.0,193.48,0.0,7.8
136,Ampang Intake,7/21/2020,0.08,0.54,841.08,0.0,0.0,0.56,0.0,0.0,1290.0,0.0,0.0,0.0,0.0,168.3,0.0,8.21
137,Ampang Intake,7/22/2020,0.06,0.55,583.0,0.0,0.0,0.47,0.0,0.0,1117.92,0.0,0.0,0.0,0.0,118.46,0.0,8.08
138,Ampang Intake,7/23/2020,0.07,0.28,4507.08,0.0,0.0,0.59,0.0,0.0,1024.92,0.0,0.0,0.0,0.0,904.93,0.0,7.89
139,Ampang Intake,7/24/2020,0.11,0.55,9390.83,0.0,0.0,0.54,0.0,0.0,786.5,0.0,0.0,0.0,0.0,1878.19,0.0,7.95
140,Ampang Intake,7/25/2020,0.17,1.79,5010.0,0.0,0.0,0.99,0.0,0.0,847.67,0.0,0.0,0.0,0.0,1002.25,0.0,7.93
141,Ampang Intake,7/26/2020,0.07,0.45,383.0,0.0,0.0,0.21,0.0,0.0,1159.83,0.0,0.0,0.0,0.0,83.32,0.0,8.43
142,Ampang Intake,7/27/2020,0.07,0.27,3967.5,0.0,0.0,0.67,0.0,0.0,998.42,0.0,0.0,0.0,0.0,794.72,0.0,8.42
143,Ampang Intake,7/28/2020,0.06,0.48,528.33,0.0,0.0,1.24,0.0,0.0,1117.75,0.0,0.0,0.0,0.0,100.7,0.0,7.81
144,Ampang Intake,7/29/2020,0.06,0.38,498.0,0.0,0.0,0.58,0.0,0.0,807.5,0.0,0.0,0.0,0.0,97.06,0.0,7.64
145,Ampang Intake,7/3/2020,0.03,0.13,90.0,0.0,0.0,0.36,0.0,0.0,1435.92,0.0,0.0,0.0,0.0,18.27,0.0,6.41
146,Ampang Intake,7/30/2020,0.05,0.36,793.33,0.0,0.0,0.18,0.0,0.0,918.0,0.0,0.0,0.0,0.0,158.68,0.0,7.94
147,Ampang Intake,7/31/2020,0.07,0.35,2695.83,0.0,0.0,0.92,0.0,0.0,750.33,0.0,0.0,0.0,0.0,539.18,0.0,7.95
148,Ampang Intake,7/4/2020,0.09,0.07,236.67,0.0,0.0,0.21,0.0,0.0,1278.08,0.0,0.0,0.0,0.0,47.33,0.0,6.79
149,Ampang Intake,7/5/2020,0.06,0.11,126.67,0.0,0.0,0.18,0.0,0.0,1077.42,0.0,0.0,0.0,0.0,25.61,0.0,6.42
150,Ampang Intake,7/6/2020,0.05,0.14,133.33,0.0,0.0,0.16,0.0,0.0,1178.5,0.0,0.0,0.0,0.0,26.74,0.0,6.47
151,Ampang Intake,7/7/2020,0.1,0.15,1003.75,0.0,0.0,0.24,0.0,0.0,995.92,0.0,0.0,0.0,0.0,200.83,0.0,6.12
152,Ampang Intake,7/8/2020,0.06,0.64,581.25,0.0,0.0,0.13,0.0,0.0,997.92,0.0,0.0,0.0,0.0,116.34,0.0,5.62
153,Ampang Intake,7/9/2020,0.08,0.2,326.67,0.0,0.0,0.27,0.0,0.0,1011.5,0.0,0.0,0.0,0.0,65.51,0.0,6.35
154,Ampang Intake,8/1/2020,0.09,0.29,306.25,0.0,0.0,0.48,0.0,0.0,1103.08,0.0,0.0,0.0,0.0,61.16,0.0,8.54
155,Ampang Intake,8/10/2020,0.04,0.16,184.17,0.0,0.0,0.27,0.0,0.0,1126.42,0.0,0.0,0.0,0.0,36.9,0.0,7.94
156,Ampang Intake,8/11/2020,0.04,0.25,218.75,0.0,0.0,0.24,0.0,0.0,1119.83,0.0,0.0,0.0,0.0,43.99,0.0,8.0
157,Ampang Intake,8/12/2020,0.03,0.0,390.83,0.0,0.0,0.31,0.0,0.0,1192.5,0.0,0.0,0.0,0.0,78.23,0.0,7.98
158,Ampang Intake,8/13/2020,0.02,0.2,182.08,0.0,0.0,0.14,0.0,0.0,1066.58,0.0,0.0,0.0,0.0,38.06,0.0,8.07
159,Ampang Intake,8/14/2020,0.13,2.1,2196.67,0.0,0.0,3.51,0.0,0.0,1022.42,0.0,0.0,0.0,0.0,442.56,0.0,7.95
160,Ampang Intake,8/15/2020,0.03,0.12,283.33,0.0,0.0,0.03,0.0,0.0,1179.33,0.0,0.0,0.0,0.0,56.9,0.0,8.02
161,Ampang Intake,8/16/2020,0.03,0.17,5781.67,0.0,0.0,0.16,0.0,0.0,843.0,0.0,0.0,0.0,0.0,1156.38,0.0,7.82
162,Ampang Intake,8/17/2020,0.11,0.72,521.67,0.0,0.0,0.93,0.0,0.0,1044.92,0.0,0.0,0.0,0.0,104.45,0.0,7.83
163,Ampang Intake,8/18/2020,0.06,0.31,3259.58,0.0,0.0,0.39,0.0,0.0,887.83,0.0,0.0,0.0,0.0,654.37,0.0,8.15
164,Ampang Intake,8/19/2020,0.04,0.1,287.92,0.0,0.0,0.35,0.0,0.0,1240.75,0.0,0.0,0.0,0.0,57.8,0.0,8.09
165,Ampang Intake,8/2/2020,0.05,0.25,257.92,0.0,0.0,0.27,0.0,0.0,1276.58,0.0,0.0,0.0,0.0,51.56,0.0,8.76
166,Ampang Intake,8/20/2020,0.04,0.35,247.08,0.0,0.0,0.29,0.0,0.0,981.67,0.0,0.0,0.0,0.0,49.58,0.0,7.99
167,Ampang Intake,8/21/2020,0.04,0.22,177.08,0.0,0.0,0.31,0.0,0.0,1081.83,0.0,0.0,0.0,0.0,35.85,0.0,8.3
168,Ampang Intake,8/22/2020,0.04,0.08,578.33,0.0,0.0,0.34,0.0,0.0,1065.25,0.0,0.0,0.0,0.0,115.94,0.0,8.48
