,wtp,Date,Alkalinity,Aluminium_avg,Ammonia_avg,Color_avg,Chlorine_avg,E.coli_avg,Iron_avg,Fluoride_avg,FRChlorine_avg,flow_rate_avg,Manganese_avg,Odor_avg,Taste_avg,Total_coliform_avg,True Color,Turbidity_avg,Weather_avg,pH_avg
0,Ampang Intake,1/1/2022,,0.08,1.01,612.92,0.0,0.0,0.72,0.0,0.0,497.08,0.0,0.0,0.0,0.0,,122.58,0.0,6.34
1,Ampang Intake,1/10/2022,,0.06,0.18,93.75,0.0,0.0,0.09,0.0,0.0,601.42,0.0,0.0,0.0,0.0,,18.71,0.0,6.35
2,Ampang Intake,1/11/2022,,0.01,0.2,97.08,0.0,0.0,0.2,0.0,0.0,584.28,0.0,0.0,0.0,0.0,,19.55,0.0,6.35
3,Ampang Intake,1/12/2022,,0.01,0.0,108.13,0.0,0.0,0.29,0.0,0.0,596.3,0.0,0.0,0.0,0.0,,20.62,0.0,6.38
4,Ampang Intake,1/13/2022,,0.04,0.15,146.88,0.0,0.0,0.27,0.0,0.0,544.58,0.0,0.0,0.0,0.0,,29.4,0.0,6.35
5,Ampang Intake,1/14/2022,,0.01,0.0,228.54,0.0,0.0,0.26,0.0,0.0,643.75,0.0,0.0,0.0,0.0,,45.78,0.0,6.35
6,Ampang Intake,1/15/2022,,0.03,0.19,98.33,0.0,0.0,0.17,0.0,0.0,584.42,0.0,0.0,0.0,0.0,,19.67,0.0,6.37
7,Ampang Intake,1/16/2022,,0.01,0.16,172.92,0.0,0.0,0.23,0.0,0.0,578.08,0.0,0.0,0.0,0.0,,34.62,0.0,6.46
8,Ampang Intake,1/17/2022,,0.02,0.13,143.13,0.0,0.0,0.17,0.0,0.0,658.75,0.0,0.0,0.0,0.0,,28.7,0.0,6.37
9,Ampang Intake,1/18/2022,,0.03,0.12,81.25,0.0,0.0,0.22,0.0,0.0,610.28,0.0,0.0,0.0,0.0,,16.06,0.0,6.43
10,Ampang Intake,1/19/2022,,0.04,0.05,324.58,0.0,0.0,0.06,0.0,0.0,672.58,0.0,0.0,0.0,0.0,,65.01,0.0,6.32
11,Ampang Intake,1/2/2022,,0.07,0.28,390.42,0.0,0.0,0.27,0.0,0.0,485.75,0.0,0.0,0.0,0.0,,78.04,0.0,6.3
12,Ampang Intake,1/20/2022,,0.08,0.11,97.5,0.0,0.0,0.2,0.0,0.0,635.42,0.0,0.0,0.0,0.0,,19.64,0.0,6.31
13,Ampang Intake,1/21/2022,,0.01,0.16,693.17,0.0,0.0,0.4,0.0,0.0,614.58,0.0,0.0,0.0,0.0,,138.78,0.0,6.43
14,Ampang Intake,1/22/2022,,0.02,0.63,619.38,0.0,0.0,0.66,0.0,0.0,555.5,0.0,0.0,0.0,0.0,,123.88,0.0,6.46
15,Ampang Intake,1/23/2022,,0.03,0.18,176.46,0.0,0.0,0.08,0.0,0.0,608.17,0.0,0.0,0.0,0.0,,35.53,0.0,6.46
16,Ampang Intake,1/24/2022,,0.06,0.21,1113.13,0.0,0.0,0.1,0.0,0.0,693.75,0.0,0.0,0.0,0.0,,222.72,0.0,6.38
17,Ampang Intake,1/25/2022,,0.06,0.13,634.17,0.0,0.0,0.2,0.0,0.0,602.17,0.0,0.0,0.0,0.0,,126.88,0.0,6.35
18,Ampang Intake,1/26/2022,,0.04,0.24,512.92,0.0,0.0,0.1,0.0,0.0,491.25,0.0,0.0,0.0,0.0,,102.61,0.0,6.23
19,Ampang Intake,1/27/2022,,0.05,0.01,189.58,0.0,0.0,0.05,0.0,0.0,604.58,0.0,0.0,0.0,0.0,,38.17,0.0,6.29
20,Ampang Intake,1/28/2022,,0.05,0.1,2913.75,0.0,0.0,0.06,0.0,0.0,442.33,0.0,0.0,0.0,0.0,,582.9,0.0,6.32
21,Ampang Intake,1/29/2022,,0.09,0.18,4124.38,0.0,0.0,0.21,0.0,0.0,376.0,0.0,0.0,0.0,0.0,,824.84,0.0,6.2
22,Ampang Intake,1/3/2022,,0.07,0.27,153.33,0.0,0.0,0.24,0.0,0.0,548.08,0.0,0.0,0.0,0.0,,30.72,0.0,6.31
23,Ampang Intake,1/30/2022,,0.02,0.77,336.83,0.0,0.0,0.32,0.0,0.0,561.17,0.0,0.0,0.0,0.0,,67.45,0.0,6.35
24,Ampang Intake,1/31/2022,,0.04,0.28,303.75,0.0,0.0,0.14,0.0,0.0,692.0,0.0,0.0,0.0,0.0,,60.65,0.0,6.44
25,Ampang Intake,1/4/2022,,0.08,0.2,197.92,0.0,0.0,0.19,0.0,0.0,546.0,0.0,0.0,0.0,0.0,,39.69,0.0,6.37
26,Ampang Intake,1/5/2022,,0.05,0.15,110.0,0.0,0.0,0.19,0.0,0.0,599.0,0.0,0.0,0.0,0.0,,22.12,0.0,6.28
27,Ampang Intake,1/6/2022,,0.05,0.16,116.67,0.0,0.0,0.03,0.0,0.0,577.5,0.0,0.0,0.0,0.0,,23.88,0.0,6.23
28,Ampang Intake,1/7/2022,,0.05,0.05,207.71,0.0,0.0,0.03,0.0,0.0,593.12,0.0,0.0,0.0,0.0,,39.5,0.0,6.23
29,Ampang Intake,1/8/2022,,0.05,0.02,117.08,0.0,0.0,0.2,0.0,0.0,621.5,0.0,0.0,0.0,0.0,,23.6,0.0,6.22
30,Ampang Intake,1/9/2022,,0.06,0.14,97.71,0.0,0.0,0.15,0.0,0.0,570.08,0.0,0.0,0.0,0.0,,19.47,0.0,6.24
31,Ampang Intake,2/1/2022,,0.05,0.14,101.25,0.0,0.0,0.07,0.0,0.0,624.48,0.0,0.0,0.0,0.0,,20.4,0.0,6.46
32,Ampang Intake,2/10/2022,,0.01,0.03,101.29,0.0,0.0,0.59,0.0,0.0,680.33,0.0,0.0,0.0,0.0,,20.21,0.0,6.34
33,Ampang Intake,2/11/2022,,0.01,0.0,130.21,0.0,0.0,0.18,0.0,0.0,674.58,0.0,0.0,0.0,0.0,,26.17,0.0,6.34
34,Ampang Intake,2/12/2022,,0.02,0.17,361.88,0.0,0.0,0.35,0.0,0.0,536.17,0.0,0.0,0.0,0.0,,72.49,0.0,6.3
35,Ampang Intake,2/13/2022,,0.02,0.0,366.46,0.0,0.0,0.33,0.0,0.0,513.92,0.0,0.0,0.0,0.0,,73.46,0.0,6.32
36,Ampang Intake,2/14/2022,,0.03,0.02,2876.04,0.0,0.0,0.14,0.0,0.0,480.9,0.0,0.0,0.0,0.0,,575.35,0.0,6.2
37,Ampang Intake,2/15/2022,,0.07,0.71,487.29,0.0,0.0,0.72,0.0,0.0,541.75,0.0,0.0,0.0,0.0,,97.53,0.0,6.22
38,Ampang Intake,2/16/2022,,0.05,0.3,164.58,0.0,0.0,0.31,0.0,0.0,645.83,0.0,0.0,0.0,0.0,,33.03,0.0,6.24
39,Ampang Intake,2/17/2022,,0.05,0.65,183.54,0.0,0.0,0.7,0.0,0.0,624.08,0.0,0.0,0.0,0.0,,36.72,0.0,6.26
40,Ampang Intake,2/18/2022,,0.01,0.1,100.42,0.0,0.0,0.2,0.0,0.0,622.75,0.0,0.0,0.0,0.0,,20.33,0.0,6.29
41,Ampang Intake,2/19/2022,,0.03,0.19,189.38,0.0,0.0,0.19,0.0,0.0,588.08,0.0,0.0,0.0,0.0,,38.08,0.0,6.27
42,Ampang Intake,2/2/2022,,0.06,0.04,86.25,0.0,0.0,0.1,0.0,0.0,629.31,0.0,0.0,0.0,0.0,,17.39,0.0,6.41
43,Ampang Intake,2/20/2022,,0.04,0.18,139.58,0.0,0.0,0.17,0.0,0.0,584.08,0.0,0.0,0.0,0.0,,28.29,0.0,6.25
44,Ampang Intake,2/21/2022,,0.05,0.22,126.88,0.0,0.0,0.15,0.0,0.0,508.0,0.0,0.0,0.0,0.0,,25.18,0.0,6.35
45,Ampang Intake,2/22/2022,,0.05,0.09,69.17,0.0,0.0,0.06,0.0,0.0,464.67,0.0,0.0,0.0,0.0,,13.93,0.0,6.28
46,Ampang Intake,2/23/2022,,0.06,0.08,154.58,0.0,0.0,0.08,0.0,0.0,612.0,0.0,0.0,0.0,0.0,,31.16,0.0,6.38
47,Ampang Intake,2/24/2022,,0.11,0.18,197.5,0.0,0.0,0.15,0.0,0.0,549.08,0.0,0.0,0.0,0.0,,38.61,0.0,6.38
48,Ampang Intake,2/25/2022,,0.04,0.14,90.83,0.0,0.0,0.14,0.0,0.0,611.42,0.0,0.0,0.0,0.0,,18.48,0.0,6.44
49,Ampang Intake,2/26/2022,,0.08,0.12,3314.33,0.0,0.0,0.11,0.0,0.0,463.0,0.0,0.0,0.0,0.0,,663.3,0.0,6.33
50,Ampang Intake,2/27/2022,,0.13,1.36,985.21,0.0,0.0,0.18,0.0,0.0,656.83,0.0,0.0,0.0,0.0,,197.12,0.0,6.37
51,Ampang Intake,2/28/2022,,0.05,0.02,207.71,0.0,0.0,0.14,0.0,0.0,522.08,0.0,0.0,0.0,0.0,,41.68,0.0,6.3
52,Ampang Intake,2/3/2022,,0.04,0.08,538.96,0.0,0.0,0.13,0.0,0.0,685.0,0.0,0.0,0.0,0.0,,107.85,0.0,6.42
53,Ampang Intake,2/4/2022,,0.05,0.34,137.92,0.0,0.0,0.31,0.0,0.0,744.33,0.0,0.0,0.0,0.0,,27.67,0.0,6.48
54,Ampang Intake,2/5/2022,,0.05,0.04,101.88,0.0,0.0,0.15,0.0,0.0,743.17,0.0,0.0,0.0,0.0,,20.6,0.0,6.37
55,Ampang Intake,2/6/2022,,0.05,0.06,242.5,0.0,0.0,0.12,0.0,0.0,751.92,0.0,0.0,0.0,0.0,,48.75,0.0,6.37
56,Ampang Intake,2/7/2022,,0.06,0.26,241.88,0.0,0.0,0.11,0.0,0.0,754.83,0.0,0.0,0.0,0.0,,48.4,0.0,6.27
57,Ampang Intake,2/8/2022,,0.04,0.11,109.79,0.0,0.0,0.26,0.0,0.0,723.0,0.0,0.0,0.0,0.0,,22.0,0.0,6.32
58,Ampang Intake,2/9/2022,,0.03,0.19,102.92,0.0,0.0,0.53,0.0,0.0,739.0,0.0,0.0,0.0,0.0,,20.63,0.0,6.27
59,Ampang Intake,3/1/2022,,0.06,0.33,276.46,0.0,0.0,0.12,0.0,0.0,628.5,0.0,0.0,0.0,0.0,,67.93,0.0,6.29
60,Ampang Intake,3/10/2022,,0.02,0.3,555.83,0.0,0.0,0.33,0.0,0.0,666.08,0.0,0.0,0.0,0.0,,111.25,0.0,6.34
61,Ampang Intake,3/11/2022,,0.02,0.18,588.13,0.0,0.0,0.31,0.0,0.0,659.93,0.0,0.0,0.0,0.0,,117.68,0.0,6.41
62,Ampang Intake,3/12/2022,,0.01,0.08,159.79,0.0,0.0,0.34,0.0,0.0,802.33,0.0,0.0,0.0,0.0,,32.0,0.0,6.43
63,Ampang Intake,3/13/2022,,0.01,0.06,133.96,0.0,0.0,0.29,0.0,0.0,738.75,0.0,0.0,0.0,0.0,,26.87,0.0,6.44
64,Ampang Intake,3/14/2022,,0.02,0.02,511.04,0.0,0.0,0.32,0.0,0.0,689.33,0.0,0.0,0.0,0.0,,102.27,0.0,6.35
65,Ampang Intake,3/15/2022,,0.07,0.22,1030.83,0.0,0.0,0.22,0.0,0.0,688.45,0.0,0.0,0.0,0.0,,206.25,0.0,6.38
66,Ampang Intake,3/16/2022,,0.04,0.49,750.0,0.0,0.0,0.56,0.0,0.0,633.5,0.0,0.0,0.0,0.0,,148.9,0.0,6.28
67,Ampang Intake,3/17/2022,,0.03,0.34,3799.17,0.0,0.0,0.41,0.0,0.0,655.44,0.0,0.0,0.0,0.0,,755.32,0.0,6.41
68,Ampang Intake,3/18/2022,,0.1,0.51,282.71,0.0,0.0,0.14,0.0,0.0,693.33,0.0,0.0,0.0,0.0,,56.81,0.0,6.34
69,Ampang Intake,3/19/2022,,0.03,0.29,162.71,0.0,0.0,0.26,0.0,0.0,721.25,0.0,0.0,0.0,0.0,,32.73,0.0,6.45
70,Ampang Intake,3/2/2022,,0.07,0.11,131.88,0.0,0.0,0.12,0.0,0.0,684.83,0.0,0.0,0.0,0.0,,26.69,0.0,6.36
71,Ampang Intake,3/20/2022,,0.07,0.08,130.63,0.0,0.0,0.07,0.0,0.0,681.92,0.0,0.0,0.0,0.0,,26.61,0.0,6.36
72,Ampang Intake,3/21/2022,,0.1,0.16,100.63,0.0,0.0,0.0,0.0,0.0,659.92,0.0,0.0,0.0,0.0,,20.38,0.0,6.46
73,Ampang Intake,3/22/2022,,0.17,0.19,210.83,0.0,0.0,0.19,0.0,0.0,740.92,0.0,0.0,0.0,0.0,,42.37,0.0,6.41
74,Ampang Intake,3/23/2022,,0.06,0.15,86.46,0.0,0.0,0.09,0.0,0.0,759.5,0.0,0.0,0.0,0.0,,17.56,0.0,6.35
75,Ampang Intake,3/24/2022,,0.06,0.1,213.54,0.0,0.0,0.2,0.0,0.0,789.83,0.0,0.0,0.0,0.0,,42.95,0.0,6.43
76,Ampang Intake,3/25/2022,,0.08,0.13,3000.42,0.0,0.0,0.19,0.0,0.0,702.4,0.0,0.0,0.0,0.0,,600.24,0.0,6.25
77,Ampang Intake,3/26/2022,,0.09,0.36,164.17,0.0,0.0,0.34,0.0,0.0,682.33,0.0,0.0,0.0,0.0,,33.05,0.0,6.3
78,Ampang Intake,3/27/2022,,0.05,0.1,101.25,0.0,0.0,0.09,0.0,0.0,714.25,0.0,0.0,0.0,0.0,,20.52,0.0,6.33
79,Ampang Intake,3/28/2022,,0.02,0.27,97.5,0.0,0.0,0.28,0.0,0.0,771.67,0.0,0.0,0.0,0.0,,19.45,0.0,6.46
80,Ampang Intake,3/29/2022,,0.05,0.12,603.54,0.0,0.0,0.17,0.0,0.0,751.58,0.0,0.0,0.0,0.0,,120.75,0.0,6.3
81,Ampang Intake,3/3/2022,,0.14,0.66,927.71,0.0,0.0,0.68,0.0,0.0,650.92,0.0,0.0,0.0,0.0,,185.52,0.0,6.35
82,Ampang Intake,3/30/2022,,0.06,0.13,3296.17,0.0,0.0,0.13,0.0,0.0,698.2,0.0,0.0,0.0,0.0,,660.62,0.0,6.43
83,Ampang Intake,3/31/2022,,0.07,0.33,398.13,0.0,0.0,0.23,0.0,0.0,726.33,0.0,0.0,0.0,0.0,,79.66,0.0,6.42
84,Ampang Intake,3/4/2022,,0.03,0.67,1110.21,0.0,0.0,0.51,0.0,0.0,651.83,0.0,0.0,0.0,0.0,,222.05,0.0,6.44
85,Ampang Intake,3/5/2022,,0.04,0.08,400.21,0.0,0.0,0.09,0.0,0.0,672.83,0.0,0.0,0.0,0.0,,80.27,0.0,6.29
86,Ampang Intake,3/6/2022,,0.08,0.32,395.21,0.0,0.0,0.28,0.0,0.0,672.92,0.0,0.0,0.0,0.0,,79.2,0.0,6.3
87,Ampang Intake,3/7/2022,,0.11,0.68,680.83,0.0,0.0,0.52,0.0,0.0,713.42,0.0,0.0,0.0,0.0,,136.18,0.0,6.33
88,Ampang Intake,3/8/2022,,0.02,0.33,3164.79,0.0,0.0,0.31,0.0,0.0,660.1,0.0,0.0,0.0,0.0,,633.03,0.0,6.31
89,Ampang Intake,3/9/2022,,0.03,0.27,216.88,0.0,0.0,0.39,0.0,0.0,737.0,0.0,0.0,0.0,0.0,,43.51,0.0,6.33
90,Ampang Intake,4/1/2022,,0.02,0.27,167.92,0.0,0.0,0.32,0.0,0.0,723.42,0.0,0.0,0.0,0.0,,32.13,0.0,6.31
91,Ampang Intake,4/10/2022,,0.03,0.36,576.25,0.0,0.0,0.37,0.0,0.0,651.17,0.0,0.0,0.0,0.0,,115.4,0.0,6.34
92,Ampang Intake,4/11/2022,,0.01,0.0,141.04,0.0,0.0,0.28,0.0,0.0,759.33,0.0,0.0,0.0,0.0,,28.39,0.0,6.3
93,Ampang Intake,4/12/2022,,0.03,0.73,2758.54,0.0,0.0,0.25,0.0,0.0,766.5,0.0,0.0,0.0,0.0,,548.44,0.0,6.4
94,Ampang Intake,4/13/2022,,0.08,0.37,1117.71,0.0,0.0,0.5,0.0,0.0,662.5,0.0,0.0,0.0,0.0,,223.69,0.0,6.34
95,Ampang Intake,4/14/2022,,0.05,0.37,176.46,0.0,0.0,0.03,0.0,0.0,731.83,0.0,0.0,0.0,0.0,,35.49,0.0,6.36
96,Ampang Intake,4/15/2022,,0.01,0.26,3178.54,0.0,0.0,0.29,0.0,0.0,668.7,0.0,0.0,0.0,0.0,,635.88,0.0,6.35
97,Ampang Intake,4/16/2022,,0.03,0.58,2525.21,0.0,0.0,0.3,0.0,0.0,707.1,0.0,0.0,0.0,0.0,,505.24,0.0,6.35
98,Ampang Intake,4/17/2022,,0.07,0.09,251.46,0.0,0.0,0.2,0.0,0.0,715.5,0.0,0.0,0.0,0.0,,50.65,0.0,6.41
99,Ampang Intake,4/18/2022,,0.04,0.32,488.96,0.0,0.0,0.17,0.0,0.0,709.92,0.0,0.0,0.0,0.0,,97.99,0.0,6.39
100,Ampang Intake,4/19/2022,,0.11,0.26,503.42,0.0,0.0,0.24,0.0,0.0,743.92,0.0,0.0,0.0,0.0,,117.0,0.0,6.41
101,Ampang Intake,4/2/2022,,0.09,0.19,165.0,0.0,0.0,0.16,0.0,0.0,720.92,0.0,0.0,0.0,0.0,,33.21,0.0,6.3
102,Ampang Intake,4/20/2022,,0.06,0.33,2976.25,0.0,0.0,0.3,0.0,0.0,659.3,0.0,0.0,0.0,0.0,,595.49,0.0,6.42
103,Ampang Intake,4/21/2022,,0.22,1.03,601.46,0.0,0.0,0.1,0.0,0.0,717.42,0.0,0.0,0.0,0.0,,120.45,0.0,6.43
104,Ampang Intake,4/22/2022,,0.05,0.07,243.54,0.0,0.0,0.13,0.0,0.0,709.5,0.0,0.0,0.0,0.0,,49.45,0.0,6.43
105,Ampang Intake,4/23/2022,,0.13,0.22,103.54,0.0,0.0,0.21,0.0,0.0,781.5,0.0,0.0,0.0,0.0,,20.72,0.0,6.42
106,Ampang Intake,4/24/2022,,0.06,0.18,891.46,0.0,0.0,0.17,0.0,0.0,749.55,0.0,0.0,0.0,0.0,,178.29,0.0,6.44
107,Ampang Intake,4/25/2022,,0.07,0.07,436.46,0.0,0.0,0.21,0.0,0.0,722.92,0.0,0.0,0.0,0.0,,87.48,0.0,6.35
108,Ampang Intake,4/26/2022,,0.07,0.25,137.29,0.0,0.0,0.15,0.0,0.0,813.67,0.0,0.0,0.0,0.0,,27.56,0.0,6.39
109,Ampang Intake,4/27/2022,,0.05,0.17,98.96,0.0,0.0,0.13,0.0,0.0,851.92,0.0,0.0,0.0,0.0,,20.09,0.0,6.38
110,Ampang Intake,4/28/2022,,0.07,0.17,254.58,0.0,0.0,0.16,0.0,0.0,850.42,0.0,0.0,0.0,0.0,,51.2,0.0,6.39
111,Ampang Intake,4/29/2022,,0.13,0.01,436.67,0.0,0.0,0.19,0.0,0.0,784.08,0.0,0.0,0.0,0.0,,87.53,0.0,6.45
112,Ampang Intake,4/3/2022,,0.06,0.27,512.92,0.0,0.0,0.16,0.0,0.0,705.42,0.0,0.0,0.0,0.0,,102.59,0.0,6.39
113,Ampang Intake,4/30/2022,,0.5,0.06,102.5,0.0,0.0,0.08,0.0,0.0,807.17,0.0,0.0,0.0,0.0,,20.72,0.0,6.42
114,Ampang Intake,4/4/2022,,0.05,0.29,111.46,0.0,0.0,0.09,0.0,0.0,756.83,0.0,0.0,0.0,0.0,,22.55,0.0,6.32
115,Ampang Intake,4/5/2022,,0.01,0.23,134.17,0.0,0.0,0.39,0.0,0.0,742.33,0.0,0.0,0.0,0.0,,26.91,0.0,6.33
116,Ampang Intake,4/6/2022,,0.03,0.14,96.67,0.0,0.0,0.24,0.0,0.0,765.42,0.0,0.0,0.0,0.0,,19.38,0.0,6.39
117,Ampang Intake,4/7/2022,,0.02,0.24,296.25,0.0,0.0,0.24,0.0,0.0,802.17,0.0,0.0,0.0,0.0,,59.33,0.0,6.36
118,Ampang Intake,4/8/2022,,0.08,0.09,432.71,0.0,0.0,0.11,0.0,0.0,798.25,0.0,0.0,0.0,0.0,,86.64,0.0,6.4
119,Ampang Intake,4/9/2022,,0.17,0.29,850.96,0.0,0.0,0.19,0.0,0.0,773.42,0.0,0.0,0.0,0.0,,170.13,0.0,6.43
120,Ampang Intake,5/1/2022,,0.04,0.07,4506.21,0.0,0.0,0.05,0.0,0.0,678.5,0.0,0.0,0.0,0.0,,901.45,0.0,6.46
121,Ampang Intake,5/10/2022,,0.02,0.18,123.13,0.0,0.0,0.28,0.0,0.0,805.5,0.0,0.0,0.0,0.0,,24.78,0.0,6.4
122,Ampang Intake,5/11/2022,,0.13,0.78,781.04,0.0,0.0,0.0,0.0,0.0,719.58,0.0,0.0,0.0,0.0,,156.32,0.0,6.41
123,Ampang Intake,5/12/2022,,0.01,0.32,703.88,0.0,0.0,0.3,0.0,0.0,717.75,0.0,0.0,0.0,0.0,,140.89,0.0,6.36
124,Ampang Intake,5/13/2022,,0.01,0.24,517.92,0.0,0.0,0.38,0.0,0.0,736.92,0.0,0.0,0.0,0.0,,103.86,0.0,6.32
125,Ampang Intake,5/14/2022,,0.15,0.33,2733.13,0.0,0.0,0.31,0.0,0.0,682.7,0.0,0.0,0.0,0.0,,546.78,0.0,6.36
126,Ampang Intake,5/15/2022,,0.04,0.55,628.54,0.0,0.0,0.9,0.0,0.0,719.17,0.0,0.0,0.0,0.0,,125.84,0.0,6.38
127,Ampang Intake,5/16/2022,,0.04,0.59,242.71,0.0,0.0,0.31,0.0,0.0,688.08,0.0,0.0,0.0,0.0,,48.62,0.0,6.35
128,Ampang Intake,5/17/2022,,0.12,0.29,196.04,0.0,0.0,0.62,0.0,0.0,865.75,0.0,0.0,0.0,0.0,,39.4,0.0,6.47
129,Ampang Intake,5/18/2022,,0.15,0.27,966.25,0.0,0.0,0.25,0.0,0.0,745.5,0.0,0.0,0.0,0.0,,193.62,0.0,6.45
130,Ampang Intake,5/19/2022,,0.14,0.09,251.04,0.0,0.0,0.1,0.0,0.0,756.42,0.0,0.0,0.0,0.0,,50.46,0.0,6.41
131,Ampang Intake,5/2/2022,,0.08,0.16,1202.71,0.0,0.0,0.13,0.0,0.0,679.67,0.0,0.0,0.0,0.0,,240.72,0.0,6.34
132,Ampang Intake,5/20/2022,,0.05,0.23,154.17,0.0,0.0,0.16,0.0,0.0,725.42,0.0,0.0,0.0,0.0,,31.14,0.0,6.39
133,Ampang Intake,5/21/2022,,0.02,0.21,109.79,0.0,0.0,0.19,0.0,0.0,804.67,0.0,0.0,0.0,0.0,,22.04,0.0,6.37
134,Ampang Intake,5/22/2022,,0.03,0.15,112.92,0.0,0.0,0.15,0.0,0.0,817.58,0.0,0.0,0.0,0.0,,22.56,0.0,6.45
135,Ampang Intake,5/23/2022,,0.16,0.16,842.21,0.0,0.0,0.13,0.0,0.0,834.75,0.0,0.0,0.0,0.0,,168.43,0.0,6.47
136,Ampang Intake,5/24/2022,,0.04,0.07,752.92,0.0,0.0,0.08,0.0,0.0,810.75,0.0,0.0,0.0,0.0,,150.77,0.0,6.48
137,Ampang Intake,5/25/2022,,0.07,0.13,1246.88,0.0,0.0,0.07,0.0,0.0,824.92,0.0,0.0,0.0,0.0,,249.56,0.0,6.42
138,Ampang Intake,5/26/2022,,0.08,0.43,220.0,0.0,0.0,0.21,0.0,0.0,863.17,0.0,0.0,0.0,0.0,,44.21,0.0,6.56
139,Ampang Intake,5/27/2022,,0.05,0.22,158.54,0.0,0.0,0.24,0.0,0.0,785.75,0.0,0.0,0.0,0.0,,32.04,0.0,6.47
140,Ampang Intake,5/28/2022,,0.06,0.08,104.79,0.0,0.0,0.07,0.0,0.0,867.42,0.0,0.0,0.0,0.0,,21.32,0.0,6.39
141,Ampang Intake,5/29/2022,,0.07,0.1,91.04,0.0,0.0,0.14,0.0,0.0,889.83,0.0,0.0,0.0,0.0,,18.39,0.0,6.44
142,Ampang Intake,5/3/2022,,0.06,0.76,192.5,0.0,0.0,0.98,0.0,0.0,718.42,0.0,0.0,0.0,0.0,,38.72,0.0,6.5
143,Ampang Intake,5/30/2022,,0.05,0.12,102.29,0.0,0.0,0.05,0.0,0.0,863.08,0.0,0.0,0.0,0.0,,20.51,0.0,6.42
144,Ampang Intake,5/31/2022,,0.01,0.28,111.04,0.0,0.0,0.2,0.0,0.0,857.67,0.0,0.0,0.0,0.0,,21.98,0.0,6.43
145,Ampang Intake,5/4/2022,,0.02,0.26,86.29,0.0,0.0,0.18,0.0,0.0,781.58,0.0,0.0,0.0,0.0,,17.78,0.0,6.46
146,Ampang Intake,5/5/2022,,0.02,0.71,119.58,0.0,0.0,0.25,0.0,0.0,727.25,0.0,0.0,0.0,0.0,,23.89,0.0,6.5
147,Ampang Intake,5/6/2022,,0.02,0.11,193.13,0.0,0.0,0.33,0.0,0.0,735.25,0.0,0.0,0.0,0.0,,38.67,0.0,6.44
148,Ampang Intake,5/7/2022,,0.13,1.17,462.08,0.0,0.0,0.29,0.0,0.0,731.58,0.0,0.0,0.0,0.0,,92.82,0.0,6.41
149,Ampang Intake,5/8/2022,,0.08,0.09,127.71,0.0,0.0,0.14,0.0,0.0,769.83,0.0,0.0,0.0,0.0,,25.82,0.0,6.4
150,Ampang Intake,5/9/2022,,0.06,0.18,96.67,0.0,0.0,0.24,0.0,0.0,813.08,0.0,0.0,0.0,0.0,,19.64,0.0,6.43
151,Ampang Intake,6/1/2022,,0.02,0.18,121.88,0.0,0.0,0.28,0.0,0.0,862.83,0.0,0.0,0.0,0.0,,24.48,0.0,6.4
152,Ampang Intake,6/10/2022,,0.07,0.19,145.42,0.0,0.0,0.24,0.0,0.0,862.33,0.0,0.0,0.0,0.0,,29.23,0.0,6.45
153,Ampang Intake,6/11/2022,,0.06,0.09,431.46,0.0,0.0,0.13,0.0,0.0,860.25,0.0,0.0,0.0,0.0,,86.43,0.0,6.47
154,Ampang Intake,6/12/2022,,0.04,0.05,79.17,0.0,0.0,0.2,0.0,0.0,875.83,0.0,0.0,0.0,0.0,,16.1,0.0,6.5
155,Ampang Intake,6/13/2022,,0.09,0.07,497.29,0.0,0.0,0.08,0.0,0.0,824.42,0.0,0.0,0.0,0.0,,100.0,0.0,6.49
156,Ampang Intake,6/14/2022,,0.12,0.17,96.04,0.0,0.0,0.18,0.0,0.0,823.5,0.0,0.0,0.0,0.0,,19.37,0.0,6.51
157,Ampang Intake,6/15/2022,,0.08,0.14,174.17,0.0,0.0,0.1,0.0,0.0,821.25,0.0,0.0,0.0,0.0,,35.09,0.0,6.52
158,Ampang Intake,6/16/2022,,0.04,0.1,370.63,0.0,0.0,0.13,0.0,0.0,860.5,0.0,0.0,0.0,0.0,,74.08,0.0,6.48
159,Ampang Intake,6/17/2022,,0.04,0.11,489.38,0.0,0.0,0.07,0.0,0.0,808.92,0.0,0.0,0.0,0.0,,98.14,0.0,6.43
160,Ampang Intake,6/18/2022,,0.07,0.1,125.0,0.0,0.0,0.12,0.0,0.0,795.0,0.0,0.0,0.0,0.0,,25.15,0.0,6.51
161,Ampang Intake,6/19/2022,,0.03,0.2,90.0,0.0,0.0,0.21,0.0,0.0,778.83,0.0,0.0,0.0,0.0,,17.85,0.0,6.48
162,Ampang Intake,6/2/2022,,0.03,0.15,121.46,0.0,0.0,0.23,0.0,0.0,894.42,0.0,0.0,0.0,0.0,,24.51,0.0,6.47
163,Ampang Intake,6/20/2022,,0.05,0.1,77.71,0.0,0.0,0.11,0.0,0.0,896.08,0.0,0.0,0.0,0.0,,15.79,0.0,6.42
164,Ampang Intake,6/21/2022,,0.05,0.06,338.75,0.0,0.0,0.04,0.0,0.0,871.67,0.0,0.0,0.0,0.0,,68.36,0.0,6.47
165,Ampang Intake,6/22/2022,,0.15,0.66,410.0,0.0,0.0,0.55,0.0,0.0,762.67,0.0,0.0,0.0,0.0,,82.29,0.0,6.43
