,wtp,Date,Alkalinity,Aluminium_avg,Ammonia_avg,Color_avg,Chlorine_avg,E.coli_avg,Iron_avg,Fluoride_avg,FRChlorine_avg,flow_rate_avg,Manganese_avg,Odor_avg,Taste_avg,Total_coliform_avg,True Color,Turbidity_avg,Weather_avg,pH_avg
1963,Kuala Kubu Bharu,4/1/2022,,0.01,0.04,15.96,0.0,0.0,0.06,0.0,0.0,275.0,0.02,0.0,0.0,0.0,,3.88,0.0,7.07
1964,Kuala Kubu Bharu,4/10/2022,,0.02,0.06,95.83,0.0,0.0,0.06,0.0,0.0,266.67,0.02,0.0,0.0,0.0,,15.37,0.0,6.8
1965,Kuala Kubu Bharu,4/11/2022,,0.05,0.05,76.83,0.0,0.0,0.2,0.05,0.0,288.33,0.05,0.0,0.0,0.0,,14.24,0.0,6.7
1966,Kuala Kubu Bharu,4/12/2022,,0.01,0.04,16.38,0.0,0.0,0.06,0.0,0.0,310.42,0.01,0.0,0.0,0.0,,3.45,0.0,6.86
1967,Kuala Kubu Bharu,4/13/2022,,0.02,0.03,36.29,0.0,0.0,0.11,0.0,0.0,254.17,0.03,0.0,0.0,0.0,,5.61,0.0,6.76
1968,Kuala Kubu Bharu,4/14/2022,,0.01,0.07,27.33,0.0,0.0,0.06,0.0,0.0,306.25,0.02,0.0,0.0,0.0,,5.23,0.0,6.84
1969,Kuala Kubu Bharu,4/15/2022,,0.02,0.03,58.46,0.0,0.0,0.08,0.0,0.0,266.67,0.02,0.0,0.0,0.0,,9.39,0.0,6.82
1970,Kuala Kubu Bharu,4/16/2022,,0.0,0.04,19.5,0.0,0.0,0.1,0.0,0.0,288.75,0.05,0.0,0.0,0.0,,3.55,0.0,6.85
1971,Kuala Kubu Bharu,4/17/2022,,0.0,0.04,16.25,0.0,0.0,0.04,0.0,0.0,296.67,0.02,0.0,0.0,0.0,,3.33,0.0,6.81
1972,Kuala Kubu Bharu,4/18/2022,,0.0,0.12,17.54,0.0,0.0,0.09,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,2.99,0.0,6.82
1973,Kuala Kubu Bharu,4/19/2022,,0.01,0.12,28.21,0.0,0.0,0.09,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,4.58,0.0,6.77
1974,Kuala Kubu Bharu,4/2/2022,,0.0,0.11,14.71,0.0,0.0,0.09,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,3.18,0.0,7.07
1975,Kuala Kubu Bharu,4/20/2022,,0.04,0.23,89.0,0.0,0.0,0.19,0.0,0.0,265.42,0.03,0.0,0.0,0.0,,13.72,0.0,6.68
1976,Kuala Kubu Bharu,4/21/2022,,0.03,0.09,45.29,0.0,0.0,0.1,0.0,0.0,304.17,0.02,0.0,0.0,0.0,,8.59,0.0,6.76
1977,Kuala Kubu Bharu,4/22/2022,,0.01,0.04,17.75,0.0,0.0,0.05,0.0,0.0,300.0,0.01,0.0,0.0,0.0,,3.51,0.0,6.76
1978,Kuala Kubu Bharu,4/23/2022,,0.0,0.13,18.96,0.0,0.0,0.1,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,3.1,0.0,6.79
1979,Kuala Kubu Bharu,4/24/2022,,0.0,0.09,16.63,0.0,0.0,0.09,0.0,0.0,270.83,0.02,0.0,0.0,0.0,,3.11,0.0,6.78
1980,Kuala Kubu Bharu,4/25/2022,,0.02,0.16,256.96,0.0,0.0,0.11,0.0,0.0,278.33,0.02,0.0,0.0,0.0,,46.14,0.0,6.6
1981,Kuala Kubu Bharu,4/26/2022,,0.04,0.3,63.38,0.0,0.0,0.15,0.0,0.0,302.08,0.03,0.0,0.0,0.0,,13.11,0.0,6.7
1982,Kuala Kubu Bharu,4/27/2022,,0.01,0.15,20.54,0.0,0.0,0.08,0.0,0.0,290.0,0.01,0.0,0.0,0.0,,3.96,0.0,6.77
1983,Kuala Kubu Bharu,4/28/2022,,0.01,0.1,19.29,0.0,0.0,0.06,0.0,0.0,300.0,0.01,0.0,0.0,0.0,,3.5,0.0,6.8
1984,Kuala Kubu Bharu,4/29/2022,,0.0,0.1,18.42,0.0,0.0,0.11,0.0,0.0,285.0,0.02,0.0,0.0,0.0,,3.42,0.0,6.88
1985,Kuala Kubu Bharu,4/3/2022,,0.0,0.12,26.96,0.0,0.0,0.12,0.0,0.0,270.83,0.03,0.0,0.0,0.0,,4.72,0.0,7.06
1986,Kuala Kubu Bharu,4/30/2022,,0.0,0.13,40.25,0.0,0.0,0.12,0.0,0.0,289.58,0.02,0.0,0.0,0.0,,7.81,0.0,6.84
1987,Kuala Kubu Bharu,4/4/2022,,0.01,0.11,20.42,0.0,0.0,0.06,0.0,0.0,302.08,0.02,0.0,0.0,0.0,,3.73,0.0,7.02
1988,Kuala Kubu Bharu,4/5/2022,,0.01,0.12,13.63,0.0,0.0,0.07,0.0,0.0,287.5,0.02,0.0,0.0,0.0,,2.61,0.0,7.01
1989,Kuala Kubu Bharu,4/6/2022,,0.0,0.12,14.33,0.0,0.0,0.09,0.0,0.0,316.67,0.02,0.0,0.0,0.0,,2.84,0.0,6.86
1990,Kuala Kubu Bharu,4/7/2022,,0.01,0.11,82.83,0.0,0.0,0.09,0.0,0.0,214.17,0.02,0.0,0.0,0.0,,13.58,0.0,6.75
1991,Kuala Kubu Bharu,4/8/2022,,0.07,0.28,83.79,0.0,0.0,0.14,0.0,0.0,300.0,0.04,0.0,0.0,0.0,,15.1,0.0,6.68
1992,Kuala Kubu Bharu,4/9/2022,,0.02,0.07,17.0,0.0,0.0,0.06,0.0,0.0,270.83,0.01,0.0,0.0,0.0,,3.8,0.0,6.86
1993,Kuala Kubu Bharu,5/1/2022,,0.02,0.21,26.25,0.0,0.0,0.13,0.0,0.0,309.17,0.02,0.0,0.0,0.0,,5.39,0.0,6.82
1994,Kuala Kubu Bharu,5/10/2022,,0.0,0.12,58.21,0.0,0.0,0.06,0.0,0.0,300.0,0.02,0.0,0.0,0.0,,21.25,0.0,6.83
1995,Kuala Kubu Bharu,5/11/2022,,0.03,0.23,132.67,0.0,0.0,0.17,0.0,0.0,306.25,0.03,0.0,0.0,0.0,,23.69,0.0,6.59
1996,Kuala Kubu Bharu,5/12/2022,,0.01,0.01,15.92,0.0,0.0,0.07,0.0,0.0,296.67,0.01,0.0,0.0,0.0,,3.07,0.0,6.79
1997,Kuala Kubu Bharu,5/13/2022,,0.0,0.12,13.0,0.0,0.0,0.08,0.0,0.0,260.42,0.02,0.0,0.0,0.0,,2.62,0.0,6.9
1998,Kuala Kubu Bharu,5/14/2022,,0.02,0.1,46.33,0.0,0.0,0.12,0.0,0.0,283.33,0.03,0.0,0.0,0.0,,7.73,0.0,6.88
1999,Kuala Kubu Bharu,5/15/2022,,0.02,0.16,21.5,0.0,0.0,0.07,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,3.21,0.0,6.81
2000,Kuala Kubu Bharu,5/16/2022,,0.03,0.13,220.92,0.0,0.0,0.12,0.0,0.0,270.83,0.02,0.0,0.0,0.0,,47.83,0.0,6.72
2001,Kuala Kubu Bharu,5/17/2022,,0.03,0.09,49.63,0.0,0.0,0.07,0.0,0.0,294.17,0.01,0.0,0.0,0.0,,10.07,0.0,6.61
2002,Kuala Kubu Bharu,5/18/2022,,0.03,0.08,46.17,0.0,0.0,0.08,0.0,0.0,300.0,0.01,0.0,0.0,0.0,,9.31,0.0,6.77
2003,Kuala Kubu Bharu,5/19/2022,,0.0,0.11,23.25,0.0,0.0,0.06,0.0,0.0,270.83,0.02,0.0,0.0,0.0,,4.52,0.0,6.86
2004,Kuala Kubu Bharu,5/2/2022,,0.02,0.0,24.5,0.0,0.0,0.08,0.0,0.0,293.75,0.01,0.0,0.0,0.0,,4.66,0.0,6.85
2005,Kuala Kubu Bharu,5/20/2022,,0.01,0.1,18.33,0.0,0.0,0.07,0.0,0.0,279.17,0.02,0.0,0.0,0.0,,3.69,0.0,6.87
2006,Kuala Kubu Bharu,5/21/2022,,0.0,0.05,14.21,0.0,0.0,0.01,0.0,0.0,301.67,0.0,0.0,0.0,0.0,,2.91,0.0,6.91
2007,Kuala Kubu Bharu,5/22/2022,,0.0,0.05,14.83,0.0,0.0,0.05,0.0,0.0,316.67,0.01,0.0,0.0,0.0,,2.94,0.0,6.88
2008,Kuala Kubu Bharu,5/23/2022,,0.0,0.04,12.83,0.0,0.0,0.05,0.0,0.0,300.0,0.01,0.0,0.0,0.0,,2.54,0.0,6.94
2009,Kuala Kubu Bharu,5/24/2022,,0.02,0.03,63.0,0.0,0.0,0.07,0.0,0.0,275.0,0.01,0.0,0.0,0.0,,11.01,0.0,6.87
2010,Kuala Kubu Bharu,5/25/2022,,0.03,0.24,158.25,0.0,0.0,0.14,0.0,0.0,295.83,0.03,0.0,0.0,0.0,,30.35,0.0,6.69
2011,Kuala Kubu Bharu,5/26/2022,,0.04,0.18,40.42,0.0,0.0,0.13,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,7.61,0.0,6.71
2012,Kuala Kubu Bharu,5/27/2022,,0.01,0.1,20.67,0.0,0.0,0.06,0.0,0.0,283.33,0.01,0.0,0.0,0.0,,4.04,0.0,6.89
2013,Kuala Kubu Bharu,5/28/2022,,0.0,0.09,14.58,0.0,0.0,0.04,0.0,0.0,283.33,0.0,0.0,0.0,0.0,,3.25,0.0,6.95
2014,Kuala Kubu Bharu,5/29/2022,,0.0,0.04,12.92,0.0,0.0,0.06,0.0,0.0,309.17,0.0,0.0,0.0,0.0,,2.77,0.0,6.97
2015,Kuala Kubu Bharu,5/3/2022,,0.01,0.03,14.92,0.0,0.0,0.08,0.0,0.0,273.75,0.02,0.0,0.0,0.0,,2.81,0.0,6.86
2016,Kuala Kubu Bharu,5/30/2022,,0.0,0.01,12.33,0.0,0.0,0.06,0.0,0.0,313.33,0.01,0.0,0.0,0.0,,2.56,0.0,6.96
2017,Kuala Kubu Bharu,5/31/2022,,0.0,0.05,13.04,0.0,0.0,0.05,0.0,0.0,281.25,0.01,0.0,0.0,0.0,,2.36,0.0,6.96
2018,Kuala Kubu Bharu,5/4/2022,,0.0,0.04,13.71,0.0,0.0,0.02,0.0,0.0,270.83,0.0,0.0,0.0,0.0,,2.4,0.0,6.85
2019,Kuala Kubu Bharu,5/5/2022,,0.0,0.03,12.96,0.0,0.0,0.03,0.0,0.0,270.83,0.0,0.0,0.0,0.0,,2.39,0.0,6.85
2020,Kuala Kubu Bharu,5/6/2022,,0.0,0.02,13.25,0.0,0.0,0.03,0.0,0.0,270.83,0.0,0.0,0.0,0.0,,2.32,0.0,6.86
2021,Kuala Kubu Bharu,5/7/2022,,0.0,0.03,12.33,0.0,0.0,0.04,0.0,0.0,270.83,0.0,0.0,0.0,0.0,,2.38,0.0,6.87
2022,Kuala Kubu Bharu,5/8/2022,,0.0,0.03,19.29,0.0,0.0,0.05,0.0,0.0,283.33,0.01,0.0,0.0,0.0,,3.22,0.0,6.84
2023,Kuala Kubu Bharu,5/9/2022,,0.0,0.08,15.75,0.0,0.0,0.05,0.0,0.0,300.0,0.01,0.0,0.0,0.0,,2.88,0.0,6.82
2024,Kuala Kubu Bharu,6/1/2022,,0.0,0.06,12.0,0.0,0.0,0.06,0.0,0.0,277.08,0.01,0.0,0.0,0.0,,2.3,0.0,6.95
2025,Kuala Kubu Bharu,6/10/2022,,0.06,0.39,60.21,0.0,0.0,0.09,0.0,0.0,289.58,0.02,0.0,0.0,0.0,,10.71,0.0,6.91
2026,Kuala Kubu Bharu,6/11/2022,,0.03,0.04,41.17,0.0,0.0,0.07,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,7.46,0.0,7.27
2027,Kuala Kubu Bharu,6/12/2022,,0.01,0.05,21.88,0.0,0.0,0.08,0.0,0.0,308.33,0.01,0.0,0.0,0.0,,3.88,0.0,7.46
2028,Kuala Kubu Bharu,6/13/2022,,0.0,0.05,16.38,0.0,0.0,0.07,0.0,0.0,283.33,0.01,0.0,0.0,0.0,,3.03,0.0,7.37
2029,Kuala Kubu Bharu,6/14/2022,,0.01,0.04,15.25,0.0,0.0,0.05,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,2.67,0.0,7.43
2030,Kuala Kubu Bharu,6/15/2022,,0.01,0.04,21.96,0.0,0.0,0.1,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,3.73,0.0,7.14
2031,Kuala Kubu Bharu,6/16/2022,,0.0,0.12,14.42,0.0,0.0,0.06,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,2.61,0.0,6.89
2032,Kuala Kubu Bharu,6/17/2022,,0.01,0.04,111.38,0.0,0.0,0.05,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,17.9,0.0,6.8
2033,Kuala Kubu Bharu,6/18/2022,,0.05,0.24,97.63,0.0,0.0,0.21,0.0,0.0,291.25,0.09,0.0,0.0,0.0,,17.91,0.0,6.65
2034,Kuala Kubu Bharu,6/19/2022,,0.02,0.09,26.25,0.0,0.0,0.08,0.0,0.0,303.33,0.03,0.0,0.0,0.0,,5.21,0.0,6.66
2035,Kuala Kubu Bharu,6/2/2022,,0.0,0.04,11.58,0.0,0.0,0.05,0.0,0.0,256.25,0.01,0.0,0.0,0.0,,2.33,0.0,6.94
2036,Kuala Kubu Bharu,6/20/2022,,0.02,0.08,82.71,0.0,0.0,0.09,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,14.95,0.0,6.75
2037,Kuala Kubu Bharu,6/21/2022,,0.04,0.08,29.33,0.0,0.0,0.09,0.0,0.0,308.33,0.01,0.0,0.0,0.0,,5.5,0.0,6.77
2038,Kuala Kubu Bharu,6/22/2022,,0.04,0.1,31.0,0.0,0.0,0.07,0.0,0.0,334.17,0.02,0.0,0.0,0.0,,5.46,0.0,6.79
2039,Kuala Kubu Bharu,6/23/2022,,0.01,0.07,18.38,0.0,0.0,0.05,0.0,0.0,316.67,0.02,0.0,0.0,0.0,,3.26,0.0,6.88
2040,Kuala Kubu Bharu,6/24/2022,,0.02,0.02,70.92,0.0,0.0,0.09,0.0,0.0,325.0,0.01,0.0,0.0,0.0,,11.91,0.0,6.78
2041,Kuala Kubu Bharu,6/25/2022,,0.0,0.09,22.54,0.0,0.0,0.08,0.0,0.0,306.25,0.01,0.0,0.0,0.0,,3.82,0.0,6.83
2042,Kuala Kubu Bharu,6/26/2022,,0.0,0.09,19.71,0.0,0.0,0.1,0.0,0.0,284.17,0.02,0.0,0.0,0.0,,3.77,0.0,6.9
2043,Kuala Kubu Bharu,6/27/2022,,0.0,0.15,18.13,0.0,0.0,0.08,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,3.15,0.0,6.9
2044,Kuala Kubu Bharu,6/28/2022,,0.01,0.02,37.54,0.0,0.0,0.11,0.0,0.0,266.67,0.02,0.0,0.0,0.0,,7.41,0.0,6.83
2045,Kuala Kubu Bharu,6/29/2022,,0.01,0.09,78.96,0.0,0.0,0.11,0.0,0.0,279.17,0.02,0.0,0.0,0.0,,15.76,0.0,6.78
2046,Kuala Kubu Bharu,6/3/2022,,0.0,0.1,12.46,0.0,0.0,0.07,0.0,0.0,316.67,0.01,0.0,0.0,0.0,,2.26,0.0,6.91
2047,Kuala Kubu Bharu,6/30/2022,,0.03,0.1,34.42,0.0,0.0,0.1,0.0,0.0,270.83,0.01,0.0,0.0,0.0,,7.89,0.0,6.81
2048,Kuala Kubu Bharu,6/4/2022,,0.0,0.09,19.29,0.0,0.0,0.08,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,3.17,0.0,6.92
2049,Kuala Kubu Bharu,6/5/2022,,0.0,0.1,19.54,0.0,0.0,0.08,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,3.08,0.0,6.89
2050,Kuala Kubu Bharu,6/6/2022,,0.0,0.09,11.88,0.0,0.0,0.08,0.0,0.0,280.0,0.01,0.0,0.0,0.0,,2.23,0.0,6.93
2051,Kuala Kubu Bharu,6/7/2022,,0.0,0.08,11.29,0.0,0.0,0.06,0.0,0.0,275.0,0.01,0.0,0.0,0.0,,1.99,0.0,6.91
2052,Kuala Kubu Bharu,6/8/2022,,0.04,0.1,161.79,0.0,0.0,0.13,0.0,0.0,264.58,0.02,0.0,0.0,0.0,,29.11,0.0,6.58
2053,Kuala Kubu Bharu,6/9/2022,,0.04,0.22,123.04,0.0,0.0,0.2,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,21.34,0.0,6.6
2054,Kuala Kubu Bharu,7/1/2022,,0.0,0.09,15.54,0.0,0.0,0.08,0.0,0.0,291.67,0.03,0.0,0.0,0.0,,3.94,0.0,6.91
2055,Kuala Kubu Bharu,7/10/2022,,0.0,0.11,13.63,0.0,0.0,0.02,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,2.94,0.0,6.9
2056,Kuala Kubu Bharu,7/11/2022,,0.0,0.02,13.25,0.0,0.0,0.02,0.0,0.0,266.67,0.02,0.0,0.0,0.0,,2.95,0.0,6.88
2057,Kuala Kubu Bharu,7/12/2022,,0.0,0.04,13.83,0.0,0.0,0.02,0.0,0.0,275.0,0.01,0.0,0.0,0.0,,2.84,0.0,6.86
2058,Kuala Kubu Bharu,7/13/2022,,0.0,0.07,12.0,0.0,0.0,0.06,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,2.63,0.0,6.84
2059,Kuala Kubu Bharu,7/14/2022,,0.0,0.02,13.63,0.0,0.0,0.05,0.0,0.0,283.33,0.0,0.0,0.0,0.0,,2.78,0.0,6.84
2060,Kuala Kubu Bharu,7/15/2022,,0.0,0.06,11.79,0.0,0.0,0.07,0.0,0.0,308.33,0.0,0.0,0.0,0.0,,2.56,0.0,6.87
2061,Kuala Kubu Bharu,7/16/2022,,0.0,0.09,12.96,0.0,0.0,0.04,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,3.12,0.0,6.89
2062,Kuala Kubu Bharu,7/17/2022,,0.0,0.02,12.83,0.0,0.0,0.08,0.0,0.0,283.33,0.02,0.0,0.0,0.0,,2.9,0.0,6.89
2063,Kuala Kubu Bharu,7/18/2022,,0.0,0.02,13.67,0.0,0.0,0.09,0.0,0.0,283.33,0.01,0.0,0.0,0.0,,2.91,0.0,6.86
2064,Kuala Kubu Bharu,7/19/2022,,0.0,0.11,15.96,0.0,0.0,0.09,0.0,0.0,287.5,0.01,0.0,0.0,0.0,,3.14,0.0,6.84
2065,Kuala Kubu Bharu,7/2/2022,,0.0,0.08,14.5,0.0,0.0,0.06,0.0,0.0,275.0,0.02,0.0,0.0,0.0,,3.64,0.0,6.89
2066,Kuala Kubu Bharu,7/20/2022,,0.01,0.01,23.5,0.0,0.0,0.09,0.0,0.0,293.75,0.01,0.0,0.0,0.0,,4.48,0.0,6.82
2067,Kuala Kubu Bharu,7/21/2022,,0.01,0.13,19.04,0.0,0.0,0.08,0.0,0.0,300.0,0.01,0.0,0.0,0.0,,3.58,0.0,6.78
2068,Kuala Kubu Bharu,7/22/2022,,0.01,0.09,42.75,0.0,0.0,0.14,0.0,0.0,283.33,0.03,0.0,0.0,0.0,,8.93,0.0,6.74
2069,Kuala Kubu Bharu,7/23/2022,,0.02,0.1,26.08,0.0,0.0,0.08,0.0,0.0,300.0,0.0,0.0,0.0,0.0,,4.51,0.0,6.69
2070,Kuala Kubu Bharu,7/24/2022,,0.0,0.07,19.88,0.0,0.0,0.05,0.0,0.0,300.0,0.01,0.0,0.0,0.0,,3.62,0.0,6.71
2071,Kuala Kubu Bharu,7/25/2022,,0.0,0.05,20.25,0.0,0.0,0.07,0.0,0.0,285.42,0.01,0.0,0.0,0.0,,4.63,0.0,6.75
2072,Kuala Kubu Bharu,7/26/2022,,0.0,0.04,16.08,0.0,0.0,0.03,0.0,0.0,327.08,0.0,0.0,0.0,0.0,,3.0,0.0,6.88
2073,Kuala Kubu Bharu,7/27/2022,,0.0,0.06,15.94,0.0,0.0,0.03,0.0,0.0,276.47,0.01,0.0,0.0,0.0,,2.93,0.0,6.85
2074,Kuala Kubu Bharu,7/28/2022,,0.0,0.05,14.63,0.0,0.0,0.02,0.0,0.0,300.0,0.0,0.0,0.0,0.0,,2.72,0.0,6.85
2075,Kuala Kubu Bharu,7/3/2022,,0.0,0.01,12.25,0.0,0.0,0.08,0.0,0.0,281.25,0.02,0.0,0.0,0.0,,3.53,0.0,6.92
2076,Kuala Kubu Bharu,7/4/2022,,0.0,0.04,12.42,0.0,0.0,0.07,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,3.18,0.0,6.93
2077,Kuala Kubu Bharu,7/5/2022,,0.0,0.02,11.96,0.0,0.0,0.05,0.0,0.0,266.67,0.01,0.0,0.0,0.0,,2.88,0.0,6.9
2078,Kuala Kubu Bharu,7/6/2022,,0.02,0.02,78.17,0.0,0.0,0.09,0.0,0.0,300.0,0.01,0.0,0.0,0.0,,16.05,0.0,6.74
2079,Kuala Kubu Bharu,7/7/2022,,0.03,0.04,15.63,0.0,0.0,0.1,0.0,0.0,291.67,0.01,0.0,0.0,0.0,,3.54,0.0,6.89
2080,Kuala Kubu Bharu,7/8/2022,,0.0,0.03,15.71,0.0,0.0,0.05,0.0,0.0,295.83,0.01,0.0,0.0,0.0,,3.38,0.0,6.84
2081,Kuala Kubu Bharu,7/9/2022,,0.0,0.03,13.08,0.0,0.0,0.05,0.0,0.0,283.33,0.01,0.0,0.0,0.0,,2.83,0.0,6.86
2082,Labohan Dagang,1/1/2022,,0.05,0.06,4.67,0.0,0.0,0.02,0.27,0.0,5500.0,0.03,0.0,0.0,0.0,,1.19,0.0,7.36
2083,Labohan Dagang,1/10/2022,,0.06,0.05,5.92,0.0,0.0,0.02,0.25,0.0,5500.0,0.04,0.0,0.0,0.0,,1.37,0.0,7.22
2084,Labohan Dagang,1/11/2022,,0.08,0.06,5.5,0.0,0.0,0.03,0.26,0.0,5500.0,0.03,0.0,0.0,0.0,,1.3,0.0,7.37
2085,Labohan Dagang,1/12/2022,,0.12,0.06,5.55,0.0,0.0,0.01,0.28,0.0,5427.27,0.04,0.0,0.0,0.0,,1.37,0.0,7.36
2086,Labohan Dagang,1/13/2022,,0.1,0.06,6.17,0.0,0.0,0.02,0.28,0.0,5416.67,0.04,0.0,0.0,0.0,,1.35,0.0,7.45
2087,Labohan Dagang,1/14/2022,,0.12,0.07,6.42,0.0,0.0,0.03,0.27,0.0,5500.0,0.03,0.0,0.0,0.0,,1.41,0.0,7.51
2088,Labohan Dagang,1/15/2022,,0.12,0.05,5.75,0.0,0.0,0.03,0.28,0.0,5500.0,0.03,0.0,0.0,0.0,,1.33,0.0,7.53
2089,Labohan Dagang,1/16/2022,,0.1,0.06,6.08,0.0,0.0,0.02,0.27,0.0,5500.0,0.03,0.0,0.0,0.0,,1.19,0.0,7.54
2090,Labohan Dagang,1/17/2022,,0.09,0.06,5.67,0.0,0.0,0.02,0.27,0.0,5500.0,0.03,0.0,0.0,0.0,,1.21,0.0,7.62
2091,Labohan Dagang,1/18/2022,,0.08,0.05,5.83,0.0,0.0,0.03,0.27,0.0,5500.0,0.03,0.0,0.0,0.0,,1.26,0.0,7.56
2092,Labohan Dagang,1/19/2022,,0.08,0.04,5.73,0.0,0.0,0.03,0.27,0.0,5500.0,0.03,0.0,0.0,0.0,,1.3,0.0,7.61
2093,Labohan Dagang,1/2/2022,,0.04,0.06,5.33,0.0,0.0,0.02,0.27,0.0,5633.33,0.04,0.0,0.0,0.0,,1.2,0.0,7.17
2094,Labohan Dagang,1/20/2022,,0.09,0.06,6.17,0.0,0.0,0.03,0.27,0.0,5500.0,0.04,0.0,0.0,0.0,,1.37,0.0,7.71
2095,Labohan Dagang,1/21/2022,,0.07,0.05,5.17,0.0,0.0,0.03,0.27,0.0,5500.0,0.03,0.0,0.0,0.0,,1.3,0.0,7.68
2096,Labohan Dagang,1/22/2022,,0.09,0.05,5.17,0.0,0.0,0.03,0.27,0.0,5500.0,0.03,0.0,0.0,0.0,,1.44,0.0,7.75
2097,Labohan Dagang,1/23/2022,,0.08,0.06,5.58,0.0,0.0,0.03,0.28,0.0,5383.33,0.02,0.0,0.0,0.0,,1.21,0.0,7.66
2098,Labohan Dagang,1/24/2022,,0.07,0.05,4.92,0.0,0.0,0.04,0.28,0.0,5500.0,0.02,0.0,0.0,0.0,,1.1,0.0,7.51
2099,Labohan Dagang,1/25/2022,,0.08,0.07,5.09,0.0,0.0,0.03,0.27,0.0,5427.27,0.03,0.0,0.0,0.0,,1.17,0.0,7.58
2100,Labohan Dagang,1/26/2022,,0.08,0.06,5.75,0.0,0.0,0.03,0.28,0.0,5300.0,0.03,0.0,0.0,0.0,,1.26,0.0,7.67
2101,Labohan Dagang,1/27/2022,,0.09,0.05,5.92,0.0,0.0,0.03,0.27,0.0,5466.67,0.03,0.0,0.0,0.0,,1.21,0.0,7.68
2102,Labohan Dagang,1/28/2022,,0.09,0.05,5.17,0.0,0.0,0.03,0.28,0.0,5500.0,0.03,0.0,0.0,0.0,,1.38,0.0,7.73
2103,Labohan Dagang,1/29/2022,,0.07,0.06,4.83,0.0,0.0,0.03,0.26,0.0,5500.0,0.03,0.0,0.0,0.0,,1.31,0.0,7.75
2104,Labohan Dagang,1/3/2022,,0.04,0.07,6.0,0.0,0.0,0.03,0.27,0.0,5433.33,0.04,0.0,0.0,0.0,,1.19,0.0,6.94
2105,Labohan Dagang,1/30/2022,,0.07,0.07,5.58,0.0,0.0,0.03,0.25,0.0,5400.0,0.03,0.0,0.0,0.0,,1.51,0.0,7.72
2106,Labohan Dagang,1/31/2022,,0.08,0.06,5.58,0.0,0.0,0.04,0.24,0.0,5300.0,0.04,0.0,0.0,0.0,,1.41,0.0,7.7
2107,Labohan Dagang,1/4/2022,,0.03,0.05,5.33,0.0,0.0,0.03,0.26,0.0,5300.0,0.03,0.0,0.0,0.0,,1.46,0.0,6.96
2108,Labohan Dagang,1/5/2022,,0.05,0.07,6.09,0.0,0.0,0.05,0.26,0.0,5300.0,0.06,0.0,0.0,0.0,,1.86,0.0,7.02
2109,Labohan Dagang,1/6/2022,,0.04,0.06,6.17,0.0,0.0,0.05,0.25,0.0,5383.33,0.05,0.0,0.0,0.0,,1.82,0.0,7.18
2110,Labohan Dagang,1/7/2022,,0.05,0.06,5.33,0.0,0.0,0.03,0.27,0.0,5500.0,0.04,0.0,0.0,0.0,,1.41,0.0,7.27
2111,Labohan Dagang,1/8/2022,,0.05,0.07,4.92,0.0,0.0,0.04,0.27,0.0,5500.0,0.04,0.0,0.0,0.0,,1.37,0.0,7.42
2112,Labohan Dagang,1/9/2022,,0.07,0.05,5.25,0.0,0.0,0.03,0.26,0.0,5500.0,0.04,0.0,0.0,0.0,,1.25,0.0,7.41
2113,Labohan Dagang,2/1/2022,,0.09,0.08,5.58,0.0,0.0,0.05,0.26,0.0,5400.0,0.03,0.0,0.0,0.0,,1.35,0.0,7.77
2114,Labohan Dagang,2/10/2022,,0.06,0.08,4.75,0.0,0.0,0.05,0.28,0.0,5500.0,0.03,0.0,0.0,0.0,,1.44,0.0,7.65
2115,Labohan Dagang,2/11/2022,,0.05,0.03,7.17,0.0,0.0,0.05,0.29,0.0,5400.0,0.04,0.0,0.0,0.0,,1.26,0.0,7.46
2116,Labohan Dagang,2/12/2022,,0.06,0.05,5.58,0.0,0.0,0.04,0.27,0.0,5400.0,0.03,0.0,0.0,0.0,,1.38,0.0,7.63
2117,Labohan Dagang,2/13/2022,,0.05,0.06,5.58,0.0,0.0,0.06,0.27,0.0,5400.0,0.03,0.0,0.0,0.0,,1.42,0.0,7.5
2118,Labohan Dagang,2/14/2022,,0.06,0.08,6.0,0.0,0.0,0.04,0.28,0.0,5400.0,0.03,0.0,0.0,0.0,,1.3,0.0,7.18
