,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
1524,Rasa,6.59,2021-06-16,29.42,31.58,0.86,0.03,0.07,,,,,,6,,,,,,3.24,14.7,,,30.16,0.04,0.0
1525,Rasa,6.66,2021-06-17,6.01,22.75,0.32,0.0,0.03,,,,,,6,,,,,,2.87,10.84,,,25.06,0.06,0.7
1526,Rasa,6.69,2021-06-18,7.63,17.18,0.37,0.02,0.04,,,,,,6,,,,,,2.76,5.4,,,24.2,0.05,0.62
1527,Rasa,6.72,2021-06-19,18.27,19.25,0.78,0.0,0.05,,,,,,6,,,,,,2.91,10.3,,,25.51,0.05,0.53
1528,Rasa,6.77,2021-06-20,16.83,21.92,0.65,0.02,0.05,,,,,,6,,,,,,3.17,9.66,,,20.27,0.05,0.63
1529,Rasa,6.73,2021-06-21,15.42,19.67,0.54,0.0,0.04,,,,,,6,,,,,,3.39,9.99,,,21.28,0.05,0.2
1530,Rasa,6.69,2021-06-22,9.96,15.64,0.52,0.02,0.04,,,,,,6,,,,,,2.8,6.59,,,26.55,0.05,0.63
1531,Rasa,6.74,2021-06-23,9.71,14.0,0.6,0.0,0.04,,,,,,6,,,,,,2.91,5.82,,,23.78,0.04,0.46
1532,Rasa,6.78,2021-06-24,9.93,19.5,0.62,0.03,0.04,,,,,,6,,,,,,3.34,0.0,,,24.47,0.05,0.28
1533,Rasa,6.86,2021-06-25,9.05,19.75,0.69,0.02,0.05,,,,,,6,,,,,,2.33,0.0,,,23.01,0.05,0.4
1534,Rasa,6.93,2021-06-26,10.64,21.0,0.68,0.0,0.04,,,,,,6,,,,,,2.89,3.14,,,25.94,0.05,0.44
1535,Rasa,6.84,2021-06-27,19.35,23.75,1.02,0.0,0.05,,,,,,6,,,,,,3.33,10.33,,,26.58,0.05,0.37
1536,Rasa,6.89,2021-06-28,14.33,24.17,0.92,0.0,0.05,,,,,,6,,,,,,2.71,9.8,,,24.74,0.06,0.29
1537,Rasa,6.75,2021-06-29,28.25,31.25,1.17,0.03,0.07,,,,,,6,,,,,,2.93,5.74,,,23.04,0.04,0.55
1538,Rasa,6.63,2021-06-30,17.92,24.42,0.9,0.12,0.06,,,,,,6,,,,,,3.11,10.89,,,30.84,0.06,0.54
1539,Sungai Selangor Fasa 1,6.34,2021-06-01,35.76,314.58,1.17,0.33,0.09,,,,,,6,,,,,,6.792756183,9.114895307,,,38.7383038,0.047202092,0.846730107
1540,Sungai Selangor Fasa 1,6.45,2021-06-02,64.25,584.5,1.71,0.28,0.21,,,,,,6,,,,,,6.817523824,14.12424144,,,38.74549053,0.048901672,0.912647165
1541,Sungai Selangor Fasa 1,6.42,2021-06-03,80.23,769.67,1.58,0.22,0.24,,,,,,6,,,,,,6.530434066,14.28954752,,,36.73612436,0.046558638,0.76956645
1542,Sungai Selangor Fasa 1,6.35,2021-06-04,62.13,561.0,1.53,0.21,0.2,,,,,,6,,,,,,6.7396569500000005,6.351720943,,,35.23195491,0.048171385,0.674060768
1543,Sungai Selangor Fasa 1,6.25,2021-06-05,269.25,2401.67,1.66,0.12,0.38,,,,,,6,,,,,,6.5220911909999995,11.58904029,,,53.38062159,0.074537035,0.659058733
1544,Sungai Selangor Fasa 1,6.34,2021-06-06,85.88,729.67,1.71,0.19,0.28,,,,,,6,,,,,,5.7915248749999995,9.765694102,,,41.46802694,0.05,0.740048324
1545,Sungai Selangor Fasa 1,6.3,2021-06-07,35.46,302.08,1.31,0.09,0.13,,,,,,6,,,,,,4.679230107,11.94962281,,,34.36478714,0.051770436,0.709910076
1546,Sungai Selangor Fasa 1,6.37,2021-06-08,46.63,396.08,1.22,0.03,0.12,,,,,,6,,,,,,6.539354739,10.08652056,,,37.8556464,0.075331371,0.763245401
1547,Sungai Selangor Fasa 1,6.34,2021-06-09,38.33,336.33,1.44,0.08,0.12,,,,,,6,,,,,,6.3693875360000005,11.00809141,,,21.68670827,0.04883662,0.780672397
1548,Sungai Selangor Fasa 1,6.36,2021-06-10,144.91,1099.25,1.43,0.08,0.11,,,,,,6,,,,,,6.782796763,9.274822199,,,36.98543733,0.046703687,0.674097122
1549,Sungai Selangor Fasa 1,6.27,2021-06-11,108.6,880.33,2.13,0.13,0.37,,,,,,6,,,,,,6.343783625,8.700926555,,,29.21461614,0.048991228,0.895194619
1550,Sungai Selangor Fasa 1,6.31,2021-06-12,37.47,325.5,1.35,0.11,0.12,,,,,,6,,,,,,6.632911207,11.64068975,,,29.40284889,0.050370253,0.747392726
1551,Sungai Selangor Fasa 1,6.33,2021-06-13,116.53,814.75,1.28,0.07,0.11,,,,,,6,,,,,,6.6360434360000005,9.217087572,,,34.34889416,0.052732424,0.683906247
1552,Sungai Selangor Fasa 1,6.22,2021-06-14,303.33,2209.58,3.88,0.11,0.6,,,,,,6,,,,,,6.540490987,7.566848052,,,42.48561444,0.047871404,0.717074594
1553,Sungai Selangor Fasa 1,6.23,2021-06-15,192.5,1501.25,2.13,0.12,0.42,,,,,,6,,,,,,6.394886389,8.905336081,,,38.24735086,0.05111637,0.955707036
1554,Sungai Selangor Fasa 1,6.16,2021-06-16,120.23,1071.75,1.78,0.06,0.35,,,,,,6,,,,,,6.655968008,8.179341873,,,37.72279673,0.048928326,0.740693638
1555,Sungai Selangor Fasa 1,6.23,2021-06-17,205.43,1639.25,1.2,0.05,0.13,,,,,,6,,,,,,6.428044212,8.74824518,,,35.33760971,0.051530604,0.535360067
1556,Sungai Selangor Fasa 1,6.23,2021-06-18,100.38,726.5,1.64,0.1,0.33,,,,,,6,,,,,,6.773682335,13.18573975,,,42.62513772,0.048447802,0.790176443
1557,Sungai Selangor Fasa 1,6.28,2021-06-19,36.59,294.33,1.08,0.1,0.09,,,,,,6,,,,,,6.069419799,10.07459631,,,31.61126323,0.068949785,0.82408739
1558,Sungai Selangor Fasa 1,6.27,2021-06-20,141.92,1119.08,1.34,0.09,0.14,,,,,,6,,,,,,6.1661727619999995,6.399687318,,,38.23112368,0.04801819,0.679436094
1559,Sungai Selangor Fasa 1,6.22,2021-06-21,66.86,560.0,1.32,0.1,0.18,,,,,,6,,,,,,6.357256468,11.68189934,,,38.81490951,0.049418522,0.666326579
1560,Sungai Selangor Fasa 1,6.23,2021-06-22,30.58,261.17,1.1,0.06,0.08,,,,,,6,,,,,,6.369277831,7.782283317,,,32.85631899,0.046983201,0.712584104
1561,Sungai Selangor Fasa 1,6.21,2021-06-23,24.24,205.5,1.11,0.04,0.07,,,,,,6,,,,,,6.022387428,12.80529011,,,31.08889469,0.047236691,0.890018196
1562,Sungai Selangor Fasa 1,6.22,2021-06-24,21.73,183.92,0.99,0.06,0.05,,,,,,6,,,,,,6.11623863,13.51512784,,,29.32245885,0.075483893,0.742797082
1563,Sungai Selangor Fasa 1,6.2,2021-06-25,32.62,172.08,0.97,0.05,0.05,,,,,,6,,,,,,6.181013308,9.75404941,,,29.67448459,0.049457474,0.867959624
1564,Sungai Selangor Fasa 1,6.23,2021-06-26,17.0,156.5,1.01,0.03,0.06,,,,,,6,,,,,,6.345688194999999,11.06418959,,,29.63900691,0.071821921,0.822995308
1565,Sungai Selangor Fasa 1,6.18,2021-06-27,33.99,296.92,0.98,0.04,0.04,,,,,,6,,,,,,6.3071399150000005,10.16626022,,,30.3981984,0.075753486,0.913540407
1566,Sungai Selangor Fasa 1,6.18,2021-06-28,48.91,379.67,1.09,0.07,0.19,,,,,,6,,,,,,6.4218512809999995,11.55554096,,,34.8810016,0.047898973,0.831564865
1567,Sungai Selangor Fasa 1,6.1,2021-06-29,325.93,2422.17,0.96,0.12,0.42,,,,,,6,,,,,,6.163457961,14.2209262,,,42.89976877,0.052602228,0.823470162
1568,Sungai Selangor Fasa 1,6.03,2021-06-30,189.06,1457.5,2.35,0.09,0.52,,,,,,6,,,,,,6.344120027000001,9.14014439,,,38.23718037,0.04721085,0.876803736
1569,Sungai Selangor Fasa 2 Stream C,6.25,2021-06-01,104.17,7.08,1.91,0.33,0.24,,,,,0.65,6,,,,,30.17,8.68,18.5,0.34,0.0,,,
1570,Sungai Selangor Fasa 2 Stream C,6.28,2021-06-02,52.5,9.58,1.66,0.31,0.16,,,,,0.6,6,,,,,29.8,8.75,18.5,0.34,235.5,,,
1571,Sungai Selangor Fasa 2 Stream C,6.19,2021-06-03,91.75,9.67,1.72,0.33,0.23,,,,,0.67,6,,,,,29.33,8.26,15.89,0.36,235.5,,,
1572,Sungai Selangor Fasa 2 Stream C,6.28,2021-06-04,114.17,9.5,1.95,0.28,0.3,,,,,0.68,6,,,,,29.17,8.059999999999999,16.97,0.38,0.0,,,
1573,Sungai Selangor Fasa 2 Stream C,6.08,2021-06-05,147.5,9.17,1.86,0.34,0.22,,,,,0.68,6,,,,,32.67,7.85,20.85,0.43,235.3,,,
1574,Sungai Selangor Fasa 2 Stream C,6.17,2021-06-06,607.08,11.75,2.34,0.61,0.58,,,,,0.68,6,,,,,43.5,8.469999999999999,23.4,0.58,0.0,,,
1575,Sungai Selangor Fasa 2 Stream C,6.17,2021-06-07,105.0,6.67,1.91,0.27,0.28,,,,,0.68,6,,,,,30.67,7.42,23.3,0.33,235.0,,,
1576,Sungai Selangor Fasa 2 Stream C,6.3,2021-06-08,75.83,7.25,1.46,0.32,0.19,,,,,0.68,6,,,,,32.0,8.1,14.04,0.34,0.0,,,
1577,Sungai Selangor Fasa 2 Stream C,6.34,2021-06-09,65.83,7.08,1.59,0.31,0.21,,,,,0.68,6,,,,,32.0,7.9399999999999995,14.1,0.34,0.0,,,
1578,Sungai Selangor Fasa 2 Stream C,6.32,2021-06-10,51.67,6.83,1.41,0.38,0.15,,,,,0.63,6,,,,,33.83,8.72,24.93,0.33,235.0,,,
1579,Sungai Selangor Fasa 2 Stream C,6.41,2021-06-11,203.33,8.67,1.74,0.43,0.45,,,,,0.68,6,,,,,35.83,8.41,20.37,0.42,0.0,,,
1580,Sungai Selangor Fasa 2 Stream C,6.23,2021-06-12,140.83,9.42,2.19,0.31,0.33,,,,,0.68,6,,,,,34.0,8.1,23.4,0.32,352.5,,,
1581,Sungai Selangor Fasa 2 Stream C,6.43,2021-06-13,53.33,8.78,1.6,0.27,0.15,,,,,0.68,6,,,,,33.83,7.9399999999999995,18.8,0.3,0.0,,,
1582,Sungai Selangor Fasa 2 Stream C,6.49,2021-06-14,112.5,6.33,1.68,0.25,0.13,,,,,0.56,6,,,,,34.5,8.96,28.2,0.36,0.0,,,
1583,Sungai Selangor Fasa 2 Stream C,6.3,2021-06-15,358.42,9.92,3.08,0.51,0.55,,,,,0.55,6,,,,,38.83,8.96,28.2,0.48,352.95,,,
1584,Sungai Selangor Fasa 2 Stream C,6.23,2021-06-16,234.17,9.75,2.16,0.34,0.4,,,,,0.56,6,,,,,34.5,7.9399999999999995,28.2,0.42,235.3,,,
1585,Sungai Selangor Fasa 2 Stream C,6.31,2021-06-17,144.17,9.5,2.04,0.32,0.33,,,,,0.56,6,,,,,32.33,8.46,28.2,0.38,0.0,,,
1586,Sungai Selangor Fasa 2 Stream C,6.24,2021-06-18,332.5,11.78,2.94,0.45,0.48,,,,,0.56,6,,,,,38.0,8.46,28.2,0.49,0.0,,,
1587,Sungai Selangor Fasa 2 Stream C,6.23,2021-06-19,120.0,7.09,1.83,0.28,0.31,,,,,0.6,6,,,,,31.17,8.38,23.4,0.45,352.95,,,
1588,Sungai Selangor Fasa 2 Stream C,6.23,2021-06-20,55.0,5.25,1.47,0.17,0.16,,,,,0.48,6,,,,,29.33,7.9399999999999995,18.6,0.39,0.0,,,
1589,Sungai Selangor Fasa 2 Stream C,6.27,2021-06-21,245.83,10.33,3.52,0.31,0.4,,,,,0.56,6,,,,,33.0,7.42,18.6,0.4,235.3,,,
1590,Sungai Selangor Fasa 2 Stream C,6.25,2021-06-22,94.17,6.92,1.67,0.25,0.71,,,,,0.56,6,,,,,32.5,8.36,18.6,0.33,470.0,,,
1591,Sungai Selangor Fasa 2 Stream C,6.25,2021-06-23,49.17,6.25,1.37,0.19,0.14,,,,,0.56,6,,,,,30.83,7.890000000000001,18.6,0.32,232.3,,,
1592,Sungai Selangor Fasa 2 Stream C,6.48,2021-06-24,42.5,6.5,1.44,0.19,0.16,,,,,0.64,6,,,,,30.17,8.05,18.6,0.31,0.0,,,
1593,Sungai Selangor Fasa 2 Stream C,6.38,2021-06-25,40.0,8.33,1.44,0.23,0.13,,,,,0.68,6,,,,,29.17,7.890000000000001,20.17,0.31,233.0,,,
1594,Sungai Selangor Fasa 2 Stream C,6.41,2021-06-26,50.0,7.58,1.35,0.18,0.13,,,,,0.68,6,,,,,28.5,7.890000000000001,18.6,0.32,233.0,,,
1595,Sungai Selangor Fasa 2 Stream C,6.48,2021-06-27,40.0,5.42,1.33,0.2,0.15,,,,,0.74,6,,,,,29.17,7.619999999999999,18.75,0.29,235.0,,,
1596,Sungai Selangor Fasa 2 Stream C,6.27,2021-06-28,75.0,5.25,1.47,0.22,0.11,,,,,0.56,6,,,,,31.83,7.470000000000001,17.1,0.32,0.0,,,
1597,Sungai Selangor Fasa 2 Stream C,6.24,2021-06-29,77.5,6.08,1.7,0.27,0.68,,,,,0.56,6,,,,,31.33,7.9399999999999995,18.41,0.3,0.0,,,
1598,Sungai Selangor Fasa 2 Stream C,6.27,2021-06-30,526.42,5.58,1.9,0.57,0.61,,,,,0.56,6,,,,,42.67,7.9399999999999995,19.35,0.53,0.0,,,
1599,Sungai Selangor Fasa 3,5.83,2021-06-01,45.88,30.5,1.43,0.07,0.1,,,,,,6,,,,,,6.1710327330000005,9.507943354999998,,,34.98802754,0.06313757,0.475
1600,Sungai Selangor Fasa 3,5.95,2021-06-02,68.58,29.5,1.68,0.1,0.24,,,,,,6,,,,,,5.331773559,9.33291433,,,34.38180601,0.059850762,0.495
1601,Sungai Selangor Fasa 3,5.89,2021-06-03,101.55,36.53,2.0,0.16,0.27,,,,,,6,,,,,,5.978916389,9.209587291,,,30.4923244,0.062137645,0.48
1602,Sungai Selangor Fasa 3,5.89,2021-06-04,100.18,30.08,1.58,0.12,0.22,,,,,,6,,,,,,5.849555162000001,9.318440497000001,,,31.26425299,0.052474739,0.48
1603,Sungai Selangor Fasa 3,5.76,2021-06-05,611.83,25.75,4.16,0.2,0.92,,,,,,6,,,,,,5.908227532000001,9.70736623,,,39.80291029,0.060264537,0.48
1604,Sungai Selangor Fasa 3,5.88,2021-06-06,111.0,30.33,1.68,0.09,0.21,,,,,,6,,,,,,5.667574932,9.37834935,,,34.34932976,0.059917332,0.48
1605,Sungai Selangor Fasa 3,5.88,2021-06-07,65.29,51.17,1.5,0.07,0.15,,,,,,6,,,,,,5.875836944,9.452674102,,,30.53915892,0.059932998,0.48
1606,Sungai Selangor Fasa 3,5.87,2021-06-08,61.14,35.17,1.59,0.06,0.17,,,,,,6,,,,,,6.356046654,9.551281133,,,30.03257564,0.056840738,0.455
1607,Sungai Selangor Fasa 3,5.9,2021-06-09,51.23,33.17,1.47,0.05,0.13,,,,,,6,,,,,,6.351030511,9.89054193,,,28.52870925,0.058759593,0.45
1608,Sungai Selangor Fasa 3,5.78,2021-06-10,129.35,33.0,1.54,0.09,0.21,,,,,,6,,,,,,6.2335133009999995,10.583686555,,,26.51276664,0.057123317,0.51
1609,Sungai Selangor Fasa 3,5.8,2021-06-11,119.2,33.33,1.82,0.1,0.32,,,,,,6,,,,,,6.028762427,10.535138159999999,,,30.0648213,0.071410591,0.475
1610,Sungai Selangor Fasa 3,5.86,2021-06-12,47.58,35.92,1.38,0.11,0.14,,,,,,6,,,,,,5.850239856,10.512795070000001,,,26.88156789,0.067474172,0.465
1611,Sungai Selangor Fasa 3,5.84,2021-06-13,77.78,32.33,1.39,0.06,0.14,,,,,,6,,,,,,6.446748585,9.912959865,,,24.83687423,0.064898062,0.465
1612,Sungai Selangor Fasa 3,5.65,2021-06-14,309.75,30.58,2.72,0.27,0.75,,,,,,6,,,,,,6.046202468000001,9.289851137,,,28.52076529,0.069574367,0.48
1613,Sungai Selangor Fasa 3,5.58,2021-06-15,199.17,30.83,1.79,0.08,0.36,,,,,,6,,,,,,6.167177611,9.137746630999999,,,32.85594787,0.066308099,0.56
1614,Sungai Selangor Fasa 3,5.55,2021-06-16,176.58,29.92,1.98,0.15,0.37,,,,,,6,,,,,,5.653526971,9.20702534,,,32.52077805,0.066124171,0.495
1615,Sungai Selangor Fasa 3,5.79,2021-06-17,224.03,34.25,2.32,0.2,0.57,,,,,,6,,,,,,6.165279869000001,9.150672545,,,30.09691021,0.050265736,0.495
1616,Sungai Selangor Fasa 3,5.64,2021-06-18,135.87,34.5,1.7,0.17,0.3,,,,,,6,,,,,,6.494538233,9.034241212,,,35.9565868,0.058877994,0.52
1617,Sungai Selangor Fasa 3,5.71,2021-06-19,65.33,31.0,1.17,0.06,0.14,,,,,,6,,,,,,6.031525851,9.147058279,,,29.32802405,0.070520933,0.52
1618,Sungai Selangor Fasa 3,5.79,2021-06-20,172.7,33.58,1.9,0.15,0.45,,,,,,6,,,,,,5.853429531000001,9.068384127,,,27.59532908,0.07042465,0.505
1619,Sungai Selangor Fasa 3,5.71,2021-06-21,99.03,36.42,1.75,0.1,0.34,,,,,,6,,,,,,5.959992008,9.58575039,,,34.036019,0.069571812,0.485
1620,Sungai Selangor Fasa 3,5.73,2021-06-22,60.73,33.25,1.38,0.06,0.16,,,,,,6,,,,,,6.436997992,9.620754088000002,,,28.73467034,0.061985578,0.51
1621,Sungai Selangor Fasa 3,5.77,2021-06-23,66.41,31.17,1.45,0.06,0.17,,,,,,6,,,,,,5.9804586440000005,9.700505347,,,25.94063852,0.062495263,0.505
1622,Sungai Selangor Fasa 3,5.75,2021-06-24,59.73,30.08,1.39,0.07,0.13,,,,,,6,,,,,,6.206228579999999,8.653076345,,,25.67401417,0.059348336,0.49
1623,Sungai Selangor Fasa 3,5.72,2021-06-25,46.97,37.75,1.28,0.06,0.15,,,,,,6,,,,,,6.0877772530000005,8.873249681999999,,,26.44884597,0.058767116,0.48
1624,Sungai Selangor Fasa 3,5.71,2021-06-26,39.38,33.33,1.16,0.05,0.12,,,,,,6,,,,,,5.990457019,9.707358515000001,,,26.43297163,0.054648206,0.48
1625,Sungai Selangor Fasa 3,5.72,2021-06-27,44.28,32.92,1.09,0.06,0.12,,,,,,6,,,,,,6.035508828,10.279111846,,,26.62097569,0.049085005,0.475
1626,Sungai Selangor Fasa 3,5.65,2021-06-28,75.83,36.33,1.45,0.07,0.2,,,,,,6,,,,,,5.855878318999999,10.490156182,,,30.14309155,0.062739293,0.495
1627,Sungai Selangor Fasa 3,5.63,2021-06-29,425.77,27.5,2.98,0.13,0.62,,,,,,6,,,,,,6.177701815000001,9.84073012,,,30.17349098,0.060103627,0.495
1628,Sungai Selangor Fasa 3,5.63,2021-06-30,268.75,27.0,2.4,0.17,0.59,,,,,,6,,,,,,5.994071246,10.326731911,,,37.23451911,0.06414757,0.49
1629,Batang Kali,6.74,2021-03-01,4.03,0.21,0.21,0.12,0.02,10.16,0.02,1.05,2.22,0.47,3,,,,,,,,,,,,
1630,Batang Kali,6.72,2021-03-02,3.82,0.0,0.17,0.0,0.01,11.8,0.02,1.03,2.17,0.46,3,,,,,,,,,,,,
1631,Batang Kali,6.69,2021-03-03,3.91,1.71,0.2,0.51,0.01,11.36,0.02,1.04,2.17,0.46,3,,,,,,,,,,,,
1632,Batang Kali,6.6,2021-03-04,2.92,0.0,0.2,0.0,0.01,12.43,0.02,1.0,2.25,0.45,3,,,,,,,,,,,,
1633,Batang Kali,6.39,2021-03-05,2.63,0.0,0.17,0.0,0.01,12.12,0.02,0.9,21.66,0.41,3,,,,,,,,,,,,
1634,Batang Kali,6.76,2021-03-06,70.22,4.67,0.39,0.39,0.01,14.85,0.02,1.12,2.21,0.41,3,,,,,,,,,,,,
1635,Batang Kali,6.66,2021-03-07,75.67,8.75,0.37,0.27,0.06,14.34,0.02,1.22,2.2,0.42,3,,,,,,,,,,,,
1636,Batang Kali,6.61,2021-03-08,12.94,4.5,0.3,0.1,0.03,11.77,0.02,1.02,2.31,0.45,3,,,,,,,,,,,,
1637,Batang Kali,6.66,2021-03-09,8.05,4.0,0.25,0.11,0.02,10.01,0.02,1.06,2.39,0.46,3,,,,,,,,,,,,
1638,Batang Kali,6.74,2021-03-10,7.09,5.25,0.26,0.16,0.01,11.15,0.02,1.06,2.39,0.46,3,,,,,,,,,,,,
1639,Batang Kali,6.66,2021-03-11,6.94,3.88,0.21,0.1,0.02,10.72,0.02,0.99,2.25,0.43,3,,,,,,,,,,,,
1640,Batang Kali,6.69,2021-03-12,6.71,2.29,0.2,0.26,0.02,15.83,0.02,0.96,2.24,0.43,3,,,,,,,,,,,,
1641,Batang Kali,6.72,2021-03-13,8.56,10.0,0.25,0.15,0.03,16.28,0.02,0.98,2.26,0.44,3,,,,,,,,,,,,
1642,Batang Kali,6.68,2021-03-14,22.09,13.92,0.17,0.12,0.03,17.16,0.02,0.97,2.26,0.44,3,,,,,,,,,,,,
1643,Batang Kali,6.52,2021-03-15,24.01,4.92,0.2,0.1,0.02,16.94,0.02,1.01,2.27,0.45,3,,,,,,,,,,,,
1644,Batang Kali,6.55,2021-03-16,52.77,8.21,0.31,0.1,0.03,17.58,0.02,1.05,2.32,0.45,3,,,,,,,,,,,,
1645,Batang Kali,6.63,2021-03-17,12.37,8.92,0.19,0.1,0.02,14.98,0.02,0.99,2.3,0.44,3,,,,,,,,,,,,
1646,Batang Kali,6.6,2021-03-18,47.88,10.75,0.23,0.16,0.06,14.46,0.02,1.0,2.32,0.45,3,,,,,,,,,,,,
1647,Batang Kali,6.61,2021-03-19,12.36,6.46,0.38,0.3,0.03,13.78,0.02,1.0,2.26,0.44,3,,,,,,,,,,,,
1648,Batang Kali,6.67,2021-03-20,6.25,3.71,0.26,0.48,0.02,11.62,0.02,1.0,2.29,0.44,3,,,,,,,,,,,,
1649,Batang Kali,6.58,2021-03-21,6.02,3.75,0.26,0.17,0.01,11.25,0.02,0.99,2.26,0.44,3,,,,,,,,,,,,
1650,Batang Kali,6.59,2021-03-22,7.04,8.58,0.35,0.2,0.02,12.23,0.02,0.98,2.21,0.43,3,,,,,,,,,,,,
1651,Batang Kali,6.67,2021-03-23,11.4,3.08,0.44,0.38,0.03,12.61,0.02,0.97,2.19,0.42,3,,,,,,,,,,,,
1652,Batang Kali,6.79,2021-03-24,11.82,3.67,0.29,0.22,0.02,11.71,0.02,0.99,2.24,0.43,3,,,,,,,,,,,,
1653,Batang Kali,6.75,2021-03-25,5.39,8.92,0.22,0.01,0.02,21.92,0.19,1.0,2.32,0.45,3,,,,,,,,,,,,
1654,Batang Kali,6.7,2021-03-26,33.35,12.21,0.34,0.0,0.02,14.72,0.02,1.02,2.3,0.44,3,,,,,,,,,,,,
1655,Batang Kali,6.63,2021-03-27,6.82,6.63,0.29,0.0,0.02,12.75,0.02,1.01,2.33,0.45,3,,,,,,,,,,,,
1656,Batang Kali,6.71,2021-03-28,8.58,8.96,0.31,0.28,0.02,12.54,0.02,1.02,2.31,0.44,3,,,,,,,,,,,,
1657,Batang Kali,6.76,2021-03-29,24.63,12.17,0.21,0.0,0.02,13.62,0.02,1.21,2.28,0.44,3,,,,,,,,,,,,
1658,Batang Kali,6.75,2021-03-30,17.15,8.54,0.45,0.04,0.06,21.87,0.02,2.31,2.31,0.45,3,,,,,,,,,,,,
1659,Batang Kali,6.69,2021-03-31,10.92,15.08,0.22,0.21,0.05,16.49,0.02,1.81,2.18,0.42,3,,,,,,,,,,,,
1660,Rantau Panjang New,6.37,2021-03-01,48.71,113.54,1.06,0.26,0.13,,,,3.7,0.55,3,,10.72,18.34,0.0,,,,,,,,
1661,Rantau Panjang New,6.48,2021-03-02,52.5,99.88,0.94,0.25,0.21,,,,3.72,0.55,3,,10.55,18.97,0.0,,,,,,,,
1662,Rantau Panjang New,6.49,2021-03-03,63.54,153.83,1.17,0.26,0.19,,,,3.67,0.55,3,,10.47,20.06,0.0,,,,,,,,
1663,Rantau Panjang New,6.44,2021-03-04,25.67,78.83,0.89,0.22,0.19,,,,3.73,0.56,3,,10.66,17.16,0.0,,,,,,,,
1664,Rantau Panjang New,6.41,2021-03-05,24.21,70.63,0.93,0.19,0.2,,,,3.97,0.57,3,,11.1,15.72,0.0,,,,,,,,
1665,Rantau Panjang New,6.38,2021-03-06,85.88,151.46,1.24,0.5,0.26,,,,3.8,0.55,3,,10.64,19.22,0.0,,,,,,,,
1666,Rantau Panjang New,6.49,2021-03-07,348.08,370.88,1.38,0.54,0.47,,,,3.96,0.53,3,,11.08,31.38,0.0,,,,,,,,
1667,Rantau Panjang New,6.4,2021-03-08,88.71,166.5,1.19,0.33,0.26,,,,3.81,0.51,3,,10.57,24.57,0.0,,,,,,,,
1668,Rantau Panjang New,6.41,2021-03-09,42.38,107.38,0.93,0.31,0.21,,,,3.78,0.52,3,,10.65,18.13,0.0,,,,,,,,
1669,Rantau Panjang New,6.47,2021-03-10,38.71,94.5,1.0,0.25,0.23,,,,3.92,0.53,3,,10.98,15.67,0.0,,,,,,,,
1670,Rantau Panjang New,6.45,2021-03-11,35.13,94.21,1.03,0.27,0.21,,,,3.93,0.52,3,,10.67,15.69,0.0,,,,,,,,
1671,Rantau Panjang New,6.44,2021-03-12,67.54,138.63,1.03,0.35,0.26,,,,3.79,0.51,3,,10.39,18.91,0.0,,,,,,,,
1672,Rantau Panjang New,6.41,2021-03-13,42.92,118.04,0.92,0.22,0.25,,,,3.78,0.51,3,,10.89,18.79,0.0,,,,,,,,
1673,Rantau Panjang New,6.41,2021-03-14,39.67,107.83,0.94,0.24,0.17,,,,3.87,0.52,3,,11.04,17.81,0.0,,,,,,,,
1674,Rantau Panjang New,6.38,2021-03-15,43.79,117.83,0.96,0.21,0.22,,,,3.96,0.53,3,,11.08,17.88,0.0,,,,,,,,
1675,Rantau Panjang New,6.36,2021-03-16,215.96,381.5,1.18,0.29,0.24,,,,3.82,0.51,3,,10.71,28.44,0.0,,,,,,,,
1676,Rantau Panjang New,6.33,2021-03-17,219.58,304.92,1.54,0.42,0.48,,,,3.75,0.5,3,,10.59,29.05,0.0,,,,,,,,
1677,Rantau Panjang New,6.35,2021-03-18,110.96,218.79,1.15,0.33,0.3,,,,3.93,0.53,3,,10.79,22.72,0.0,,,,,,,,
1678,Rantau Panjang New,6.34,2021-03-19,106.63,219.71,1.15,0.26,0.22,,,,3.63,0.49,3,,10.39,23.65,0.0,,,,,,,,
1679,Rantau Panjang New,6.41,2021-03-20,91.79,175.88,1.1,0.28,0.29,,,,3.76,0.5,3,,10.76,22.82,0.0,,,,,,,,
1680,Rantau Panjang New,6.38,2021-03-21,49.5,119.79,1.05,0.25,0.19,,,,3.76,0.51,3,,10.77,19.83,0.0,,,,,,,,
1681,Rantau Panjang New,6.41,2021-03-22,38.08,97.83,0.91,0.23,0.22,,,,3.73,0.51,3,,10.66,18.62,0.0,,,,,,,,
1682,Rantau Panjang New,6.41,2021-03-23,39.29,77.75,1.02,0.21,0.26,,,,4.07,0.53,3,,11.42,18.21,0.0,,,,,,,,
1683,Rantau Panjang New,6.39,2021-03-24,35.63,89.79,0.98,0.22,0.19,,,,3.83,0.54,3,,10.89,18.18,0.0,,,,,,,,
