,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Soda_Ash_T
275,Sungai Tengi,5.66,2021-10-03,8.19,75.47,0.76,0.15,0.03,5.0,0.0,9.0,8.8,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,17.8
276,Sungai Tengi,5.67,2021-10-04,44.26,209.46,1.28,0.38,0.2,11.67,0.0,13.33,8.77,3.66,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,22.1
277,Sungai Tengi,5.65,2021-10-05,14.6,147.26,0.95,0.15,0.05,12.0,0.0,16.0,9.39,3.35,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,25.39
278,Sungai Tengi,5.55,2021-10-06,11.07,79.41,0.85,0.2,0.04,6.0,0.0,9.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
279,Sungai Tengi,5.51,2021-10-07,9.16,88.24,0.83,0.13,0.05,6.0,0.0,9.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
280,Sungai Tengi,5.56,2021-10-08,8.07,93.2,0.89,0.15,0.03,6.0,0.0,9.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
281,Sungai Tengi,5.77,2021-10-09,8.74,91.25,0.74,0.13,0.03,6.0,0.0,9.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
282,Sungai Tengi,5.71,2021-10-10,8.67,80.0,0.88,0.12,0.02,6.0,0.0,9.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
283,Sungai Tengi,5.87,2021-10-11,10.88,70.1,0.9,0.15,0.06,7.55,0.0,9.82,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.82
284,Sungai Tengi,5.88,2021-10-12,11.13,73.89,0.79,0.13,0.06,6.0,0.0,9.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
285,Sungai Tengi,5.74,2021-10-13,8.47,60.1,0.8,0.12,0.04,6.0,0.0,9.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
286,Sungai Tengi,5.73,2021-10-14,8.03,60.53,0.81,0.14,0.02,6.0,0.0,9.0,10.0,4.44,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
287,Sungai Tengi,5.86,2021-10-15,9.72,68.3,1.06,0.11,0.05,6.0,0.0,9.0,10.0,4.44,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
288,Sungai Tengi,6.15,2021-10-16,7.67,82.38,0.82,0.14,0.03,6.0,0.0,9.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,19.0
289,Sungai Tengi,5.96,2021-10-17,226.57,719.0,1.66,1.83,0.31,16.2,0.0,15.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,25.0
290,Sungai Tengi,5.41,2021-10-18,32.29,192.0,0.74,0.34,0.08,15.0,0.0,17.9,9.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,26.9
291,Sungai Tengi,5.75,2021-10-19,176.32,799.21,1.14,1.56,0.04,21.25,0.0,21.0,9.5,3.43,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.6,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,30.5
292,Sungai Tengi,5.21,2021-10-20,107.12,567.67,0.89,0.39,0.2,20.22,0.0,19.33,3.88,9.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,23.209999999999997
293,Sungai Tengi,4.89,2021-10-21,38.7,458.33,0.42,0.26,0.13,16.22,0.0,18.89,9.0,3.88,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,27.89
294,Sungai Tengi,4.97,2021-10-22,20.89,114.74,0.48,0.3,0.08,12.0,0.0,18.22,9.47,3.16,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,27.689999999999998
295,Sungai Tengi,5.0,2021-10-23,33.36,245.29,0.71,0.27,0.11,13.88,0.0,20.0,9.47,3.16,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,29.47
296,Sungai Tengi,5.42,2021-10-24,43.34,340.4,0.73,0.16,0.05,12.8,0.0,18.8,9.68,3.23,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,28.48
297,Sungai Tengi,5.25,2021-10-25,22.91,115.47,0.75,0.11,0.07,13.1,0.0,15.9,9.47,3.16,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,25.37
298,Sungai Tengi,5.44,2021-10-26,14.88,104.58,0.63,0.16,0.06,11.0,0.0,15.0,9.47,3.16,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,24.47
299,Sungai Tengi,5.57,2021-10-27,13.89,94.06,0.87,0.12,0.05,10.0,0.0,14.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,24.0
300,Sungai Tengi,5.62,2021-10-28,12.39,75.67,0.85,0.08,0.07,10.0,0.0,14.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,24.0
301,Sungai Tengi,5.7,2021-10-29,126.42,331.75,0.76,0.11,0.05,14.4,0.0,15.2,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,25.2
302,Sungai Tengi,5.9,2021-10-30,16.84,117.42,0.74,0.1,0.04,10.0,0.0,12.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,22.0
303,Sungai Tengi,5.68,2021-10-31,12.97,78.33,0.81,0.26,0.02,8.0,0.0,10.0,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,10,4,River,Sg Tengi,20.0
304,Sungai Tengi,4.87,2021-09-01,12.68,77.74,0.73,0.07,0.06,8.44,0.0,11.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,19.0
305,Sungai Tengi,4.82,2021-09-02,6.18,39.94,0.6,0.06,0.07,7.0,0.0,14.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,22.0
306,Sungai Tengi,5.08,2021-09-03,12.47,64.44,0.5,0.09,0.07,8.44,0.0,14.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,22.0
307,Sungai Tengi,5.05,2021-09-04,10.45,53.68,0.55,0.03,0.05,5.0,0.0,8.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,16.0
308,Sungai Tengi,5.4,2021-09-05,5.36,43.0,0.43,0.11,0.03,7.0,0.0,9.0,8.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,17.0
309,Sungai Tengi,5.38,2021-09-06,14.47,118.35,1.07,0.2,0.05,7.89,0.0,9.0,8.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,17.8
310,Sungai Tengi,5.27,2021-09-07,11.53,111.44,0.82,0.06,0.06,8.5,0.0,11.25,9.5,3.88,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,20.75
311,Sungai Tengi,5.34,2021-09-08,56.53,287.95,1.23,0.29,0.07,13.6,0.0,15.2,10.0,3.88,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,25.2
312,Sungai Tengi,5.61,2021-09-09,22.33,164.88,1.1,0.23,0.06,11.56,0.0,14.0,10.0,3.88,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,24.0
313,Sungai Tengi,5.88,2021-09-10,16.08,116.84,1.11,0.23,0.06,8.0,0.0,12.67,7.6,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,20.27
314,Sungai Tengi,5.67,2021-09-11,14.82,80.85,0.93,0.4,0.02,8.0,0.0,10.0,6.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,16.8
315,Sungai Tengi,5.79,2021-09-12,11.48,71.53,0.78,0.19,0.03,8.0,0.0,10.0,6.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,16.8
316,Sungai Tengi,5.69,2021-09-13,69.54,452.47,0.41,0.21,0.07,17.5,0.0,15.88,6.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,22.68
317,Sungai Tengi,5.8,2021-09-14,12.52,79.48,0.84,0.15,0.04,7.09,0.0,11.82,6.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,18.62
318,Sungai Tengi,5.83,2021-09-15,16.46,74.35,0.86,0.13,0.05,7.33,0.0,11.0,6.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,17.8
319,Sungai Tengi,5.84,2021-09-16,11.71,63.89,1.0,0.17,0.04,6.0,0.0,9.0,6.8,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,15.8
320,Sungai Tengi,5.74,2021-09-17,139.76,677.47,0.86,0.13,0.04,16.89,0.0,14.78,7.87,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,22.65
321,Sungai Tengi,5.34,2021-09-18,122.92,697.21,0.88,0.14,0.05,22.5,0.0,21.5,10.0,3.33,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.63,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,31.5
322,Sungai Tengi,5.31,2021-09-19,53.35,355.86,0.61,0.0,0.07,21.0,0.0,20.0,10.0,3.88,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,30.0
323,Sungai Tengi,5.08,2021-09-20,26.84,157.11,0.81,0.34,0.08,13.33,0.0,17.33,9.81,3.81,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,27.14
324,Sungai Tengi,5.37,2021-09-21,18.13,108.33,0.53,0.22,0.06,10.0,0.0,12.0,7.6,3.88,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,19.6
325,Sungai Tengi,5.27,2021-09-22,12.62,75.16,0.65,0.0,0.04,9.4,0.0,12.0,7.27,3.72,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,19.27
326,Sungai Tengi,5.26,2021-09-23,13.82,93.72,0.7,0.16,0.04,7.0,0.0,12.0,9.57,3.72,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,21.57
327,Sungai Tengi,5.61,2021-09-24,10.35,62.5,0.71,0.14,0.03,6.6,0.0,9.6,7.65,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,17.25
328,Sungai Tengi,5.81,2021-09-25,10.62,66.67,0.4,0.17,0.08,6.0,0.0,9.0,7.65,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,16.65
329,Sungai Tengi,5.7,2021-09-26,179.84,787.26,0.55,1.12,0.13,16.89,0.0,15.11,7.65,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.6,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,22.759999999999998
330,Sungai Tengi,5.28,2021-09-27,32.07,196.94,0.4,0.17,0.06,12.0,0.0,15.0,7.65,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,22.65
331,Sungai Tengi,5.23,2021-09-28,16.4,100.78,0.54,0.13,0.07,9.56,0.0,14.0,7.65,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,21.65
332,Sungai Tengi,5.36,2021-09-29,17.39,139.17,0.5,0.15,0.09,8.0,0.0,14.0,7.65,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,21.65
333,Sungai Tengi,5.4,2021-09-30,12.18,73.11,0.55,0.12,0.05,7.0,0.0,9.0,7.65,3.19,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Tengi,16.65
