,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Flopam FA 920 PWG,Kibbled Aluminium Sulphate,Liquid Chlorine,Soda_Ash_T,Sodium Silico Fluoride,Month,Hydrated Lime,Soda Ash,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Flopam FO 4290 PWG,Hydrated_Lime_Pow_T,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Microsand,Flopam FO 4190 PWG,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L)
1017,Sungai Selangor Fasa 1,6.3,2021-01-31,16.62,136.33,0.73,0.03,0.04,,,,,,1.0,,,,,,14.39,,5.54,,,29.0,0.067
1018,Sungai Selangor Fasa 2 Stream C,6.28,2021-01-01,105.83,7.58,1.95,0.21,0.2,,,,,0.44,1.0,,,,,0.24,15.0,14.0,7.35,377.5,,,
1019,Sungai Selangor Fasa 2 Stream C,6.26,2021-01-02,106.67,6.33,2.01,0.21,0.24,,,,,0.63,1.0,,,,,0.22,14.3,28.83,8.09,242.0,,,
1020,Sungai Selangor Fasa 2 Stream C,6.31,2021-01-03,107.5,8.42,1.58,0.26,0.13,,,,,0.58,1.0,,,,,0.22,9.6,24.0,7.61,352.95,,,
1021,Sungai Selangor Fasa 2 Stream C,6.18,2021-01-04,338.33,11.25,2.32,0.43,0.43,,,,,0.67,1.0,,,,,0.18,14.3,33.0,7.8100000000000005,0.0,,,
1022,Sungai Selangor Fasa 2 Stream C,6.12,2021-01-05,233.33,13.5,2.96,0.31,0.6,,,,,0.69,1.0,,,,,0.43,14.2,44.33,8.280000000000001,235.0,,,
1023,Sungai Selangor Fasa 2 Stream C,6.18,2021-01-06,156.25,11.5,1.51,0.27,0.21,,,,,0.65,1.0,,,,,0.34,18.5,30.17,8.68,0.0,,,
1024,Sungai Selangor Fasa 2 Stream C,6.21,2021-01-07,128.5,10.83,1.83,0.24,0.26,,,,,0.57,1.0,,,,,0.43,29.2,35.0,7.92,235.0,,,
1025,Sungai Selangor Fasa 2 Stream C,6.2,2021-01-08,94.17,9.75,1.72,0.21,0.16,,,,,0.63,1.0,,,,,0.31,9.4,27.83,6.92,235.3,,,
1026,Sungai Selangor Fasa 2 Stream C,6.2,2021-01-09,102.5,9.67,1.74,0.0,0.19,,,,,0.56,1.0,,,,,0.35,19.0,29.5,7.449999999999999,230.8,,,
1027,Sungai Selangor Fasa 2 Stream C,6.08,2021-01-10,87.5,6.75,1.61,0.19,0.18,,,,,0.59,1.0,,,,,0.36,12.5,33.67,7.109999999999999,461.5,,,
1028,Sungai Selangor Fasa 2 Stream C,6.12,2021-01-11,69.17,8.08,1.63,0.19,0.18,,,,,0.43,1.0,,,,,0.37,20.4,37.5,8.79,235.0,,,
1029,Sungai Selangor Fasa 2 Stream C,6.15,2021-01-12,77.5,6.92,1.66,0.19,0.19,,,,,0.42,1.0,,,,,0.38,9.97,32.0,7.43,0.0,,,
1030,Sungai Selangor Fasa 2 Stream C,6.19,2021-01-13,62.5,7.25,1.58,0.2,0.16,,,,,0.78,1.0,,,,,0.25,13.8,14.33,7.23,242.4,,,
1031,Sungai Selangor Fasa 2 Stream C,6.16,2021-01-14,61.67,6.42,1.41,0.24,0.14,,,,,0.63,1.0,,,,,0.23,15.7,13.5,7.42,0.0,,,
1032,Sungai Selangor Fasa 2 Stream C,6.18,2021-01-15,100.42,7.0,1.68,0.27,0.19,,,,,0.6,1.0,,,,,0.23,4.9,15.17,7.34,242.2,,,
1033,Sungai Selangor Fasa 2 Stream C,6.33,2021-01-16,59.17,6.42,1.47,0.24,0.18,,,,,0.51,1.0,,,,,0.25,15.2,14.67,7.83,242.4,,,
1034,Sungai Selangor Fasa 2 Stream C,6.3,2021-01-17,72.5,5.73,1.65,0.25,0.22,,,,,0.59,1.0,,,,,0.25,15.2,14.83,7.78,242.4,,,
1035,Sungai Selangor Fasa 2 Stream C,6.32,2021-01-18,178.33,6.67,1.33,0.26,0.11,,,,,0.6,1.0,,,,,0.24,15.2,15.83,7.63,484.4,,,
1036,Sungai Selangor Fasa 2 Stream C,6.11,2021-01-19,122.67,5.17,2.29,0.27,0.28,,,,,0.6,1.0,,,,,0.25,15.2,13.33,7.4799999999999995,242.3,,,
1037,Sungai Selangor Fasa 2 Stream C,6.28,2021-01-20,52.5,4.75,1.39,0.2,0.12,,,,,0.6,1.0,,,,,0.32,15.2,13.5,7.93,0.0,,,
1038,Sungai Selangor Fasa 2 Stream C,6.37,2021-01-21,55.83,5.75,1.29,0.23,0.13,,,,,0.6,1.0,,,,,0.25,15.2,14.0,7.99,0.0,,,
1039,Sungai Selangor Fasa 2 Stream C,6.19,2021-01-22,53.33,4.92,1.27,0.21,0.12,,,,,0.6,1.0,,,,,0.28,15.2,13.33,7.63,484.8,,,
1040,Sungai Selangor Fasa 2 Stream C,6.24,2021-01-23,167.5,5.58,3.05,0.26,0.41,,,,,0.6,1.0,,,,,0.34,15.2,12.83,7.0600000000000005,0.0,,,
1041,Sungai Selangor Fasa 2 Stream C,6.11,2021-01-24,78.92,6.5,1.34,0.19,0.15,,,,,0.64,1.0,,,,,0.26,9.85,12.0,7.04,0.0,,,
1042,Sungai Selangor Fasa 2 Stream C,6.09,2021-01-25,183.33,7.25,1.53,0.27,0.12,,,,,0.71,1.0,,,,,0.28,10.53,13.5,6.77,484.0,,,
1043,Sungai Selangor Fasa 2 Stream C,6.18,2021-01-26,93.13,5.0,2.06,0.24,0.28,,,,,0.56,1.0,,,,,0.29,12.07,14.5,7.51,242.0,,,
1044,Sungai Selangor Fasa 2 Stream C,6.4,2021-01-27,55.0,6.13,1.46,0.19,0.16,,,,,0.59,1.0,,,,,0.23,9.77,12.67,7.54,242.2,,,
1045,Sungai Selangor Fasa 2 Stream C,6.4,2021-01-28,120.0,8.5,1.38,0.26,0.17,,,,,0.83,1.0,,,,,0.27,9.8,12.83,7.47,24.2,,,
1046,Sungai Selangor Fasa 2 Stream C,6.33,2021-01-29,244.17,5.33,0.0,0.37,0.0,,,,,0.46,1.0,,,,,0.3,17.57,14.92,8.16,242.0,,,
1047,Sungai Selangor Fasa 2 Stream C,6.37,2021-01-30,66.67,5.5,0.0,0.25,0.0,,,,,0.61,1.0,,,,,0.27,15.0,13.83,7.43,235.3,,,
1048,Sungai Selangor Fasa 2 Stream C,6.4,2021-01-31,69.17,10.0,0.0,0.3,0.0,,,,,0.6,1.0,,,,,0.26,20.0,12.17,7.42,235.3,,,
1049,Sungai Selangor Fasa 3 Stage 1,6.22,2021-01-01,77.82,13.58,1.88,0.09,0.22,,,,,,1.0,,,,,,11.379999999999999,,5.34,,,37.95,0.061
1050,Sungai Selangor Fasa 3 Stage 1,6.2,2021-01-02,65.73,12.17,1.76,0.11,0.31,,,,,,1.0,,,,,,8.07,,6.91,,,24.9,0.06
1051,Sungai Selangor Fasa 3 Stage 1,6.2,2021-01-03,271.5,19.67,2.99,0.12,0.6,,,,,,1.0,,,,,,7.9399999999999995,,6.74,,,22.59,0.058
1052,Sungai Selangor Fasa 3 Stage 1,5.7,2021-01-04,231.08,14.17,2.09,0.19,0.46,,,,,,1.0,,,,,,9.47,,5.53,,,23.79,0.059
1053,Sungai Selangor Fasa 3 Stage 1,6.09,2021-01-05,148.54,16.0,1.62,0.15,0.36,,,,,,1.0,,,,,,11.42,,5.44,,,36.13,0.054
1054,Sungai Selangor Fasa 3 Stage 1,6.2,2021-01-06,128.08,13.58,1.7,0.17,0.33,,,,,,1.0,,,,,,11.309999999999999,,5.15,,,28.69,0.052
1055,Sungai Selangor Fasa 3 Stage 1,6.23,2021-01-07,96.8,13.17,1.58,0.15,0.32,,,,,,1.0,,,,,,12.68,,5.23,,,33.33,0.061
1056,Sungai Selangor Fasa 3 Stage 1,6.25,2021-01-08,87.31,12.67,1.62,0.11,0.32,,,,,,1.0,,,,,,9.92,,5.15,,,19.27,0.061
1057,Sungai Selangor Fasa 3 Stage 1,6.25,2021-01-09,60.82,11.08,1.54,0.09,0.23,,,,,,1.0,,,,,,10.530000000000001,,5.77,,,30.1,0.06
1058,Sungai Selangor Fasa 3 Stage 1,6.21,2021-01-10,46.16,11.17,1.42,0.08,0.26,,,,,,1.0,,,,,,9.48,,4.24,,,28.68,0.055
1059,Sungai Selangor Fasa 3 Stage 1,6.19,2021-01-11,51.02,11.5,1.19,0.14,0.13,,,,,,1.0,,,,,,9.530000000000001,,5.57,,,24.41,0.059
1060,Sungai Selangor Fasa 3 Stage 1,6.03,2021-01-12,47.46,11.17,0.91,0.06,0.11,,,,,,1.0,,,,,,9.54,,3.56,,,45.02,0.053
1061,Sungai Selangor Fasa 3 Stage 1,6.16,2021-01-13,43.63,10.5,1.03,0.06,0.12,,,,,,1.0,,,,,,7.24,,6.220000000000001,,,25.46,0.059
1062,Sungai Selangor Fasa 3 Stage 1,6.16,2021-01-14,79.24,12.75,1.14,0.09,0.15,,,,,,1.0,,,,,,7.63,,6.61,,,25.85,0.063
1063,Sungai Selangor Fasa 3 Stage 1,6.09,2021-01-15,56.16,12.0,1.19,0.12,0.14,,,,,,1.0,,,,,,7.359999999999999,,6.540000000000001,,,26.84,0.061
1064,Sungai Selangor Fasa 3 Stage 1,6.36,2021-01-16,78.48,12.92,1.42,0.04,0.18,,,,,,1.0,,,,,,7.529999999999999,,6.91,,,29.69,0.061
1065,Sungai Selangor Fasa 3 Stage 1,6.29,2021-01-17,88.82,12.33,1.31,0.08,0.2,,,,,,1.0,,,,,,7.529999999999999,,5.9799999999999995,,,25.29,0.061
1066,Sungai Selangor Fasa 3 Stage 1,6.16,2021-01-18,123.47,11.58,1.89,0.08,0.29,,,,,,1.0,,,,,,10.55,,4.38,,,40.82,0.062
1067,Sungai Selangor Fasa 3 Stage 1,6.08,2021-01-19,50.1,14.58,1.26,0.07,0.12,,,,,,1.0,,,,,,11.51,,4.26,,,44.09,0.065
1068,Sungai Selangor Fasa 3 Stage 1,6.15,2021-01-20,51.73,15.75,1.3,0.08,0.16,,,,,,1.0,,,,,,11.469999999999999,,6.029999999999999,,,44.29,0.066
1069,Sungai Selangor Fasa 3 Stage 1,6.11,2021-01-21,39.29,14.67,1.03,0.06,0.12,,,,,,1.0,,,,,,11.23,,6.790000000000001,,,45.23,0.06
1070,Sungai Selangor Fasa 3 Stage 1,6.14,2021-01-22,129.31,18.58,1.97,0.14,0.24,,,,,,1.0,,,,,,9.030000000000001,,6.09,,,26.75,0.056
1071,Sungai Selangor Fasa 3 Stage 1,6.29,2021-01-23,78.91,13.83,1.42,0.15,0.2,,,,,,1.0,,,,,,9.23,,6.09,,,27.06,0.059
1072,Sungai Selangor Fasa 3 Stage 1,6.13,2021-01-24,129.17,13.5,1.56,0.08,0.29,,,,,,1.0,,,,,,8.84,,6.61,,,22.81,0.057
1073,Sungai Selangor Fasa 3 Stage 1,5.96,2021-01-25,186.32,14.83,2.57,0.14,0.48,,,,,,1.0,,,,,,8.64,,7.46,,,31.04,0.061
1074,Sungai Selangor Fasa 3 Stage 1,6.26,2021-01-26,49.89,13.25,1.38,0.1,0.23,,,,,,1.0,,,,,,8.39,,6.58,,,25.76,0.062
1075,Sungai Selangor Fasa 3 Stage 1,6.23,2021-01-27,67.74,14.75,1.39,0.13,0.26,,,,,,1.0,,,,,,8.15,,6.38,,,24.48,0.061
1076,Sungai Selangor Fasa 3 Stage 1,5.96,2021-01-28,173.98,15.33,1.99,0.14,0.38,,,,,,1.0,,,,,,8.29,,6.67,,,25.97,0.062
1077,Sungai Selangor Fasa 3 Stage 1,6.18,2021-01-29,106.79,13.25,1.73,0.09,0.24,,,,,,1.0,,,,,,8.25,,6.84,,,30.15,0.061
1078,Sungai Selangor Fasa 3 Stage 1,6.18,2021-01-30,51.36,10.83,1.28,0.15,0.13,,,,,,1.0,,,,,,8.01,,6.239999999999999,,,26.45,0.063
1079,Sungai Selangor Fasa 3 Stage 1,6.24,2021-01-31,50.03,12.25,1.34,0.08,0.21,,,,,,1.0,,,,,,8.059999999999999,,6.08,,,24.69,0.062
1080,Batang Kali,6.68,2021-07-01,12.06,0.58,0.21,0.12,0.02,0.02,13.49,2.24,1.75,0.47,7.0,,,,,,,,,,,,
1081,Batang Kali,6.67,2021-07-02,4.05,0.0,0.2,0.14,0.02,0.02,7.7,2.3,0.9,0.51,7.0,,,,,,,,,,,,
1082,Batang Kali,6.81,2021-07-03,7.94,8.95,0.25,0.05,0.02,0.02,14.34,2.2,1.22,0.42,7.0,,,,,,,,,,,,
1083,Batang Kali,6.64,2021-07-04,2.28,0.0,0.18,0.04,0.01,0.02,19.08,2.35,1.02,0.46,7.0,,,,,,,,,,,,
1084,Batang Kali,6.89,2021-07-05,68.75,12.79,0.37,0.16,0.06,0.02,12.61,2.13,1.03,0.45,7.0,,,,,,,,,,,,
1085,Batang Kali,6.89,2021-07-06,34.29,7.29,0.22,0.24,0.02,0.02,9.61,2.16,1.81,0.43,7.0,,,,,,,,,,,,
1086,Batang Kali,6.8,2021-07-07,6.42,0.0,0.25,0.22,0.02,0.02,12.69,2.16,1.58,0.46,7.0,,,,,,,,,,,,
1087,Batang Kali,6.8,2021-07-08,60.95,9.13,0.28,0.05,0.01,0.02,12.61,2.17,1.03,0.46,7.0,,,,,,,,,,,,
1088,Batang Kali,6.6,2021-07-09,52.41,22.25,0.35,0.41,0.07,0.02,9.56,2.75,1.07,0.51,7.0,,,,,,,,,,,,
1089,Batang Kali,6.55,2021-07-10,15.75,9.5,0.18,0.42,0.04,0.02,13.56,2.87,1.03,0.52,7.0,,,,,,,,,,,,
1090,Batang Kali,6.68,2021-07-11,20.88,13.29,0.14,0.13,0.01,0.03,14.16,2.84,1.98,0.52,7.0,,,,,,,,,,,,
1091,Batang Kali,6.7,2021-07-12,20.05,0.96,0.26,0.09,0.02,0.03,10.38,2.84,2.64,0.46,7.0,,,,,,,,,,,,
1092,Batang Kali,6.67,2021-07-13,6.28,0.0,0.14,0.09,0.02,0.02,8.69,2.15,1.43,0.45,7.0,,,,,,,,,,,,
1093,Batang Kali,6.7,2021-07-14,5.15,1.92,0.15,0.07,0.01,0.02,9.1,2.22,1.08,0.47,7.0,,,,,,,,,,,,
1094,Batang Kali,6.79,2021-07-15,4.35,0.0,0.08,0.09,0.02,0.02,9.47,2.2,1.07,0.47,7.0,,,,,,,,,,,,
1095,Batang Kali,6.83,2021-07-16,3.33,0.0,0.16,0.0,0.0,0.02,9.26,2.27,1.07,0.48,7.0,,,,,,,,,,,,
1096,Batang Kali,6.87,2021-07-17,2.93,0.25,0.18,0.09,0.01,0.02,9.5,2.19,1.05,0.47,7.0,,,,,,,,,,,,
1097,Batang Kali,6.77,2021-07-18,2.49,0.0,0.15,0.09,0.01,0.02,8.44,2.13,1.01,0.45,7.0,,,,,,,,,,,,
1098,Batang Kali,6.74,2021-07-19,2.3,0.0,0.16,0.11,0.01,0.02,8.2,2.21,1.05,0.47,7.0,,,,,,,,,,,,
1099,Batang Kali,6.76,2021-07-20,1.84,0.0,0.08,0.16,0.02,0.02,8.98,2.22,1.05,0.47,7.0,,,,,,,,,,,,
1100,Batang Kali,6.7,2021-07-21,1.6,0.04,0.13,0.11,0.02,0.02,9.37,2.22,1.05,0.47,7.0,,,,,,,,,,,,
1101,Batang Kali,6.64,2021-07-22,1.52,0.0,0.14,0.09,0.0,0.02,8.61,2.25,1.07,0.48,7.0,,,,,,,,,,,,
1102,Batang Kali,6.67,2021-07-23,1.37,0.0,0.13,0.09,0.01,0.02,8.99,2.17,1.01,0.45,7.0,,,,,,,,,,,,
1103,Batang Kali,6.7,2021-07-24,1.53,0.0,0.13,0.07,0.01,0.02,7.9,2.21,1.05,0.47,7.0,,,,,,,,,,,,
1104,Batang Kali,6.63,2021-07-25,1.51,0.0,0.09,0.02,0.01,0.02,8.74,2.26,1.06,0.48,7.0,,,,,,,,,,,,
1105,Batang Kali,6.66,2021-07-26,1.45,0.0,0.14,0.17,0.01,0.02,8.43,2.19,1.04,0.46,7.0,,,,,,,,,,,,
1106,Batang Kali,6.61,2021-07-27,1.84,0.0,0.15,0.08,0.01,0.02,8.68,2.16,1.02,0.44,7.0,,,,,,,,,,,,
1107,Batang Kali,6.56,2021-07-28,1.62,0.0,0.19,0.07,0.02,0.02,9.74,2.22,1.05,0.47,7.0,,,,,,,,,,,,
1108,Batang Kali,6.67,2021-07-29,3.1,0.71,0.18,0.04,0.02,0.02,10.25,2.2,0.97,0.43,7.0,,,,,,,,,,,,
1109,Batang Kali,6.57,2021-07-30,2.85,0.0,0.15,0.03,0.01,0.02,9.83,2.21,1.05,0.47,7.0,,,,,,,,,,,,
1110,Batang Kali,6.58,2021-07-31,1.7,0.0,0.11,0.02,0.01,0.02,10.43,2.24,1.01,0.45,7.0,,,,,,,,,,,,
1111,Rantau Panjang New,6.4,2021-07-01,73.67,167.17,1.22,0.3,0.24,,,4.23,,0.57,7.0,11.31,,19.0,0.0,,,,,,,,
1112,Rantau Panjang New,6.46,2021-07-02,58.63,127.25,1.25,0.26,0.19,,,3.71,,0.55,7.0,10.85,,19.84,0.0,,,,,,,,
1113,Rantau Panjang New,6.44,2021-07-03,48.33,119.29,1.01,0.24,0.18,,,3.96,,0.53,7.0,11.08,,31.38,0.0,,,,,,,,
1114,Rantau Panjang New,6.46,2021-07-04,47.08,110.42,0.89,0.24,0.23,,,3.95,,0.51,7.0,10.72,,26.22,0.0,,,,,,,,
1115,Rantau Panjang New,6.42,2021-07-05,132.96,235.33,1.33,0.35,0.27,,,4.06,,0.5,7.0,10.78,,25.5,0.0,,,,,,,,
1116,Rantau Panjang New,6.35,2021-07-06,130.42,223.5,1.02,0.26,0.26,,,4.02,,0.51,7.0,10.9,,20.84,0.0,,,,,,,,
1117,Rantau Panjang New,6.33,2021-07-07,127.38,210.88,1.45,0.28,0.28,,,3.96,,0.51,7.0,10.88,,25.65,0.0,,,,,,,,
1118,Rantau Panjang New,6.4,2021-07-08,80.13,149.0,1.1,0.24,0.17,,,3.98,,0.52,7.0,10.77,,15.87,0.0,,,,,,,,
1119,Rantau Panjang New,6.32,2021-07-09,126.38,244.5,1.34,0.26,0.26,,,4.02,,0.48,7.0,10.89,,18.78,0.0,,,,,,,,
1120,Rantau Panjang New,6.23,2021-07-10,238.5,399.54,1.52,0.31,0.4,,,4.05,,0.51,7.0,10.93,,20.57,0.0,,,,,,,,
1121,Rantau Panjang New,6.33,2021-07-11,209.04,333.0,1.15,0.22,0.27,,,3.97,,0.51,7.0,11.02,,22.2,0.0,,,,,,,,
1122,Rantau Panjang New,6.21,2021-07-12,204.63,300.13,1.35,0.35,0.4,,,4.05,,0.53,7.0,11.05,,17.26,0.0,,,,,,,,
1123,Rantau Panjang New,6.29,2021-07-13,80.54,166.92,1.02,0.24,0.17,,,4.04,,0.51,7.0,10.91,,21.55,0.0,,,,,,,,
1124,Rantau Panjang New,6.37,2021-07-14,57.67,155.08,0.92,0.27,0.15,,,4.05,,0.52,7.0,10.97,,21.42,0.0,,,,,,,,
1125,Rantau Panjang New,6.37,2021-07-15,46.04,147.0,1.04,0.23,0.14,,,4.05,,0.52,7.0,10.97,,19.13,0.0,,,,,,,,
1126,Rantau Panjang New,6.35,2021-07-16,39.0,89.29,1.01,0.28,0.19,,,3.86,,0.52,7.0,10.61,,16.88,0.0,,,,,,,,
1127,Rantau Panjang New,6.33,2021-07-17,39.25,85.5,1.0,0.18,0.17,,,3.85,,0.52,7.0,10.6,,17.08,0.0,,,,,,,,
1128,Rantau Panjang New,6.32,2021-07-18,56.0,141.58,1.01,0.27,0.12,,,4.02,,0.52,7.0,11.04,,17.27,0.0,,,,,,,,
1129,Rantau Panjang New,6.38,2021-07-19,62.58,101.04,1.18,0.17,0.24,,,3.95,,0.51,7.0,10.86,,18.56,0.0,,,,,,,,
1130,Rantau Panjang New,6.39,2021-07-20,41.46,75.96,1.01,0.21,0.15,,,3.76,,0.48,7.0,10.19,,17.9,0.0,,,,,,,,
1131,Rantau Panjang New,6.36,2021-07-21,109.42,164.75,1.13,0.27,0.32,,,3.99,,0.51,7.0,10.83,,19.36,0.0,,,,,,,,
1132,Rantau Panjang New,6.37,2021-07-22,76.25,122.25,1.15,0.32,0.26,,,4.04,,0.51,7.0,10.93,,18.58,0.0,,,,,,,,
1133,Rantau Panjang New,6.43,2021-07-23,41.42,78.13,0.93,0.18,0.17,,,3.98,,0.51,7.0,10.77,,17.44,0.0,,,,,,,,
1134,Rantau Panjang New,6.43,2021-07-24,35.04,73.46,0.89,0.2,0.15,,,3.98,,0.5,7.0,10.77,,17.38,0.0,,,,,,,,
1135,Rantau Panjang New,6.45,2021-07-25,31.5,77.08,0.96,0.21,0.26,,,4.01,,0.51,7.0,10.86,,17.11,0.0,,,,,,,,
1136,Rantau Panjang New,6.4,2021-07-26,47.92,93.42,0.89,0.24,0.23,,,4.08,,0.52,7.0,11.05,,17.37,0.0,,,,,,,,
1137,Rantau Panjang New,6.39,2021-07-27,33.08,71.54,1.06,0.21,0.24,,,3.99,,0.59,7.0,10.88,,16.39,0.0,,,,,,,,
1138,Rantau Panjang New,6.39,2021-07-28,30.13,72.13,0.9,0.18,0.22,,,3.99,,0.54,7.0,10.88,,15.93,0.0,,,,,,,,
1139,Rantau Panjang New,6.37,2021-07-29,28.08,69.67,0.87,0.23,0.26,,,3.95,,0.53,7.0,10.71,,15.98,0.0,,,,,,,,
1140,Rantau Panjang New,6.38,2021-07-30,23.46,69.92,0.78,0.19,0.27,,,4.0,,0.53,7.0,10.84,,17.16,0.0,,,,,,,,
1141,Rantau Panjang New,6.4,2021-07-31,32.42,60.92,1.17,0.27,0.28,,,3.87,,0.52,7.0,10.91,,17.77,0.0,,,,,,,,
1142,Rantau Panjang Old,6.51,2021-07-01,88.16,228.95,1.01,0.37,0.15,,,6.5,,0.51,7.0,2.79,,18.9,0.0,,,,,,,,
1143,Rantau Panjang Old,6.52,2021-07-02,77.05,200.0,0.69,0.36,0.09,,,6.53,,0.49,7.0,2.72,,23.19,0.0,,,,,,,,
1144,Rantau Panjang Old,6.49,2021-07-03,64.76,200.0,0.77,0.33,0.06,,,6.68,,0.48,7.0,2.65,,31.22,0.0,,,,,,,,
1145,Rantau Panjang Old,6.51,2021-07-04,67.63,200.0,0.43,0.23,0.13,,,6.31,,0.5,7.0,2.69,,25.75,0.0,,,,,,,,
1146,Rantau Panjang Old,6.44,2021-07-05,194.47,406.11,0.77,0.29,0.16,,,6.42,,0.49,7.0,2.7,,21.06,0.0,,,,,,,,
1147,Rantau Panjang Old,6.48,2021-07-06,185.39,338.89,0.75,0.38,0.2,,,6.41,,0.49,7.0,2.77,,21.35,0.0,,,,,,,,
1148,Rantau Panjang Old,6.51,2021-07-07,168.25,312.5,0.63,0.32,0.27,,,6.4,,0.5,7.0,2.74,,22.07,0.0,,,,,,,,
1149,Rantau Panjang Old,6.49,2021-07-08,67.67,202.78,0.36,0.4,0.13,,,6.68,,0.51,7.0,2.72,,18.02,0.0,,,,,,,,
1150,Rantau Panjang Old,6.51,2021-07-09,166.71,335.42,0.7,0.35,0.26,,,6.72,,0.56,7.0,2.76,,18.37,0.0,,,,,,,,
1151,Rantau Panjang Old,6.47,2021-07-10,354.88,611.76,1.14,0.36,0.36,,,6.33,,0.51,7.0,2.62,,19.76,0.0,,,,,,,,
1152,Rantau Panjang Old,6.46,2021-07-11,187.56,350.0,1.0,0.45,0.16,,,6.65,,0.54,7.0,2.76,,21.34,0.0,,,,,,,,
1153,Rantau Panjang Old,6.4,2021-07-12,427.38,750.0,1.29,0.69,0.28,,,6.73,,0.54,7.0,2.79,,18.23,0.0,,,,,,,,
1154,Rantau Panjang Old,6.48,2021-07-13,111.43,271.43,1.14,0.35,0.13,,,6.45,,0.51,7.0,2.73,,19.64,0.0,,,,,,,,
1155,Rantau Panjang Old,6.53,2021-07-14,80.94,200.0,0.75,0.3,0.07,,,5.38,,0.52,7.0,2.72,,18.15,0.0,,,,,,,,
1156,Rantau Panjang Old,6.56,2021-07-15,59.94,200.0,0.72,0.31,0.09,,,4.92,,0.51,7.0,2.72,,18.27,0.0,,,,,,,,
1157,Rantau Panjang Old,6.46,2021-07-16,85.41,200.0,0.74,0.26,0.11,,,4.67,,0.5,7.0,2.65,,18.34,0.0,,,,,,,,
1158,Rantau Panjang Old,6.53,2021-07-17,58.75,200.0,0.87,0.3,0.11,,,4.61,,0.5,7.0,2.67,,18.16,0.0,,,,,,,,
1159,Rantau Panjang Old,6.52,2021-07-18,65.05,200.0,0.77,0.37,0.07,,,7.42,,0.54,7.0,2.79,,18.29,0.0,,,,,,,,
1160,Rantau Panjang Old,6.52,2021-07-19,67.46,200.0,0.67,0.28,0.14,,,7.11,,0.52,7.0,2.68,,18.22,0.0,,,,,,,,
1161,Rantau Panjang Old,6.53,2021-07-20,56.92,200.0,0.68,0.26,0.07,,,6.56,,0.55,7.0,2.79,,18.3,0.0,,,,,,,,
1162,Rantau Panjang Old,6.5,2021-07-21,65.5,200.0,0.95,0.27,0.14,,,6.66,,0.54,7.0,2.76,,18.49,0.0,,,,,,,,
1163,Rantau Panjang Old,6.51,2021-07-22,106.08,268.75,0.77,0.33,0.09,,,6.67,,0.54,7.0,2.76,,19.35,0.0,,,,,,,,
1164,Rantau Panjang Old,6.55,2021-07-23,69.79,200.0,0.56,0.51,0.06,,,6.88,,0.5,7.0,2.72,,18.09,0.0,,,,,,,,
1165,Rantau Panjang Old,6.5,2021-07-24,59.13,200.0,0.72,0.34,0.06,,,6.86,,0.51,7.0,2.76,,18.2,0.0,,,,,,,,
1166,Rantau Panjang Old,6.55,2021-07-25,64.24,200.0,0.61,0.22,0.13,,,6.86,,0.51,7.0,2.78,,18.07,0.0,,,,,,,,
1167,Rantau Panjang Old,6.54,2021-07-26,79.35,244.12,0.52,0.18,0.09,,,6.9,,0.51,7.0,2.79,,18.0,0.0,,,,,,,,
1168,Rantau Panjang Old,6.55,2021-07-27,65.17,200.0,0.56,0.22,0.14,,,6.89,,0.51,7.0,2.79,,18.25,0.0,,,,,,,,
1169,Rantau Panjang Old,6.55,2021-07-28,67.14,200.0,0.46,0.23,0.18,,,6.89,,0.51,7.0,2.79,,18.21,0.0,,,,,,,,
1170,Rantau Panjang Old,6.52,2021-07-29,59.78,200.0,0.67,0.26,0.13,,,6.86,,0.51,7.0,2.78,,18.07,0.0,,,,,,,,
1171,Rantau Panjang Old,6.48,2021-07-30,51.67,200.0,0.46,0.22,0.13,,,6.87,,0.51,7.0,2.78,,18.04,0.0,,,,,,,,
1172,Rantau Panjang Old,6.54,2021-07-31,66.46,200.0,0.49,0.18,0.12,,,6.8,,0.52,7.0,2.78,,18.04,0.0,,,,,,,,
1173,Sungai Rangkap,6.81,2021-07-01,3.29,2.13,0.11,0.03,0.03,,0.0,4.57,,0.46,7.0,0.0,0.0,,,,,,,,,,
1174,Sungai Rangkap,6.85,2021-07-02,2.43,0.83,0.09,0.04,0.03,,0.0,4.57,,0.5,7.0,0.0,0.0,,,,,,,,,,
1175,Sungai Rangkap,6.83,2021-07-03,3.35,1.79,0.1,0.02,0.03,,18.33,4.68,,0.47,7.0,4.62,3.5,,,,,,,,,,
1176,Sungai Rangkap,6.76,2021-07-04,3.02,2.83,0.04,0.03,0.03,,28.86,4.58,,0.45,7.0,4.04,6.0,,,,,,,,,,
1177,Sungai Rangkap,6.69,2021-07-05,4.41,5.67,0.09,0.06,0.04,,0.0,4.55,,0.44,7.0,4.65,0.0,,,,,,,,,,
1178,Sungai Rangkap,6.75,2021-07-06,3.3,3.92,0.13,0.02,0.03,,9.2,4.55,,0.44,7.0,4.51,1.8,,,,,,,,,,
