,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Polyaluminium Chloride ,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
3002,Sungai Selangor Fasa 3,5.54,2021-09-29,263.42,26.0,2.63,0.24,0.57,,,,,,9.0,,,,,,,5.355147844,8.724760666,,,41.04728685,0.065398184,0.535
3003,Sungai Selangor Fasa 3,5.55,2021-09-30,124.68,34.25,1.58,0.1,0.32,,,,,,9.0,,,,,,,5.2665672589999994,8.167569724,,,43.4830067,0.067318147,0.515
3004,Batang Kali,6.92,2022-01-01,61.35,0.0,0.19,0.09,0.04,21.64,0.03,3.13,2.86,0.47,1.0,,,,,,,,,,,,,
3005,Batang Kali,6.76,2022-02-01,5.67,0.0,0.16,0.19,0.02,15.74,0.03,3.1,2.84,0.47,2.0,,,,,,,,,,,,,
3006,Batang Kali,6.72,2022-03-01,32.1,1.46,0.3,0.12,0.07,16.74,0.03,3.08,2.81,0.46,3.0,,,,,,,,,,,,,
3007,Batang Kali,6.77,2022-04-01,70.73,12.79,0.29,0.21,0.06,11.73,0.03,3.11,2.84,0.46,4.0,,,,,,,,,,,,,
3008,Batang Kali,6.96,2022-05-01,15.69,0.0,0.22,0.0,0.03,13.14,0.03,3.11,2.84,0.47,5.0,,,,,,,,,,,,,
3009,Batang Kali,6.84,2022-06-01,10.89,0.0,0.16,0.12,0.01,10.12,0.03,2.12,2.86,0.47,6.0,,,,,,,,,,,,,
3010,Batang Kali,6.97,2022-07-01,8.06,0.17,0.2,0.0,0.02,9.65,0.02,1.89,2.76,0.44,7.0,,,,,,,,,,,,,
3011,Batang Kali,6.8,2022-08-01,27.21,5.79,0.24,0.0,0.06,9.82,0.03,2.11,2.85,0.49,8.0,,,,,,,,,,,,,
3012,Batang Kali,6.84,2022-09-01,10.34,0.0,0.14,0.08,0.02,10.38,0.03,2.01,2.66,0.47,9.0,,,,,,,,,,,,,
3013,Batang Kali,6.73,2022-10-01,23.23,10.71,0.27,0.18,0.02,10.38,0.03,2.06,2.72,0.48,10.0,,,,,,,,,,,,,
3014,Batang Kali,6.81,2022-11-01,22.45,1.33,0.18,0.15,0.06,10.03,0.03,2.02,2.67,0.47,11.0,,,,,,,,,,,,,
3015,Batang Kali,6.67,2022-12-01,8.77,1.96,0.21,0.16,0.02,10.92,0.02,2.07,2.71,0.48,12.0,,,,,,,,,,,,,
3016,Batang Kali,6.81,2022-01-13,3.52,0.0,0.13,0.08,0.01,10.59,0.02,1.93,2.72,0.47,1.0,,,,,,,,,,,,,
3017,Batang Kali,6.86,2022-01-14,3.37,0.0,0.13,0.09,0.0,9.68,0.03,2.04,2.75,0.53,1.0,,,,,,,,,,,,,
3018,Batang Kali,6.86,2022-01-15,4.09,0.0,0.12,0.06,0.01,10.0,0.03,2.02,2.66,0.52,1.0,,,,,,,,,,,,,
3019,Batang Kali,6.83,2022-01-16,4.57,0.0,0.13,0.1,0.03,9.37,0.03,2.03,2.67,0.53,1.0,,,,,,,,,,,,,
3020,Batang Kali,6.74,2022-01-17,3.82,0.0,0.1,0.1,0.01,10.6,0.03,1.9,2.65,0.5,1.0,,,,,,,,,,,,,
3021,Batang Kali,6.87,2022-01-18,4.5,0.0,0.14,0.09,0.04,10.69,0.03,1.98,2.83,0.52,1.0,,,,,,,,,,,,,
3022,Batang Kali,6.8,2022-01-19,5.39,0.08,0.12,0.1,0.02,10.71,0.03,2.0,2.86,0.52,1.0,,,,,,,,,,,,,
3023,Batang Kali,6.83,2022-01-20,4.98,0.0,0.15,0.09,0.01,11.16,0.03,2.01,2.86,0.53,1.0,,,,,,,,,,,,,
3024,Batang Kali,6.77,2022-01-21,3.88,0.0,0.14,0.1,0.02,10.68,0.02,1.95,2.79,0.51,1.0,,,,,,,,,,,,,
3025,Batang Kali,6.76,2022-01-22,2.95,0.0,0.14,0.16,0.01,11.34,0.03,2.01,2.87,0.53,1.0,,,,,,,,,,,,,
3026,Batang Kali,6.84,2022-01-23,165.22,2.29,0.16,0.08,0.07,19.62,0.02,2.52,2.78,0.5,1.0,,,,,,,,,,,,,
3027,Batang Kali,6.86,2022-01-24,36.66,1.96,0.22,0.1,0.05,18.38,0.03,2.06,2.76,0.53,1.0,,,,,,,,,,,,,
3028,Batang Kali,6.81,2022-01-25,11.65,0.04,0.18,0.1,0.02,14.93,0.02,1.97,2.78,0.52,1.0,,,,,,,,,,,,,
3029,Batang Kali,6.8,2022-01-26,10.67,0.0,0.16,0.09,0.02,14.88,0.02,1.88,2.69,0.49,1.0,,,,,,,,,,,,,
3030,Batang Kali,6.84,2022-01-27,7.5,0.0,0.22,0.01,0.02,13.05,0.03,1.99,2.83,0.52,1.0,,,,,,,,,,,,,
3031,Batang Kali,6.73,2022-01-28,40.94,2.33,0.18,0.0,0.01,19.98,0.03,2.05,2.91,0.54,1.0,,,,,,,,,,,,,
3032,Batang Kali,6.69,2022-01-29,417.08,53.42,0.32,0.57,0.03,16.41,0.03,2.24,2.84,0.53,1.0,,,,,,,,,,,,,
3033,Batang Kali,6.75,2022-01-30,40.57,0.67,0.29,0.0,0.07,19.01,0.02,1.95,2.8,0.51,1.0,,,,,,,,,,,,,
3034,Batang Kali,6.81,2022-01-31,11.87,0.04,0.12,0.0,0.02,15.25,0.02,1.98,2.84,0.52,1.0,,,,,,,,,,,,,
3035,Batang Kali,6.91,2022-01-02,24.31,0.0,0.11,0.1,0.03,13.39,0.03,1.94,2.77,0.48,1.0,,,,,,,,,,,,,
3036,Batang Kali,6.77,2022-02-02,3.46,0.0,0.15,0.0,0.01,13.23,0.03,1.96,2.81,0.46,2.0,,,,,,,,,,,,,
3037,Batang Kali,6.91,2022-03-02,265.05,20.63,0.82,1.34,0.32,14.36,0.02,1.87,24.04,0.48,3.0,,,,,,,,,,,,,
3038,Batang Kali,6.85,2022-04-02,15.47,1.88,0.3,0.33,0.04,12.76,0.02,1.87,2.71,0.5,4.0,,,,,,,,,,,,,
3039,Batang Kali,6.85,2022-05-02,56.41,0.08,0.17,0.07,0.06,10.85,0.02,1.88,2.69,0.49,5.0,,,,,,,,,,,,,
3040,Batang Kali,6.89,2022-06-02,12.32,8.08,0.34,0.45,0.04,11.11,0.02,1.95,2.79,0.51,6.0,,,,,,,,,,,,,
3041,Batang Kali,6.87,2022-07-02,5.37,0.08,0.14,0.18,0.04,12.58,0.02,1.93,2.74,0.5,7.0,,,,,,,,,,,,,
3042,Batang Kali,6.79,2022-08-02,23.16,8.92,0.18,0.19,0.04,13.38,0.27,1.95,2.88,0.51,8.0,,,,,,,,,,,,,
3043,Batang Kali,6.84,2022-09-02,12.78,0.0,0.16,0.17,0.02,12.35,0.02,1.91,2.74,0.5,9.0,,,,,,,,,,,,,
3044,Batang Kali,6.8,2022-10-02,22.32,7.54,0.31,0.18,0.03,11.1,0.03,2.03,2.9,0.53,10.0,,,,,,,,,,,,,
3045,Batang Kali,6.94,2022-11-02,19.68,0.0,0.21,0.36,0.04,11.75,0.03,2.08,2.86,0.54,11.0,,,,,,,,,,,,,
3046,Batang Kali,6.56,2022-12-02,21.18,4.79,0.18,0.14,0.02,13.21,0.03,2.01,2.87,0.52,12.0,,,,,,,,,,,,,
3047,Batang Kali,6.88,2022-02-13,58.78,0.0,0.39,0.39,0.1,17.91,0.03,2.38,2.87,0.54,2.0,,,,,,,,,,,,,
3048,Batang Kali,6.81,2022-02-14,44.16,0.0,0.19,0.37,0.06,18.77,0.03,2.14,2.8,0.53,2.0,,,,,,,,,,,,,
3049,Batang Kali,6.84,2022-02-15,21.99,0.0,0.27,0.31,0.06,15.93,0.19,2.23,2.82,0.53,2.0,,,,,,,,,,,,,
3050,Batang Kali,6.75,2022-02-16,440.09,0.0,0.17,0.3,0.02,14.73,0.02,1.9,2.64,0.49,2.0,,,,,,,,,,,,,
3051,Batang Kali,6.78,2022-02-17,300.51,0.0,0.41,0.78,0.27,17.15,0.03,2.19,2.88,0.54,2.0,,,,,,,,,,,,,
3052,Batang Kali,6.86,2022-02-18,10.89,0.0,0.19,0.42,0.03,13.14,0.03,2.04,2.93,0.54,2.0,,,,,,,,,,,,,
3053,Batang Kali,6.71,2022-02-19,8.53,0.0,0.18,0.0,0.02,13.01,0.03,2.02,2.85,0.53,2.0,,,,,,,,,,,,,
3054,Batang Kali,6.76,2022-02-20,10.99,0.0,0.2,0.12,0.02,13.18,0.03,2.12,2.84,0.56,2.0,,,,,,,,,,,,,
3055,Batang Kali,6.83,2022-02-21,104.69,2.13,0.2,0.0,0.05,16.8,0.04,3.13,2.88,0.55,2.0,,,,,,,,,,,,,
3056,Batang Kali,6.81,2022-02-22,85.69,0.0,0.4,1.25,0.32,22.31,0.03,3.73,2.9,0.54,2.0,,,,,,,,,,,,,
3057,Batang Kali,6.81,2022-02-23,27.46,0.0,0.19,0.16,0.06,13.73,0.03,2.36,2.91,0.53,2.0,,,,,,,,,,,,,
3058,Batang Kali,6.8,2022-02-24,9.95,0.0,0.2,0.0,0.02,12.49,0.03,1.98,2.83,0.52,2.0,,,,,,,,,,,,,
3059,Batang Kali,6.85,2022-02-25,17.05,5.46,0.31,0.05,0.03,12.36,0.03,2.0,2.91,0.54,2.0,,,,,,,,,,,,,
3060,Batang Kali,6.76,2022-02-26,16.77,2.5,0.3,0.11,0.03,14.43,0.03,2.02,2.83,0.54,2.0,,,,,,,,,,,,,
3061,Batang Kali,6.81,2022-02-27,7.48,0.0,0.21,0.14,0.04,13.41,0.03,2.01,2.88,0.53,2.0,,,,,,,,,,,,,
3062,Batang Kali,6.76,2022-02-28,7.81,7.96,0.23,0.12,0.03,14.91,0.03,2.01,2.88,0.53,2.0,,,,,,,,,,,,,
3063,Batang Kali,6.89,2022-01-03,34.61,0.79,0.25,0.12,0.02,18.44,0.04,1.79,2.79,0.51,1.0,,,,,,,,,,,,,
3064,Batang Kali,6.81,2022-02-03,10.17,0.0,0.18,0.12,0.02,24.29,0.04,2.0,2.8,0.54,2.0,,,,,,,,,,,,,
3065,Batang Kali,6.81,2022-03-03,105.98,3.83,0.32,0.41,0.07,22.72,0.03,2.13,2.89,0.56,3.0,,,,,,,,,,,,,
3066,Batang Kali,6.86,2022-04-03,139.52,15.88,0.24,0.22,0.07,19.09,0.02,2.0,2.78,0.53,4.0,,,,,,,,,,,,,
3067,Batang Kali,6.78,2022-05-03,8.91,0.0,0.11,0.1,0.03,15.68,0.03,2.83,2.84,0.54,5.0,,,,,,,,,,,,,
3068,Batang Kali,6.91,2022-06-03,4.84,2.96,0.19,0.12,0.01,13.99,0.03,2.82,2.71,0.53,6.0,,,,,,,,,,,,,
3069,Batang Kali,6.88,2022-07-03,3.99,0.0,0.16,0.14,0.02,17.1,0.03,2.83,2.75,0.52,7.0,,,,,,,,,,,,,
3070,Batang Kali,6.87,2022-08-03,6.97,5.42,0.2,0.17,0.01,12.96,0.03,2.66,2.74,0.48,8.0,,,,,,,,,,,,,
3071,Batang Kali,6.8,2022-09-03,5.33,0.0,0.13,0.1,0.01,11.33,0.03,2.13,2.82,0.5,9.0,,,,,,,,,,,,,
3072,Batang Kali,6.77,2022-10-03,28.8,8.04,0.21,0.19,0.03,14.17,0.03,1.99,2.77,0.48,10.0,,,,,,,,,,,,,
3073,Batang Kali,6.78,2022-11-03,12.06,0.0,0.15,0.1,0.02,14.32,0.02,1.91,2.71,0.45,11.0,,,,,,,,,,,,,
3074,Batang Kali,6.54,2022-12-03,5.91,1.29,0.16,0.14,0.02,13.93,0.03,2.15,2.84,0.5,12.0,,,,,,,,,,,,,
3075,Batang Kali,6.77,2022-03-13,56.36,0.13,0.24,0.0,0.01,15.47,0.03,2.07,2.74,0.48,3.0,,,,,,,,,,,,,
3076,Batang Kali,6.69,2022-03-14,42.07,0.42,0.44,0.37,0.06,15.61,0.03,2.04,2.69,0.48,3.0,,,,,,,,,,,,,
3077,Batang Kali,6.83,2022-03-15,45.74,0.0,0.31,0.0,0.06,15.13,0.02,2.01,2.73,0.49,3.0,,,,,,,,,,,,,
3078,Batang Kali,6.79,2022-03-16,48.36,0.0,0.49,0.4,0.08,14.85,0.03,1.94,2.75,0.48,3.0,,,,,,,,,,,,,
3079,Batang Kali,6.75,2022-03-17,735.13,0.58,0.38,0.87,0.13,17.96,0.03,2.52,2.82,0.5,3.0,,,,,,,,,,,,,
3080,Batang Kali,6.81,2022-03-18,68.95,0.0,0.41,1.05,0.12,10.26,0.03,2.02,2.79,0.53,3.0,,,,,,,,,,,,,
3081,Batang Kali,6.89,2022-03-19,21.63,0.0,0.22,0.07,0.03,9.89,0.03,2.07,2.78,0.54,3.0,,,,,,,,,,,,,
3082,Batang Kali,6.92,2022-03-20,11.0,0.04,0.16,0.06,0.02,8.83,0.03,2.06,2.9,0.54,3.0,,,,,,,,,,,,,
3083,Batang Kali,6.89,2022-03-21,8.62,0.0,0.17,0.09,0.02,9.04,0.03,2.1,2.83,0.55,3.0,,,,,,,,,,,,,
3084,Batang Kali,6.87,2022-03-22,11.31,0.0,0.17,0.1,0.02,9.52,0.02,1.91,2.84,0.5,3.0,,,,,,,,,,,,,
3085,Batang Kali,6.89,2022-03-23,6.38,0.0,0.18,0.16,0.01,9.47,0.03,2.07,2.74,0.54,3.0,,,,,,,,,,,,,
3086,Batang Kali,6.84,2022-03-24,26.41,0.0,0.28,0.09,0.05,11.55,0.03,2.06,2.73,0.54,3.0,,,,,,,,,,,,,
3087,Batang Kali,6.83,2022-03-25,34.73,0.0,0.17,0.1,0.04,13.84,0.03,1.94,2.66,0.51,3.0,,,,,,,,,,,,,
3088,Batang Kali,6.73,2022-03-26,10.65,0.0,0.21,0.1,0.02,11.24,0.03,2.07,2.74,0.54,3.0,,,,,,,,,,,,,
3089,Batang Kali,6.72,2022-03-27,9.14,0.0,0.19,0.1,0.01,9.7,0.03,2.03,2.69,0.53,3.0,,,,,,,,,,,,,
3090,Batang Kali,6.72,2022-03-28,87.27,5.0,0.29,0.1,0.06,18.53,0.03,1.92,2.71,0.5,3.0,,,,,,,,,,,,,
3091,Batang Kali,6.75,2022-03-29,17.61,0.0,0.22,0.6,0.05,14.38,0.03,2.02,2.74,0.52,3.0,,,,,,,,,,,,,
3092,Batang Kali,6.75,2022-03-30,55.98,7.42,0.21,0.1,0.08,16.33,0.03,1.98,2.78,0.52,3.0,,,,,,,,,,,,,
3093,Batang Kali,6.75,2022-03-31,19.55,0.0,0.25,0.38,0.04,13.0,0.03,2.04,2.81,0.53,3.0,,,,,,,,,,,,,
3094,Batang Kali,6.89,2022-01-04,12.02,0.04,0.17,0.09,0.03,13.34,0.03,2.32,2.81,0.56,1.0,,,,,,,,,,,,,
3095,Batang Kali,6.77,2022-02-04,11.63,0.0,0.17,0.31,0.02,12.53,0.03,2.07,2.78,0.54,2.0,,,,,,,,,,,,,
3096,Batang Kali,6.87,2022-03-04,65.18,5.58,0.32,0.57,0.09,21.26,0.03,2.79,2.87,0.57,3.0,,,,,,,,,,,,,
3097,Batang Kali,6.84,2022-04-04,55.94,15.42,0.4,0.63,0.09,14.39,0.03,3.0,2.67,0.51,4.0,,,,,,,,,,,,,
3098,Batang Kali,6.8,2022-05-04,5.05,0.0,0.1,0.07,0.02,16.29,0.03,2.4,2.8,0.54,5.0,,,,,,,,,,,,,
3099,Batang Kali,6.89,2022-06-04,7.81,0.0,0.2,0.35,0.02,11.83,0.03,2.27,2.74,0.46,6.0,,,,,,,,,,,,,
3100,Batang Kali,6.8,2022-07-04,2.7,0.0,0.18,0.18,0.02,15.07,0.02,2.57,2.76,0.46,7.0,,,,,,,,,,,,,
3101,Batang Kali,6.89,2022-08-04,3.8,0.0,0.18,0.12,0.01,10.63,0.03,2.0,2.84,0.44,8.0,,,,,,,,,,,,,
3102,Batang Kali,6.81,2022-09-04,4.24,0.0,0.19,0.16,0.01,12.88,0.02,2.42,2.72,0.43,9.0,,,,,,,,,,,,,
3103,Batang Kali,6.75,2022-10-04,10.21,9.67,0.2,0.1,0.05,11.04,0.02,2.4,2.85,0.44,10.0,,,,,,,,,,,,,
3104,Batang Kali,6.86,2022-11-04,7.67,0.0,0.11,0.02,0.01,20.51,0.02,2.56,2.75,0.43,11.0,,,,,,,,,,,,,
3105,Batang Kali,6.59,2022-12-04,4.98,0.0,0.17,0.11,0.01,24.78,0.03,2.16,2.74,0.45,12.0,,,,,,,,,,,,,
3106,Batang Kali,6.88,2022-04-13,9.08,4.67,0.22,0.0,0.02,10.72,0.02,1.92,2.68,0.43,4.0,,,,,,,,,,,,,
3107,Batang Kali,6.84,2022-04-14,13.34,5.54,0.24,0.18,0.03,9.93,0.03,2.07,2.74,0.46,4.0,,,,,,,,,,,,,
3108,Batang Kali,6.85,2022-04-15,27.94,7.75,0.18,0.14,0.05,13.28,0.03,2.1,2.77,0.47,4.0,,,,,,,,,,,,,
3109,Batang Kali,6.82,2022-04-16,12.2,7.25,0.18,0.42,0.04,12.81,0.03,2.06,2.72,0.46,4.0,,,,,,,,,,,,,
3110,Batang Kali,6.76,2022-04-17,32.17,8.42,0.32,0.19,0.02,16.18,0.02,2.06,2.73,0.46,4.0,,,,,,,,,,,,,
3111,Batang Kali,6.8,2022-04-18,8.99,5.71,0.17,0.19,0.02,15.23,0.02,2.04,2.72,0.45,4.0,,,,,,,,,,,,,
3112,Batang Kali,6.84,2022-04-19,52.68,8.04,0.24,0.15,0.03,17.62,0.03,2.77,2.74,0.46,4.0,,,,,,,,,,,,,
3113,Batang Kali,6.85,2022-04-20,49.66,9.58,0.37,0.39,0.09,19.18,0.03,2.62,2.72,0.45,4.0,,,,,,,,,,,,,
3114,Batang Kali,6.93,2022-04-21,11.89,5.21,0.32,0.38,0.04,15.8,0.02,1.93,2.69,0.43,4.0,,,,,,,,,,,,,
3115,Batang Kali,6.9,2022-04-22,50.69,6.5,0.25,0.18,0.04,17.43,0.02,2.38,2.66,0.44,4.0,,,,,,,,,,,,,
3116,Batang Kali,6.7,2022-04-23,27.21,13.13,0.32,0.41,0.05,13.63,0.03,2.52,2.7,0.45,4.0,,,,,,,,,,,,,
3117,Batang Kali,6.71,2022-04-24,34.98,12.79,0.52,0.29,0.07,17.82,0.03,2.06,2.67,0.46,4.0,,,,,,,,,,,,,
3118,Batang Kali,6.87,2022-04-25,17.91,8.79,0.31,0.44,0.05,15.58,0.02,2.06,2.75,0.46,4.0,,,,,,,,,,,,,
3119,Batang Kali,6.86,2022-04-26,9.73,5.17,0.24,0.19,0.04,10.82,0.02,1.82,2.57,0.41,4.0,,,,,,,,,,,,,
3120,Batang Kali,6.76,2022-04-27,96.63,14.29,0.25,0.15,0.04,14.6,0.02,2.21,2.74,0.45,4.0,,,,,,,,,,,,,
3121,Batang Kali,6.83,2022-04-28,22.19,3.25,0.27,0.41,0.07,13.93,0.03,2.89,2.73,0.46,4.0,,,,,,,,,,,,,
3122,Batang Kali,6.95,2022-04-29,14.31,4.83,0.26,0.64,0.05,10.88,0.02,1.99,2.75,0.44,4.0,,,,,,,,,,,,,
3123,Batang Kali,6.86,2022-04-30,6.18,0.0,0.09,0.1,0.02,9.59,0.03,2.03,2.85,0.44,4.0,,,,,,,,,,,,,
3124,Batang Kali,6.86,2022-01-05,32.46,0.29,0.2,0.09,0.08,9.15,0.02,1.95,2.76,0.46,1.0,,,,,,,,,,,,,
3125,Batang Kali,6.74,2022-02-05,4.01,0.17,0.16,0.3,0.01,12.18,0.03,2.03,2.79,0.48,2.0,,,,,,,,,,,,,
3126,Batang Kali,6.8,2022-03-05,82.6,0.0,0.41,0.0,0.13,9.4,0.02,2.06,2.72,0.48,3.0,,,,,,,,,,,,,
3127,Batang Kali,6.86,2022-04-05,107.55,15.92,0.31,0.38,0.07,8.14,0.03,2.02,2.81,0.47,4.0,,,,,,,,,,,,,
3128,Batang Kali,6.75,2022-05-05,6.17,0.0,0.09,0.1,0.02,8.74,0.27,1.98,2.84,0.46,5.0,,,,,,,,,,,,,
3129,Batang Kali,6.93,2022-06-05,22.12,1.08,0.2,0.08,0.04,8.3,0.02,1.96,2.81,0.46,6.0,,,,,,,,,,,,,
3130,Batang Kali,6.77,2022-07-05,2.43,0.0,0.18,0.14,0.02,8.7,0.02,1.97,2.78,0.46,7.0,,,,,,,,,,,,,
3131,Batang Kali,6.88,2022-08-05,3.2,5.25,0.19,0.14,0.01,11.65,0.02,1.99,2.8,0.47,8.0,,,,,,,,,,,,,
3132,Batang Kali,6.83,2022-09-05,3.39,0.0,0.16,0.16,0.01,9.45,0.02,1.96,2.8,0.46,9.0,,,,,,,,,,,,,
3133,Batang Kali,6.83,2022-10-05,6.28,4.54,0.18,0.18,0.02,10.26,0.03,1.99,2.65,0.47,10.0,,,,,,,,,,,,,
3134,Batang Kali,6.84,2022-11-05,4.78,0.0,0.11,0.1,0.01,14.0,0.02,2.59,2.78,0.46,11.0,,,,,,,,,,,,,
3135,Batang Kali,6.6,2022-12-05,3.74,0.0,0.18,0.14,0.01,11.76,0.03,2.1,2.89,0.49,12.0,,,,,,,,,,,,,
3136,Batang Kali,6.93,2022-05-13,9.61,0.0,0.18,0.15,0.02,10.77,0.02,1.95,2.74,0.46,5.0,,,,,,,,,,,,,
3137,Batang Kali,6.87,2022-05-14,142.52,0.0,0.26,0.15,0.07,13.1,0.03,2.3,2.81,0.49,5.0,,,,,,,,,,,,,
3138,Batang Kali,6.91,2022-05-15,78.79,8.79,0.2,0.5,0.03,17.78,0.02,2.53,2.82,0.46,5.0,,,,,,,,,,,,,
3139,Batang Kali,6.8,2022-05-16,426.62,15.95,0.38,0.46,0.1,19.05,0.03,3.03,2.61,0.49,5.0,,,,,,,,,,,,,
3140,Batang Kali,6.84,2022-05-17,21.78,0.0,0.18,0.0,0.04,9.3,0.03,2.09,2.75,0.46,5.0,,,,,,,,,,,,,
3141,Batang Kali,6.91,2022-05-18,59.65,1.29,0.22,0.13,0.02,11.34,0.03,1.98,2.74,0.46,5.0,,,,,,,,,,,,,
3142,Batang Kali,6.83,2022-05-19,18.18,0.0,0.14,0.1,0.03,8.91,0.02,2.0,2.73,0.47,5.0,,,,,,,,,,,,,
3143,Batang Kali,6.91,2022-05-20,8.74,0.0,0.13,0.04,0.01,8.47,0.03,2.0,2.85,0.47,5.0,,,,,,,,,,,,,
3144,Batang Kali,6.86,2022-05-21,5.76,0.0,0.14,0.1,0.02,13.79,0.03,2.01,2.87,0.47,5.0,,,,,,,,,,,,,
3145,Batang Kali,6.88,2022-05-22,5.16,0.0,0.12,0.1,0.01,7.62,0.03,1.99,2.84,0.46,5.0,,,,,,,,,,,,,
3146,Batang Kali,6.89,2022-05-23,5.52,0.0,0.14,0.1,0.02,7.77,0.03,2.05,2.93,0.48,5.0,,,,,,,,,,,,,
3147,Batang Kali,6.86,2022-05-24,146.65,15.13,0.38,0.03,0.05,13.23,0.03,2.18,2.79,0.47,5.0,,,,,,,,,,,,,
3148,Batang Kali,6.94,2022-05-25,27.1,0.0,0.18,0.3,0.05,13.32,0.02,2.0,2.86,0.47,5.0,,,,,,,,,,,,,
3149,Batang Kali,6.92,2022-05-26,8.67,0.0,0.16,0.11,0.02,10.33,0.03,2.03,2.83,0.47,5.0,,,,,,,,,,,,,
3150,Batang Kali,6.9,2022-05-27,11.59,0.08,0.15,0.1,0.02,8.73,0.02,1.97,25.17,0.46,5.0,,,,,,,,,,,,,
3151,Batang Kali,6.9,2022-05-28,16.51,0.0,0.16,0.1,0.02,8.88,0.03,2.03,2.89,0.48,5.0,,,,,,,,,,,,,
3152,Batang Kali,6.9,2022-05-29,9.96,0.0,0.14,0.11,0.02,9.72,0.03,2.03,2.81,0.47,5.0,,,,,,,,,,,,,
3153,Batang Kali,6.87,2022-05-30,7.23,0.0,0.17,0.11,0.02,9.55,0.03,1.99,2.78,0.46,5.0,,,,,,,,,,,,,
3154,Batang Kali,6.86,2022-05-31,4.95,0.0,0.17,0.14,0.01,10.01,0.03,2.05,2.87,0.48,5.0,,,,,,,,,,,,,
3155,Batang Kali,6.91,2022-01-06,8.45,0.0,0.19,0.08,0.01,10.72,0.03,2.01,2.83,0.5,1.0,,,,,,,,,,,,,
3156,Batang Kali,6.81,2022-02-06,3.88,0.21,0.14,0.19,0.0,11.54,0.02,2.17,2.67,0.45,2.0,,,,,,,,,,,,,
3157,Batang Kali,6.83,2022-03-06,42.44,0.0,0.3,0.0,0.04,12.51,0.02,1.95,2.79,0.47,3.0,,,,,,,,,,,,,
3158,Batang Kali,6.84,2022-04-06,31.45,10.5,0.29,0.32,0.05,14.02,0.02,2.0,2.76,0.49,4.0,,,,,,,,,,,,,
3159,Batang Kali,6.75,2022-05-06,6.2,0.0,0.14,0.09,0.02,14.07,0.03,2.04,2.72,0.49,5.0,,,,,,,,,,,,,
3160,Batang Kali,6.91,2022-06-06,4.52,2.9,0.17,0.12,0.01,10.34,0.03,2.07,2.71,0.49,6.0,,,,,,,,,,,,,
3161,Batang Kali,6.75,2022-07-06,2.36,0.0,0.17,0.12,0.02,10.46,0.03,2.08,2.75,0.5,7.0,,,,,,,,,,,,,
3162,Batang Kali,6.89,2022-08-06,3.13,0.04,0.2,0.11,0.01,15.33,0.03,2.18,2.76,0.49,8.0,,,,,,,,,,,,,
3163,Batang Kali,6.83,2022-09-06,6.16,0.0,0.17,0.15,0.02,13.73,0.02,1.89,2.66,0.46,9.0,,,,,,,,,,,,,
3164,Batang Kali,6.95,2022-10-06,10.9,5.15,0.23,0.15,0.02,12.6,0.02,2.05,2.79,0.49,10.0,,,,,,,,,,,,,
3165,Batang Kali,6.84,2022-11-06,47.22,0.13,0.2,0.14,0.04,14.3,0.02,2.56,2.8,0.48,11.0,,,,,,,,,,,,,
3166,Batang Kali,6.58,2022-12-06,27.46,5.38,0.32,0.12,0.04,12.08,0.02,2.36,2.79,0.48,12.0,,,,,,,,,,,,,
3167,Batang Kali,6.83,2022-06-13,16.85,5.42,0.29,0.38,0.03,11.84,0.02,2.45,2.79,0.49,6.0,,,,,,,,,,,,,
3168,Batang Kali,6.82,2022-06-14,6.6,0.0,0.17,0.34,0.02,10.37,0.02,2.49,2.8,0.49,6.0,,,,,,,,,,,,,
3169,Batang Kali,6.73,2022-06-15,8.35,0.0,0.17,0.12,0.01,10.54,0.02,1.99,2.83,0.48,6.0,,,,,,,,,,,,,
3170,Batang Kali,6.84,2022-06-16,4.02,0.0,0.16,0.14,0.02,9.83,0.03,2.06,2.92,0.49,6.0,,,,,,,,,,,,,
3171,Batang Kali,6.86,2022-06-17,48.52,6.21,0.24,0.23,0.04,14.7,0.02,2.6,2.77,0.5,6.0,,,,,,,,,,,,,
3172,Batang Kali,6.83,2022-06-18,17.9,8.29,0.28,0.36,0.08,15.42,0.03,2.62,2.9,0.48,6.0,,,,,,,,,,,,,
3173,Batang Kali,6.76,2022-06-19,14.5,7.96,0.26,0.24,0.06,16.13,0.03,2.52,2.84,0.49,6.0,,,,,,,,,,,,,
3174,Batang Kali,6.89,2022-06-20,10.2,5.08,0.22,0.21,0.03,14.36,0.03,2.06,2.88,0.5,6.0,,,,,,,,,,,,,
3175,Batang Kali,6.86,2022-06-21,8.57,2.63,0.17,0.17,0.01,11.18,0.03,2.05,2.8,0.5,6.0,,,,,,,,,,,,,
