,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Hydrated_Lime_T
0,Sungai Langat,6.63,2021-04-01,34.23,33.38,0.59,0.32,0.08,0.0,0.0,,,3.93,0.4,31.35,0.0,0.0,0.0,7.45,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.45
1,Sungai Langat,6.66,2021-04-02,26.85,30.67,0.71,0.36,0.12,0.0,0.0,,,3.82,0.39,32.54,0.0,0.0,0.0,7.73,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.73
2,Sungai Langat,6.63,2021-04-03,26.47,36.5,0.74,0.36,0.1,0.0,0.0,,,4.13,0.32,32.55,0.0,0.0,0.0,7.49,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.49
3,Sungai Langat,6.68,2021-04-04,25.01,28.67,0.82,0.25,0.1,0.0,0.0,,,3.77,0.38,32.71,0.0,0.0,0.0,7.98,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.98
4,Sungai Langat,6.72,2021-04-05,62.8,26.92,0.67,0.31,0.09,0.0,0.0,,,3.91,0.34,34.56,0.0,0.0,0.0,7.69,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.69
5,Sungai Langat,6.62,2021-04-06,41.96,50.25,0.7,0.44,0.11,0.0,0.0,,,3.71,0.34,32.54,0.0,0.0,0.0,7.71,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.71
6,Sungai Langat,6.65,2021-04-07,62.87,49.38,0.69,0.29,0.09,0.0,0.0,,,3.76,0.38,33.53,0.0,0.0,0.0,7.98,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.98
7,Sungai Langat,6.66,2021-04-08,56.06,36.38,0.34,0.29,0.05,0.0,0.0,,,5.39,0.36,32.39,0.0,0.0,0.0,6.35,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,6.35
8,Sungai Langat,6.63,2021-04-09,137.82,289.33,0.8,0.4,0.12,0.0,0.0,,,3.99,0.34,32.25,0.0,0.0,0.0,7.69,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.69
9,Sungai Langat,6.58,2021-04-10,53.97,62.38,0.79,0.31,0.1,0.0,0.0,,,3.84,0.34,32.52,0.0,0.0,0.0,7.67,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.67
10,Sungai Langat,6.73,2021-04-11,49.29,37.13,0.75,0.31,0.08,0.0,0.0,,,3.92,0.37,33.6,0.0,0.0,0.0,7.78,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.78
11,Sungai Langat,6.63,2021-04-12,35.88,34.71,0.53,0.31,0.1,0.0,0.0,,,3.97,0.38,32.53,0.0,0.0,0.0,7.99,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.99
12,Sungai Langat,6.52,2021-04-13,46.08,58.33,0.82,0.41,0.13,0.0,0.0,,,3.88,0.35,32.68,0.0,0.0,0.0,7.77,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.77
13,Sungai Langat,6.73,2021-04-14,712.35,820.75,0.71,0.44,0.11,0.0,0.0,,,3.84,0.4,49.46,0.0,0.0,0.0,8.39,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,8.39
14,Sungai Langat,6.65,2021-04-15,76.73,48.88,0.74,0.46,0.12,0.0,0.0,,,4.35,0.39,34.15,0.0,0.0,0.0,9.46,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,9.46
15,Sungai Langat,6.58,2021-04-16,372.28,461.67,0.81,0.49,0.16,0.0,0.0,,,4.25,0.34,50.14,0.0,0.0,0.0,8.53,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,8.53
16,Sungai Langat,6.57,2021-04-17,360.59,586.71,0.66,0.41,0.14,0.0,0.0,,,3.94,0.36,41.66,0.0,0.0,0.0,8.21,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,8.21
17,Sungai Langat,6.68,2021-04-18,488.02,200.29,0.78,0.47,0.15,0.0,0.0,,,4.08,0.37,53.42,0.0,0.0,0.0,8.13,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,8.13
18,Sungai Langat,6.64,2021-04-19,116.7,55.08,0.41,0.53,0.11,0.0,0.0,,,7.93,0.33,34.39,0.0,0.0,0.0,4.05,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,4.05
19,Sungai Langat,6.61,2021-04-20,265.84,349.63,0.84,0.53,0.13,0.0,0.0,,,4.09,0.35,49.89,0.0,0.0,0.0,7.87,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.87
20,Sungai Langat,6.57,2021-04-21,243.45,375.42,0.76,0.35,0.13,0.0,0.0,,,3.78,0.36,37.8,0.0,0.0,0.0,7.6,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.6
21,Sungai Langat,6.78,2021-04-22,296.09,92.92,0.68,0.43,0.15,0.0,0.0,,,4.07,0.32,44.95,0.0,0.0,0.0,7.6,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.6
22,Sungai Langat,6.59,2021-04-23,71.77,86.38,0.79,0.45,0.15,0.0,0.0,,,3.86,0.33,32.75,0.0,0.0,0.0,7.58,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.58
23,Sungai Langat,6.62,2021-04-24,458.3,389.5,0.82,0.57,0.14,0.0,0.0,,,3.99,0.34,48.03,0.0,0.0,0.0,7.82,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.82
24,Sungai Langat,6.56,2021-04-25,48.14,41.25,0.75,0.32,0.13,0.0,0.0,,,4.01,0.36,32.35,0.0,0.0,0.0,7.81,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.81
25,Sungai Langat,6.62,2021-04-26,64.93,46.0,0.71,0.36,0.1,0.0,0.0,,,4.05,0.37,32.75,0.0,0.0,0.0,7.58,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.58
26,Sungai Langat,6.56,2021-04-27,58.86,77.47,0.75,0.52,0.12,0.0,0.0,,,3.75,0.37,32.39,0.0,0.0,0.0,7.81,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.81
27,Sungai Langat,6.63,2021-04-28,73.4,43.5,0.76,0.42,0.12,0.0,0.0,,,3.88,0.37,35.87,0.0,0.0,0.0,7.98,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.98
28,Sungai Langat,6.6,2021-04-29,53.25,41.25,0.53,0.44,0.12,0.0,0.0,,,4.07,0.35,32.66,0.0,0.0,0.0,8.01,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,8.01
29,Sungai Langat,6.59,2021-04-30,104.07,122.33,0.44,0.35,0.14,0.0,0.0,,,3.74,0.33,32.83,0.0,0.0,0.0,7.61,0.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,7.61
30,Sungai Lolo - Baru,7.23,2021-04-01,2.51,0.0,0.0,0.0,0.0,0.0,0.0,,,3.96,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
31,Sungai Lolo - Baru,7.27,2021-04-02,2.05,0.0,0.0,0.0,0.0,0.0,0.0,,,3.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
32,Sungai Lolo - Baru,7.32,2021-04-03,3.29,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
33,Sungai Lolo - Baru,7.28,2021-04-04,2.02,0.0,0.09,0.05,0.0,0.0,0.0,,,3.96,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
34,Sungai Lolo - Baru,7.29,2021-04-05,3.03,0.0,0.1,0.05,0.0,0.0,0.0,,,4.03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
35,Sungai Lolo - Baru,7.34,2021-04-06,2.73,0.0,0.09,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
36,Sungai Lolo - Baru,7.27,2021-04-07,2.28,0.0,0.0,0.0,0.0,0.0,0.0,,,3.83,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
37,Sungai Lolo - Baru,7.28,2021-04-08,2.11,0.0,0.0,0.0,0.0,0.0,0.0,,,3.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
38,Sungai Lolo - Baru,7.29,2021-04-09,2.08,0.0,0.0,0.0,0.0,0.0,0.0,,,4.02,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
39,Sungai Lolo - Baru,7.28,2021-04-10,2.09,0.0,0.0,0.0,0.0,0.0,0.0,,,4.04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
40,Sungai Lolo - Baru,7.29,2021-04-11,2.2,0.0,0.0,0.0,0.0,0.0,0.0,,,3.99,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
41,Sungai Lolo - Baru,7.32,2021-04-12,1.98,0.0,0.0,0.0,0.0,0.0,0.0,,,4.03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
42,Sungai Lolo - Baru,7.32,2021-04-13,2.49,0.0,0.0,0.0,0.0,0.0,0.0,,,4.03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
43,Sungai Lolo - Baru,7.29,2021-04-14,3.14,0.0,0.0,0.0,0.0,0.0,0.0,,,4.03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
44,Sungai Lolo - Baru,7.33,2021-04-15,2.91,0.0,0.0,0.0,0.0,0.0,0.0,,,3.84,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
45,Sungai Lolo - Baru,7.29,2021-04-16,2.99,0.0,0.0,0.0,0.0,0.0,0.0,,,3.97,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
46,Sungai Lolo - Baru,7.29,2021-04-17,2.73,0.0,0.0,0.0,0.0,0.0,0.0,,,3.95,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
47,Sungai Lolo - Baru,7.32,2021-04-18,3.23,0.0,0.0,0.0,0.0,0.0,0.0,,,3.95,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
48,Sungai Lolo - Baru,7.29,2021-04-19,3.21,0.0,0.07,0.0,0.0,0.0,0.0,,,4.04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
49,Sungai Lolo - Baru,7.29,2021-04-20,2.97,0.0,0.0,0.0,0.0,0.0,0.0,,,4.06,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
50,Sungai Lolo - Baru,7.3,2021-04-21,2.74,0.0,0.0,0.0,0.0,0.0,0.0,,,3.98,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.47,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
51,Sungai Lolo - Baru,7.29,2021-04-22,2.59,0.0,0.0,0.0,0.0,0.0,0.0,,,4.07,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
52,Sungai Lolo - Baru,7.37,2021-04-23,2.71,0.0,0.0,0.0,0.0,0.0,0.0,,,4.01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
53,Sungai Lolo - Baru,7.31,2021-04-24,2.78,0.0,0.0,0.0,0.0,0.0,0.0,,,3.94,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
54,Sungai Lolo - Baru,7.3,2021-04-25,2.65,0.0,0.0,0.0,0.0,0.0,0.0,,,4.01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
55,Sungai Lolo - Baru,7.31,2021-04-26,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,3.87,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
56,Sungai Lolo - Baru,7.31,2021-04-27,2.65,0.0,0.0,0.0,0.0,0.0,0.0,,,4.02,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
57,Sungai Lolo - Baru,7.32,2021-04-28,2.33,0.0,0.0,0.0,0.0,0.0,0.0,,,3.82,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
58,Sungai Lolo - Baru,7.34,2021-04-29,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,4.04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
59,Sungai Lolo - Baru,7.28,2021-04-30,2.47,0.0,0.0,0.0,0.0,0.0,0.0,,,4.04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
60,Sungai Pangsoon,7.21,2021-04-01,1.75,0.0,0.0,0.0,0.0,0.0,0.0,,,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
61,Sungai Pangsoon,7.22,2021-04-02,1.88,0.0,0.0,0.0,0.0,0.0,0.0,,,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
62,Sungai Pangsoon,7.23,2021-04-03,1.66,0.0,0.0,0.0,0.0,0.0,0.0,,,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
63,Sungai Pangsoon,7.22,2021-04-04,1.72,0.0,0.0,0.0,0.0,0.0,0.0,,,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
64,Sungai Pangsoon,7.22,2021-04-05,2.15,0.0,0.0,0.0,0.0,0.0,0.0,,,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
65,Sungai Pangsoon,7.79,2021-04-06,2.58,0.29,0.0,0.0,0.0,0.0,0.0,,,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
66,Sungai Pangsoon,7.24,2021-04-07,2.57,0.0,0.0,0.0,0.0,0.0,0.0,,,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
67,Sungai Pangsoon,7.13,2021-04-08,2.05,0.0,0.0,0.0,0.0,0.0,0.0,,,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
68,Sungai Pangsoon,7.52,2021-04-09,2.62,0.33,0.0,0.0,0.0,0.0,0.0,,,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
69,Sungai Pangsoon,7.21,2021-04-10,2.24,0.0,0.0,0.0,0.0,0.0,0.0,,,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
70,Sungai Pangsoon,7.22,2021-04-11,2.17,0.0,0.0,0.0,0.0,0.0,0.0,,,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.48,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
71,Sungai Pangsoon,7.24,2021-04-12,1.83,0.0,0.0,0.0,0.0,0.0,0.0,,,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
72,Sungai Pangsoon,7.23,2021-04-13,2.07,0.0,0.0,0.0,0.0,0.0,0.0,,,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
73,Sungai Pangsoon,7.23,2021-04-14,2.07,0.0,0.0,0.0,0.0,0.0,0.0,,,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
74,Sungai Pangsoon,7.21,2021-04-15,1.76,0.0,0.0,0.0,0.0,0.0,0.0,,,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
75,Sungai Pangsoon,7.26,2021-04-16,2.45,0.0,0.0,0.0,0.0,0.0,0.0,,,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
76,Sungai Pangsoon,7.22,2021-04-17,2.89,0.17,0.0,0.0,0.0,0.0,0.0,,,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
77,Sungai Pangsoon,7.22,2021-04-18,2.78,0.0,0.0,0.0,0.0,0.0,0.0,,,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
78,Sungai Pangsoon,7.22,2021-04-19,2.89,0.0,0.0,0.0,0.0,0.0,0.0,,,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
79,Sungai Pangsoon,7.21,2021-04-20,2.33,0.0,0.0,0.0,0.0,0.0,0.0,,,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
80,Sungai Pangsoon,7.22,2021-04-21,2.54,0.0,0.0,0.0,0.0,0.0,0.0,,,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
81,Sungai Pangsoon,7.25,2021-04-22,2.95,0.0,0.0,0.0,0.0,0.0,0.0,,,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
82,Sungai Pangsoon,7.27,2021-04-23,1.87,0.0,0.0,0.0,0.0,0.0,0.0,,,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
83,Sungai Pangsoon,7.26,2021-04-24,3.07,0.0,0.0,0.0,0.0,0.0,0.0,,,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
84,Sungai Pangsoon,7.25,2021-04-25,2.02,0.0,0.0,0.0,0.0,0.0,0.0,,,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.52,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
85,Sungai Pangsoon,7.65,2021-04-26,2.67,0.29,0.0,0.0,0.0,0.0,0.0,,,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
86,Sungai Pangsoon,7.29,2021-04-27,3.47,0.0,0.0,0.0,0.0,0.0,0.0,,,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
87,Sungai Pangsoon,7.28,2021-04-28,3.24,0.0,0.0,0.0,0.0,0.0,0.0,,,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.5,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
88,Sungai Pangsoon,7.26,2021-04-29,3.01,0.0,0.0,0.0,0.0,0.0,0.0,,,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.49,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
89,Sungai Pangsoon,7.23,2021-04-30,2.53,0.0,0.0,0.0,0.0,0.0,0.0,,,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.51,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,4,2,River,Sg Langat,0.0
90,Sungai Serai,6.43,2021-04-01,1.32,2.08,0.0,0.0,0.01,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.53,,,,,,,,,,,,,,0.0,,,2.09,,,,,,,,4,2,River,Sg Langat,0.0
91,Sungai Serai,6.33,2021-04-02,1.36,1.71,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.53,,,,,,,,,,,,,,0.0,,,2.35,,,,,,,,4,2,River,Sg Langat,0.0
