,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Soda_Ash_T,Hydrated_Lime_T
385,Bernam River Headworks (New),6.76,2021-02-20,42.2,105.42,1.14,0.15,0.12,0.0,0.05,0.0,0.0,3.91,0.36,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
386,Bernam River Headworks (New),6.72,2021-02-21,46.95,133.13,1.24,0.13,0.12,0.0,0.03,0.0,0.0,3.91,0.36,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
387,Bernam River Headworks (New),6.67,2021-02-22,50.63,143.42,1.0,0.09,0.13,0.0,0.03,0.0,0.0,3.91,0.4,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
388,Bernam River Headworks (New),6.37,2021-02-23,51.41,132.0,1.45,0.14,0.17,0.0,0.03,0.0,0.0,3.91,0.4,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
389,Bernam River Headworks (New),6.52,2021-02-24,60.79,175.96,1.69,0.08,0.18,0.0,0.03,0.0,0.0,3.91,0.4,17.33,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
390,Bernam River Headworks (New),6.63,2021-02-25,49.06,188.17,0.91,0.05,0.1,0.0,0.03,0.0,0.0,3.91,0.4,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
391,Bernam River Headworks (New),6.6,2021-02-26,46.99,189.67,0.99,0.08,0.13,0.0,0.03,0.0,0.0,3.91,0.4,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
392,Bernam River Headworks (New),6.6,2021-02-27,44.27,190.83,0.91,0.04,0.1,0.0,0.03,0.0,0.0,3.91,0.4,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
393,Bernam River Headworks (New),6.49,2021-02-28,55.62,212.42,1.09,0.05,0.13,0.0,0.03,0.0,0.0,3.91,0.4,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,8.0
394,Bernam River Headworks (Old),6.75,2021-02-01,45.69,115.67,0.94,0.16,0.1,0.0,0.02,0.0,0.0,3.67,0.4,25.4,4.35,7.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.43
395,Bernam River Headworks (Old),6.77,2021-02-02,48.29,107.58,0.87,0.17,0.1,0.0,0.02,0.0,0.0,3.67,0.4,25.4,4.33,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.379999999999999
396,Bernam River Headworks (Old),6.78,2021-02-03,47.12,88.88,1.05,0.07,0.11,0.0,0.02,0.0,0.0,3.67,0.4,25.3,4.35,7.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.42
397,Bernam River Headworks (Old),6.86,2021-02-04,68.96,144.75,1.28,0.41,0.14,0.0,0.02,0.0,0.0,3.67,0.4,27.17,4.35,7.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.42
398,Bernam River Headworks (Old),6.98,2021-02-05,49.58,104.25,1.16,0.16,0.11,0.0,0.02,0.0,0.0,3.67,0.4,25.55,4.34,7.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.41
399,Bernam River Headworks (Old),6.98,2021-02-06,44.43,94.46,1.01,0.09,0.1,0.0,0.02,0.0,0.0,3.67,0.4,25.37,4.35,7.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.41
400,Bernam River Headworks (Old),7.03,2021-02-07,46.23,103.71,0.65,0.25,0.1,0.0,0.02,0.0,0.0,3.67,0.4,25.32,4.35,7.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.42
401,Bernam River Headworks (Old),7.0,2021-02-08,137.95,223.63,1.08,0.25,0.19,0.0,0.02,0.0,0.0,3.67,0.4,30.42,4.41,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.45
402,Bernam River Headworks (Old),6.89,2021-02-09,286.09,434.58,1.57,0.91,0.49,0.0,0.02,0.0,0.0,3.67,0.4,38.16,5.56,7.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,12.629999999999999
403,Bernam River Headworks (Old),6.93,2021-02-10,67.57,159.25,0.67,0.03,0.12,0.0,0.02,0.0,0.0,3.67,0.4,27.56,4.35,7.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.41
404,Bernam River Headworks (Old),6.96,2021-02-11,109.08,164.96,1.28,0.07,0.19,0.0,0.02,0.0,0.0,3.67,0.4,29.28,4.48,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.52
405,Bernam River Headworks (Old),6.84,2021-02-12,116.29,218.33,1.38,0.31,0.22,0.0,0.02,0.0,0.0,3.66,0.4,26.3,5.17,7.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,12.25
406,Bernam River Headworks (Old),6.69,2021-02-13,245.58,311.08,1.28,0.13,0.28,0.0,0.02,0.0,0.0,3.66,0.4,35.24,5.53,7.12,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,12.65
407,Bernam River Headworks (Old),6.8,2021-02-14,304.38,269.96,1.85,0.23,0.41,0.0,0.03,0.0,0.0,3.67,0.4,38.48,5.95,7.09,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,13.04
408,Bernam River Headworks (Old),6.81,2021-02-15,117.89,223.08,1.05,0.19,0.21,0.0,0.02,0.0,0.0,3.69,0.4,30.58,4.8,7.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.86
409,Bernam River Headworks (Old),6.83,2021-02-16,65.62,139.96,0.85,0.06,0.12,0.0,0.01,0.0,0.0,3.76,0.37,24.93,3.78,6.85,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,10.629999999999999
410,Bernam River Headworks (Old),6.92,2021-02-17,65.5,146.13,0.82,0.04,0.13,0.0,0.02,0.0,0.0,3.67,0.39,24.63,4.04,7.37,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.41
411,Bernam River Headworks (Old),6.86,2021-02-18,112.28,138.63,0.92,0.06,0.12,0.0,0.02,0.0,0.0,3.67,0.4,47.64,4.34,7.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.44
412,Bernam River Headworks (Old),6.91,2021-02-19,48.73,99.46,0.93,0.09,0.12,0.0,0.02,0.0,0.0,3.67,0.4,25.3,4.35,7.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.41
413,Bernam River Headworks (Old),6.91,2021-02-20,45.53,99.13,0.85,0.03,0.09,0.0,0.02,0.0,0.0,3.67,0.4,25.37,4.34,7.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.42
414,Bernam River Headworks (Old),6.87,2021-02-21,47.46,108.83,0.77,0.07,0.1,0.0,0.02,0.0,0.0,3.67,0.4,25.53,4.35,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.39
415,Bernam River Headworks (Old),6.84,2021-02-22,45.78,104.58,0.85,0.07,0.1,0.0,0.02,0.0,0.0,3.66,0.4,25.38,4.34,7.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.41
416,Bernam River Headworks (Old),6.92,2021-02-23,57.78,132.38,0.81,0.08,0.11,0.0,0.02,0.0,0.0,3.67,0.4,25.59,4.34,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.39
417,Bernam River Headworks (Old),6.91,2021-02-24,69.1,112.71,1.18,0.06,0.16,0.0,0.02,0.0,0.0,3.67,0.4,28.1,4.35,7.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.42
418,Bernam River Headworks (Old),6.96,2021-02-25,62.08,129.25,0.81,0.06,0.13,0.0,0.02,0.0,0.0,3.64,0.4,26.37,4.27,7.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.329999999999998
419,Bernam River Headworks (Old),6.98,2021-02-26,56.16,119.17,0.87,0.05,0.1,0.0,0.02,0.0,0.0,3.63,0.4,25.92,4.23,7.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.29
420,Bernam River Headworks (Old),6.92,2021-02-27,72.88,131.04,1.08,0.05,0.13,0.0,0.02,0.0,0.0,3.66,0.4,26.83,4.35,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.399999999999999
421,Bernam River Headworks (Old),7.01,2021-02-28,75.25,128.17,0.83,0.19,0.15,0.0,0.02,0.0,0.0,3.58,0.4,28.72,4.3,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,0.0,11.35
422,Sungai Selisek,6.66,2021-02-01,23.83,74.71,0.66,0.06,0.07,5.92,0.0,1.56,18.57,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.43,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,20.13,0.0
423,Sungai Selisek,6.64,2021-02-02,26.78,77.65,0.62,0.04,0.08,7.16,0.0,1.64,19.15,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,20.79,0.0
424,Sungai Selisek,6.65,2021-02-03,34.68,114.83,0.79,0.05,0.08,6.76,0.0,1.72,19.29,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.44,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,21.009999999999998,0.0
425,Sungai Selisek,6.69,2021-02-04,27.43,82.83,0.67,0.04,0.07,6.64,0.0,1.8,19.27,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,21.07,0.0
426,Sungai Selisek,6.73,2021-02-05,25.86,77.88,0.62,0.03,0.06,6.63,0.0,1.65,19.2,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,20.849999999999998,0.0
427,Sungai Selisek,6.73,2021-02-06,19.64,67.17,0.58,0.01,0.05,6.77,0.0,1.66,19.14,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.44,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,20.8,0.0
428,Sungai Selisek,6.56,2021-02-07,131.51,372.5,1.4,0.12,0.25,11.21,0.0,3.63,18.54,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,22.169999999999998,0.0
429,Sungai Selisek,6.54,2021-02-08,316.12,622.63,1.59,0.17,0.29,13.35,0.0,4.25,17.05,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,21.3,0.0
430,Sungai Selisek,6.55,2021-02-09,65.4,227.67,0.86,0.09,0.13,7.55,0.0,2.28,20.78,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,23.060000000000002,0.0
431,Sungai Selisek,6.65,2021-02-10,70.95,236.17,0.77,0.03,0.06,8.64,0.0,2.39,19.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.47,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,21.39,0.0
432,Sungai Selisek,6.58,2021-02-11,100.02,351.04,1.3,0.15,0.35,12.08,0.0,4.06,19.29,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,23.349999999999998,0.0
433,Sungai Selisek,6.66,2021-02-12,70.12,247.33,0.76,0.08,0.08,13.04,0.0,3.78,18.45,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,22.23,0.0
434,Sungai Selisek,6.68,2021-02-13,160.95,479.13,1.05,0.11,0.17,14.68,0.0,4.62,18.16,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,22.78,0.0
435,Sungai Selisek,6.67,2021-02-14,91.75,308.71,1.32,0.16,0.32,15.53,0.0,5.35,20.2,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,25.549999999999997,0.0
436,Sungai Selisek,6.69,2021-02-15,52.85,175.63,0.74,0.07,0.12,10.5,0.0,3.13,17.89,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,21.02,0.0
437,Sungai Selisek,6.55,2021-02-16,25.69,87.08,0.73,0.11,0.08,10.06,0.0,2.87,19.1,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.44,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,21.970000000000002,0.0
438,Sungai Selisek,6.58,2021-02-17,31.3,105.21,0.66,0.04,0.07,9.61,0.0,2.47,18.24,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.44,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,20.709999999999997,0.0
439,Sungai Selisek,6.69,2021-02-18,26.03,89.63,0.85,0.05,0.09,8.44,0.0,1.89,18.01,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.43,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,19.900000000000002,0.0
440,Sungai Selisek,6.73,2021-02-19,20.16,67.87,0.69,0.08,0.08,6.67,0.0,1.75,16.88,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,18.63,0.0
441,Sungai Selisek,6.76,2021-02-20,23.61,86.0,0.67,0.05,0.07,6.73,0.0,2.25,18.23,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.43,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,20.48,0.0
442,Sungai Selisek,6.72,2021-02-21,27.36,87.29,0.76,0.06,0.07,6.53,0.0,1.61,16.98,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.39,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,18.59,0.0
443,Sungai Selisek,6.71,2021-02-22,25.75,90.83,0.73,0.03,0.07,6.67,0.0,2.21,17.86,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.43,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,20.07,0.0
444,Sungai Selisek,6.73,2021-02-23,30.96,104.67,0.79,0.03,0.12,6.88,0.0,2.27,16.97,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.44,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,19.24,0.0
445,Sungai Selisek,6.8,2021-02-24,24.2,82.58,0.78,0.11,0.05,5.51,0.0,1.78,17.53,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.42,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,19.310000000000002,0.0
446,Sungai Selisek,6.75,2021-02-25,23.31,82.67,0.74,0.03,0.07,6.43,0.0,1.53,17.3,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.42,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,18.830000000000002,0.0
447,Sungai Selisek,6.77,2021-02-26,21.14,81.38,0.78,0.03,0.07,6.61,0.0,1.84,16.88,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.42,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,18.72,0.0
448,Sungai Selisek,6.77,2021-02-27,20.72,83.04,0.68,0.05,0.04,6.92,0.0,2.24,12.6,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,14.84,0.0
449,Sungai Selisek,6.73,2021-02-28,25.85,87.83,0.73,0.08,0.09,7.39,0.0,2.32,16.2,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.45,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2,1,River,Sg Bernam,18.52,0.0
