,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Soda_Ash_T,Hydrated_Lime_T
0,Bernam River Headworks (New),6.38,2021-04-01,46.13,13.92,1.47,0.08,0.14,0.0,0.03,0.0,0.0,3.91,0.39,18.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
1,Bernam River Headworks (New),6.49,2021-04-02,39.66,16.17,1.52,0.06,0.1,0.0,0.88,0.0,0.0,3.91,0.39,18.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
2,Bernam River Headworks (New),6.55,2021-04-03,37.43,17.0,1.54,0.07,0.13,0.0,0.05,0.0,0.0,3.91,0.39,16.0,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
3,Bernam River Headworks (New),6.54,2021-04-04,120.64,40.13,2.07,0.16,0.17,0.0,0.05,0.0,0.0,3.91,0.39,23.33,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
4,Bernam River Headworks (New),6.48,2021-04-05,57.43,24.33,1.5,0.13,0.17,0.0,0.05,0.0,0.0,3.91,0.39,20.0,5.25,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.25
5,Bernam River Headworks (New),6.43,2021-04-06,64.15,23.17,1.37,0.1,0.13,0.0,0.05,0.0,0.0,3.91,0.39,19.33,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
6,Bernam River Headworks (New),6.41,2021-04-07,153.39,11.38,1.98,0.21,0.2,0.0,0.06,0.0,0.0,3.91,0.39,25.67,3.67,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.67
7,Bernam River Headworks (New),6.43,2021-04-08,143.75,31.92,1.45,0.11,0.19,0.0,0.08,0.0,0.0,3.91,1.94,25.67,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
8,Bernam River Headworks (New),6.42,2021-04-09,96.29,15.92,1.58,0.1,0.17,0.0,0.05,0.0,0.0,3.91,0.39,20.0,5.25,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.25
9,Bernam River Headworks (New),6.21,2021-04-10,250.79,24.79,2.26,0.26,0.19,0.0,1.74,0.0,0.0,3.96,1.94,27.0,4.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,9.0
10,Bernam River Headworks (New),6.33,2021-04-11,88.92,35.38,1.18,0.16,0.2,0.0,0.05,0.0,0.0,3.91,0.39,20.83,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
11,Bernam River Headworks (New),6.37,2021-04-12,125.36,32.54,1.72,0.18,0.16,0.0,0.05,0.0,0.0,3.91,0.39,22.83,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
12,Bernam River Headworks (New),6.17,2021-04-13,302.36,31.54,2.32,0.29,0.2,0.0,0.08,0.0,0.0,3.91,0.39,29.67,5.25,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.25
13,Bernam River Headworks (New),5.89,2021-04-14,193.5,15.79,2.14,0.22,0.19,0.0,0.88,0.0,0.0,3.91,0.39,26.83,4.5,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,9.5
14,Bernam River Headworks (New),6.07,2021-04-15,181.96,18.67,1.75,0.17,0.2,0.0,0.08,0.0,0.0,3.91,0.39,25.5,5.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.0
15,Bernam River Headworks (New),5.97,2021-04-16,151.74,23.21,1.79,0.18,0.2,0.0,0.07,0.0,0.0,3.91,0.39,26.0,5.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.0
16,Bernam River Headworks (New),6.13,2021-04-17,114.83,17.42,1.55,0.11,0.18,0.0,0.06,0.0,0.0,3.91,0.39,21.83,5.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.0
17,Bernam River Headworks (New),6.06,2021-04-18,279.75,39.21,2.42,0.34,0.19,0.0,0.08,0.0,0.0,3.91,0.39,29.5,5.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.0
18,Bernam River Headworks (New),6.08,2021-04-19,116.47,27.0,1.86,0.12,0.2,0.0,0.05,0.0,0.0,3.91,0.41,23.0,5.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.0
19,Bernam River Headworks (New),6.22,2021-04-20,65.75,16.92,1.67,0.08,0.18,0.0,0.05,0.0,0.0,3.91,0.41,19.5,4.5,4.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.5
20,Bernam River Headworks (New),6.36,2021-04-21,64.0,22.29,1.56,0.08,0.14,0.0,0.05,0.0,0.0,3.91,0.41,17.67,4.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,9.0
21,Bernam River Headworks (New),6.31,2021-04-22,194.21,20.75,1.88,0.17,0.15,0.0,0.07,0.0,0.0,3.96,0.41,26.5,4.5,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,9.5
22,Bernam River Headworks (New),6.1,2021-04-23,280.71,38.67,2.24,0.42,0.2,0.0,0.07,0.0,0.0,3.91,2.13,31.25,4.33,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,9.33
23,Bernam River Headworks (New),6.21,2021-04-24,150.0,21.58,2.08,0.22,0.2,0.0,0.06,0.0,0.0,3.91,0.42,25.5,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
24,Bernam River Headworks (New),6.19,2021-04-25,79.5,17.33,1.64,0.15,0.18,0.0,0.05,0.0,0.0,3.91,0.42,20.33,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
25,Bernam River Headworks (New),6.36,2021-04-26,190.43,18.0,1.56,0.11,0.16,0.0,0.06,0.0,0.0,3.91,0.42,22.17,3.17,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.17
26,Bernam River Headworks (New),6.04,2021-04-27,401.54,17.04,1.87,0.4,0.2,0.0,0.08,0.0,0.0,3.91,0.42,31.67,5.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,10.0
27,Bernam River Headworks (New),5.82,2021-04-28,198.38,25.21,2.0,0.24,0.2,0.0,0.09,0.0,0.0,3.91,0.42,28.83,9.55,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,14.55
28,Bernam River Headworks (New),5.92,2021-04-29,163.58,25.5,1.71,0.16,0.2,0.0,0.07,0.0,0.0,3.91,0.42,24.67,3.0,8.75,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.75
29,Bernam River Headworks (New),6.08,2021-04-30,128.18,25.13,1.94,0.2,0.2,0.0,0.89,0.0,0.0,3.91,0.43,22.33,3.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,8.0
30,Bernam River Headworks (Old),6.4,2021-04-01,54.73,13.21,1.33,0.08,0.09,0.0,0.02,0.0,0.0,3.81,0.38,26.19,4.08,6.99,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.07
31,Bernam River Headworks (Old),6.57,2021-04-02,54.7,9.63,1.08,0.06,0.11,0.0,0.02,0.0,0.0,3.86,0.4,25.5,4.16,7.01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.17
32,Bernam River Headworks (Old),6.66,2021-04-03,46.65,19.42,1.21,0.02,0.11,0.0,0.02,0.0,0.0,3.86,0.4,25.5,4.13,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.17
33,Bernam River Headworks (Old),6.63,2021-04-04,176.21,13.63,2.27,0.09,0.32,0.0,0.02,0.0,0.0,3.89,0.38,31.95,5.13,7.01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.14
34,Bernam River Headworks (Old),6.55,2021-04-05,75.97,14.21,1.45,0.03,0.17,0.0,0.02,0.0,0.0,3.81,0.4,27.84,4.1,7.03,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.129999999999999
35,Bernam River Headworks (Old),6.63,2021-04-06,115.2,14.42,1.29,0.08,0.12,0.0,0.02,0.0,0.0,3.81,0.4,28.4,4.26,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.309999999999999
36,Bernam River Headworks (Old),6.6,2021-04-07,226.36,22.46,1.77,0.27,0.33,0.0,0.02,0.0,0.0,3.81,0.4,36.37,5.12,7.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.2
37,Bernam River Headworks (Old),6.53,2021-04-08,217.35,31.38,1.94,0.16,0.31,0.0,0.02,0.0,0.0,3.81,0.4,36.4,5.21,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.26
38,Bernam River Headworks (Old),6.53,2021-04-09,137.85,24.92,1.58,0.1,0.17,0.0,0.02,0.0,0.0,3.81,0.4,31.86,4.79,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.83
39,Bernam River Headworks (Old),6.28,2021-04-10,385.13,74.88,3.06,0.23,0.59,0.0,0.02,0.0,0.0,3.81,0.4,42.98,5.75,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.8
40,Bernam River Headworks (Old),6.38,2021-04-11,115.54,55.75,2.01,0.14,0.16,0.0,0.02,0.0,0.0,3.81,0.4,31.63,4.46,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.5
41,Bernam River Headworks (Old),6.39,2021-04-12,163.17,24.79,1.86,0.16,0.33,0.0,0.02,0.0,0.0,3.81,0.4,33.33,4.31,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.35
42,Bernam River Headworks (Old),6.09,2021-04-13,440.21,29.29,3.19,0.23,0.4,0.0,0.02,0.0,0.0,3.81,0.4,36.84,5.36,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.41
43,Bernam River Headworks (Old),5.93,2021-04-14,278.88,26.21,2.79,0.18,0.5,0.0,0.02,0.0,0.0,3.81,3.7,37.44,5.96,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,13.0
44,Bernam River Headworks (Old),6.05,2021-04-15,266.25,19.67,1.76,0.17,0.36,0.0,0.02,0.0,0.0,3.81,0.4,38.29,5.47,7.03,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.5
45,Bernam River Headworks (Old),5.98,2021-04-16,198.46,7.33,2.4,0.22,0.36,0.0,0.02,0.0,0.0,3.81,0.4,35.08,5.79,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.83
46,Bernam River Headworks (Old),6.25,2021-04-17,205.85,20.33,1.33,0.1,0.17,0.0,0.02,0.0,0.0,3.81,0.4,32.48,4.82,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.870000000000001
47,Bernam River Headworks (Old),6.02,2021-04-18,387.96,11.17,1.8,0.34,0.52,0.0,0.02,0.0,0.0,3.81,0.4,41.74,5.97,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,13.01
48,Bernam River Headworks (Old),6.07,2021-04-19,143.43,8.79,1.57,0.17,0.27,0.0,0.02,0.0,0.0,3.81,0.4,32.71,5.27,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.32
49,Bernam River Headworks (Old),6.22,2021-04-20,69.0,13.33,1.42,0.12,0.14,0.0,0.02,0.0,0.0,3.81,0.4,27.78,4.1,7.03,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.129999999999999
50,Bernam River Headworks (Old),6.38,2021-04-21,70.65,11.83,1.6,0.21,0.14,0.0,0.02,0.0,0.0,3.81,0.4,28.23,4.1,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.14
51,Bernam River Headworks (Old),6.27,2021-04-22,265.16,16.13,2.28,0.19,0.17,0.0,0.02,0.0,0.0,3.81,0.4,37.25,5.07,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.120000000000001
52,Bernam River Headworks (Old),6.0,2021-04-23,437.38,12.5,2.35,0.26,0.53,0.0,0.03,0.0,0.0,3.81,0.4,42.59,6.38,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,13.43
53,Bernam River Headworks (Old),6.14,2021-04-24,207.33,17.96,2.23,0.13,0.26,0.0,0.02,0.0,0.0,3.81,0.4,33.19,5.43,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.469999999999999
54,Bernam River Headworks (Old),6.19,2021-04-25,102.69,16.63,1.73,0.06,0.21,0.0,0.02,0.0,0.0,3.81,0.4,30.18,5.29,7.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.34
55,Bernam River Headworks (Old),6.25,2021-04-26,278.12,58.71,1.7,0.07,0.16,0.0,0.02,0.0,0.0,3.81,0.4,33.43,4.72,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,11.76
56,Bernam River Headworks (Old),5.95,2021-04-27,590.88,16.25,2.14,0.28,0.35,0.0,0.03,0.0,0.0,3.81,0.4,68.34,6.42,7.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,13.5
57,Bernam River Headworks (Old),5.85,2021-04-28,254.92,16.54,1.47,0.33,0.48,0.0,0.03,0.0,0.0,3.74,0.39,37.22,5.71,7.28,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.99
58,Bernam River Headworks (Old),5.94,2021-04-29,203.54,13.17,2.08,0.19,0.28,0.0,0.02,0.0,0.0,3.81,0.4,35.11,5.67,7.03,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.7
59,Bernam River Headworks (Old),6.06,2021-04-30,160.38,16.96,1.66,0.1,0.21,0.0,0.02,0.0,0.0,3.81,0.4,40.36,5.28,7.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,0.0,12.32
60,Sungai Selisek,6.28,2021-04-01,32.9,111.58,1.11,0.11,0.11,7.92,0.0,2.19,19.5,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.43,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,21.69,0.0
61,Sungai Selisek,6.24,2021-04-02,29.58,108.92,1.12,0.17,0.12,8.4,0.0,2.54,18.58,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.42,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,21.119999999999997,0.0
62,Sungai Selisek,6.35,2021-04-03,23.66,82.25,0.98,0.05,0.06,8.24,0.0,2.69,17.95,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.42,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,20.64,0.0
63,Sungai Selisek,6.34,2021-04-04,71.25,277.04,1.07,0.12,0.18,15.18,0.0,5.67,21.24,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,26.909999999999997,0.0
64,Sungai Selisek,6.3,2021-04-05,39.75,150.79,0.81,0.08,0.12,10.11,0.0,3.24,22.48,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.46,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,4,2,River,Sg Bernam,25.72,0.0
