,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Polyaluminium Chloride ,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
4309,Rasa,6.96,30/7/2022,7.55,32.25,0.92,0.02,0.09,,,,,,,,,,,,,,,,,,,
4310,Rasa,7,31/7/2022,8.91,26.25,0.96,0.03,0.09,,,,,,,,,,,,,,,,,,,
4311,Rasa,7.07,8/1/2022,4.75,12.91,0.27,0.01,0.02,,,,,,,,,,,,,,,,,,,
4312,Rasa,7,8/2/2022,2.54,8.58,0.2,0,0.02,,,,,,,,,,,,,,,,,,,
4313,Rasa,6.97,8/3/2022,12.49,15.09,0.28,0,0.04,,,,,,,,,,,,,,,,,,,
4314,Rasa,7.01,8/4/2022,3.94,11.5,0.17,0.01,0.03,,,,,,,,,,,,,,,,,,,
4315,Rasa,7.01,8/5/2022,4.76,13.92,0.4,0,0.04,,,,,,,,,,,,,,,,,,,
4316,Rasa,7,8/6/2022,21.03,29.27,0.59,0.02,0.07,,,,,,,,,,,,,,,,,,,
4317,Rasa,7,8/7/2022,3.08,21.42,0.56,0,0.07,,,,,,,,,,,,,,,,,,,
4318,Rasa,7,8/8/2022,10.95,27.42,1.21,0.04,0.09,,,,,,,,,,,,,,,,,,,
4319,Rasa,6.83,8/9/2022,12.65,17.91,0.62,0.07,0.06,,,,,,,,,,,,,,,,,,,
4320,Rasa,6.93,8/10/2022,6.47,33.67,0.95,0.02,0.05,,,,,,,,,,,,,,,,,,,
4321,Rasa,6.8,8/11/2022,14.46,32.33,1.16,0.03,0.21,,,,,,,,,,,,,,,,,,,
4322,Rasa,6.91,8/12/2022,8.67,15.08,0.36,0.02,0.03,,,,,,,,,,,,,,,,,,,
4323,Rasa,6.9,13/8/2022,7.88,29.58,1.01,0.03,0.08,,,,,,,,,,,,,,,,,,,
4324,Rasa,6.88,14/8/2022,15.18,29.33,0.86,0.02,0.1,,,,,,,,,,,,,,,,,,,
4325,Rasa,6.89,15/8/2022,11.78,31.42,0.95,0.07,0.08,,,,,,,,,,,,,,,,,,,
4326,Rasa,6.85,16/8/2022,56.51,50.58,1.31,0.05,0.1,,,,,,,,,,,,,,,,,,,
4327,Rasa,6.93,17/8/2022,10.98,31.67,1.1,0.04,0.09,,,,,,,,,,,,,,,,,,,
4328,Rasa,6.84,18/8/2022,15.97,29,1.3,0.04,0.1,,,,,,,,,,,,,,,,,,,
4329,Rasa,6.96,19/8/2022,9.7,29.42,1.14,0.03,0.09,,,,,,,,,,,,,,,,,,,
4330,Rasa,6.87,20/8/2022,93.38,40.58,1.71,0.08,0.12,,,,,,,,,,,,,,,,,,,
4331,Rasa,6.78,21/8/2022,72.5,39.83,1.64,0.07,0.12,,,,,,,,,,,,,,,,,,,
4332,Rasa,6.9,22/8/2022,34.64,41.91,1.35,0.08,0.12,,,,,,,,,,,,,,,,,,,
4333,Rasa,6.88,23/8/2022,15.2,30.5,1.02,0.03,0.09,,,,,,,,,,,,,,,,,,,
4334,Rasa,6.78,24/8/2022,19.18,27.17,0.97,0.07,0.09,,,,,,,,,,,,,,,,,,,
4335,Rasa,6.91,25/8/2022,19.21,29,1.34,0.05,0.09,,,,,,,,,,,,,,,,,,,
4336,Rasa,6.9,26/8/2022,11.64,31.45,0.92,0.05,0.09,,,,,,,,,,,,,,,,,,,
4337,Rasa,6.89,27/8/2022,9.42,29.83,1.06,0.04,0.09,,,,,,,,,,,,,,,,,,,
4338,Rasa,6.88,28/8/2022,45.54,44.75,1.23,0.09,0.09,,,,,,,,,,,,,,,,,,,
4339,Rasa,6.88,29/8/2022,25.5,35.33,1.19,0.08,0.11,,,,,,,,,,,,,,,,,,,
4340,Rasa,6.88,30/8/2022,15.12,30.25,0.82,0.07,0.09,,,,,,,,,,,,,,,,,,,
4341,Rasa,6.9,31/8/2022,76.33,29.92,2,0.07,0.14,,,,,,,,,,,,,,,,,,,
4342,Rasa,7.07,9/1/2022,3.53,13.75,0.21,0.02,0.02,,,,,,,,,,,,,,,,,,,
4343,Rasa,6.96,9/2/2022,2.32,8.08,0.19,0,0.02,,,,,,,,,,,,,,,,,,,
4344,Rasa,7,9/3/2022,8.93,12.42,0.29,0,0.04,,,,,,,,,,,,,,,,,,,
4345,Rasa,7,9/4/2022,6.54,13,0.2,0.01,0.03,,,,,,,,,,,,,,,,,,,
4346,Rasa,6.98,9/5/2022,4.03,16.08,0.42,0,0.05,,,,,,,,,,,,,,,,,,,
4347,Rasa,6.98,9/6/2022,30.92,32.83,0.56,0.05,0.07,,,,,,,,,,,,,,,,,,,
4348,Rasa,7.01,9/7/2022,3.2,23.75,0.53,0,0.07,,,,,,,,,,,,,,,,,,,
4349,Rasa,7,9/8/2022,8.8,29,1.08,0.01,0.09,,,,,,,,,,,,,,,,,,,
4350,Rasa,6.82,9/9/2022,9,20.67,0.41,0.02,0.06,,,,,,,,,,,,,,,,,,,
4351,Rasa,6.84,9/10/2022,41.83,43.5,1.26,0.07,0.13,,,,,,,,,,,,,,,,,,,
4352,Rasa,6.85,9/11/2022,11.43,35.58,1.19,0.02,0.09,,,,,,,,,,,,,,,,,,,
4353,Rasa,6.97,9/12/2022,9.02,15.18,0.33,0.02,0.03,,,,,,,,,,,,,,,,,,,
4354,Rasa,6.88,13/9/2022,9.03,29.17,0.79,0.02,0.07,,,,,,,,,,,,,,,,,,,
4355,Rasa,6.87,14/9/2022,51.86,64.25,1.26,0.09,0.11,,,,,,,,,,,,,,,,,,,
4356,Rasa,6.88,15/9/2022,14.44,27.91,0.83,0.02,0.07,,,,,,,,,,,,,,,,,,,
4357,Rasa,6.9,16/9/2022,10.33,28.42,0.97,0.03,0.08,,,,,,,,,,,,,,,,,,,
4358,Rasa,6.89,17/9/2022,8.49,30.17,0.98,0.02,0.08,,,,,,,,,,,,,,,,,,,
4359,Rasa,6.89,18/9/2022,7.88,33.5,1.08,0.03,0.09,,,,,,,,,,,,,,,,,,,
4360,Rasa,6.88,19/9/2022,10.21,33.75,1.23,0.07,0.09,,,,,,,,,,,,,,,,,,,
4361,Rasa,6.86,20/9/2022,10.16,32.25,0.98,0.02,0.08,,,,,,,,,,,,,,,,,,,
4362,Rasa,6.88,21/9/2022,10.71,34.58,1.09,0.04,0.08,,,,,,,,,,,,,,,,,,,
4363,Rasa,6.89,22/9/2022,9.53,35.09,1.01,0.04,0.06,,,,,,,,,,,,,,,,,,,
4364,Rasa,6.93,23/9/2022,10.42,36.33,1.16,0.04,0.08,,,,,,,,,,,,,,,,,,,
4365,Rasa,6.98,24/9/2022,10.88,34.83,1.19,0.02,0.07,,,,,,,,,,,,,,,,,,,
4366,Rasa,6.89,25/9/2022,11.27,36.17,1.13,0.02,0.08,,,,,,,,,,,,,,,,,,,
4367,Rasa,6.9,26/9/2022,10.17,32.17,0.83,0.01,0.07,,,,,,,,,,,,,,,,,,,
4368,Rasa,6.94,27/9/2022,6.96,32.25,0.85,0.03,0.05,,,,,,,,,,,,,,,,,,,
4369,Rasa,6.87,28/9/2022,30.75,43.08,1.3,0.11,0.09,,,,,,,,,,,,,,,,,,,
4370,Rasa,6.88,29/9/2022,9.83,39.91,1.03,0.05,0.08,,,,,,,,,,,,,,,,,,,
4371,Rasa,6.85,30/9/2022,17.99,39.83,1.19,0.05,0.09,,,,,,,,,,,,,,,,,,,
4372,Rasa,7.07,10/1/2022,2.87,13.33,0.21,0.01,0.02,,,,,,,,,,,,,,,,,,,
4373,Rasa,7.01,10/2/2022,2.35,10.55,0.25,0,0.02,,,,,,,,,,,,,,,,,,,
4374,Rasa,6.93,10/3/2022,36.08,24.08,0.7,0.02,0.08,,,,,,,,,,,,,,,,,,,
4375,Rasa,6.95,10/4/2022,12.45,13,0.22,0.02,0.03,,,,,,,,,,,,,,,,,,,
4376,Rasa,7.02,10/5/2022,3.51,16.92,0.41,0,0.05,,,,,,,,,,,,,,,,,,,
4377,Rasa,6.98,10/6/2022,6.97,15.83,0.24,0.01,0.04,,,,,,,,,,,,,,,,,,,
4378,Rasa,7.03,10/7/2022,3.16,22,0.55,0,0.07,,,,,,,,,,,,,,,,,,,
4379,Rasa,7,10/8/2022,9.08,28.08,1.02,0.03,0.1,,,,,,,,,,,,,,,,,,,
4380,Rasa,6.75,10/9/2022,29.34,33.42,0.74,0.15,0.08,,,,,,,,,,,,,,,,,,,
4381,Rasa,6.86,10/10/2022,8.7,35.5,0.98,0.03,0.04,,,,,,,,,,,,,,,,,,,
4382,Rasa,6.81,10/11/2022,14.45,31.91,1.12,0.05,0.09,,,,,,,,,,,,,,,,,,,
4383,Rasa,6.99,10/12/2022,8.41,15.25,0.34,0.02,0.03,,,,,,,,,,,,,,,,,,,
4384,Rasa,6.9,13/10/2022,12.69,35.91,1.07,0.03,0.08,,,,,,,,,,,,,,,,,,,
4385,Rasa,6.94,14/10/2022,8.65,35.5,1.01,0.02,0.05,,,,,,,,,,,,,,,,,,,
4386,Rasa,6.91,15/10/2022,11.06,35.92,1.03,0.04,0.04,,,,,,,,,,,,,,,,,,,
4387,Rasa,6.92,16/10/2022,10.09,35.08,1.05,0.02,0.07,,,,,,,,,,,,,,,,,,,
4388,Rasa,6.89,17/10/2022,7.63,33.67,1.01,0.03,0.07,,,,,,,,,,,,,,,,,,,
4389,Rasa,6.96,18/10/2022,6.97,34.42,1.07,0.01,0.07,,,,,,,,,,,,,,,,,,,
4390,Rasa,6.89,19/10/2022,7.54,34.08,1.07,0.02,0.07,,,,,,,,,,,,,,,,,,,
4391,Rasa,6.95,20/10/2022,8.45,34.91,1.08,0.01,0.08,,,,,,,,,,,,,,,,,,,
4392,Rasa,6.91,21/10/2022,8.21,34.92,1.04,0.01,0.08,,,,,,,,,,,,,,,,,,,
4393,Rasa,6.85,22/10/2022,11.12,37.17,1.1,0.03,0.08,,,,,,,,,,,,,,,,,,,
4394,Rasa,6.93,23/10/2022,9.33,34.58,1.17,0.02,0.07,,,,,,,,,,,,,,,,,,,
4395,Rasa,6.93,24/10/2022,8.12,34.75,1.06,0.04,0.06,,,,,,,,,,,,,,,,,,,
4396,Rasa,6.93,25/10/2022,7.38,34.25,0.99,0.02,0.05,,,,,,,,,,,,,,,,,,,
4397,Rasa,6.93,26/10/2022,73.16,57.92,1.21,0.07,0.09,,,,,,,,,,,,,,,,,,,
4398,Rasa,6.87,27/10/2022,79.58,73.67,1.6,0.15,0.11,,,,,,,,,,,,,,,,,,,
4399,Rasa,6.82,28/10/2022,25.67,43.75,1.23,0.02,0.09,,,,,,,,,,,,,,,,,,,
4400,Rasa,6.83,29/10/2022,18.25,42.33,1.13,0.04,0.08,,,,,,,,,,,,,,,,,,,
4401,Rasa,6.83,30/10/2022,14.6,39.17,1.06,0.04,0.09,,,,,,,,,,,,,,,,,,,
4402,Rasa,6.82,31/10/2022,44.42,45.33,1.27,0.03,0.13,,,,,,,,,,,,,,,,,,,
4403,Rasa,6.99,11/1/2022,2.84,10.67,0.21,0.01,0.02,,,,,,,,,,,,,,,,,,,
4404,Rasa,6.93,11/2/2022,2.66,9.5,0.22,0,0.03,,,,,,,,,,,,,,,,,,,
4405,Rasa,6.95,11/3/2022,14.46,16.36,0.54,0,0.06,,,,,,,,,,,,,,,,,,,
4406,Rasa,6.96,11/4/2022,4.47,13.64,0.16,0.01,0.03,,,,,,,,,,,,,,,,,,,
4407,Rasa,7.06,11/5/2022,17.81,22.33,0.62,0.02,0.06,,,,,,,,,,,,,,,,,,,
4408,Rasa,7,11/6/2022,4.04,12,0.2,0.01,0.03,,,,,,,,,,,,,,,,,,,
4409,Rasa,7.01,11/7/2022,2.99,23.42,0.54,0,0.06,,,,,,,,,,,,,,,,,,,
4410,Rasa,7,11/8/2022,109.33,28.67,1.09,0.03,0.09,,,,,,,,,,,,,,,,,,,
4411,Rasa,6.84,11/9/2022,15.08,27.08,0.74,0.06,0.07,,,,,,,,,,,,,,,,,,,
4412,Rasa,6.93,11/10/2022,7.18,34.5,1.02,0.02,0.06,,,,,,,,,,,,,,,,,,,
4413,Rasa,6.78,11/11/2022,22.4,43.42,1.32,0.08,0.1,,,,,,,,,,,,,,,,,,,
4414,Rasa,6.96,11/12/2022,7.84,15.75,0.32,0.01,0.03,,,,,,,,,,,,,,,,,,,
4415,Rasa,6.66,13/11/2022,45.58,40.33,1.25,0.04,0.1,,,,,,,,,,,,,,,,,,,
4416,Rasa,6.64,14/11/2022,35.5,35.33,1.21,0.04,0.1,,,,,,,,,,,,,,,,,,,
4417,Rasa,6.58,15/11/2022,49.92,37.75,1.62,0.1,0.13,,,,,,,,,,,,,,,,,,,
4418,Rasa,6.52,16/11/2022,84,47.08,1.25,0.07,0.1,,,,,,,,,,,,,,,,,,,
4419,Rasa,6.61,17/11/2022,71.91,35.18,1.51,0.11,0.14,,,,,,,,,,,,,,,,,,,
4420,Rasa,6.6,18/11/2022,20.25,29.42,0.97,0.03,0.08,,,,,,,,,,,,,,,,,,,
4421,Rasa,6.61,19/11/2022,103,31.92,1.99,0.11,0.13,,,,,,,,,,,,,,,,,,,
4422,Rasa,6.8,20/11/2022,49,23,0.87,0.07,0.08,,,,,,,,,,,,,,,,,,,
4423,Rasa,6.81,21/11/2022,27.58,17.83,0.54,0.03,0.04,,,,,,,,,,,,,,,,,,,
4424,Rasa,6.76,22/11/2022,34.92,29.92,0.87,0.06,0.05,,,,,,,,,,,,,,,,,,,
4425,Rasa,6.86,23/11/2022,14.3,20.42,0.5,0.02,0.04,,,,,,,,,,,,,,,,,,,
4426,Rasa,6.86,24/11/2022,12.5,18.17,0.41,0.04,0.03,,,,,,,,,,,,,,,,,,,
4427,Rasa,6.86,25/11/2022,45.27,26.45,0.9,0.16,0.08,,,,,,,,,,,,,,,,,,,
4428,Rasa,6.83,26/11/2022,36.42,29.17,0.65,0.06,0.05,,,,,,,,,,,,,,,,,,,
4429,Rasa,6.85,27/11/2022,20.42,20.5,0.49,0.03,0.05,,,,,,,,,,,,,,,,,,,
4430,Rasa,6.89,28/11/2022,22.33,18.25,0.46,0.05,0.05,,,,,,,,,,,,,,,,,,,
4431,Rasa,6.88,29/11/2022,29.25,19.83,0.41,0.03,0.04,,,,,,,,,,,,,,,,,,,
4432,Rasa,6.9,30/11/2022,20.25,18,0.37,0.05,0.03,,,,,,,,,,,,,,,,,,,
4433,Rasa,7.03,12/1/2022,3.14,10.25,0.23,0.01,0.02,,,,,,,,,,,,,,,,,,,
4434,Rasa,6.97,12/2/2022,6.6,14.83,0.32,0,0.03,,,,,,,,,,,,,,,,,,,
4435,Rasa,6.93,12/3/2022,12.57,12.58,0.48,0,0.06,,,,,,,,,,,,,,,,,,,
4436,Rasa,6.95,12/4/2022,3.66,10.42,0.16,0.01,0.03,,,,,,,,,,,,,,,,,,,
4437,Rasa,6.96,12/5/2022,3.33,13.25,0.25,0,0.04,,,,,,,,,,,,,,,,,,,
4438,Rasa,6.99,12/6/2022,3.63,12.08,0.15,0.04,0.04,,,,,,,,,,,,,,,,,,,
4439,Rasa,7,12/7/2022,3.03,21.67,0.59,0,0.06,,,,,,,,,,,,,,,,,,,
4440,Rasa,6.95,12/8/2022,8.57,30.25,1.03,0.04,0.1,,,,,,,,,,,,,,,,,,,
4441,Rasa,6.82,12/9/2022,8.98,23.58,0.75,0.02,0.07,,,,,,,,,,,,,,,,,,,
4442,Rasa,6.8,12/10/2022,55.75,60.5,1.21,0.06,0.12,,,,,,,,,,,,,,,,,,,
4443,Rasa,6.73,12/11/2022,84.5,66.33,1.91,0.15,0.14,,,,,,,,,,,,,,,,,,,
4444,Rasa,6.93,12/12/2022,8.6,17,0.35,0.02,0.03,,,,,,,,,,,,,,,,,,,
4445,Rasa,6.9,13/12/2022,8.3,13.67,0.45,0.01,0.03,,,,,,,,,,,,,,,,,,,
4446,Rasa,6.92,14/12/2022,9.03,14.25,0.36,0.02,0.03,,,,,,,,,,,,,,,,,,,
4447,Rasa,7.01,15/12/2022,7.7,18.17,0.36,0.01,0.03,,,,,,,,,,,,,,,,,,,
4448,Rasa,6.98,16/12/2022,11.71,20.58,0.53,0,0.04,,,,,,,,,,,,,,,,,,,
4449,Rasa,7,17/12/2022,9.86,18.67,0.52,0,0.04,,,,,,,,,,,,,,,,,,,
4450,Rasa,6.95,18/12/2022,60.29,21.5,0.7,0.02,0.06,,,,,,,,,,,,,,,,,,,
4451,Rasa,6.93,19/12/2022,16.87,15.92,0.45,0,0.03,,,,,,,,,,,,,,,,,,,
4452,Rasa,6.95,20/12/2022,9.23,19.92,0.55,0.01,0.05,,,,,,,,,,,,,,,,,,,
4453,Rasa,6.95,21/12/2022,12.73,21,0.61,0,0.05,,,,,,,,,,,,,,,,,,,
4454,Rasa,6.86,22/12/2022,94.44,20.36,1.08,0.07,0.08,,,,,,,,,,,,,,,,,,,
4455,Rasa,6.92,23/12/2022,18.44,16.92,0.52,0,0.05,,,,,,,,,,,,,,,,,,,
4456,Rasa,6.93,24/12/2022,12.18,18.5,0.52,0,0.05,,,,,,,,,,,,,,,,,,,
4457,Rasa,6.94,25/12/2022,9.25,18.08,0.62,0,0.04,,,,,,,,,,,,,,,,,,,
4458,Rasa,6.99,26/12/2022,8.03,18,0.64,0.01,0.05,,,,,,,,,,,,,,,,,,,
4459,Rasa,6.98,27/12/2022,7.31,18.58,0.62,0,0.04,,,,,,,,,,,,,,,,,,,
4460,Rasa,6.98,28/12/2022,7.76,23.33,0.8,0,0.05,,,,,,,,,,,,,,,,,,,
4461,Rasa,6.94,29/12/2022,10.7,26.82,0.99,0.04,0.07,,,,,,,,,,,,,,,,,,,
4462,Rasa,6.99,30/12/2022,7.13,25.58,0.85,0.04,0.06,,,,,,,,,,,,,,,,,,,
4463,Rasa,7,31/12/2022,8.58,26.58,1.03,0.02,0.07,,,,,,,,,,,,,,,,,,,
4464,Sungai Rangkap,6.41,1/1/2022,21.25,6.54,0.27,0.02,0.04,7.6,,,4.49,0.44,1,2.8,,,,,,,,,,,,
4465,Sungai Rangkap,6.8,1/2/2022,3.17,12.71,0.09,0.03,0,5.67,,,4.47,0.43,2,1.33,,,,,,,,,,,,
4466,Sungai Rangkap,6.73,1/3/2022,3.78,8,0.14,0.01,0.01,0,,,4.49,0.44,3,0,,,,,,,,,,,,
4467,Sungai Rangkap,6.81,1/4/2022,4.18,2.58,0.05,0.05,0.02,9.5,,,4.58,0.44,4,1.75,,,,,,,,,,,,
4468,Sungai Rangkap,6.88,1/5/2022,3.52,3.67,0.11,0.03,0.04,0,,,4.58,0.44,5,0,,,,,,,,,,,,
4469,Sungai Rangkap,6.82,1/6/2022,2.62,1.58,0.12,0.05,0.03,0,,,4.56,0.43,6,0,,,,,,,,,,,,
4470,Sungai Rangkap,6.94,1/7/2022,2.75,3.17,0.08,0.05,0.05,0,,,4.57,0.43,7,0,,,,,,,,,,,,
4471,Sungai Rangkap,6.77,1/8/2022,2.76,2.79,0.11,0.02,0.03,0,,,4.58,0.44,8,0,,,,,,,,,,,,
4472,Sungai Rangkap,6.69,1/9/2022,6.08,4.79,0.16,0.03,0.02,0,,,4.55,0.43,9,0,,,,,,,,,,,,
4473,Sungai Rangkap,6.71,1/10/2022,4.95,7.71,0.13,0.06,0.01,0,,,4.55,0.43,10,0,,,,,,,,,,,,
4474,Sungai Rangkap,6.74,1/11/2022,3.35,5.63,0.11,0,0.01,0,,,4.55,0.43,11,0,,,,,,,,,,,,
4475,Sungai Rangkap,6.34,1/12/2022,3.41,2.25,0.12,0,0.01,0,,,4.55,0.43,12,0,,,,,,,,,,,,
4476,Sungai Rangkap,6.76,13/1/2022,3.16,6.33,0.11,0.01,0,0,,,4.55,0.43,1,0,,,,,,,,,,,,
4477,Sungai Rangkap,6.77,14/1/2022,3.51,5.42,0.1,0.04,0.01,0,,,4.55,0.43,1,0,,,,,,,,,,,,
4478,Sungai Rangkap,6.77,15/1/2022,3.36,2.79,0.1,0.04,0.02,0,,,4.55,0.43,1,0,,,,,,,,,,,,
4479,Sungai Rangkap,6.82,16/1/2022,2.88,3.79,0.07,0.04,0.05,0,,,4.56,0.43,1,0,,,,,,,,,,,,
4480,Sungai Rangkap,6.65,17/1/2022,6.63,6.71,0.07,0.15,0.01,9,,,4.56,0.44,1,1.5,,,,,,,,,,,,
4481,Sungai Rangkap,6.73,18/1/2022,4.47,5.71,0.14,0,0.03,0,,,4.55,0.44,1,0,,,,,,,,,,,,
4482,Sungai Rangkap,6.49,19/1/2022,114.73,6,0.02,0.03,0.03,22.33,,,4.57,0.44,1,3.83,,,,,,,,,,,,
4483,Sungai Rangkap,6.5,20/1/2022,12.68,6.79,0.26,0.03,0.06,6,,,4.57,0.43,1,1,,,,,,,,,,,,
4484,Sungai Rangkap,6.78,21/1/2022,4.45,4.58,0.1,0,0.02,0,,,4.56,0.44,1,0,,,,,,,,,,,,
4485,Sungai Rangkap,6.75,22/1/2022,4.12,3.54,0.11,0.02,0.06,0,,,4.57,0.44,1,0,,,,,,,,,,,,
4486,Sungai Rangkap,6.76,23/1/2022,4.4,4.04,0.11,0.06,0.03,0,,,4.53,0.44,1,0,,,,,,,,,,,,
4487,Sungai Rangkap,6.66,24/1/2022,25.26,8.25,0.11,0.05,0.03,8.25,,,4.55,0.45,1,2,,,,,,,,,,,,
4488,Sungai Rangkap,6.73,25/1/2022,14.99,8.17,0.02,0.03,0.03,8.25,,,4.57,0.44,1,1.75,,,,,,,,,,,,
4489,Sungai Rangkap,6.63,26/1/2022,4.4,6.29,0.11,0.01,0.01,0,,,4.57,0.44,1,0,,,,,,,,,,,,
4490,Sungai Rangkap,6.95,27/1/2022,4.04,2.29,0.03,0.03,0.03,0,,,4.56,0.44,1,0,,,,,,,,,,,,
4491,Sungai Rangkap,6.94,28/1/2022,4.97,6.67,0.08,0,0.02,0,,,4.56,0.44,1,0,,,,,,,,,,,,
4492,Sungai Rangkap,6.87,29/1/2022,4.18,2.58,0.12,0.02,0.03,0,,,4.58,0.44,1,0,,,,,,,,,,,,
4493,Sungai Rangkap,6.71,30/1/2022,3.81,7.29,0.09,0.02,0.01,0,,,4.53,0.44,1,0,,,,,,,,,,,,
4494,Sungai Rangkap,6.73,31/1/2022,3.85,9.08,0.09,0,0.02,0,,,4.54,0.45,1,0,,,,,,,,,,,,
4495,Sungai Rangkap,6.56,2/1/2022,6.14,3.21,0.1,0.12,0.13,0,,,4.55,0.45,1,0,,,,,,,,,,,,
4496,Sungai Rangkap,6.74,2/2/2022,3.37,11.13,0.07,0.01,0.01,0,,,4.55,0.45,2,0,,,,,,,,,,,,
4497,Sungai Rangkap,6.65,2/3/2022,3.45,1.29,0.04,0.04,0.03,0,,,4.54,0.45,3,0,,,,,,,,,,,,
4498,Sungai Rangkap,6.89,2/4/2022,3.59,1.38,0.1,0.03,0.01,0,,,4.57,0.45,4,0,,,,,,,,,,,,
4499,Sungai Rangkap,6.81,2/5/2022,7.74,6.58,0.11,0.03,0.04,0,,,4.56,0.45,5,0,,,,,,,,,,,,
4500,Sungai Rangkap,6.82,2/6/2022,2.97,1.08,0.12,0.06,0.01,0,,,4.55,0.45,6,0,,,,,,,,,,,,
4501,Sungai Rangkap,6.97,2/7/2022,2.74,2.29,0.1,0.03,0.04,0,,,4.58,0.45,7,0,,,,,,,,,,,,
4502,Sungai Rangkap,6.76,2/8/2022,4.27,4.42,0.11,0.03,0.04,0,,,4.57,0.45,8,0,,,,,,,,,,,,
4503,Sungai Rangkap,6.79,2/9/2022,4.42,5.08,0.15,0.03,0.04,0,,,4.56,0.45,9,0,,,,,,,,,,,,
4504,Sungai Rangkap,6.68,2/10/2022,3.46,5.96,0.1,0.04,0.01,0,,,4.56,0.45,10,0,,,,,,,,,,,,
4505,Sungai Rangkap,6.71,2/11/2022,6.21,3.88,0.15,0,0.02,0,,,4.56,0.44,11,0,,,,,,,,,,,,
4506,Sungai Rangkap,6.54,2/12/2022,3.47,2.92,0.1,0,0.02,0,,,4.57,0.45,12,0,,,,,,,,,,,,
4507,Sungai Rangkap,6.74,13/2/2022,24.31,6.25,0.05,0.05,0.06,10,,,4.56,0.45,2,3,,,,,,,,,,,,
4508,Sungai Rangkap,6.62,14/2/2022,4.62,4,0.04,0.05,0.03,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4509,Sungai Rangkap,6.79,15/2/2022,4.22,2.67,0.04,0.06,0.04,0,,,4.57,0.45,2,0,,,,,,,,,,,,
4510,Sungai Rangkap,6.78,16/2/2022,3.74,2.17,0.05,0.06,0.01,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4511,Sungai Rangkap,6.76,17/2/2022,2.92,3.63,0.05,0.05,0.04,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4512,Sungai Rangkap,6.77,18/2/2022,3.14,2.17,0.11,0.03,0.03,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4513,Sungai Rangkap,6.8,19/2/2022,3.39,1.71,0.04,0.05,0.02,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4514,Sungai Rangkap,6.71,20/2/2022,3.63,2.54,0.14,0.03,0.04,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4515,Sungai Rangkap,6.7,21/2/2022,7.97,3.92,0.12,0.03,0.04,12,,,4.57,0.45,2,3,,,,,,,,,,,,
4516,Sungai Rangkap,6.7,22/2/2022,4.41,1.92,0.12,0.03,0.04,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4517,Sungai Rangkap,6.74,23/2/2022,11.19,9.88,0.1,0.02,0.04,12.5,,,4.57,0.45,2,2.25,,,,,,,,,,,,
4518,Sungai Rangkap,6.67,24/2/2022,4.49,9.08,0.11,0.07,0.02,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4519,Sungai Rangkap,6.62,25/2/2022,19.22,16.58,0.12,0.04,0.01,13.33,,,4.56,0.45,2,2.33,,,,,,,,,,,,
4520,Sungai Rangkap,6.68,26/2/2022,4.17,1.71,0.13,0.03,0.04,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4521,Sungai Rangkap,6.66,27/2/2022,3.94,4.13,0.1,0.05,0.01,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4522,Sungai Rangkap,6.76,28/2/2022,3.82,2.88,0.12,0.03,0.01,0,,,4.6,0.45,2,0,,,,,,,,,,,,
4523,Sungai Rangkap,6.86,3/1/2022,4.32,2.04,0.11,0.17,0.01,0,,,4.56,0.45,1,0,,,,,,,,,,,,
4524,Sungai Rangkap,6.79,3/2/2022,3.79,4.79,0.08,0.02,0,0,,,4.56,0.45,2,0,,,,,,,,,,,,
4525,Sungai Rangkap,6.72,3/3/2022,3.67,1.46,0.03,0.05,0.03,0,,,4.56,0.45,3,0,,,,,,,,,,,,
4526,Sungai Rangkap,6.79,3/4/2022,3.6,2.5,0.14,0,0.01,10,,,4.54,0.45,4,1.83,,,,,,,,,,,,
4527,Sungai Rangkap,6.79,3/5/2022,4.17,4.13,0.05,0.03,0.01,0,,,4.56,0.45,5,0,,,,,,,,,,,,
4528,Sungai Rangkap,6.89,3/6/2022,2.78,1.42,0.13,0.01,0.01,0,,,4.56,0.45,6,0,,,,,,,,,,,,
4529,Sungai Rangkap,6.92,3/7/2022,2.43,2.92,0.08,0.05,0.03,9.14,,,4.57,0.45,7,2,,,,,,,,,,,,
