,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Polyaluminium Chloride ,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
3383,Kuala Kubu Bharu,7.19,15/1/2022,1.98,9.46,0.02,0.03,0.01,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3384,Kuala Kubu Bharu,7.21,16/1/2022,2,9.79,0.02,0.03,0.01,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3385,Kuala Kubu Bharu,7.17,17/1/2022,1.9,9.79,0.03,0.03,0.02,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3386,Kuala Kubu Bharu,7.23,18/1/2022,1.85,7.38,0.02,0.02,0.01,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3387,Kuala Kubu Bharu,7.26,19/1/2022,1.83,6.21,0.05,0.02,0.02,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3388,Kuala Kubu Bharu,7.19,20/1/2022,2.67,11.83,0.03,0.02,0.01,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3389,Kuala Kubu Bharu,7.26,21/1/2022,2.2,8.83,0.04,0.02,0.03,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3390,Kuala Kubu Bharu,7.27,22/1/2022,1.9,8.5,0.05,0.07,0.02,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3391,Kuala Kubu Bharu,7.15,23/1/2022,13.98,55.63,0.09,0,0.01,13.2,,,2.5,0.51,1,2,,,,,,,,,,,,
3392,Kuala Kubu Bharu,7.03,24/1/2022,13.87,72.79,0.06,0.09,0.01,14,,,2.5,0.51,1,2,,,,,,,,,,,,
3393,Kuala Kubu Bharu,7.25,25/1/2022,3.38,17.33,0.03,0.05,0.02,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3394,Kuala Kubu Bharu,7.04,26/1/2022,2.98,13.46,0.03,0.01,0.01,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3395,Kuala Kubu Bharu,7.22,27/1/2022,2.35,10.21,0.06,0.01,0.01,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3396,Kuala Kubu Bharu,7.09,28/1/2022,4.9,24.71,0.07,0,0,11,,,2.5,0.51,1,2,,,,,,,,,,,,
3397,Kuala Kubu Bharu,7.25,29/1/2022,2.6,12.38,0.02,0.01,0.02,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3398,Kuala Kubu Bharu,7.09,30/1/2022,19.92,97.5,0.16,0.12,0.03,16,,,2.51,0.51,1,2,,,,,,,,,,,,
3399,Kuala Kubu Bharu,7.19,31/1/2022,4.77,22.21,0.04,0.11,0.01,8,,,2.5,0.51,1,2,,,,,,,,,,,,
3400,Kuala Kubu Bharu,7.26,2/1/2022,3.3,15.63,0.03,0.04,0.03,0,,,2.5,0.51,1,2,,,,,,,,,,,,
3401,Kuala Kubu Bharu,7.22,2/2/2022,2.44,12.13,0.04,0.02,0,0,,,2.5,0.51,2,2,,,,,,,,,,,,
3402,Kuala Kubu Bharu,6.71,2/3/2022,8.15,50.04,0.05,0.03,0.03,11.5,,,2.5,0.51,3,2,,,,,,,,,,,,
3403,Kuala Kubu Bharu,7.07,2/4/2022,3.18,14.71,0.09,0.11,0.02,8,,,2.5,0.51,4,2,,,,,,,,,,,,
3404,Kuala Kubu Bharu,6.85,2/5/2022,4.66,24.5,0.08,0,0.01,8,,,2.5,0.51,5,2,,,,,,,,,,,,
3405,Kuala Kubu Bharu,6.94,2/6/2022,2.33,11.58,0.05,0.04,0.01,0,,,2.5,0.51,6,2,,,,,,,,,,,,
3406,Kuala Kubu Bharu,6.89,2/7/2022,3.64,14.5,0.06,0.08,0.02,8,,,2.5,0.51,7,2,,,,,,,,,,,,
3407,Kuala Kubu Bharu,6.62,2/8/2022,18.26,90.96,0.36,0.14,0.02,0,,,2.51,0.51,8,2,,,,,,,,,,,,
3408,Kuala Kubu Bharu,6.4,2/9/2022,11.3,61.83,0.08,0.09,0.02,0,,,2.51,0.51,9,2,,,,,,,,,,,,
3409,Kuala Kubu Bharu,6.37,2/10/2022,12.77,103.29,0.11,0.05,0,0,,,2.51,0.51,10,2,,,,,,,,,,,,
3410,Kuala Kubu Bharu,6.67,2/11/2022,20.87,182.25,0.12,0.08,0.03,0,,,2.5,0.51,11,2,,,,,,,,,,,,
3411,Kuala Kubu Bharu,7.1,2/12/2022,4.64,35.75,0.07,0.07,0.01,0,,,2.5,0.51,12,2,,,,,,,,,,,,
3412,Kuala Kubu Bharu,7.22,13/2/2022,2.75,14.83,0.05,0.05,0,0,,,2.51,0.51,2,2,,,,,,,,,,,,
3413,Kuala Kubu Bharu,7.13,14/2/2022,18.7,86.5,0.09,0.12,0.02,12.67,,,2.55,0.51,2,2.21,,,,,,,,,,,,
3414,Kuala Kubu Bharu,7.2,15/2/2022,15.59,80.96,0.11,0.14,0.04,12.6,,,2.49,0.51,2,2.03,,,,,,,,,,,,
3415,Kuala Kubu Bharu,7.19,16/2/2022,4.94,28.46,0.11,0.18,0.02,10,,,2.51,0.51,2,2,,,,,,,,,,,,
3416,Kuala Kubu Bharu,7.27,17/2/2022,2.47,13.96,0.07,0.04,0.01,0,,,2.51,0.51,2,2,,,,,,,,,,,,
3417,Kuala Kubu Bharu,7.25,18/2/2022,2.35,13.25,0.03,0.04,0.01,0,,,0.51,2.5,2,2,,,,,,,,,,,,
3418,Kuala Kubu Bharu,7.27,19/2/2022,2.42,15.54,0.04,0.03,0.02,0,,,2.48,0.51,2,2,,,,,,,,,,,,
3419,Kuala Kubu Bharu,7.2,20/2/2022,8.15,48.25,0.15,0.02,0.03,10.57,,,2.5,0.51,2,2,,,,,,,,,,,,
3420,Kuala Kubu Bharu,7.23,21/2/2022,6.96,33.08,0.07,0.08,0.01,10.5,,,2.52,0.51,2,2,,,,,,,,,,,,
3421,Kuala Kubu Bharu,7.18,22/2/2022,6.66,36.21,0.03,0.12,0.01,10,,,2.51,0.51,2,2,,,,,,,,,,,,
3422,Kuala Kubu Bharu,7.28,23/2/2022,2.49,10.33,0.06,0.12,0.01,0,,,2.54,4.72,2,2,,,,,,,,,,,,
3423,Kuala Kubu Bharu,7.32,24/2/2022,1.95,7.58,0.02,0.01,0.01,0,,,2.53,0.51,2,2,,,,,,,,,,,,
3424,Kuala Kubu Bharu,6.77,25/2/2022,4.06,20.96,0.06,0.01,0.03,11.2,,,2.55,0.51,2,2,,,,,,,,,,,,
3425,Kuala Kubu Bharu,6.73,26/2/2022,7.07,43.21,0.09,0.03,0.01,12.86,,,2.5,0.51,2,2,,,,,,,,,,,,
3426,Kuala Kubu Bharu,6.74,27/2/2022,5.03,32.04,0.06,0.03,0.02,12,,,2.52,0.51,2,2,,,,,,,,,,,,
3427,Kuala Kubu Bharu,6.85,28/2/2022,2.54,13.13,0.05,0.03,0.01,0,,,2.52,0.51,2,2,,,,,,,,,,,,
3428,Kuala Kubu Bharu,7.24,3/1/2022,2.95,14.21,0.04,0.13,0.01,10,,,2.54,0.51,1,2,,,,,,,,,,,,
3429,Kuala Kubu Bharu,7.21,3/2/2022,7.34,42.13,0.08,0.03,0.01,12.57,,,2.5,0.51,2,2,,,,,,,,,,,,
3430,Kuala Kubu Bharu,6.71,3/3/2022,10.87,66.29,0.1,0,0.03,10.83,,,2.5,0.51,3,2,,,,,,,,,,,,
3431,Kuala Kubu Bharu,7.06,3/4/2022,4.72,26.96,0.12,0.12,0.03,10,,,2.5,0.51,4,2,,,,,,,,,,,,
3432,Kuala Kubu Bharu,6.86,3/5/2022,2.81,14.92,0.08,0.03,0.02,12.75,,,2.49,0.51,5,2,,,,,,,,,,,,
3433,Kuala Kubu Bharu,6.91,3/6/2022,2.26,12.46,0.07,0.1,0.01,12.29,,,2.5,0.51,6,2,,,,,,,,,,,,
3434,Kuala Kubu Bharu,6.92,3/7/2022,3.53,12.25,0.08,0.01,0.02,0,,,2.5,0.51,7,2,,,,,,,,,,,,
3435,Kuala Kubu Bharu,6.73,3/8/2022,4.54,25.67,0.14,0.06,0.02,12.29,,,2.53,0.51,8,2,,,,,,,,,,,,
3436,Kuala Kubu Bharu,6.48,3/9/2022,4.11,29.71,0.11,0.09,0.02,10,,,2.5,0.51,9,2,,,,,,,,,,,,
3437,Kuala Kubu Bharu,6.4,3/10/2022,6,39.63,0.1,0.04,0.01,10,,,2.5,0.51,10,2,,,,,,,,,,,,
3438,Kuala Kubu Bharu,6.71,3/11/2022,8.74,77.17,0.14,0.05,0.02,0,,,2.5,0.51,11,2,,,,,,,,,,,,
3439,Kuala Kubu Bharu,7.14,3/12/2022,8.94,69.21,0.12,0.04,0.01,0,,,2.5,0.51,12,2,,,,,,,,,,,,
3440,Kuala Kubu Bharu,6.98,13/3/2022,8.5,41.36,0.04,0.11,0.03,15,,,2.5,0.51,3,2,,,,,,,,,,,,
3441,Kuala Kubu Bharu,6.8,14/3/2022,10.9,59.29,0.08,0.33,0.03,10.91,,,2.5,0.51,3,2,,,,,,,,,,,,
3442,Kuala Kubu Bharu,6.92,15/3/2022,13.73,67.63,0.11,0.12,0.02,13.2,,,2.5,0.51,3,2,,,,,,,,,,,,
3443,Kuala Kubu Bharu,6.9,16/3/2022,8.69,37.04,0.08,0.16,0.02,8.33,,,2.5,0.51,3,2,,,,,,,,,,,,
3444,Kuala Kubu Bharu,6.91,17/3/2022,9.3,56.04,0.07,0.16,0.03,12.57,,,2.5,0.51,3,2,,,,,,,,,,,,
3445,Kuala Kubu Bharu,6.84,18/3/2022,7.79,41.96,0.15,0.22,0.03,9.2,,,2.5,0.51,3,2,,,,,,,,,,,,
3446,Kuala Kubu Bharu,6.91,19/3/2022,3.1,14.71,0.05,0.03,0.01,0,,,2.5,0.51,3,2,,,,,,,,,,,,
3447,Kuala Kubu Bharu,6.93,20/3/2022,2.53,12.83,0.05,0.03,0.01,0,,,2.5,0.51,3,2,,,,,,,,,,,,
3448,Kuala Kubu Bharu,6.95,21/3/2022,2.63,12.25,0.08,0.02,0.01,0,,,2.5,0.51,3,2,,,,,,,,,,,,
3449,Kuala Kubu Bharu,6.99,22/3/2022,2.43,12.08,0.07,0.02,0.02,0,,,2.5,0.51,3,2,,,,,,,,,,,,
3450,Kuala Kubu Bharu,7.05,23/3/2022,2.36,11.58,0.06,0.02,0.01,0,,,2.5,0.51,3,2,,,,,,,,,,,,
3451,Kuala Kubu Bharu,6.88,24/3/2022,16.49,103.88,0.06,0.02,0.02,12,,,2.49,0.51,3,2,,,,,,,,,,,,
3452,Kuala Kubu Bharu,7.02,25/3/2022,12.7,69.04,0.09,0.04,0.02,11.6,,,2.49,0.51,3,2,,,,,,,,,,,,
3453,Kuala Kubu Bharu,7.07,26/3/2022,8.8,51.04,0.19,0.07,0.05,10,,,2.5,0.51,3,2,,,,,,,,,,,,
3454,Kuala Kubu Bharu,7.18,27/3/2022,3.53,17.08,0.06,0.04,0.02,0,,,2.5,0.51,3,2,,,,,,,,,,,,
3455,Kuala Kubu Bharu,7.14,28/3/2022,2.77,8.21,0.09,0.02,0.02,0,,,2.5,0.51,3,2,,,,,,,,,,,,
3456,Kuala Kubu Bharu,7.11,29/3/2022,6.8,35.63,0.1,0.08,0.02,12,,,2.5,0.51,3,2,,,,,,,,,,,,
3457,Kuala Kubu Bharu,7.19,30/3/2022,3.48,11.63,0.09,0.08,0.01,0,,,2.5,0.51,3,2,,,,,,,,,,,,
3458,Kuala Kubu Bharu,6.94,31/3/2022,31.27,168.42,0.38,0.06,0.07,13.83,,,2.5,0.51,3,2,,,,,,,,,,,,
3459,Kuala Kubu Bharu,7.23,4/1/2022,2.6,13.59,0.03,0.09,0.01,0,,,2.5,0.51,1,27.34,,,,,,,,,,,,
3460,Kuala Kubu Bharu,7.11,4/2/2022,4.17,26.46,0.12,0.07,0.03,0,,,2.5,0.51,2,30.38,,,,,,,,,,,,
3461,Kuala Kubu Bharu,6.76,4/3/2022,3.51,21.21,0.03,0.04,0.02,8.67,,,2.5,0.51,3,27.83,,,,,,,,,,,,
3462,Kuala Kubu Bharu,7.02,4/4/2022,3.73,20.42,0.06,0.11,0.02,0,,,2.5,0.51,4,28.68,,,,,,,,,,,,
3463,Kuala Kubu Bharu,6.85,4/5/2022,2.4,13.71,0.02,0.04,0,0,,,2.5,0.51,5,29.48,,,,,,,,,,,,
3464,Kuala Kubu Bharu,6.92,4/6/2022,3.17,19.29,0.08,0.09,0.01,0,,,2.5,0.51,6,44.1,,,,,,,,,,,,
3465,Kuala Kubu Bharu,6.93,4/7/2022,3.18,12.42,0.07,0.04,0.01,15.33,,,2.48,0.51,7,32.07,,,,,,,,,,,,
3466,Kuala Kubu Bharu,6.77,4/8/2022,3.79,21.17,0.11,0.03,0.01,11.83,,,2.5,0.51,8,43.33,,,,,,,,,,,,
3467,Kuala Kubu Bharu,6.56,4/9/2022,3.02,17.88,0.07,0.04,0.03,0,,,2.5,0.51,9,43.15,,,,,,,,,,,,
3468,Kuala Kubu Bharu,6.32,4/10/2022,5.58,49.75,0.11,0.01,0.01,16,,,2.5,0.51,10,31.12,,,,,,,,,,,,
3469,Kuala Kubu Bharu,6.79,4/11/2022,7.98,73.08,0.09,0.06,0.01,12.83,,,2.51,0.51,11,50.13,,,,,,,,,,,,
3470,Kuala Kubu Bharu,7.17,4/12/2022,4.79,33.21,0.08,0.05,0,0,,,2.5,0.51,12,29.59,,,,,,,,,,,,
3471,Kuala Kubu Bharu,6.76,13/4/2022,5.61,36.29,0.11,0.03,0.03,10,,,2.5,0.51,4,28.68,,,,,,,,,,,,
3472,Kuala Kubu Bharu,6.84,14/4/2022,5.23,27.33,0.06,0.07,0.02,11.6,,,2.5,0.51,4,27.75,,,,,,,,,,,,
3473,Kuala Kubu Bharu,6.82,15/4/2022,9.39,58.46,0.08,0.03,0.02,11.6,,,2.5,0.51,4,32.43,,,,,,,,,,,,
3474,Kuala Kubu Bharu,6.85,16/4/2022,3.55,19.5,0.1,0.04,0.05,0,,,2.54,0.5,4,30.09,,,,,,,,,,,,
3475,Kuala Kubu Bharu,6.81,17/4/2022,3.33,16.25,0.04,0.04,0.02,0,,,2.5,0.51,4,29.4,,,,,,,,,,,,
3476,Kuala Kubu Bharu,6.82,18/4/2022,2.99,17.54,0.09,0.12,0.02,0,,,2.5,0.51,4,38.95,,,,,,,,,,,,
3477,Kuala Kubu Bharu,6.77,19/4/2022,4.58,28.21,0.09,0.12,0.02,10,,,2.5,0.51,4,35.8,,,,,,,,,,,,
3478,Kuala Kubu Bharu,6.68,20/4/2022,13.72,89,0.19,0.23,0.03,13,,,2.5,0.51,4,40.48,,,,,,,,,,,,
3479,Kuala Kubu Bharu,6.76,21/4/2022,8.59,45.29,0.1,0.09,0.02,12.4,,,2.5,0.51,4,33.18,,,,,,,,,,,,
3480,Kuala Kubu Bharu,6.76,22/4/2022,3.51,17.75,0.05,0.04,0.01,0,,,2.5,0.51,4,23.78,,,,,,,,,,,,
3481,Kuala Kubu Bharu,6.79,23/4/2022,3.1,18.96,0.1,0.13,0.02,0,,,2.5,0.51,4,21.78,,,,,,,,,,,,
3482,Kuala Kubu Bharu,6.78,24/4/2022,3.11,16.63,0.09,0.09,0.02,0,,,2.5,0.51,4,21.97,,,,,,,,,,,,
3483,Kuala Kubu Bharu,6.6,25/4/2022,46.14,256.96,0.11,0.16,0.02,15.27,,,0.51,2.56,4,35.76,,,,,,,,,,,,
3484,Kuala Kubu Bharu,6.7,26/4/2022,13.11,63.38,0.15,0.3,0.03,10.55,,,2.62,0.51,4,36.35,,,,,,,,,,,,
3485,Kuala Kubu Bharu,6.77,27/4/2022,3.96,20.54,0.08,0.15,0.01,0,,,2.62,0.51,4,34.69,,,,,,,,,,,,
3486,Kuala Kubu Bharu,6.8,28/4/2022,3.5,19.29,0.06,0.1,0.01,0,,,2.57,0.51,4,28.29,,,,,,,,,,,,
3487,Kuala Kubu Bharu,6.88,29/4/2022,3.42,18.42,0.11,0.1,0.02,0,,,2.57,0.51,4,25.43,,,,,,,,,,,,
3488,Kuala Kubu Bharu,6.84,30/4/2022,7.81,40.25,0.12,0.13,0.02,10,,,2.5,0.51,4,25.63,,,,,,,,,,,,
3489,Kuala Kubu Bharu,7.25,5/1/2022,5.73,33.5,0.04,0.06,0.02,8.33,,,2.53,0.51,1,38.02,,,,,,,,,,,,
3490,Kuala Kubu Bharu,7.26,5/2/2022,4.76,24.21,0.06,0.03,0.01,12,,,2.65,0.51,2,25.39,,,,,,,,,,,,
3491,Kuala Kubu Bharu,6.69,5/3/2022,10.91,67.21,0.13,0.04,0.02,0,,,2.66,0.5,3,23.88,,,,,,,,,,,,
3492,Kuala Kubu Bharu,7.01,5/4/2022,2.61,13.63,0.07,0.12,0.02,0,,,2.5,0.51,4,23.97,,,,,,,,,,,,
3493,Kuala Kubu Bharu,6.85,5/5/2022,2.39,12.96,0.03,0.03,0,0,,,2.5,0.51,5,23.68,,,,,,,,,,,,
3494,Kuala Kubu Bharu,6.89,5/6/2022,3.08,19.54,0.08,0.1,0.02,0,,,2.61,0.51,6,23.53,,,,,,,,,,,,
3495,Kuala Kubu Bharu,6.9,5/7/2022,2.88,11.96,0.05,0.02,0.01,0,,,2.57,0.51,7,23.25,,,,,,,,,,,,
3496,Kuala Kubu Bharu,6.86,5/8/2022,3.22,16,0.06,0.01,0,0,,,2.77,0.51,8,25.53,,,,,,,,,,,,
3497,Kuala Kubu Bharu,6.65,5/9/2022,2.5,16.33,0.06,0.07,0.02,0,,,2.5,0.51,9,25.63,,,,,,,,,,,,
3498,Kuala Kubu Bharu,6.81,5/10/2022,3.29,28.17,0.12,0.05,0.02,18,,,2.56,0.51,10,25.64,,,,,,,,,,,,
3499,Kuala Kubu Bharu,6.94,5/11/2022,5.76,42.29,0.12,0.05,0.02,15.5,,,2.6,0.51,11,38.59,,,,,,,,,,,,
3500,Kuala Kubu Bharu,7.19,5/12/2022,4,29.79,0.08,0.05,0.01,0,,,2.5,0.51,12,23.27,,,,,,,,,,,,
3501,Kuala Kubu Bharu,6.9,13/5/2022,2.62,13,0.08,0.12,0.02,0,,,2.5,0.51,5,22.23,,,,,,,,,,,,
3502,Kuala Kubu Bharu,6.88,14/5/2022,7.73,46.33,0.12,0.1,0.03,12,,,2.5,0.51,5,23.68,,,,,,,,,,,,
3503,Kuala Kubu Bharu,6.81,15/5/2022,3.21,21.5,0.07,0.16,0.02,0,,,2.5,0.51,5,27.2,,,,,,,,,,,,
3504,Kuala Kubu Bharu,6.72,16/5/2022,47.83,220.92,0.12,0.13,0.02,16.5,,,2.57,0.51,5,29.31,,,,,,,,,,,,
3505,Kuala Kubu Bharu,6.61,17/5/2022,10.07,49.63,0.07,0.09,0.01,8.83,,,2.5,0.5,5,33.38,,,,,,,,,,,,
3506,Kuala Kubu Bharu,6.77,18/5/2022,9.31,46.17,0.08,0.08,0.01,10.67,,,2.5,0.51,5,25.75,,,,,,,,,,,,
3507,Kuala Kubu Bharu,6.86,19/5/2022,4.52,23.25,0.06,0.11,0.02,0,,,2.5,0.51,5,23,,,,,,,,,,,,
3508,Kuala Kubu Bharu,6.87,20/5/2022,3.69,18.33,0.07,0.1,0.02,0,,,2.55,0.51,5,22.15,,,,,,,,,,,,
3509,Kuala Kubu Bharu,6.91,21/5/2022,2.91,14.21,0.01,0.05,0,0,,,2.55,0.51,5,25.4,,,,,,,,,,,,
3510,Kuala Kubu Bharu,6.88,22/5/2022,2.94,14.83,0.05,0.05,0.01,0,,,2.5,0.51,5,26.18,,,,,,,,,,,,
3511,Kuala Kubu Bharu,6.94,23/5/2022,2.54,12.83,0.05,0.04,0.01,0,,,2.5,0.51,5,23.38,,,,,,,,,,,,
3512,Kuala Kubu Bharu,6.87,24/5/2022,11.01,63,0.07,0.03,0.01,12.67,,,2.5,0.51,5,26.31,,,,,,,,,,,,
3513,Kuala Kubu Bharu,6.69,25/5/2022,30.35,158.25,0.14,0.24,0.03,13.67,,,2.5,0.51,5,39.34,,,,,,,,,,,,
3514,Kuala Kubu Bharu,6.71,26/5/2022,7.61,40.42,0.13,0.18,0.02,10.67,,,2.54,0.51,5,39.7,,,,,,,,,,,,
3515,Kuala Kubu Bharu,6.89,27/5/2022,4.04,20.67,0.06,0.1,0.01,0,,,2.5,0.51,5,25.63,,,,,,,,,,,,
3516,Kuala Kubu Bharu,6.95,28/5/2022,3.25,14.58,0.04,0.09,0,0,,,2.68,0.51,5,24.88,,,,,,,,,,,,
3517,Kuala Kubu Bharu,6.97,29/5/2022,2.77,12.92,0.06,0.04,0,0,,,2.56,0.51,5,26.97,,,,,,,,,,,,
3518,Kuala Kubu Bharu,6.96,30/5/2022,2.56,12.33,0.06,0.01,0.01,0,,,2.52,0.51,5,26.43,,,,,,,,,,,,
3519,Kuala Kubu Bharu,6.96,31/5/2022,2.36,13.04,0.05,0.05,0.01,0,,,2.59,0.51,5,26.35,,,,,,,,,,,,
3520,Kuala Kubu Bharu,7.22,6/1/2022,2.87,13.88,0.04,0.07,0.02,0,,,2.59,0.51,1,26.4,,,,,,,,,,,,
3521,Kuala Kubu Bharu,7.28,6/2/2022,2.88,15.83,0.03,0.03,0.01,0,,,2.61,0.51,2,24.74,,,,,,,,,,,,
3522,Kuala Kubu Bharu,6.76,6/3/2022,12.22,53.08,0.15,0.1,0.01,0,,,2.71,0.51,3,28.62,,,,,,,,,,,,
3523,Kuala Kubu Bharu,6.86,6/4/2022,2.84,14.33,0.09,0.12,0.02,0,,,2.5,0.51,4,26.4,,,,,,,,,,,,
3524,Kuala Kubu Bharu,6.86,6/5/2022,2.32,13.25,0.03,0.02,0,0,,,2.5,0.51,5,26.4,,,,,,,,,,,,
3525,Kuala Kubu Bharu,6.93,6/6/2022,2.23,11.88,0.08,0.09,0.01,0,,,2.57,0.51,6,25.63,,,,,,,,,,,,
3526,Kuala Kubu Bharu,6.74,6/7/2022,16.05,78.17,0.09,0.02,0.01,0,,,2.5,0.51,7,23.57,,,,,,,,,,,,
3527,Kuala Kubu Bharu,6.86,6/8/2022,2.84,15.88,0.1,0.01,0.02,14.36,,,2.64,0.51,8,28.43,,,,,,,,,,,,
3528,Kuala Kubu Bharu,6.61,6/9/2022,14.38,69.33,0.15,0.08,0.03,13.33,,,2.5,0.51,9,33.57,,,,,,,,,,,,
3529,Kuala Kubu Bharu,6.74,6/10/2022,3.22,25.46,0.05,0.03,0.02,10,,,2.5,0.51,10,33.58,,,,,,,,,,,,
3530,Kuala Kubu Bharu,6.98,6/11/2022,8.69,82,0.06,0.05,0.03,10,,,2.5,0.51,11,38.06,,,,,,,,,,,,
3531,Kuala Kubu Bharu,7.1,6/12/2022,18.8,147.63,0.1,0.03,0.02,0,,,2.5,0.51,12,34.52,,,,,,,,,,,,
3532,Kuala Kubu Bharu,7.37,13/6/2022,3.03,16.38,0.07,0.05,0.01,0,,,2.54,0.51,6,25.2,,,,,,,,,,,,
3533,Kuala Kubu Bharu,7.43,14/6/2022,2.67,15.25,0.05,0.04,0.01,0,,,2.5,0.51,6,22.7,,,,,,,,,,,,
3534,Kuala Kubu Bharu,7.14,15/6/2022,3.73,21.96,0.1,0.04,0.01,8,,,2.5,0.51,6,23.67,,,,,,,,,,,,
3535,Kuala Kubu Bharu,6.89,16/6/2022,2.61,14.42,0.06,0.12,0.02,0,,,2.77,0.51,6,21.67,,,,,,,,,,,,
3536,Kuala Kubu Bharu,6.8,17/6/2022,17.9,111.38,0.05,0.04,0.01,15.33,,,2.5,0.51,6,22.65,,,,,,,,,,,,
3537,Kuala Kubu Bharu,6.65,18/6/2022,17.91,97.63,0.21,0.24,0.09,13.83,,,2.5,0.51,6,32.61,,,,,,,,,,,,
3538,Kuala Kubu Bharu,6.66,19/6/2022,5.21,26.25,0.08,0.09,0.03,12,,,2.5,0.51,6,32.37,,,,,,,,,,,,
3539,Kuala Kubu Bharu,6.75,20/6/2022,14.95,82.71,0.09,0.08,0.02,13.75,,,2.68,0.51,6,30.78,,,,,,,,,,,,
3540,Kuala Kubu Bharu,6.77,21/6/2022,5.5,29.33,0.09,0.08,0.01,8,,,2.62,0.51,6,39.33,,,,,,,,,,,,
3541,Kuala Kubu Bharu,6.79,22/6/2022,5.46,31,0.07,0.1,0.02,9.5,,,2.61,0.51,6,39.76,,,,,,,,,,,,
3542,Kuala Kubu Bharu,6.88,23/6/2022,3.26,18.38,0.05,0.07,0.02,0,,,2.57,0.5,6,28.04,,,,,,,,,,,,
3543,Kuala Kubu Bharu,6.78,24/6/2022,11.91,70.92,0.09,0.02,0.01,11.4,,,2.6,0.5,6,33.55,,,,,,,,,,,,
3544,Kuala Kubu Bharu,6.83,25/6/2022,3.82,22.54,0.08,0.09,0.01,0,,,2.51,0.52,6,20.1,,,,,,,,,,,,
3545,Kuala Kubu Bharu,6.9,26/6/2022,3.77,19.71,0.1,0.09,0.02,0,,,2.5,0.51,6,18.4,,,,,,,,,,,,
3546,Kuala Kubu Bharu,6.9,27/6/2022,3.15,18.13,0.08,0.15,0.01,0,,,2.5,0.51,6,22.73,,,,,,,,,,,,
3547,Kuala Kubu Bharu,6.83,28/6/2022,7.41,37.54,0.11,0.02,0.02,12.5,,,2.5,0.51,6,23.73,,,,,,,,,,,,
3548,Kuala Kubu Bharu,6.78,29/6/2022,15.76,78.96,0.11,0.09,0.02,14,,,2.5,0.51,6,27.5,,,,,,,,,,,,
3549,Kuala Kubu Bharu,6.81,30/6/2022,7.89,34.42,0.1,0.1,0.01,10,,,2.5,0.51,6,38.72,,,,,,,,,,,,
3550,Kuala Kubu Bharu,7.23,7/1/2022,2.39,11.17,0.06,0.02,0.04,0,,,2.5,0.51,1,32.93,,,,,,,,,,,,
3551,Kuala Kubu Bharu,7.18,7/2/2022,4.44,30.08,0.04,0.03,0.02,0,,,2.5,0.51,2,22.1,,,,,,,,,,,,
3552,Kuala Kubu Bharu,6.84,7/3/2022,3.09,15.83,0.04,0.14,0.01,0,,,2.5,0.51,3,21.15,,,,,,,,,,,,
3553,Kuala Kubu Bharu,6.75,7/4/2022,13.58,82.83,0.09,0.11,0.02,0,,,2.5,0.51,4,18.5,,,,,,,,,,,,
3554,Kuala Kubu Bharu,6.87,7/5/2022,2.38,12.33,0.04,0.03,0,0,,,2.5,0.51,5,19.2,,,,,,,,,,,,
3555,Kuala Kubu Bharu,6.91,7/6/2022,1.99,11.29,0.06,0.08,0.01,12.44,,,2.5,0.51,6,24.21,,,,,,,,,,,,
3556,Kuala Kubu Bharu,6.89,7/7/2022,3.54,15.63,0.1,0.04,0.01,0,,,2.5,0.51,7,21.96,,,,,,,,,,,,
3557,Kuala Kubu Bharu,6.87,7/8/2022,3.21,14.13,0.1,0.01,0.02,0,,,2.5,0.51,8,22.07,,,,,,,,,,,,
3558,Kuala Kubu Bharu,6.55,7/9/2022,27.61,143.46,0.2,0.14,0.03,0,,,2.5,0.51,9,20,,,,,,,,,,,,
3559,Kuala Kubu Bharu,6.5,7/10/2022,4.77,31.21,0.11,0.04,0.01,0,,,2.5,0.51,10,20,,,,,,,,,,,,
3560,Kuala Kubu Bharu,7.02,7/11/2022,4.34,28.33,0.07,0.09,0.01,0,,,2.5,0.51,11,22.27,,,,,,,,,,,,
3561,Kuala Kubu Bharu,7.02,7/12/2022,17.4,135.71,0.14,0.14,0.02,0,,,2.5,0.51,12,23.41,,,,,,,,,,,,
