,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Hydrated_Lime_T_Pow
92,Langat 2,6.84,2021-01-04,746.83,32.0,5.52,0.36,0.94,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
93,Langat 2,6.93,2021-01-05,606.17,26.67,4.28,0.26,0.81,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
94,Langat 2,6.93,2021-01-06,195.17,18.17,2.46,0.16,0.35,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
95,Langat 2,7.09,2021-01-07,161.5,15.42,1.93,0.11,0.33,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
96,Langat 2,7.11,2021-01-08,101.5,8.5,1.64,0.06,0.21,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
97,Langat 2,7.12,2021-01-09,265.31,14.42,2.63,0.19,0.53,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
98,Langat 2,7.03,2021-01-10,298.75,16.92,2.51,0.14,0.72,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
99,Langat 2,7.09,2021-01-11,105.98,9.92,1.92,0.1,0.27,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
100,Langat 2,7.16,2021-01-12,79.22,8.09,1.58,0.07,0.22,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
101,Langat 2,7.18,2021-01-13,97.33,9.25,1.51,0.08,0.34,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
102,Langat 2,7.16,2021-01-14,67.08,7.59,1.36,0.05,0.22,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
103,Langat 2,7.18,2021-01-15,58.76,6.5,1.12,0.06,0.16,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
104,Langat 2,7.2,2021-01-16,44.98,7.67,1.01,0.05,0.12,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
105,Langat 2,7.16,2021-01-17,49.5,7.25,1.14,0.06,0.14,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
106,Langat 2,7.07,2021-01-18,420.17,16.75,3.59,0.17,0.71,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
107,Langat 2,7.08,2021-01-19,203.92,15.33,2.15,0.15,0.35,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
108,Langat 2,7.2,2021-01-20,78.17,8.5,1.4,0.1,0.17,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
109,Langat 2,7.18,2021-01-21,59.2,8.67,1.36,0.08,0.19,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
110,Langat 2,7.17,2021-01-22,439.17,20.25,2.92,0.14,0.25,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
111,Langat 2,6.94,2021-01-23,460.0,19.75,3.86,0.19,0.58,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
112,Langat 2,7.1,2021-01-24,142.67,11.84,1.53,0.13,0.21,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
113,Langat 2,7.07,2021-01-25,137.5,10.75,1.92,0.12,0.23,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
114,Langat 2,7.19,2021-01-26,154.38,11.59,2.78,0.22,0.41,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
115,Langat 2,7.2,2021-01-27,163.92,12.25,1.87,0.18,0.27,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
116,Langat 2,7.23,2021-01-28,64.05,7.58,1.3,0.09,0.16,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
117,Langat 2,7.21,2021-01-29,93.59,10.42,1.49,0.12,0.19,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
118,Langat 2,7.22,2021-01-30,113.5,12.17,1.49,0.1,0.16,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
119,Langat 2,7.19,2021-01-31,58.59,6.25,1.34,0.07,0.13,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,1,River,Sg Semantan,0.0
120,Langat 2,6.97,2021-07-01,26.0,4.09,0.86,0.03,0.07,0.0,0.0,,,3.48,0.45,0.0,,,0.0,0.0,31.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
121,Langat 2,7.05,2021-07-02,37.59,4.92,0.83,0.04,0.09,0.0,0.0,,,3.62,0.43,0.0,,,0.0,0.0,31.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
122,Langat 2,7.04,2021-07-03,98.09,6.92,1.27,0.11,0.23,0.0,0.0,,,3.53,0.44,0.0,,,0.0,0.0,35.84,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
123,Langat 2,7.2,2021-07-04,122.09,6.5,1.33,0.08,0.16,0.0,0.0,,,3.31,0.4,0.0,,,0.0,0.0,33.29,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
124,Langat 2,7.04,2021-07-05,120.75,7.0,1.4,0.1,0.22,0.0,0.0,,,3.39,0.44,0.0,,,0.0,0.0,36.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.5
125,Langat 2,7.26,2021-07-06,86.34,8.5,1.28,0.09,0.14,0.0,0.0,,,3.38,0.44,0.0,,,0.0,0.0,37.71,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.58
126,Langat 2,7.53,2021-07-07,62.84,4.67,1.16,0.05,0.11,0.0,0.0,,,3.4,0.42,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.85
127,Langat 2,7.69,2021-07-08,119.92,11.25,1.87,0.1,0.25,0.0,0.0,,,3.4,0.45,0.0,,,0.0,0.0,38.67,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.92
128,Langat 2,7.62,2021-07-09,59.17,4.67,1.09,0.07,0.14,0.0,0.0,,,3.4,0.43,0.0,,,0.0,0.0,34.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.88
129,Langat 2,7.53,2021-07-10,94.92,16.09,1.25,0.1,0.21,0.0,0.0,,,3.57,0.4,0.0,,,0.0,0.0,37.17,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
130,Langat 2,7.61,2021-07-11,108.67,9.17,1.92,0.13,0.26,0.0,0.0,,,3.51,0.4,0.0,,,0.0,0.0,35.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
131,Langat 2,7.51,2021-07-12,316.83,20.92,3.73,0.32,0.74,0.0,0.0,,,3.52,0.4,0.0,,,0.0,0.0,45.63,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
132,Langat 2,7.33,2021-07-13,868.92,32.0,5.3,0.5,1.11,0.0,0.0,,,3.57,0.4,0.0,,,0.0,0.0,64.92,,,,0.0,0.0,0.0,0.0,0.04,,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.84
133,Langat 2,7.28,2021-07-14,343.75,17.08,3.05,0.18,0.76,0.0,0.0,,,3.62,0.43,0.0,,,0.0,0.0,53.54,,,,0.0,0.0,0.0,0.0,0.0,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.5
134,Langat 2,7.39,2021-07-15,135.5,10.92,1.52,0.08,0.22,0.0,0.0,,,3.45,0.45,0.0,,,0.0,0.0,41.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.75
135,Langat 2,7.39,2021-07-16,49.5,5.67,0.94,0.04,0.11,0.0,0.0,,,3.45,0.6,0.0,,,0.0,0.0,34.34,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.75
136,Langat 2,7.38,2021-07-17,124.75,8.09,1.17,0.07,0.15,0.0,0.0,,,3.59,2.75,0.0,,,0.0,0.0,35.5,,,,0.0,0.0,0.0,0.0,0.04,,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.75
137,Langat 2,7.48,2021-07-18,29.83,4.25,0.82,0.08,0.11,0.0,0.0,,,3.62,0.5,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.75
138,Langat 2,7.43,2021-07-19,28.47,3.75,0.78,0.05,0.08,0.0,0.0,,,3.27,0.45,0.0,,,0.0,0.0,33.17,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.5
139,Langat 2,7.36,2021-07-20,26.18,4.0,0.71,0.11,0.08,0.0,0.0,,,3.7,0.45,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.04,,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.5
140,Langat 2,7.41,2021-07-21,18.42,4.0,0.87,0.04,0.08,0.0,0.0,,,3.53,0.5,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
141,Langat 2,7.41,2021-07-22,56.46,7.42,1.19,0.05,0.12,0.0,0.0,,,3.56,0.53,0.0,,,0.0,0.0,32.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.5
142,Langat 2,7.49,2021-07-23,22.09,4.92,1.02,0.03,0.06,0.0,0.0,,,3.32,0.53,0.0,,,0.0,0.0,33.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.5
143,Langat 2,7.47,2021-07-24,22.81,4.25,1.12,0.05,0.06,0.0,0.0,,,4.08,0.5,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.04,,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.5
144,Langat 2,7.49,2021-07-25,16.14,3.92,1.08,0.02,0.04,0.0,0.0,,,4.19,0.5,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.5
145,Langat 2,7.46,2021-07-26,18.17,4.08,0.94,0.04,0.05,0.0,0.0,,,3.42,0.65,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
146,Langat 2,7.48,2021-07-27,17.83,3.5,1.06,0.04,0.03,0.0,0.0,,,3.41,0.55,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
147,Langat 2,7.49,2021-07-28,25.14,6.0,1.14,0.06,0.06,0.0,0.0,,,3.43,0.55,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
148,Langat 2,7.57,2021-07-29,29.5,6.0,1.28,0.08,0.06,0.0,0.0,,,3.69,0.55,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
149,Langat 2,7.52,2021-07-30,28.48,4.09,0.89,0.04,0.05,0.0,0.0,,,3.6,0.55,0.0,,,0.0,0.0,33.83,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,5.0
150,Langat 2,7.52,2021-07-31,53.34,5.5,1.43,0.05,0.12,0.0,0.0,,,4.0,0.55,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,7,3,River,Sg Semantan,4.75
151,Langat 2,7.14,2021-06-01,121.08,11.42,0.99,0.06,0.12,0.0,0.0,,,3.05,0.45,0.0,,,0.0,0.0,38.33,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
152,Langat 2,7.16,2021-06-02,63.04,6.92,1.37,0.07,0.19,0.0,0.0,,,3.42,0.45,0.0,,,0.0,0.0,34.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,3.83
153,Langat 2,7.21,2021-06-03,86.27,7.84,1.44,0.11,0.17,0.0,0.0,,,3.06,0.45,0.0,,,0.0,0.0,37.84,,,,0.0,0.0,0.0,0.0,0.03,,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,3.83
154,Langat 2,7.21,2021-06-04,84.07,11.75,1.01,0.06,0.15,0.0,0.0,,,3.71,0.45,0.0,,,0.0,0.0,38.59,,,,0.0,0.0,0.0,0.0,0.03,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,3.0
155,Langat 2,7.28,2021-06-05,77.17,8.25,1.4,0.08,0.16,0.0,0.0,,,3.39,0.45,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
156,Langat 2,7.34,2021-06-06,100.73,7.5,1.51,0.07,0.2,0.0,0.0,,,3.49,0.45,0.0,,,0.0,0.0,37.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
157,Langat 2,7.36,2021-06-07,31.74,5.84,0.7,0.04,0.08,0.0,0.0,,,3.33,0.44,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
158,Langat 2,7.37,2021-06-08,48.39,6.09,0.97,0.05,0.14,0.0,0.0,,,3.34,0.43,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
159,Langat 2,7.29,2021-06-09,27.04,5.17,0.71,0.05,0.09,0.0,0.0,,,3.26,0.41,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
160,Langat 2,7.31,2021-06-10,31.29,5.5,1.0,0.07,0.13,0.0,0.0,,,3.32,0.43,0.0,,,0.0,0.0,31.83,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
161,Langat 2,7.33,2021-06-11,31.95,3.92,0.74,0.05,0.09,0.0,0.0,,,3.18,0.43,0.0,,,0.0,0.0,34.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
162,Langat 2,7.35,2021-06-12,22.0,5.34,0.86,0.02,0.06,0.0,0.0,,,3.23,0.43,0.0,,,0.0,0.0,31.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
163,Langat 2,7.39,2021-06-13,54.92,5.75,1.08,0.04,0.07,0.0,0.0,,,3.4,0.44,0.0,,,0.0,0.0,31.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
