,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Hydrated_Lime_T_Pow
164,Langat 2,7.32,2021-06-14,103.71,9.25,1.06,0.08,0.13,0.0,0.0,,,2.75,0.44,0.0,,,0.0,0.0,40.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
165,Langat 2,7.22,2021-06-15,158.57,10.67,1.54,0.15,0.28,0.0,0.0,,,3.4,0.44,0.0,,,0.0,0.0,41.83,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
166,Langat 2,7.2,2021-06-16,287.2,14.42,4.49,0.13,0.41,0.0,0.0,,,3.41,0.43,0.0,,,0.0,0.0,46.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
167,Langat 2,7.21,2021-06-17,256.62,17.5,1.8,0.25,0.41,0.0,0.0,,,3.37,0.44,0.0,,,0.0,0.0,50.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
168,Langat 2,7.18,2021-06-18,122.84,8.42,1.24,0.09,0.19,0.0,0.0,,,3.4,0.44,0.0,,,0.0,0.0,49.21,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
169,Langat 2,7.16,2021-06-19,75.43,8.5,1.17,0.06,0.14,0.0,0.0,,,3.73,0.43,0.0,,,0.0,0.0,41.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
170,Langat 2,7.23,2021-06-20,89.68,7.67,1.17,0.1,0.17,0.0,0.0,,,3.7,0.43,0.0,,,0.0,0.0,40.21,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
171,Langat 2,7.24,2021-06-21,97.58,8.0,1.13,0.06,0.12,0.0,0.0,,,3.4,0.43,0.0,,,0.0,0.0,35.71,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.5
172,Langat 2,7.37,2021-06-22,32.42,4.25,0.79,0.04,0.09,0.0,0.0,,,3.44,0.43,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
173,Langat 2,7.4,2021-06-23,22.84,4.42,0.81,0.05,0.06,0.0,0.0,,,3.39,0.43,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
174,Langat 2,7.37,2021-06-24,18.84,4.33,0.68,0.03,0.06,0.0,0.0,,,3.42,0.43,0.0,,,0.0,0.0,30.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
175,Langat 2,7.35,2021-06-25,28.59,4.17,0.79,0.04,0.09,0.0,0.0,,,3.41,0.43,0.0,,,0.0,0.0,31.17,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
176,Langat 2,7.2,2021-06-26,23.92,4.25,0.87,0.03,0.08,0.0,0.0,,,3.4,0.43,0.0,,,0.0,0.0,31.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
177,Langat 2,7.2,2021-06-27,28.67,3.83,0.89,0.04,0.08,0.0,0.0,,,3.41,0.43,0.0,,,0.0,0.0,31.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
178,Langat 2,7.18,2021-06-28,85.17,6.17,1.37,0.09,0.18,0.0,0.0,,,3.4,0.43,0.0,,,0.0,0.0,32.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
179,Langat 2,7.14,2021-06-29,108.59,8.33,1.26,0.09,0.13,0.0,0.0,,,3.41,0.43,0.0,,,0.0,0.0,36.55,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
180,Langat 2,7.18,2021-06-30,54.83,4.67,1.14,0.05,0.1,0.0,0.0,,,3.4,0.43,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,6,2,River,Sg Semantan,5.0
181,Langat 2,7.36,2021-03-01,18.06,5.25,0.53,0.03,0.05,0.0,0.0,,,4.23,0.7,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
182,Langat 2,7.33,2021-03-02,34.31,8.08,0.78,0.05,0.08,0.0,0.0,,,4.13,0.7,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
183,Langat 2,7.39,2021-03-03,24.11,6.25,0.5,0.03,0.07,0.0,0.0,,,4.13,0.7,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
184,Langat 2,7.42,2021-03-04,16.94,5.59,0.45,0.02,0.06,0.0,0.0,,,4.1,0.58,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
185,Langat 2,7.46,2021-03-05,17.32,5.75,0.49,0.02,0.05,0.0,0.0,,,4.23,0.58,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
186,Langat 2,7.41,2021-03-06,20.05,6.17,0.57,0.02,0.06,0.0,0.0,,,4.04,0.58,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
187,Langat 2,7.44,2021-03-07,36.64,9.25,0.95,0.05,0.11,0.0,0.0,,,4.01,0.6,0.0,,,0.0,0.0,28.17,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
188,Langat 2,7.39,2021-03-08,109.5,8.5,1.03,0.1,0.3,0.0,0.0,,,4.23,3.03,0.0,,,0.0,0.0,29.92,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
189,Langat 2,7.37,2021-03-09,89.64,7.75,0.68,0.08,0.15,0.0,0.0,,,4.36,3.3,0.0,,,0.0,0.0,30.88,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
190,Langat 2,7.44,2021-03-10,30.56,5.67,0.61,0.04,0.1,0.0,0.0,,,4.63,0.6,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
191,Langat 2,7.46,2021-03-11,32.53,6.67,0.83,0.05,0.12,0.0,0.0,,,4.41,0.6,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
192,Langat 2,7.5,2021-03-12,22.68,5.42,0.55,0.02,0.07,0.0,0.0,,,4.36,0.6,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
193,Langat 2,7.43,2021-03-13,45.19,8.0,0.78,0.06,0.09,0.0,0.0,,,4.77,0.55,0.0,,,0.0,0.0,28.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
194,Langat 2,7.45,2021-03-14,35.56,7.0,0.65,0.03,0.07,0.0,0.0,,,5.16,0.56,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
195,Langat 2,7.46,2021-03-15,24.95,5.75,0.6,0.03,0.07,0.0,0.0,,,4.61,0.6,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
196,Langat 2,7.39,2021-03-16,63.89,9.5,0.9,0.07,0.12,0.0,0.0,,,4.95,0.5,0.0,,,0.0,0.0,29.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
197,Langat 2,7.47,2021-03-17,25.27,5.17,0.54,0.03,0.08,0.0,0.0,,,4.7,0.55,0.0,,,0.0,0.0,27.5,,,,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
198,Langat 2,7.48,2021-03-18,33.07,7.42,0.84,0.05,0.1,0.0,0.0,,,4.68,0.55,0.0,,,0.0,0.0,29.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
199,Langat 2,7.46,2021-03-19,29.65,6.17,0.74,0.03,0.09,0.0,0.0,,,4.89,0.55,0.0,,,0.0,0.0,29.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.0
200,Langat 2,7.5,2021-03-20,22.36,5.17,0.71,0.03,0.08,0.0,0.0,,,4.75,0.6,0.0,,,0.0,0.0,27.96,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
201,Langat 2,7.47,2021-03-21,22.9,5.17,0.76,0.03,0.09,0.0,0.0,,,4.48,0.57,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
202,Langat 2,7.51,2021-03-22,20.65,4.17,0.64,0.03,0.07,0.0,0.0,,,4.36,0.55,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.5
203,Langat 2,7.5,2021-03-23,22.04,4.67,0.82,0.03,0.08,0.0,0.0,,,4.34,0.58,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
204,Langat 2,7.52,2021-03-24,21.92,4.92,0.82,0.16,0.11,0.0,0.0,,,4.65,0.58,0.0,,,0.0,0.0,28.09,,,,0.0,0.0,0.0,0.0,0.03,,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.5
205,Langat 2,7.49,2021-03-25,21.13,5.34,0.84,0.27,0.09,0.0,0.0,,,4.46,0.52,0.0,,,0.0,0.0,28.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,8.0
206,Langat 2,7.54,2021-03-26,135.63,12.0,1.53,0.25,0.28,0.0,0.0,,,4.71,0.43,0.0,,,0.0,0.0,30.79,,,,0.0,0.0,0.0,0.0,0.03,,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.25
207,Langat 2,7.42,2021-03-27,97.78,11.59,0.96,0.1,0.23,0.0,0.0,,,5.21,0.48,0.0,,,0.0,0.0,37.05,,,,0.0,0.0,0.0,0.0,0.04,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.0
208,Langat 2,7.42,2021-03-28,207.36,13.67,1.97,0.28,0.48,0.0,0.0,,,4.31,0.4,0.0,,,0.0,0.0,38.84,,,,0.0,0.0,0.0,0.0,0.03,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.0
209,Langat 2,7.37,2021-03-29,115.05,16.92,1.4,0.14,0.24,0.0,0.0,,,4.58,0.45,0.0,,,0.0,0.0,35.92,,,,0.0,0.0,0.0,0.0,0.03,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.0
210,Langat 2,7.36,2021-03-30,151.67,14.09,1.9,0.12,0.37,0.0,0.0,,,4.31,0.42,0.0,,,0.0,0.0,37.08,,,,0.0,0.0,0.0,0.0,0.03,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.0
211,Langat 2,7.34,2021-03-31,68.64,9.09,1.27,0.07,0.63,0.0,0.0,,,4.83,0.5,0.0,,,0.0,0.0,33.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3,1,River,Sg Semantan,7.0
212,Langat 2,7.17,2021-05-01,117.69,6.84,0.97,0.08,0.2,0.0,0.0,,,3.43,0.5,0.0,,,0.0,0.0,44.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
213,Langat 2,7.39,2021-05-02,184.59,8.84,1.5,0.16,0.3,0.0,0.0,,,4.19,0.5,0.0,,,0.0,0.0,44.33,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
214,Langat 2,7.29,2021-05-03,126.02,10.09,2.39,0.23,0.35,0.0,0.0,,,3.39,0.5,0.0,,,0.0,0.0,46.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
215,Langat 2,7.26,2021-05-04,117.93,10.25,1.32,0.09,0.17,0.0,0.0,,,3.38,0.5,0.0,,,0.0,0.0,39.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
216,Langat 2,7.21,2021-05-05,58.19,5.17,0.87,0.05,0.14,0.0,0.0,,,3.42,0.5,0.0,,,0.0,0.0,42.17,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
217,Langat 2,7.18,2021-05-06,71.92,6.5,1.06,0.07,0.13,0.0,0.0,,,3.56,0.5,0.0,,,0.0,0.0,38.67,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
218,Langat 2,7.19,2021-05-07,161.0,7.09,1.22,0.09,0.24,0.0,0.0,,,4.85,0.48,0.0,,,0.0,0.0,48.67,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
219,Langat 2,7.12,2021-05-08,369.09,18.59,3.29,0.08,0.87,0.0,0.0,,,3.46,0.5,0.0,,,0.0,0.0,55.67,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
220,Langat 2,7.12,2021-05-09,123.83,10.75,1.41,0.1,0.23,0.0,0.0,,,3.6,0.5,0.0,,,0.0,0.0,43.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
221,Langat 2,7.15,2021-05-10,84.83,8.0,1.09,0.06,0.16,0.0,0.0,,,4.18,0.5,0.0,,,0.0,0.0,30.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
222,Langat 2,7.17,2021-05-11,212.24,11.84,2.14,0.2,0.27,0.0,0.0,,,5.2,0.4,0.0,,,0.0,0.0,37.0,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
223,Langat 2,6.98,2021-05-12,435.25,22.0,3.97,0.19,1.04,0.0,0.0,,,5.31,0.4,0.0,,,0.0,0.0,65.25,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
224,Langat 2,6.82,2021-05-13,380.42,20.17,2.69,0.23,0.51,0.0,0.0,,,3.46,0.5,0.0,,,0.0,0.0,67.92,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
225,Langat 2,7.03,2021-05-14,130.9,10.17,1.59,0.19,0.25,0.0,0.0,,,3.34,0.5,0.0,,,0.0,0.0,43.34,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
226,Langat 2,7.04,2021-05-15,139.25,11.84,1.35,0.09,0.15,0.0,0.0,,,3.22,0.5,0.0,,,0.0,0.0,56.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
227,Langat 2,7.1,2021-05-16,164.58,10.92,1.75,0.09,0.39,0.0,0.0,,,3.27,0.48,0.0,,,0.0,0.0,45.33,,,,0.0,0.0,0.0,0.0,0.04,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,6.0
228,Langat 2,7.14,2021-05-17,103.87,8.0,1.29,0.1,0.19,0.0,0.0,,,3.46,0.43,0.0,,,0.0,0.0,35.08,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
229,Langat 2,7.15,2021-05-18,80.75,7.83,1.45,0.05,0.21,0.0,0.0,,,3.43,0.4,0.0,,,0.0,0.0,38.67,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
230,Langat 2,7.11,2021-05-19,98.9,10.34,1.27,0.11,0.18,0.0,0.0,,,3.44,0.42,0.0,,,0.0,0.0,41.17,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
231,Langat 2,7.13,2021-05-20,186.67,13.75,2.24,0.13,0.38,0.0,0.0,,,3.51,0.4,0.0,,,0.0,0.0,40.54,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
232,Langat 2,7.23,2021-05-21,140.82,11.17,1.38,0.07,0.21,0.0,0.0,,,3.46,0.4,0.0,,,0.0,0.0,44.29,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
233,Langat 2,7.16,2021-05-22,97.55,9.25,1.45,0.12,0.29,0.0,0.0,,,3.51,0.4,0.0,,,0.0,0.0,35.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
234,Langat 2,7.19,2021-05-23,135.84,11.42,1.29,0.11,0.22,0.0,0.0,,,3.29,0.47,0.0,,,0.0,0.0,39.67,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
235,Langat 2,7.21,2021-05-24,41.9,6.0,0.75,0.05,0.11,0.0,0.0,,,3.48,0.45,0.0,,,0.0,0.0,30.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,5,2,River,Sg Semantan,5.5
