,Feature,weight,chem_ratio
9,Soda_Ash,1278.38,0.013151179978160605
10,Liquid_Chlorine,14399.570964180999,0.14813384858824447
11,Liquid_Polyaluminium_Chloride,45432.710661189994,0.4673835282161843
12,Hydrated_Lime,19223.834950201002,0.19776288216379126
13,Aluminium_Sulphate,16871.989999999998,0.17356856105361934
