,Feature,Soda_Ash,Liquid_Chlorine,Liquid_Polyaluminium_Chloride,Hydrated_Lime,Aluminium_Sulphate
0,pH_avg,0.5665740077428496,0.0386097178431971,0.2050028877324791,0.49633686991142,0.013462042238131354
1,Turbidity_avg,0.10443943779883436,0.008529962675916786,0.2471720723481067,0.014412578701881175,0.021610862088779215
2,Color_avg,0.14528162107668016,0.9000253987638182,0.2201644933712975,0.35727057606752916,0.9377717928646678
3,Iron_avg,0.05126944319662969,0.004011504961507868,0.14884598034856306,0.00972780494248492,0.01524789032085097
4,Ammonia_avg,0.09656255697422708,0.0075475992203914155,0.08720407449805455,0.05450166248098677,0.007729637586022038
5,Manganese_avg,0.035872933210779126,0.04127581653516867,0.09161049170149907,0.06775050789569796,0.004177774901548644
