,Feature,weight,chem_ratio
10,Liquid_Polyaluminium_Chloride,72340.48,0.5141717926543861
11,Hydrated_Lime,29754.870000000003,0.2114876048389258
9,Liquid_Chlorine,19956.219999999998,0.1418420974260236
12,Aluminium_Sulphate,12488.880000000001,0.08876675711642376
8,Soda_Ash,6152.76,0.04373174796424078
