,Feature,final_weight
0,pH_avg,0.2315510019832824
1,Turbidity_avg,0.12943277337043335
2,Color_avg,0.4334216964916256
3,Iron_avg,0.07779912588515622
4,Ammonia_avg,0.059054884329946274
5,Manganese_avg,0.06548517953385598
