,Feature,final_weight
0,pH_avg,0.25182733241509325
1,Turbidity_avg,0.06417273274029742
2,Color_avg,0.5165648424737812
3,Iron_avg,0.055336346229180565
4,Ammonia_avg,0.045948059590022815
5,Manganese_avg,0.06615068655162448
