,Feature,weight,chem_ratio
10,Liquid_Polyaluminium_Chloride,72340.48,0.5141717926543861
11,Hydrated_Lime,29754.87,0.21148760483892579
9,Liquid_Chlorine,19956.22,0.14184209742602363
12,Aluminium_Sulphate,12488.880000000001,0.08876675711642376
8,Soda_Ash,6152.759999999999,0.04373174796424077
