,Feature,Soda_Ash,Liquid_Chlorine,Liquid_Polyaluminium_Chloride,Hydrated_Lime,Aluminium_Sulphate
0,pH_avg,0.418813622805521,0.25874997484532236,0.1817948293644188,0.2524526910002286,0.16860608998381157
1,Turbidity_avg,0.07044811744169238,0.10889645004361209,0.059665461375349206,0.0603020451817294,0.042506540929581144
2,Color_avg,0.05996327613352999,0.13670257310094397,0.30831686600364133,0.09784794838058318,0.3892024085115578
3,Iron_avg,0.23529620638110876,0.26434568712879136,0.3067693134756364,0.4014581686515282,0.18447529526894407
4,Ammonia_avg,0.036090387747108356,0.06796585340130573,0.08439315908357976,0.08792602271090108,0.17016653202767845
5,Manganese_avg,0.17938838949103952,0.16333946148002454,0.05906037069737441,0.10001312407502945,0.04504313327842688
