,Feature,final_weight
0,pH_avg,0.2708994809916362
1,Turbidity_avg,0.08367281394494203
2,Color_avg,0.28450439188067717
3,Iron_avg,0.19756467025801489
4,Ammonia_avg,0.11057339191054368
5,Manganese_avg,0.05278525101418605
