,Unnamed: 0,Kibbled Aluminium Sulphate_min,Kibbled Aluminium Sulphate_max,Kibbled Aluminium Sulphate _avg,Flopam FA 920 PWG _min,Flopam FA 920 PWG _max,Flopam FA 920 PWG _avg,Soda Ash (Pre) _min,Soda Ash (Pre) _max,Soda Ash (Pre) _avg,Soda Ash (Post) _min,Soda Ash (Post) _max,Soda Ash (Post) _avg,Liquid Chlorine _min,Liquid Chlorine _max,Liquid Chlorine _avg,Sodium Silico Fluoride _min,Sodium Silico Fluoride _max,Sodium Silico Fluoride _avg,Date,wtp,Liquid Aluminium Sulphate_min,Liquid Aluminium Sulphate_max,Liquid Aluminium Sulphate _avg,Hydrated Lime (Pre) _min,Hydrated Lime (Pre) _max,Hydrated Lime (Pre) _avg,Hydrated Lime (Post) _min,Hydrated Lime (Post) _max,Hydrated Lime (Post) _avg,Soda Ash _min,Soda Ash _max,Soda Ash _avg,Hydrated Lime _min,Hydrated Lime _max,Hydrated Lime _avg,Liquid Polyaluminium Chloride_min,Liquid Polyaluminium Chloride_max,Liquid Polyaluminium Chloride _avg,Liquid Chlorine (Pre) _min,Liquid Chlorine (Pre) _max,Liquid Chlorine (Pre) _avg,Liquid Chlorine (Intermediate)_min,Liquid Chlorine (Intermediate)_max,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _min,Liquid Chlorine (Post) _max,Liquid Chlorine (Post) _avg,Sodium Aluminosilicate_min,Sodium Aluminosilicate_max,Sodium Aluminosilicate _avg,Sodium Fluoride _min,Sodium Fluoride _max,Sodium Fluoride _avg,Superfloc C 591 PWG _min,Superfloc C 591 PWG _max,Superfloc C 591 PWG _avg,Aluminium Chlorohydrate_min,Aluminium Chlorohydrate_max,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _min,Flopam AH 912 PWG _max,Flopam AH 912 PWG _avg,Hydrated Lime (Intermediate)_min,Hydrated Lime (Intermediate)_max,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Powder) (Pre)_min,Hydrated Lime (Powder) (Pre)_max,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Powder) (Post)_min,Hydrated Lime (Powder) (Post)_max,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder)_min,Hydrated Lime (Powder)_max,Hydrated Lime (Powder) _avg,Flopam FO 4190 PWG_min,Flopam FO 4190 PWG_max,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG_min,Flopam FO 4290 PWG_max,Flopam FO 4290 PWG _avg,Polyelectrolyte AN 910 PWG_min,Polyelectrolyte AN 910 PWG_max,Polyelectrolyte AN 910 PWG _avg,Microsand _min,Microsand _max,Microsand _avg,Activated Carbon _min,Activated Carbon _max,Activated Carbon _avg,Flopam FL 4520 PWG_min,Flopam FL 4520 PWG_max,Flopam FL 4520 PWG _avg,Modified Liquid Alum _min,Modified Liquid Alum _max,Modified Liquid Alum _avg,Potassium Permanganate_min,Potassium Permanganate_max,Potassium Permanganate _avg,Polymer Tianfloc C3080_min,Polymer Tianfloc C3080_max,Polymer Tianfloc C3080 _avg,Sodium Hypochlorite _min,Sodium Hypochlorite _max,Sodium Hypochlorite _avg
73,14,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,40,3.7,14/4/2021,Bernam River Headworks (Old),33.4,43.6,37.44,5.27,6.25,5.96,7.03,7.05,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,15,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,15/4/2021,Bernam River Headworks (Old),33.3,51.4,38.29,5.27,6.07,5.47,7.03,7.03,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,16,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,16/4/2021,Bernam River Headworks (Old),30.7,43.7,35.08,5.27,6.05,5.79,7.03,7.05,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,17,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,17/4/2021,Bernam River Headworks (Old),28.2,54,32.48,4.11,6.05,4.82,7.04,7.05,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,18,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,18/4/2021,Bernam River Headworks (Old),33.3,56.6,41.74,5.28,7.03,5.97,7.04,7.05,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,19,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,19/4/2021,Bernam River Headworks (Old),30.8,36,32.71,5.26,5.28,5.27,7.04,7.05,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,20,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,20/4/2021,Bernam River Headworks (Old),25.7,28.2,27.78,4.1,4.11,4.1,7,7.04,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,21,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,21/4/2021,Bernam River Headworks (Old),28.2,28.3,28.23,4.1,4.1,4.1,7.04,7.04,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,22,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,22/4/2021,Bernam River Headworks (Old),28.3,48.9,37.25,4.1,6.27,5.07,7.05,7.05,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,23,,,,0.02,0.03,0.03,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,23/4/2021,Bernam River Headworks (Old),33.3,61.7,42.59,6.25,7.05,6.38,7.05,7.05,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,24,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,24/4/2021,Bernam River Headworks (Old),30.8,38.4,33.19,5.28,6.27,5.43,7.04,7.04,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,25,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,25/4/2021,Bernam River Headworks (Old),28.3,33.3,30.18,5.29,5.29,5.29,7.05,7.05,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,26,,,,0.02,0.03,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,26/4/2021,Bernam River Headworks (Old),28.2,54.4,33.43,4.1,6.86,4.72,7.04,7.04,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,27,,,,0.02,0.03,0.03,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,27/4/2021,Bernam River Headworks (Old),3.7,341.1,68.34,6.06,7.14,6.42,7.08,7.08,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,28,,,,0.02,0.03,0.03,,,,,,,3.47,3.81,3.74,0.35,0.4,0.39,28/4/2021,Bernam River Headworks (Old),33.4,49.1,37.22,5.27,6.43,5.71,7.03,7.52,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,29,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,29/4/2021,Bernam River Headworks (Old),33.4,36,35.11,5.27,6.07,5.67,7.03,7.03,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,30,,,,0.02,0.02,0.02,,,,,,,3.81,3.81,3.81,0.4,0.4,0.4,30/4/2021,Bernam River Headworks (Old),30.8,64,40.36,5.27,5.29,5.28,7.03,7.05,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,1/4/2021,Kalumpang,,,,,,,,,,4.95,6.18,5.77,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,2/4/2021,Kalumpang,,,,,,,,,,4.95,6.18,5.57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,3,0,0,0,,,,,,,,,,3,3.48,3.16,0.43,0.58,0.47,3/4/2021,Kalumpang,,,,,,,,,,4.95,7.17,5.96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4,0,0,0,,,,,,,,,,2.85,2.85,2.85,0.41,0.41,0.41,4/4/2021,Kalumpang,,,,,,,,,,5.2,5.23,5.23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5,0,0,0,,,,,,,,,,2.85,3,2.95,0.41,0.43,0.42,5/4/2021,Kalumpang,,,,,,,,,,4.95,6.18,5.45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,6/4/2021,Kalumpang,,,,,,,,,,4.95,6.18,5.57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,7,0,0,0,,,,,,,,,,3,3.41,3.27,0.43,0.46,0.45,7/4/2021,Kalumpang,,,,,,,,,,4.95,5.63,5.4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,8,0,0,0,,,,,,,,,,2.85,3,2.95,0.41,0.43,0.42,8/4/2021,Kalumpang,,,,,,,,,,4.71,4.95,4.87,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,9,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,9/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10,0,0,0,,,,,,,,,,3,3.27,3.25,0.43,0.44,0.43,10/4/2021,Kalumpang,,,,,,,,,,4.95,6.35,5.42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,11,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,11/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,12,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,12/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,13,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,13/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,14,0,0,0,,,,,,,,,,2.85,3,2.95,0.41,0.43,0.42,14/4/2021,Kalumpang,,,,,,,,,,0.95,4.95,4.54,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,15,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,15/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,16,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,16/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,17,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,17/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,18,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,18/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,19,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,19/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,20,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,20/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,21,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,21/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,22,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,22/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,23,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,23/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,24,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,24/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,25,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,25/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,26,0,0,0,,,,,,,,,,2.72,3,2.91,0.42,0.43,0.43,26/4/2021,Kalumpang,,,,,,,,,,4.5,4.95,4.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,27,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,27/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,28,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,28/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,29,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,29/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,30,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,30/4/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,0,0,0,,,,,,,,,,2.5,2.63,2.53,0.49,0.51,0.5,1/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2,0,0,0,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,2/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,3,0,0,0,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,3/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4,0,0,0,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,4/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5,0,0,0,,,,,,,,,,2.5,2.52,2.51,0.51,0.52,0.51,5/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6,10,20,14.4,,,,,,,,,,2.5,2.77,2.57,0.51,0.51,0.51,6/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,7,12,14,13.6,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,7/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,8,0,0,0,,,,,,,,,,2.5,2.52,2.51,0.5,0.51,0.51,8/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,9,0,0,0,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,9/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,10,0,0,0,,,,,,,,,,2.47,2.5,2.48,0.51,0.51,0.51,10/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,11,0,0,0,,,,,,,,,,2.47,2.5,2.48,0.51,0.51,0.51,11/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,12,0,0,0,,,,,,,,,,2.38,2.5,2.47,0.49,0.51,0.51,12/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,13,12,20,15.5,,,,,,,,,,2.38,2.6,2.48,0.49,0.57,0.51,13/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,14,10,10,10,,,,,,,,,,2.5,2.6,2.54,0.51,0.51,0.51,14/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,15,0,0,0,,,,,,,,,,0.51,0.51,0.51,2.5,2.6,2.57,15/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,16,0,0,0,,,,,,,,,,2.5,2.6,2.57,0.51,0.51,0.51,16/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,17,0,0,0,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,17/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,18,0,0,0,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,18/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,19,12,16,14,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,19/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,20,0,0,0,,,,,,,,,,2.5,2.67,2.56,0.51,0.52,0.51,20/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,21,0,0,0,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,21/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,22,12,16,13.5,,,,,,,,,,2.27,2.6,2.44,0.48,0.54,0.51,22/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,23,10,10,10,,,,,,,,,,2.5,2.61,2.56,0.51,0.54,0.53,23/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,24,14,16,14.8,,,,,,,,,,2.5,2.5,2.5,0.51,0.54,0.51,24/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,25,10,16,14,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,25/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,26,10,14,12,,,,,,,,,,2.5,2.65,2.54,0.49,0.51,0.5,26/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,27,0,0,0,,,,,,,,,,2.5,2.7,2.56,0.5,0.51,0.51,27/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,28,10,16,11.5,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,28/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,29,10,12,11.43,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,29/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,30,12,16,14.18,,,,,,,,,,2.5,2.5,2.5,0.51,0.51,0.51,30/4/2021,Kuala Kubu Bharu,,,,,,,,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,,,,,,,,,,,,,,,,0.51,0.51,0.51,1/4/2021,North Hummock,,,,11.27,11.82,11.52,5.91,6.22,6.16,,,,,,,40.92,49.76,43.71,3.57,3.57,3.57,0,0,0,2.86,2.86,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
