,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Hydrated Lime (Powder) (Intermediate),Liquid Polyaluminium Chloride ,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),wtp,Date,Month,Quarter,Water Source,Lembangan
17060,,,,,6.74,0.55,,,,,2.8,22.83,,,,0.0,,,,,,,,,,,,,,,,,,,,25.44,,,,,,,,Rantau Panjang New,2022-06-03,6,2,River,Sg Selangor
17061,,,,,6.64,0.53,,,,,2.76,23.56,,,,0.0,,,,,,,,,,,,,,,,,,,,28.54,,,,,,,,Rantau Panjang New,2022-06-04,6,2,River,Sg Selangor
17062,,,,,6.55,0.55,,,,,2.72,18.37,,,,0.0,,,,,,,,,,,,,,,,,,,,18.63,,,,,,,,Rantau Panjang New,2022-06-05,6,2,River,Sg Selangor
17063,,,,,6.73,0.55,,,,,2.79,18.71,,,,0.0,,,,,,,,,,,,,,,,,,,,21.88,,,,,,,,Rantau Panjang New,2022-06-06,6,2,River,Sg Selangor
17064,,,,,6.64,0.53,,,,,2.76,18.23,,,,0.0,,,,,,,,,,,,,,,,,,,,18.47,,,,,,,,Rantau Panjang New,2022-06-07,6,2,River,Sg Selangor
17065,,,,,6.72,0.53,,,,,2.74,18.32,,,,0.0,,,,,,,,,,,,,,,,,,,,18.56,,,,,,,,Rantau Panjang New,2022-06-08,6,2,River,Sg Selangor
17066,,,,,6.68,0.54,,,,,2.77,18.33,,,,0.0,,,,,,,,,,,,,,,,,,,,18.51,,,,,,,,Rantau Panjang New,2022-06-09,6,2,River,Sg Selangor
17067,,,,,6.71,0.55,,,,,2.79,19.25,,,,0.0,,,,,,,,,,,,,,,,,,,,28.75,,,,,,,,Rantau Panjang New,2022-07-01,7,3,River,Sg Selangor
17068,,,,,6.76,0.5,,,,,2.73,18.49,,,,0.0,,,,,,,,,,,,,,,,,,,,18.75,,,,,,,,Rantau Panjang New,2022-07-10,7,3,River,Sg Selangor
17069,,,,,6.68,0.54,,,,,2.74,18.91,,,,0.0,,,,,,,,,,,,,,,,,,,,21.53,,,,,,,,Rantau Panjang New,2022-07-11,7,3,River,Sg Selangor
17070,,,,,6.7,0.46,,,,,2.72,20.29,,,,0.0,,,,,,,,,,,,,,,,,,,,25.06,,,,,,,,Rantau Panjang New,2022-07-12,7,3,River,Sg Selangor
17071,,,,,6.68,0.54,,,,,2.77,18.38,,,,0.0,,,,,,,,,,,,,,,,,,,,18.44,,,,,,,,Rantau Panjang New,2022-07-02,7,3,River,Sg Selangor
17072,,,,,6.57,0.54,,,,,2.76,28.8,,,,0.0,,,,,,,,,,,,,,,,,,,,40.18,,,,,,,,Rantau Panjang New,2022-07-03,7,3,River,Sg Selangor
17073,,,,,6.36,0.54,,,,,2.64,24.29,,,,0.0,,,,,,,,,,,,,,,,,,,,28.3,,,,,,,,Rantau Panjang New,2022-07-04,7,3,River,Sg Selangor
17074,,,,,6.65,0.56,,,,,2.81,18.51,,,,0.0,,,,,,,,,,,,,,,,,,,,18.81,,,,,,,,Rantau Panjang New,2022-07-05,7,3,River,Sg Selangor
17075,,,,,6.7,0.54,,,,,2.77,22.27,,,,0.0,,,,,,,,,,,,,,,,,,,,32.23,,,,,,,,Rantau Panjang New,2022-07-06,7,3,River,Sg Selangor
17076,,,,,6.68,0.53,,,,,2.76,18.33,,,,0.0,,,,,,,,,,,,,,,,,,,,18.44,,,,,,,,Rantau Panjang New,2022-07-07,7,3,River,Sg Selangor
17077,,,,,6.73,0.53,,,,,2.74,18.31,,,,0.0,,,,,,,,,,,,,,,,,,,,18.53,,,,,,,,Rantau Panjang New,2022-07-08,7,3,River,Sg Selangor
17078,,,,,6.53,0.54,,,,,2.73,21.29,,,,0.0,,,,,,,,,,,,,,,,,,,,25.27,,,,,,,,Rantau Panjang New,2022-07-09,7,3,River,Sg Selangor
17079,,,,,6.63,0.55,,,,,2.76,25.06,,,,0.0,,,,,,,,,,,,,,,,,,,,40.1,,,,,,,,Rantau Panjang New,2022-08-01,8,3,River,Sg Selangor
17080,,,,,6.83,0.49,,,,,2.71,18.11,,,,0.0,,,,,,,,,,,,,,,,,,,,18.25,,,,,,,,Rantau Panjang New,2022-08-10,8,3,River,Sg Selangor
17081,,,,,6.64,0.52,,,,,2.77,19.63,,,,0.0,,,,,,,,,,,,,,,,,,,,24.97,,,,,,,,Rantau Panjang New,2022-08-11,8,3,River,Sg Selangor
17082,,,,,6.64,0.45,,,,,2.69,23.47,,,,0.0,,,,,,,,,,,,,,,,,,,,28.81,,,,,,,,Rantau Panjang New,2022-08-12,8,3,River,Sg Selangor
17083,,,,,6.65,0.54,,,,,2.74,18.38,,,,0.0,,,,,,,,,,,,,,,,,,,,18.42,,,,,,,,Rantau Panjang New,2022-08-02,8,3,River,Sg Selangor
17084,,,,,6.66,0.54,,,,,2.8,26.19,,,,0.0,,,,,,,,,,,,,,,,,,,,28.79,,,,,,,,Rantau Panjang New,2022-08-03,8,3,River,Sg Selangor
17085,,,,,6.59,0.53,,,,,2.73,20.66,,,,0.0,,,,,,,,,,,,,,,,,,,,25.01,,,,,,,,Rantau Panjang New,2022-08-04,8,3,River,Sg Selangor
17086,,,,,6.65,0.55,,,,,2.8,18.41,,,,0.0,,,,,,,,,,,,,,,,,,,,18.82,,,,,,,,Rantau Panjang New,2022-08-05,8,3,River,Sg Selangor
17087,,,,,6.63,0.53,,,,,2.73,27.15,,,,0.0,,,,,,,,,,,,,,,,,,,,40.11,,,,,,,,Rantau Panjang New,2022-08-06,8,3,River,Sg Selangor
17088,,,,,6.67,0.53,,,,,2.75,18.27,,,,0.0,,,,,,,,,,,,,,,,,,,,18.47,,,,,,,,Rantau Panjang New,2022-08-07,8,3,River,Sg Selangor
17089,,,,,6.63,0.55,,,,,2.74,19.03,,,,0.0,,,,,,,,,,,,,,,,,,,,21.96,,,,,,,,Rantau Panjang New,2022-08-08,8,3,River,Sg Selangor
17090,,,,,6.67,0.54,,,,,2.74,18.54,,,,0.0,,,,,,,,,,,,,,,,,,,,21.99,,,,,,,,Rantau Panjang New,2022-08-09,8,3,River,Sg Selangor
17091,,,,,6.6,0.53,,,,,2.77,18.47,,,,0.0,,,,,,,,,,,,,,,,,,,,21.44,,,,,,,,Rantau Panjang New,2022-09-01,9,3,River,Sg Selangor
17092,,,,,6.72,0.48,,,,,2.67,21.64,,,,0.0,,,,,,,,,,,,,,,,,,,,25.4,,,,,,,,Rantau Panjang New,2022-09-10,9,3,River,Sg Selangor
17093,,,,,6.72,0.5,,,,,2.74,22.37,,,,0.0,,,,,,,,,,,,,,,,,,,,25.3,,,,,,,,Rantau Panjang New,2022-09-11,9,3,River,Sg Selangor
17094,,,,,6.61,0.46,,,,,2.78,24.68,,,,0.0,,,,,,,,,,,,,,,,,,,,28.77,,,,,,,,Rantau Panjang New,2022-09-12,9,3,River,Sg Selangor
17095,,,,,6.65,0.54,,,,,2.76,18.38,,,,0.0,,,,,,,,,,,,,,,,,,,,18.44,,,,,,,,Rantau Panjang New,2022-09-02,9,3,River,Sg Selangor
17096,,,,,6.56,0.54,,,,,2.76,23.52,,,,0.0,,,,,,,,,,,,,,,,,,,,25.31,,,,,,,,Rantau Panjang New,2022-09-03,9,3,River,Sg Selangor
17097,,,,,6.67,0.55,,,,,2.76,20.83,,,,0.0,,,,,,,,,,,,,,,,,,,,25.15,,,,,,,,Rantau Panjang New,2022-09-04,9,3,River,Sg Selangor
17098,,,,,6.69,0.56,,,,,2.78,18.3,,,,0.0,,,,,,,,,,,,,,,,,,,,18.59,,,,,,,,Rantau Panjang New,2022-09-05,9,3,River,Sg Selangor
17099,,,,,6.28,0.51,,,,,2.59,29.13,,,,0.0,,,,,,,,,,,,,,,,,,,,39.64,,,,,,,,Rantau Panjang New,2022-09-06,9,3,River,Sg Selangor
17100,,,,,6.68,0.54,,,,,2.77,18.85,,,,0.0,,,,,,,,,,,,,,,,,,,,21.53,,,,,,,,Rantau Panjang New,2022-09-07,9,3,River,Sg Selangor
17101,,,,,6.7,0.55,,,,,2.76,18.64,,,,0.0,,,,,,,,,,,,,,,,,,,,21.78,,,,,,,,Rantau Panjang New,2022-09-08,9,3,River,Sg Selangor
17102,,,,,6.61,0.54,,,,,2.73,18.19,,,,0.0,,,,,,,,,,,,,,,,,,,,18.32,,,,,,,,Rantau Panjang New,2022-09-09,9,3,River,Sg Selangor
20750,7.6,,,,4.49,0.44,,,,2.8,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-01,1,1,River,Sg Selangor
20751,6.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-10,1,1,River,Sg Selangor
20752,0.0,,,,4.17,0.45,,,,0.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-11,1,1,River,Sg Selangor
20753,0.0,,,,4.17,0.45,,,,0.0,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-12,1,1,River,Sg Selangor
20754,0.0,,,,4.55,0.45,,,,0.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-02,1,1,River,Sg Selangor
20755,0.0,,,,4.56,0.45,,,,0.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-03,1,1,River,Sg Selangor
20756,0.0,,,,4.57,0.45,,,,0.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-04,1,1,River,Sg Selangor
20757,0.0,,,,4.58,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-05,1,1,River,Sg Selangor
20758,0.0,,,,4.55,0.45,,,,0.0,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-06,1,1,River,Sg Selangor
20759,0.0,,,,4.17,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-07,1,1,River,Sg Selangor
20760,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-08,1,1,River,Sg Selangor
20761,8.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-09,1,1,River,Sg Selangor
20762,0.0,,,,4.55,0.43,,,,0.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-01,10,4,River,Sg Selangor
20763,16.33,,,,4.17,0.45,,,,4.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-10,10,4,River,Sg Selangor
20764,4.0,,,,4.17,0.45,,,,2.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-11,10,4,River,Sg Selangor
20765,10.6,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-12,10,4,River,Sg Selangor
20766,0.0,,,,4.56,0.45,,,,0.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-02,10,4,River,Sg Selangor
20767,0.0,,,,4.56,0.45,,,,0.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-03,10,4,River,Sg Selangor
20768,0.0,,,,4.56,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-04,10,4,River,Sg Selangor
20769,0.0,,,,4.57,0.45,,,,0.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-05,10,4,River,Sg Selangor
20770,4.0,,,,4.56,0.45,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-06,10,4,River,Sg Selangor
20771,0.0,,,,4.17,0.45,,,,0.0,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-07,10,4,River,Sg Selangor
20772,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-08,10,4,River,Sg Selangor
20773,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-09,10,4,River,Sg Selangor
20774,0.0,,,,4.55,0.43,,,,0.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-01,11,4,River,Sg Selangor
20775,4.29,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-10,11,4,River,Sg Selangor
20776,13.6,,,,4.17,0.45,,,,10.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-11,11,4,River,Sg Selangor
20777,10.0,,,,4.17,0.43,,,,0.0,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-12,11,4,River,Sg Selangor
20778,0.0,,,,4.56,0.44,,,,0.0,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-02,11,4,River,Sg Selangor
20779,0.0,,,,4.56,0.45,,,,0.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-03,11,4,River,Sg Selangor
20780,4.0,,,,4.57,0.45,,,,0.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-04,11,4,River,Sg Selangor
20781,0.0,,,,4.56,0.45,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-05,11,4,River,Sg Selangor
20782,8.5,,,,4.17,0.45,,,,2.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-06,11,4,River,Sg Selangor
20783,0.0,,,,4.17,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-07,11,4,River,Sg Selangor
20784,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-08,11,4,River,Sg Selangor
20785,9.78,,,,4.17,0.45,,,,7.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-09,11,4,River,Sg Selangor
20786,0.0,,,,4.55,0.43,,,,0.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-01,12,4,River,Sg Selangor
20787,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-10,12,4,River,Sg Selangor
20788,0.0,,,,4.17,0.45,,,,0.0,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-11,12,4,River,Sg Selangor
20789,0.0,,,,4.17,0.44,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-12,12,4,River,Sg Selangor
20790,0.0,,,,4.57,0.45,,,,0.0,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-02,12,4,River,Sg Selangor
20791,0.0,,,,4.56,0.45,,,,0.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-03,12,4,River,Sg Selangor
20792,0.0,,,,4.56,0.45,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-04,12,4,River,Sg Selangor
20793,0.0,,,,4.56,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-05,12,4,River,Sg Selangor
20794,2.0,,,,4.17,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-06,12,4,River,Sg Selangor
20795,0.0,,,,4.17,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-07,12,4,River,Sg Selangor
20796,6.67,,,,4.17,0.45,,,,2.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-08,12,4,River,Sg Selangor
20797,4.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-09,12,4,River,Sg Selangor
20798,0.0,,,,4.55,0.43,,,,0.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-13,1,1,River,Sg Selangor
20799,10.0,,,,4.17,0.45,,,,3.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-13,10,4,River,Sg Selangor
20800,0.0,,,,4.17,0.45,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-13,11,4,River,Sg Selangor
20801,10.0,,,,4.17,0.45,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-13,12,4,River,Sg Selangor
20802,10.0,,,,4.56,0.45,,,,3.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-02-13,2,1,River,Sg Selangor
20803,0.0,,,,4.56,0.45,,,,0.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-03-13,3,1,River,Sg Selangor
20804,0.0,,,,4.57,0.45,,,,0.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-04-13,4,2,River,Sg Selangor
20805,0.0,,,,4.57,0.45,,,,0.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-05-13,5,2,River,Sg Selangor
20806,14.43,,,,4.17,0.45,,,,10.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-06-13,6,2,River,Sg Selangor
20807,0.0,,,,4.17,0.45,,,,0.0,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-07-13,7,3,River,Sg Selangor
20808,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-08-13,8,3,River,Sg Selangor
20809,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-09-13,9,3,River,Sg Selangor
20810,0.0,,,,4.55,0.43,,,,0.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-14,1,1,River,Sg Selangor
20811,5.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-14,10,4,River,Sg Selangor
20812,23.5,,,,4.17,0.45,,,,4.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-14,11,4,River,Sg Selangor
20813,0.0,,,,4.17,0.45,,,,0.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-14,12,4,River,Sg Selangor
20814,0.0,,,,4.56,0.45,,,,0.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-02-14,2,1,River,Sg Selangor
20815,10.29,,,,4.56,0.45,,,,2.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-03-14,3,1,River,Sg Selangor
20816,0.0,,,,4.56,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-04-14,4,2,River,Sg Selangor
20817,0.0,,,,4.56,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-05-14,5,2,River,Sg Selangor
20818,4.0,,,,4.17,0.45,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-06-14,6,2,River,Sg Selangor
20819,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-07-14,7,3,River,Sg Selangor
20820,11.2,,,,4.17,0.45,,,,2.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-08-14,8,3,River,Sg Selangor
20821,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-09-14,9,3,River,Sg Selangor
20822,0.0,,,,4.55,0.43,,,,0.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-15,1,1,River,Sg Selangor
20823,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-15,10,4,River,Sg Selangor
20824,10.0,,,,4.17,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-15,11,4,River,Sg Selangor
20825,0.0,,,,4.17,0.44,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-15,12,4,River,Sg Selangor
20826,0.0,,,,4.57,0.45,,,,0.0,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-02-15,2,1,River,Sg Selangor
20827,16.83,,,,4.56,0.45,,,,4.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-03-15,3,1,River,Sg Selangor
20828,0.0,,,,4.57,0.45,,,,0.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-04-15,4,2,River,Sg Selangor
20829,0.0,,,,4.57,0.45,,,,0.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-05-15,5,2,River,Sg Selangor
20830,0.0,,,,4.17,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-06-15,6,2,River,Sg Selangor
20831,0.0,,,,4.17,0.45,,,,0.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-07-15,7,3,River,Sg Selangor
20832,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-08-15,8,3,River,Sg Selangor
20833,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-09-15,9,3,River,Sg Selangor
20834,0.0,,,,4.56,0.43,,,,0.0,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-16,1,1,River,Sg Selangor
20835,0.0,,,,4.17,0.45,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-16,10,4,River,Sg Selangor
20836,9.0,,,,4.17,0.45,,,,0.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-16,11,4,River,Sg Selangor
20837,0.0,,,,244.99,0.44,,,,0.0,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-16,12,4,River,Sg Selangor
20838,0.0,,,,4.56,0.45,,,,0.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-02-16,2,1,River,Sg Selangor
20839,11.43,,,,4.56,0.45,,,,2.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-03-16,3,1,River,Sg Selangor
20840,14.0,,,,4.56,0.45,,,,2.83,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-04-16,4,2,River,Sg Selangor
20841,18.0,,,,4.58,0.45,,,,6.25,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-05-16,5,2,River,Sg Selangor
20842,10.0,,,,4.17,0.45,,,,2.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-06-16,6,2,River,Sg Selangor
20843,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-07-16,7,3,River,Sg Selangor
20844,0.0,,,,4.17,0.45,,,,0.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-08-16,8,3,River,Sg Selangor
20845,15.14,,,,4.17,0.45,,,,8.67,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-09-16,9,3,River,Sg Selangor
20846,9.0,,,,4.56,0.44,,,,1.5,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-01-17,1,1,River,Sg Selangor
20847,0.0,,,,4.17,0.45,,,,0.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-10-17,10,4,River,Sg Selangor
20848,0.0,,,,4.17,0.45,,,,0.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-11-17,11,4,River,Sg Selangor
20849,0.0,,,,4.17,0.44,,,,0.0,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungai Rangkap,2022-12-17,12,4,River,Sg Selangor
