Month,WTP,New WTP,SIpH,SIDO,SISS,SIBOD,SICOD,SIAN,WQI
2/28/2021,Salak Tinggi,Salak Tinggi,99.201925,49.7549998,68.77588083,85.8065,78.618,63.88891084,72.3
2/28/2021,Sungai Pangsoon,Sungai Pangsoon,98.880772,97.3208,95.69261497,91.8131,93.647,92.1,94.8
2/28/2021,Sungai Lolo,Sungai Lolo - Baru,98.777008,100,96.29067101,91.5593,91.918,90,94.9
2/28/2021,Sungai Serai,Sungai Serai,99.093995,96.8587598,95.09892502,99.8924,98.036,90,96.6
2/28/2021,Bukit Nanas,Bukit Nanas,97.7548,11.484825,97.5,93.3359,89.79,87.15170205,75
2/28/2021,Sungai Batu,Sungai Batu,95.98078,90.8735136,97.5,86.6948,88.859,84.75,90.5
2/28/2021,Sungai Gombak,Sungai Gombak,90.11422,100,95.69261497,90.1634,90.189,88.95,93
2/28/2021,Ampang Intake,Ampang Intake,79.964795,100,84.09811951,89.8673,93.115,87.9,90.2
2/28/2021,Sungai Rangkap,Sungai Rangkap,97.679573,100,96.29067101,98.5388,93.78,92.1,96.7
2/28/2021,Kepong,Kepong,96.51808,100,97.5,92.0246,94.445,90,95.3
2/28/2021,Sungai Rumput,Sungai Rumput,91.704875,100,93.9245259,92.1938,86.598,91.05,93.1
2/28/2021,Wangsa Maju,Wangsa Maju,99.19022,6.874075,95.09892502,89.3597,88.859,70.05,70.3
2/28/2021,Sungai Semenyih,Sungai Semenyih,96.764032,13.2547664,86.17026563,86.864,89.125,78.45,70.8
2/28/2021,Sungai Labu,Sungai Labu,98.9792,73.5901408,95.69261497,87.2024,88.593,80.55,86.2
2/28/2021,Semenyih 2,Semenyih 2,99.281677,25.2203618,94.50957173,84.7067,82.741,88.95,75.3
2/28/2021,Sungai Selangor Fasa 1,Sungai Selangor Fasa 1,98.611357,93.0634832,78.23894962,93.8012,88.194,78.99692365,88.6
2/28/2021,Rasa,Rasa,98.667908,97.0171472,95.69261497,98.1581,94.977,83.7,94.9
2/28/2021,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 1,93.048925,37.1235408,63.883794,95.1971,85.534,95.25,75.6
2/28/2021,Langat 2,Langat 2,98.948755,100,82.08658899,90.3749,92.849,86.85,92.1
2/28/2021,Labohan Dagang,Labohan Dagang,97.803875,80.4754,95.69261497,92.6591,81.544,85.8,88.3
2/28/2022,Sungai Sireh,Sungai Sireh,,,,,,,77.4
2/28/2022,Bernam River Headworks,Bernam River Headworks,,,,,,,87.9
2/28/2022,RANTAU PANJANG,Rantau Panjang New,,,,,,,83.9
2/28/2022,North Hummock,North Hummock,,,,,,,85.3
2/28/2022,Batang Kali,Batang Kali,,,,,,,92.2
2/28/2022,Kuala Kubu Baru,Kuala Kubu Bharu,,,,,,,94.6
2/28/2022,Kalumpang,Kalumpang,,,,,,,94.8
2/28/2022,Sungai Selisek,Sungai Selisek,,,,,,,91
2/28/2022,Sungai Dusun,Sungai Dusun,,,,,,,91.9
2/28/2022,Sungai Tengi,Sungai Tengi,,,,,,,90.3
2/28/2022,Wangsa Maju,Wangsa Maju,,,,,,,74.5
2/28/2022,Bukit Nanas,Bukit Nanas,,,,,,,90.7
2/28/2022,Sungai Batu,Sungai Batu,,,,,,,85
2/28/2022,Sungai Gombak,Sungai Gombak,,,,,,,92.9
2/28/2022,Ampang Intake,Ampang Intake,,,,,,,94.5
2/28/2022,Sungai Rangkap,Sungai Rangkap,,,,,,,94.1
2/28/2022,Kepong,Kepong,,,,,,,94.3
2/28/2022,Sungai Rumput,Sungai Rumput,,,,,,,91.2
2/28/2022,Sungai Selangor Fasa 1,Sungai Selangor Fasa 1,,,,,,,78.8
11/30/2021,SSP2,Sungai Selangor Fasa 2 Stream D,98.694595,45.858125,90.5030959,97.2698,86.864,71.10007401,79.5
2/28/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 1,,,,,,,82.7
2/28/2022,Rasa,Rasa,,,,,,,84.2
2/28/2022,Bukit Tampoi,Bukit Tampoi,,,,,,,87.1
2/28/2022,Salak Tinggi,Salak Tinggi,,,,,,,86.8
2/28/2022,Sungai Semenyih,Sungai Semenyih,,,,,,,79.9
2/28/2022,Sungai Labu,Sungai Labu,,,,,,,87.8
2/28/2022,Semenyih 2,Semenyih 2,,,,,,,82.4
2/28/2022,Labohan Dagang,Labohan Dagang,,,,,,,84.4
2/28/2022,Sungai Langat,Sungai Langat,,,,,,,94.8
2/28/2022,Cheras Batu 11,Cheras Batu 11,,,,,,,84.3
2/28/2022,Sungai Pangsoon,Sungai Pangsoon,,,,,,,95.3
2/28/2022,Sungai Lolo,Sungai Lolo,,,,,,,91.4
2/28/2022,Sungai Serai,Sungai Serai,,,,,,,94.8
2/28/2022,Langat 2,Langat 2,,,,,,,89.8
2/28/2022,Intake Semantan (Langat 2),Intake Semantan (Langat 2),,,,,,,90.2
3/31/2021,Bernam River Headworks,Bernam River Headworks (New),96.34382,100,87.22958698,97.6082,69.8185157,96.3,91.7
3/31/2021,Rantau Panjang,Rantau Panjang New,95.581168,82.6087456,58.33416685,80.52516159,83.938,81.32202946,79.9
3/31/2021,North Hummock,North Hummock,86.028272,74.5194566,95.69261497,96.3392,68.56273367,90,84.8
3/31/2021,Batang Kali,Batang Kali,98.880772,83.7544016,96.29067101,88.133,76.889,87.9,87.9
3/31/2021,Kuala Kubu Bharu,Kuala Kubu Bharu,98.611357,100,96.29067101,90.6287,92.716,90,94.8
3/31/2021,Kalumpang,Kalumpang,97.603012,100,96.29067101,88.8521,93.381,92.1,94.8
3/31/2021,Selisek,Sungai Selisek,98.880772,84.3161446,87.76515196,90.6287,73.564,92.1,87.3
3/31/2021,Sungai Dusun,Sungai Dusun,98.777008,100,79.65495716,88.4714,85.002,71.1,87.7
3/31/2021,Sungai Tengi,Sungai Tengi,93.7052,97.2714142,90.5030959,90.671,91.519,77.4,90.6
11/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,86.6
3/31/2021,Sungai Sireh,Sungai Sireh,96.853933,93.907225,77.31244979,92.786,80.081,88.95,88.4
3/31/2021,Sungai Langat,Sungai Langat,98.611357,77.6259254,87.22958698,98.3696,92.716,82.74593147,88.8
3/31/2021,Bukit Tampoi,Bukit Tampoi New,99.24832,62.0864592,85.12651283,96.0431,68.56273367,23.46973172,71.9
3/31/2021,Cheras Batu 11,Cheras Batu 11,98.110925,67.5418304,86.69796706,99.2579,92.45,69.44081134,84.6
3/31/2021,Salak Tinggi,Salak Tinggi,99.281677,36.2508,77.31244979,94.3511,84.071,32.37731178,68.5
3/31/2021,Sungai Pangsoon,Sungai Pangsoon,99.160048,100,95.69261497,98.2004,93.647,96.3,97.3
3/31/2021,Sungai Lolo,Sungai Lolo - Baru,91.704875,100,96.89312275,93.4205,80.613,94.2,93.3
3/31/2021,Sungai Serai,Sungai Serai,98.55118,100,97.5,97.862,92.051,87.9,95.9
3/31/2021,Bukit Nanas,Bukit Nanas,94.567957,3.901875,96.29067101,95.7893,88.992,84.67889208,72.8
3/31/2021,Sungai Batu,Sungai Batu,97.932155,82.8402,96.29067101,93.5474,76.889,88.95,88.8
3/31/2021,Sungai Gombak,Sungai Gombak,87.367955,100,96.29067101,95.0702,87.529,85.8,92.8
3/31/2021,Ampang Intake,Ampang Intake,92.89742,100,89.39578585,97.4813,93.647,90,94.5
3/31/2021,Sungai Rangkap,Sungai Rangkap,97.365325,100,93.9245259,80.2652,92.45,87.9,91.9
3/31/2021,Kepong,Kepong,97.389995,100,97.5,99.554,85.933,91.05,95.6
3/31/2021,Sungai Rumput,Sungai Rumput,96.431555,100,75.50061967,97.6082,74.0778965,87.9,89.2
3/31/2021,Wangsa Maju,Wangsa Maju,98.98688,5.6037102,95.69261497,97.016,89.391,85.66038147,74
3/31/2021,Sungai Semenyih,Sungai Semenyih,97.200197,71.9745472,89.39578585,98.3696,85.534,80.85223858,86.3
3/31/2021,Sungai Labu,Sungai Labu,99.242468,70.4701586,96.29067101,92.6591,79.283,82.65,85.5
3/31/2021,Semenyih 2,Semenyih 2,99.547325,54.9956688,96.89312275,90.3749,61.75960957,85.8,79.5
3/31/2021,Sungai Selangor Fasa 1,Sungai Selangor Fasa 1,98.777008,96.0628794,76.85438084,85.8488,84.47,75.39796886,86.4
3/31/2021,Rasa,Rasa,99.600397,92.5004494,96.89312275,90.4172,93.647,93.15,93.9
3/31/2021,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 1,96.294517,56.4855328,81.5929871,97.7351,97.77,86.85,84.3
3/31/2021,Langat 2,Langat 2,98.948755,100,86.69796706,96.7622,92.184,75.3,92.2
3/31/2021,Labohan Dagang,Labohan Dagang,95.98078,100,96.89312275,96.0431,77.155,84.75,92.3
3/31/2022,Sungai Sireh,Sungai Sireh,,,,,,,75.8
3/31/2022,Bernam River Headworks,Bernam River Headworks,,,,,,,73.2
3/31/2022,RANTAU PANJANG,Rantau Panjang New,,,,,,,81.8
3/31/2022,North Hummock,North Hummock,,,,,,,88.2
3/31/2022,Batang Kali,Batang Kali,,,,,,,89.6
3/31/2022,Kuala Kubu Baru,Kuala Kubu Bharu,,,,,,,93.5
3/31/2022,Kalumpang,Kalumpang,,,,,,,93.4
3/31/2022,Sungai Selisek,Sungai Selisek,,,,,,,76.6
3/31/2022,Sungai Dusun,Sungai Dusun,,,,,,,90
3/31/2022,Sungai Tengi,Sungai Tengi,,,,,,,95.1
3/31/2022,Wangsa Maju,Wangsa Maju,,,,,,,67.1
3/31/2022,Bukit Nanas,Bukit Nanas,,,,,,,87.8
3/31/2022,Sungai Batu,Sungai Batu,,,,,,,87.3
3/31/2022,Sungai Gombak,Sungai Gombak,,,,,,,90.8
3/31/2022,Ampang Intake,Ampang Intake,,,,,,,84.4
3/31/2022,Sungai Rangkap,Sungai Rangkap,,,,,,,95.7
3/31/2022,Kepong,Kepong,,,,,,,91.8
3/31/2022,Sungai Rumput,Sungai Rumput,,,,,,,88.9
3/31/2022,Sungai Selangor Fasa 1,Sungai Selangor Fasa 1,,,,,,,76.5
11/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,86.6
3/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 1,,,,,,,65.6
3/31/2022,Rasa,Rasa,,,,,,,88.2
3/31/2022,Bukit Tampoi,Bukit Tampoi,,,,,,,84.4
3/31/2022,Salak Tinggi,Salak Tinggi,,,,,,,79.3
3/31/2022,Sungai Semenyih,Sungai Semenyih,,,,,,,77.2
3/31/2022,Sungai Labu,Sungai Labu,,,,,,,82.3
3/31/2022,Semenyih 2,Semenyih 2,,,,,,,83.8
3/31/2022,Labohan Dagang,Labohan Dagang,,,,,,,88.7
3/31/2022,Sungai Langat,Sungai Langat,,,,,,,87.6
3/31/2022,Cheras Batu 11,Cheras Batu 11,,,,,,,89.8
3/31/2022,Sungai Pangsoon,Sungai Pangsoon,,,,,,,94.8
3/31/2022,Sungai Lolo,Sungai Lolo,,,,,,,95.4
3/31/2022,Sungai Serai,Sungai Serai,,,,,,,95
3/31/2022,Langat 2,Langat 2,,,,,,,90.8
3/31/2022,Intake Semantan (Langat 2),Intake Semantan (Langat 2),,,,,,,91.2
4/30/2021,BERNAM RIVER HEADWORKS,Bernam River Headworks (New),97.389995,96.9120384,80.13405701,92.9129,85.135,93.15,91.1
4/30/2021,RANTAU PANJANG,Rantau Panjang New,98.880772,86.3802704,79.17942196,90.3749,85.135,79.91983869,86.3
4/30/2021,NORTH HUMMOCK,North Hummock,73.696608,19.8337862,95.69261497,92.6591,77.022,76.73042605,70
4/30/2021,BATANG KALI,Batang Kali,98.9792,78.005,96.29067101,95.2394,92.051,92.1,91.1
4/30/2021,KUALA KUBU BARU,Kuala Kubu Bharu,98.553472,100,92.76724071,95.6201,86.465,96.3,95.1
4/30/2021,KALUMPANG,Kalumpang,98.9792,100,95.69261497,92.8283,89.79,98.4,96
4/30/2021,SELISEK,Sungai Selisek,97.603012,82.1424192,61.10760076,90.2903,78.618,78.45,81.1
4/30/2021,SG DUSUN,Sungai Dusun,97.679573,100,89.39578585,91.3055,89.258,83.7,92.2
4/30/2021,SG TENGI,Sungai Tengi,98.829557,100,84.09811951,92.9129,85.534,81.6,90.9
4/30/2021,SG BUAYA,Unknown,,,,,,,
12/31/2021,SSP2,Sungai Selangor Fasa 2 Stream C,99.326395,84.6495568,42.9372992,95.9585,89.258,83.7074469,82.5
4/30/2021,SG SIREH,Sungai Sireh,97.029733,86.4857166,82.58387809,91.8977,83.938,75.3,86.1
4/30/2021,SG LANGAT,Sungai Langat,98.9792,97.2714142,83.08487939,87.0755,92.317,81.32202946,90.1
4/30/2021,BUKIT TAMPOI,Bukit Tampoi New,95.581168,55.4431362,72.4582,88.6406,80.613,49.36420736,72.4
4/30/2021,CHERAS MILE 11,Cheras Batu 11,98.667908,51.2547338,80.6167457,87.9638,83.14,42.29712933,72.4
4/30/2021,SALAK TINGGI,Salak Tinggi,98.4337,25.6198592,49.73603202,86.0603,72.03752356,50.94140827,60.9
4/30/2021,SG PANGSOON,Sungai Pangsoon,98.868875,100,96.29067101,90.248,93.115,98.4,96.1
4/30/2021,SG LOLO,Sungai Lolo - Baru,98.287955,100,96.89312275,89.3597,95.11,96.3,95.9
4/30/2021,SG SERAI,Sungai Serai,99.159355,94.4885706,96.89312275,90.671,92.849,94.2,94.4
4/30/2021,BUKIT NANAS,Bukit Nanas,96.672797,2.023667403,96.89312275,99.3848,88.46,73.2,71.6
4/30/2021,SG BATU,Sungai Batu,97.99448,89.8681114,96.89312275,97.9043,83.539,82.65,91.4
4/30/2021,GOMBAK,Sungai Gombak,94.10752,100,95.09892502,100.0193,98.834,97.35,97.9
4/30/2021,AMPANG INTAKE,Ampang Intake,90.41432,100,75.94848876,97.9889,88.726,96.3,92.3
4/30/2021,SG RANGKAP,Sungai Rangkap,98.9792,100,96.89312275,95.4932,90.056,85.8,94.8
4/30/2021,KEPONG,Kepong,97.462,100,97.5,99.2579,86.598,92.1,95.8
4/30/2021,SG RUMPUT,Sungai Rumput,93.638,100,96.89312275,98.4119,82.076,90,94.1
4/30/2021,WANGSA MAJU,Wangsa Maju,95.791652,24.6905434,96.89312275,99.2579,85.002,74.25,76
4/30/2021,SG SEMENYIH,Sungai Semenyih,98.494253,14.5604432,57.25405397,91.517,81.411,83.22545507,67.1
4/30/2021,SG LABU,Sungai Labu,99.026413,32.5171792,95.09892502,92.8283,85.534,90,79.1
4/30/2021,SEMENYIH 2,Semenyih 2,99.3913,32.2336064,95.69261497,92.9129,78.751,86.85,77.6
4/30/2021,SSP 1,Sungai Selangor Fasa 1,99.547325,83.5276128,91.62683962,91.1786,86.199,80.55,88.2
4/30/2021,RASA,Rasa,98.553472,97.3208,96.89312275,98.4119,91.785,95.25,96.4
4/30/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 1,97.828693,63.2492624,82.58387809,92.0246,88.992,81.32202946,82.8
4/30/2021,LANGAT 2,Langat 2,99.159355,100,89.94740053,91.0094,89.79,92.1,93.8
4/30/2021,LABOHAN DAGANG,Labohan Dagang,98.930653,89.3962784,95.09892502,92.0669,83.672,91.05,91.3
4/30/2022,Sungai Sireh,Sungai Sireh,,,,,,,82.6
4/30/2022,Bernam River Headworks,Bernam River Headworks,,,,,,,82.7
4/30/2022,RANTAU PANJANG,Rantau Panjang New,,,,,,,81.7
4/30/2022,North Hummock,North Hummock,,,,,,,81.4
4/30/2022,Batang Kali,Batang Kali,,,,,,,91.2
4/30/2022,Kuala Kubu Baru,Kuala Kubu Bharu,,,,,,,94.3
4/30/2022,Kalumpang,Kalumpang,,,,,,,91.8
4/30/2022,Sungai Selisek,Sungai Selisek,,,,,,,87
4/30/2022,Sungai Dusun,Sungai Dusun,,,,,,,91
4/30/2022,Sungai Tengi,Sungai Tengi,,,,,,,91.9
4/30/2022,Wangsa Maju,Wangsa Maju,,,,,,,74.4
4/30/2022,Bukit Nanas,Bukit Nanas,,,,,,,83.7
4/30/2022,Sungai Batu,Sungai Batu,,,,,,,83.7
4/30/2022,Sungai Gombak,Sungai Gombak,,,,,,,92.6
4/30/2022,Ampang Intake,Ampang Intake,,,,,,,86.9
4/30/2022,Sungai Rangkap,Sungai Rangkap,,,,,,,94.7
4/30/2022,Kepong,Kepong,,,,,,,93.6
4/30/2022,Sungai Rumput,Sungai Rumput,,,,,,,92
4/30/2022,Sungai Selangor Fasa 1,Sungai Selangor Fasa 1,,,,,,,86.2
12/31/2021,SSP2,Sungai Selangor Fasa 2 Stream D,99.326395,84.6495568,42.9372992,95.9585,89.258,83.7074469,82.5
4/30/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 1,,,,,,,81
4/30/2022,Rasa,Rasa,,,,,,,84.2
4/30/2022,Bukit Tampoi,Bukit Tampoi,,,,,,,84.4
4/30/2022,Salak Tinggi,Salak Tinggi,,,,,,,72.2
4/30/2022,Sungai Semenyih,Sungai Semenyih,,,,,,,80.1
4/30/2022,Sungai Labu,Sungai Labu,,,,,,,81
4/30/2022,Semenyih 2,Semenyih 2,,,,,,,83.1
4/30/2022,Labohan Dagang,Labohan Dagang,,,,,,,87.4
4/30/2022,Sungai Langat,Sungai Langat,,,,,,,94.5
4/30/2022,Cheras Batu 11,Cheras Batu 11,,,,,,,83.1
4/30/2022,Sungai Pangsoon,Sungai Pangsoon,,,,,,,95
4/30/2022,Sungai Lolo,Sungai Lolo,,,,,,,93.4
4/30/2022,Sungai Serai,Sungai Serai,,,,,,,94.5
4/30/2022,Langat 2,Langat 2,,,,,,,93
4/30/2022,Intake Semantan (Langat 2),Intake Semantan (Langat 2),,,,,,,91.3
5/31/2021,BERNAM RIVER HEADWORKS,Bernam River Headworks (New),97.445888,92.7442,55.60950666,93.9704,78.352,68.62362696,81.7
5/31/2021,RANTAU PANJANG,Rantau Panjang New,98.494253,80.4754,60.77251842,94.5626,83.273,71.94234394,81.3
5/31/2021,NORTH HUMMOCK,North Hummock,90.568132,19.9572,95.09892502,93.2936,78.618,82.65,73.2
5/31/2021,BATANG KALI,Batang Kali,99.026413,100,96.89312275,95.1971,94.578,81.6,94.8
5/31/2021,KUALA KUBU BARU,Kuala Kubu Bharu,99.356093,100,96.29067101,99.131,90.721,92.1,96.5
5/31/2021,KALUMPANG,Kalumpang,96.853933,100,96.89312275,92.4053,90.721,96.3,95.6
5/31/2021,SELISEK,Sungai Selisek,98.611357,93.53,87.22958698,96.7199,90.322,75.3,90.5
5/31/2021,SG DUSUN,Sungai Dusun,97.029733,100,96.89312275,93.0398,86.997,83.7,93.3
5/31/2021,SG TENGI,Sungai Tengi,98.777008,100,92.76724071,95.1125,91.12,77.4,93
5/31/2021,SG BUAYA,Unknown,,,,,,,
12/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,84.6
5/31/2021,SG SIREH,Sungai Sireh,93.446692,78.005,81.5929871,98.6234,59.23431171,80.55,81.7
5/31/2021,SG LANGAT,Sungai Langat,99.281677,100,81.5929871,92.4053,90.987,86.65203084,92.1
5/31/2021,BUKIT TAMPOI,Bukit Tampoi New,98.553472,48.1052,35.94829489,84.9182,73.59306163,72.36668102,66.9
5/31/2021,CHERAS MILE 11,Cheras Batu 11,99.072292,48.1052,71.2027333,92.4476,87.263,75.39796886,76.7
5/31/2021,SALAK TINGGI,Salak Tinggi,97.901252,5.68,60.77251842,93.9281,86.066,83.7074469,66.9
5/31/2021,SG PANGSOON,Sungai Pangsoon,99.12728,100,95.69261497,96.0854,88.46,92.1,95.4
5/31/2021,SG LOLO,Sungai Lolo - Baru,87.367955,100,96.29067101,96.4661,84.869,94.2,93.9
5/31/2021,SG SERAI,Sungai Serai,98.868875,96.2412,96.89312275,96.4661,92.45,96.3,96.1
5/31/2021,BUKIT NANAS,Bukit Nanas,96.097373,2.9688,95.09892502,97.862,90.189,86.65203084,73.4
5/31/2021,SG BATU,Sungai Batu,99.242468,72.7858,95.09892502,96.0854,86.066,71.1,85.8
5/31/2021,GOMBAK,Sungai Gombak,93.757195,100,95.69261497,99.0041,92.583,83.7,94.7
5/31/2021,AMPANG INTAKE,Ampang Intake,96.603395,100,84.61040919,93.7166,95.642,87.9,93.4
5/31/2021,SG RANGKAP,Sungai Rangkap,98.9792,100,95.69261497,98.285,94.179,81.6,95.2
5/31/2021,KEPONG,Kepong,97.01182,100,96.29067101,93.8012,95.11,87.9,95.3
5/31/2021,SG RUMPUT,Sungai Rumput,95.19662,100,94.50957173,95.1125,88.46,90,94.3
5/31/2021,WANGSA MAJU,Wangsa Maju,98.9792,4.2356,96.29067101,89.8673,92.317,85.66038147,72.9
5/31/2021,SG SEMENYIH,Sungai Semenyih,97.7548,45.1104,58.18380384,93.3782,87.662,92.1,76.5
5/31/2021,SG LABU,Sungai Labu,96.486325,27.78,96.89312275,94.3511,90.987,80.55,77.8
5/31/2021,SEMENYIH 2,Semenyih 2,98.4337,96.2412,95.69261497,89.1482,84.071,92.1,92.5
5/31/2021,SSP 1,Sungai Selangor Fasa 1,99.356093,91.9176,83.58961808,96.2123,87.795,74.52088135,89
5/31/2021,RASA,Rasa,98.9792,78.005,63.52731301,93.0398,87.396,79.5,82.8
5/31/2021,SSP 3 BKT BDG,Sungai Selangor Fasa 3 Stage 1,99.160048,76.7332,84.61040919,98.5388,84.736,83.7,87.2
5/31/2021,LANGAT 2,Langat 2,98.930653,100,89.39578585,94.4357,92.982,83.7,93.5
5/31/2021,LABOHAN DAGANG,Labohan Dagang,98.4337,95.6306,95.69261497,89.6135,84.736,85.8,91.6
5/31/2022,Sungai Sireh,Sungai Sireh,,,,,,,85.7
5/31/2022,Bernam River Headworks,Bernam River Headworks,,,,,,,94.2
5/31/2022,RANTAU PANJANG,Rantau Panjang New,,,,,,,85.5
5/31/2022,North Hummock,North Hummock,,,,,,,82.8
5/31/2022,Batang Kali,Batang Kali,,,,,,,87.6
5/31/2022,Kuala Kubu Baru,Kuala Kubu Bharu,,,,,,,93.7
5/31/2022,Kalumpang,Kalumpang,,,,,,,92.7
5/31/2022,Sungai Selisek,Sungai Selisek,,,,,,,87.4
5/31/2022,Sungai Dusun,Sungai Dusun,,,,,,,91.4
5/31/2022,Sungai Tengi,Sungai Tengi,,,,,,,92.3
5/31/2022,Wangsa Maju,Wangsa Maju,,,,,,,71.8
5/31/2022,Bukit Nanas,Bukit Nanas,,,,,,,68.7
5/31/2022,Sungai Batu,Sungai Batu,,,,,,,87.1
5/31/2022,Sungai Gombak,Sungai Gombak,,,,,,,92.4
5/31/2022,Ampang Intake,Ampang Intake,,,,,,,89.5
5/31/2022,Sungai Rangkap,Sungai Rangkap,,,,,,,95.1
5/31/2022,Kepong,Kepong,,,,,,,93.2
5/31/2022,Sungai Rumput,Sungai Rumput,,,,,,,90.6
5/31/2022,Sungai Selangor Fasa 1,Sungai Selangor Fasa 1,,,,,,,79.8
12/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,84.6
5/31/2022,Sungai Selangor Fasa 3,Sungai Selangor Fasa 3 Stage 1,,,,,,,85.6
5/31/2022,Rasa,Rasa,,,,,,,85.6
5/31/2022,Bukit Tampoi,Bukit Tampoi,,,,,,,83.4
5/31/2022,Salak Tinggi,Salak Tinggi,,,,,,,72.9
5/31/2022,Sungai Semenyih,Sungai Semenyih,,,,,,,81.7
5/31/2022,Sungai Labu,Sungai Labu,,,,,,,80.1
5/31/2022,Semenyih 2,Semenyih 2,,,,,,,88
5/31/2022,Labohan Dagang,Labohan Dagang,,,,,,,92.1
5/31/2022,Sungai Langat,Sungai Langat,,,,,,,94.8
5/31/2022,Cheras Batu 11,Cheras Batu 11,,,,,,,88
5/31/2022,Sungai Pangsoon,Sungai Pangsoon,,,,,,,93.5
5/31/2022,Sungai Lolo,Sungai Lolo,,,,,,,93.7
5/31/2022,Sungai Serai,Sungai Serai,,,,,,,94.8
5/31/2022,Langat 2,Langat 2,,,,,,,92.7
5/31/2022,Intake Semantan (Langat 2),Intake Semantan (Langat 2),,,,,,,88.7
6/30/2021,BERNAM RIVER HEADWORKS,Bernam River Headworks (New),98.34302,83.98,82.58387809,97.3967,93.514,81.6,89.2
6/30/2021,RANTAU PANJANG,Rantau Panjang New,97.670755,85.0898,61.44529507,96.593,82.874,77.4,83.5
6/30/2021,NORTH HUMMOCK,North Hummock,95.144192,19.9572,97.5,97.9889,72.5,86.65203084,74.6
6/30/2021,BATANG KALI,Batang Kali,95.9968,75.4386,95.09892502,97.5659,92.45,92.1,90.5
6/30/2021,KUALA KUBU BARU,Kuala Kubu Bharu,99.356093,100,96.29067101,99.0041,89.258,96.3,96.9
6/30/2021,KALUMPANG,Kalumpang,98.777008,100,96.29067101,97.9466,93.381,95.25,97.1
6/30/2021,SELISEK,Sungai Selisek,95.791652,83.98,86.69796706,94.3511,79.416,84.75,87.2
6/30/2021,SG DUSUN,Sungai Dusun,93.576613,100,96.29067101,99.4271,98.036,83.7,95.8
6/30/2021,SG TENGI,Sungai Tengi,95.031613,100,89.94740053,88.6406,85.268,85.8,91.1
6/30/2021,SG BUAYA,Unknown,,,,,,,
2/28/2021,Sungai Selangor Fasa 2,Sungai Selangor Fasa 2 Stream C,96.294517,49.1550054,87.22958698,96.4661,86.066,80.55,80.5
6/30/2021,SG SIREH,Sungai Sireh,95.144192,95.6306,91.06289964,97.5236,96.041,81.6,93.2
6/30/2021,SG LANGAT,Sungai Langat,98.611357,100,79.65495716,82.2533,79.948,80.85223858,87.1
6/30/2021,BUKIT TAMPOI,Bukit Tampoi New,98.178148,80.4754,66.08123849,94.6049,89.657,36.98800607,77.9
6/30/2021,CHERAS MILE 11,Cheras Batu 11,97.603012,51.1048,56.79678766,85.4681,83.938,48.12948692,68.9
6/30/2021,SALAK TINGGI,Salak Tinggi,98.930653,5.68,79.17942196,80.1383,80.613,64.27271573,63.6
6/30/2021,SG PANGSOON,Sungai Pangsoon,99.19022,100,96.29067101,94.6049,91.253,94.2,96
6/30/2021,SG LOLO,Sungai Lolo - Baru,98.98688,100,95.69261497,92.1515,93.647,90,95.2
6/30/2021,SG SERAI,Sungai Serai,99.19022,96.2412,96.89312275,95.8316,89.391,91.05,94.7
6/30/2021,BUKIT NANAS,Bukit Nanas,94.9177,3.5794,96.29067101,93.9281,92.982,77.6300991,72
6/30/2021,SG BATU,Sungai Batu,99.457712,90.1468,96.89312275,92.0669,80.081,86.65203084,90.6
6/30/2021,GOMBAK,Sungai Gombak,98.600195,100,93.9245259,91.7708,86.864,91.05,93.9
6/30/2021,AMPANG INTAKE,Ampang Intake,96.85208,100,95.09892502,91.3901,90.987,90,94.3
6/30/2021,SG RANGKAP,Sungai Rangkap,96.764032,100,96.29067101,99.0041,91.386,90,96
6/30/2021,KEPONG,Kepong,97.01182,100,95.69261497,90.3749,86.332,94.2,94.1
6/30/2021,SG RUMPUT,Sungai Rumput,95.39992,100,92.76724071,89.3597,91.519,96.3,94.4
6/30/2021,WANGSA MAJU,Wangsa Maju,99.116837,4.2356,96.29067101,91.3901,86.997,81.79423265,71.8
6/30/2021,SG SEMENYIH,Sungai Semenyih,98.110925,22.4768,74.61492163,97.3121,82.475,86.15492887,73.3
6/30/2021,SG LABU,Sungai Labu,98.4337,57.08,96.29067101,86.4833,87.396,91.05,83.8
6/30/2021,SEMENYIH 2,Semenyih 2,99.35,65.8388,94.50957173,80.16133747,90.854,92.1,85.1
6/30/2021,SSP 1,Sungai Selangor Fasa 1,99.624932,85.0898,88.30468878,95.4932,88.194,73.2,88
6/30/2021,RASA,Rasa,98.494253,72.7858,93.9245259,99.0041,92.45,87.9,89.6
