wtp,Date,Column2,Column3,Year,Month,ChemicalCode,ChemicalName,TotalMTConsumed,UnitPrice,TotalRMAmount,Column1
Kuala Kubu Bharu,1/4/2022,4,2022,2022,4,A02,Kibbled Aluminium Sulphate (50kg / bag),0.9,1200,1080,April
Kuala Kubu Bharu,1/4/2022,4,2022,2022,4,B04,Soda Ash (25kg / bag),2.35,1900,4465,April
Kuala Kubu Bharu,1/4/2022,4,2022,2022,4,C02,Liquid Chlorine (68kg / Cylinder),0.612,8400,5140.8,April
Kuala Kubu Bharu,1/2/2022,2,2022,2022,2,B04,Soda Ash (25kg / bag),1.7,1900,3230,February
Kuala Kubu Bharu,1/2/2022,2,2022,2022,2,C02,Liquid Chlorine (68kg / Cylinder),0.476,8400,3998.4,February
Kuala Kubu Bharu,1/2/2022,2,2022,2022,2,C03,Chloride of Lime Min 60% (50kg / drum),0.05,6000,300,February
Kuala Kubu Bharu,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),0.125,3600,450,February
Kuala Kubu Bharu,1/3/2022,3,2022,2022,3,A02,Kibbled Aluminium Sulphate (50kg / bag),1,1200,1200,March
Kuala Kubu Bharu,1/3/2022,3,2022,2022,3,B04,Soda Ash (25kg / bag),2.15,1900,4085,March
Sungai Buaya,1/1/2022,1,2022,2022,1,A02,Kibbled Aluminium Sulphate (50kg / bag),0.1,1200,120,January
Sungai Buaya,1/1/2022,1,2022,2022,1,B04,Soda Ash (25kg / bag),0.05,1900,95,January
North Hummock,1/1/2022,1,2022,2022,1,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),15.578,698,10873.444,January
