Month,WTP (Water Treatment Plant),wtp,Liquid Aluminium Sulphate (Bulk),Kibbled Aluminium Sulphate (50kg / bag),Modified Liquid Alum (Bulk),Hydrated Lime (powder) (Bulk),Hydrated Lime (25kg / bag),Hydrated Lime (1000kg / bag),Liquid Chlorine (930kg / drum),Liquid Chlorine (68kg / Cylinder),Liquid Polyaluminium Chloride (Bulk),Liquid Polyaluminium Chloride (25kg / carboy),Flopam FO 4290 PWG (25kg / bag),Flopam FO 4190 PWG (25kg / bag),Flopam FA 920 PWG (25kg / bag),Flopam AH 912 PWG (25kg / bag),Flopam FL 4520 PWG (210kg / drum),Superfloc C 591 PWG (210kg / drum),Superfloc N300 PWG (25kg / drum),Sodium Silico Fluoride,Sodium Fluoride,Microsand (1000kg / bag),Aluminium Chlorohydrate (bulk),Potassium Permanganate (50kg / drum),Soda Ash (25kg / bag),Chloride of Lime (50kg / drum),Sodium Hypochlorite (25kg / carboy),Sodium Aluminosilicate (25kg / bag),Sodium Aluminosilicate (500kg / bag OR 100kg /bag),Sodium Hydroxide (Min 48%) (Bulk OR 25kg / carboy),Sodium Hydroxide (Min 10% - 15%) (Bulk OR 25kg / carboy),Sodium Meta Bisulphite (25kg / carboy),Citric Acid (25kg / carboy),Oxalic Acid (25kg / bag),Activated Carbon (25kg / bag),Activated Carbon (500kg / 1000kg per bag),Snowflake GHMW PWG (25kg/bag),Snowflake ROO PWG (500kg/bag),Flopam AN934 PWG (25kg/bag),Flopam AH 912 PWG (25kg / bag),Polymer Tianfloc C3080,Polymer C8030
Apr,Sungai Dusun,Sungai Dusun,0,0.6,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
Apr,Sungai Selisek,Sungai Selisek,0,1,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0
Apr,Sungai Tengi,Sungai Tengi,0,0.95,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,1.375,0.05,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
Apr,Kalumpang,Kalumpang,0,0.45,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1.025,0.05,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0
Apr,Kuala Kubu Bharu,Kuala Kubu Bharu,0,0.9,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0
Apr,North Hummock,North Hummock,0,0,0,0,8.475,0,0,3.264,22.824,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Apr,Rantau Panjang,Rantau Panjang New,0,0,0,0,5.225,0,0,4.352,28.379,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0
Apr,Sungai Sireh,Sungai Sireh,0,0,0,0,5,0,2.79,0,0,0,0,0,0,0.2,0,0,0,0.425,0,0,14.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Bukit Nanas,Bukit Nanas,77.34,0,0,36.67,0,0,19.53,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
Apr,Sungai Batu,Sungai Batu,140.157,0,0,22.8,1,0,11.16,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Ampang Intake,Ampang Intake,0,11.7,0,0,0,1.2,0,1.36,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Sungai Rangkap,Sungai Rangkap,0,0.75,0,0,1.25,0,0,0.81,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Sungai Gombak,Sungai Gombak,0,9,0,0,4.375,0,0,2.72,0,0,0,0,0.05,0,0,0,0,0.7,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0
Apr,Kepong,Kepong,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.35,0,0,0,0,0,0.075,0.025,0,0,0,0,0,0,0,0,0,0
Apr,Sungai Rumput,Sungai Rumput,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.025,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0
Apr,Wangsa Maju,Wangsa Maju,35.783,0,0,9.244,0,0,6.885,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,SSP1,Sungai Selangor Fasa 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,SSP2,Sungai Selangor Fasa 2 Stream C,1238.95,0,0,381.75,0,0,255.699,0,0,0,15.692,0,0,0,0,0,0,25.432,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,SSP3,Sungai Selangor Fasa 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Rasa,Rasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Sungai Semenyih,Sungai Semenyih,741.19,0,0,286.82,0,0,92.07,0,0,0,0,0,0,0,3.78,0,0,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Sungai Labu,Sungai Labu,0,0,0,0,0,8.014,13.802,0,40.072,0,0,0.125,0,0,0,0,0,1.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0
Apr,Semenyih 2,Semenyih 2,0,0,0,11.8,0,0,20.38,0,147.307,0,0,0,0,0,0,0,0,1.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0
Apr,Bukit Tampoi,Bukit Tampoi New,0,0,0,0,5.95,0,0,1.836,25.116,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0.75,0,0,4.625,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0
Apr,Salak Tinggi,Salak Tinggi,0,3.9,0,0,1.4,0,0,1.088,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Labohan Dagang,Labohan Dagang,160.73,0,0,0,0,0,11.16,0,0,0,0.3,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.2,0,0,0.425,0,0,0
Apr,Sungai Langat,Sungai Langat,539.77,0,0,122.72,0,0,58.59,0,0,0,0,0,0.375,0,0,0,0,7.95,0,0,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0
Apr,Cheras Mile 11,Cheras Batu 11,0,0,54.13,0,10.125,0,0,3.944,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0
Apr,Sungai Serai,Sungai Serai,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Sungai Pangsoon,Sungai Pangsoon,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Sungai Lolo,Sungai Lolo - Baru,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr,Langat 2,Langat 2,0,0,0,74.7,0,0,36.626,0,411.1,0,0,0,0,0.332,0,0,0,5.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.725,0
May,"Bernam River Headworks
(Old & New)",Bernam River Headworks (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Batang Kali,Batang Kali,0,5,0,0,0,0,0,1.156,0,0,0,0,0.025,0,0,0,0,0.275,0,0,0,0,8.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Sungai Dusun,Sungai Dusun,0,0.55,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
May,Sungai Selisek,Sungai Selisek,0,0.7,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Sungai Tengi,Sungai Tengi,0,0.8,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
May,Kalumpang,Kalumpang,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Kuala Kubu Bharu,Kuala Kubu Bharu,0,0.8,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,North Hummock,North Hummock,0,0,0,0,8.4,0,0,3.026,19.169,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
May,Rantau Panjang,Rantau Panjang New,0,0,0,0,6.35,0,0,4.08,35.555,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Sungai Sireh,Sungai Sireh,0,0,0,0,6.5,0,2.79,0,0,0,0,0,0,0,0,0,0,0.475,0,0,24.11,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Bukit Nanas,Bukit Nanas,79.55,0,0,43,0,0,19.53,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0
May,Sungai Batu,Sungai Batu,138.539,0,0,20.66,4.5,0,11.16,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Ampang Intake,Ampang Intake,0,9.1,0,0,1.2,0,0,1.02,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Sungai Rangkap,Sungai Rangkap,0,0.9,0,0,1.3,0,0,1.02,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Sungai Gombak,Sungai Gombak,0,11,0,0,4.9,0,0,2.72,0,0,0,0,0.1,0,0,0,0,0.725,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
May,Kepong,Kepong,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.3,0,0.15,0,0,0,0.05,0.025,0.25,0,0,0,0,0,0,0,0,0
May,Sungai Rumput,Sungai Rumput,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.1,0,0,0,0.075,0.025,0.025,0,0,0,0,0,0,0,0,0
May,Wangsa Maju,Wangsa Maju,35.16,0,0,9.11,0,0,7.39,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
May,SSP1,Sungai Selangor Fasa 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,SSP2,Sungai Selangor Fasa 2 Stream C,1357.48,0,0,434.68,0,0,262.826,0,0,0,18.181,0,0,0,0,0,0,27.708,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,SSP3,Sungai Selangor Fasa 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Rasa,Rasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Sungai Semenyih,Sungai Semenyih,764.39,0,0,292.08,0,0,92.07,0,0,0,0,0,0,0,3.99,0,0,10.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098,0,0
May,Sungai Labu,Sungai Labu,0,0,0,0,0,7.008,14.029,0,43.049,0,0,0.1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0
May,Semenyih 2,Semenyih 2,0,0,0,7.31,0,0,17.648,0,149.311,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0,0,0
May,Bukit Tampoi,Bukit Tampoi New,0,0,0,0,5.65,0,0,1.632,23.392,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.875,0,0,3.575,0,0,0,0,0,0,0,0,0.0165,0,0,0,0,0
May,Salak Tinggi,Salak Tinggi,0,3.3,0,0,1.3,0,0,0.272,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Labohan Dagang,Labohan Dagang,142.12,0,0,0,0,0,9.3,0,0,0,0.25,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,3,0,0,0.3,0,0,0
May,Sungai Langat,Sungai Langat,544.436,0,0,111.2,0,0,65.1,0,0,0,0,0,0.1,0,0,0,0,8.25,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0
May,Cheras Mile 11,Cheras Batu 11,0,0,44.69,0,9.125,0,0,2.72,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
May,Sungai Serai,Sungai Serai,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Sungai Pangsoon,Sungai Pangsoon,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Sungai Lolo,Sungai Lolo - Baru,0,0,0,0,0,0,0,0.816,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Langat 2,Langat 2,0,0,0,65,0,0,36.773,0,474.5,0,0,0,0,0.361,0,0,0,5.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.825,0
Jun,"Bernam River Headworks
(Old & New)",Bernam River Headworks (New),41.473,0,0,4,15,0,0,8.092,0,0,0,0,0.35,0,0,0,0,1.35,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0
Jun,Batang Kali,Batang Kali,0,5,0,0,0,0,0,1.156,0,0,0,0,0.025,0,0,0,0,0.375,0,0,0,0,8.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Sungai Dusun,Sungai Dusun,0,0.45,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1.125,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Sungai Selisek,Sungai Selisek,0,1,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Sungai Tengi,Sungai Tengi,0,5,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Kalumpang,Kalumpang,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.7,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Kuala Kubu Bharu,Kuala Kubu Bharu,0,0,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.9,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,North Hummock,North Hummock,0,0,0,0,8.85,0,0,3.427,20.359,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.12,0,0,0.025,0,0,0,0,0
Jun,Rantau Panjang,Rantau Panjang New,0,0,0,0,5.79,0,0,3.917,32.016,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0
Jun,Sungai Sireh,Sungai Sireh,0,0,0,0,5,0,2.79,0,0,0,0,0,0,0.15,0,0,0,0.475,0,0,21.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Bukit Nanas,Bukit Nanas,62.16,0,0,31.6,0,0,19.53,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
Jun,Sungai Batu,Sungai Batu,133.471,0,0,18.71,7.5,0,11.16,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0.3,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
Jun,Ampang Intake,Ampang Intake,0,10.4,0,0,1.3,0,0,1.36,0,0,0,0,0,0,0,0,0,0.325,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Sungai Rangkap,Sungai Rangkap,0,0.45,0,0,0.9,0,0,0.82,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Sungai Gombak,Sungai Gombak,0,8,0,0,4.55,0,0,2.38,0,0,0,0,0.075,0,0,0,0,0.775,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
Jun,Kepong,Kepong,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0.3,0,0.075,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0
Jun,Sungai Rumput,Sungai Rumput,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.1,0,0.025,0,0,0,0.025,0.075,0.075,0,0,0,0,0,0,0,0,0
Jun,Wangsa Maju,Wangsa Maju,28.14,0,0,6.377,0,0,6.89,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0
Jun,SSP1,Sungai Selangor Fasa 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,SSP2,Sungai Selangor Fasa 2 Stream C,1133.48,0,0,407.65,0,0,255.923,0,0,0,14.774,0,0,0,0,0,0,24.299,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,SSP3,Sungai Selangor Fasa 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Rasa,Rasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Sungai Semenyih,Sungai Semenyih,688.39,0,0,276.98,0,0,92.07,0,0,0,0,0,0,0,0.84,0,0,10.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623,0,0
Jun,Sungai Labu,Sungai Labu,0,0,0,0,0,7.16,13.038,0,38.412,0,0,0.1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Semenyih 2,Semenyih 2,0,0,0,9.24,0,0,18.087,0,154.175,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.15,0,0,0
Jun,Bukit Tampoi,Bukit Tampoi New,0,0,0,0,5.725,0,0,2.584,24.208,0,0,0,0,0,0,0,0,0.275,0,0,0,0,1.35,0,0,2.25,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0
Jun,Salak Tinggi,Salak Tinggi,0,3,0,0,1.3,0,0,0.476,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Labohan Dagang,Labohan Dagang,140.64,0,0,0,0,0,12.09,0,0,0,0.275,0,0,0,0,0,0,0.95,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,4.63,0,0,0.65,0,0,0
Jun,Sungai Langat,Sungai Langat,495.051,0,0,120.284,0,0,58.59,0,0,0,0,0,0.05,0,0,0,0,6.95,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0
Jun,Cheras Mile 11,Cheras Batu 11,0,0,43.59,0,10.5,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.05,0,0
Jun,Sungai Serai,Sungai Serai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Sungai Pangsoon,Sungai Pangsoon,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Sungai Lolo,Sungai Lolo - Baru,0,0,0,0,0,0,0,0.816,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,Langat 2,Langat 2,0,0,0,58.66,0,0,34.909,0,370.4,0,0,0,0,0.34,0,0,0,5.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.525,0
Jul,"Bernam River Headworks
(Old & New)",Bernam River Headworks (New),55.722,0,0,6.92,0.5,0,0,8.636,0,0,0,0,0.425,0,0,0,0,0.4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
Jul,Batang Kali,Batang Kali,0,5,0,0,0,0,0,0.816,0,0,0,0,0.025,0,0,0,0,0.275,0,0,0,0,7.35,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,Sungai Dusun,Sungai Dusun,0,0.6,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,1.075,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
Jul,Sungai Selisek,Sungai Selisek,0,0.65,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,Sungai Tengi,Sungai Tengi,0,0.5,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
Jul,Kalumpang,Kalumpang,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,Kuala Kubu Bharu,Kuala Kubu Bharu,0,0.5,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,North Hummock,North Hummock,0,0,0,0,9.9,0,0,2.856,20.731,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.125,0,0,0.025,0,0,0,0.025,0
Jul,Rantau Panjang,Rantau Panjang New,0,0,0,0,5.9,0,0,4.148,24.517,0,0,0,0,0,0,0,0,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,Sungai Sireh,Sungai Sireh,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0.2,0,0,0,0.475,0,0,15.3,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,Bukit Nanas,Bukit Nanas,79.36,0,0,34.7,0,0,19.53,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0
Jul,Sungai Batu,Sungai Batu,145.341,0,0,19.08,8,0,11.16,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,Ampang Intake,Ampang Intake,0,9.1,0,0,1.7,0,0,1.36,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,Sungai Rangkap,Sungai Rangkap,0,0.3,0,0,0.88,0,0,1.02,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jul,Sungai Gombak,Sungai Gombak,0,6,0,0,4.2,0,0,2.72,0,0,0,0,0.05,0,0,0,0,0.75,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0
Jul,Kepong,Kepong,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.25,0,0.1,0,0,0.025,0,0.025,0.05,0,0,0,0,0,0,0,0,0
Jul,Sungai Rumput,Sungai Rumput,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.05,0,0.1,0,0,0,0.075,0.025,0.025,0,0,0,0,0,0,0,0,0
Jul,Wangsa Maju,Wangsa Maju,33.746,0,0,7.475,0,0,7.345,0,0,0,0,0,0,0,0,0,0,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0
Jul,SSP1,Sungai Selangor Fasa 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
