,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polyelectrolyte AN 910 PWG _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polyelectrolyte AN 910 PWG _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polyelectrolyte AN 910 PWG _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
1335,Bernam River Headworks (Old),28/1/2022,,,,0.01,,,,,,6.62,,,,,3,,28.26,3.83,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.62,,,,,3.3,,30.8,3.83,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.62,,,,,2.94,,25.5,3.83,,,,,,,,,,,,,,,,0.33,
1336,Bernam River Headworks (Old),28/10/2022,,,,0.02,,,,,,7.34,,,,,3.72,,41.84,3.92,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.34,,,,,3.72,,56.4,3.92,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.34,,,,,3.72,,36,3.92,,,,,,,,,,,,,,,,0.4,
1337,Bernam River Headworks (Old),28/11/2022,,,,0.02,,,,,,7.83,,,,,3.61,,33,3.96,,,,,,,,,,,,,,,,0.38,,,,,0.02,,,,,,7.83,,,,,4.02,,36,4.05,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,7.83,,,,,2.81,,28.3,3.93,,,,,,,,,,,,,,,,0.36,
1338,Bernam River Headworks (Old),28/12/2022,,,,0.02,,,,,,7.1,,,,,3.56,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.11,,,,,3.58,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.08,,,,,3.52,,25.7,3.81,,,,,,,,,,,,,,,,0.4,
1339,Bernam River Headworks (Old),28/2/2022,,,,0.02,,,,,,7.22,,,,,3.21,,25.76,3.72,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.23,,,,,3.21,,28,3.72,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.2,,,,,3.2,,25.5,3.72,,,,,,,,,,,,,,,,0.4,
1340,Bernam River Headworks (Old),28/3/2022,,,,0.01,,,,,,6.53,,,,,3.37,,30.5,3.57,,,,,,,,,,,,,,,,0.33,,,,,0.02,,,,,,6.62,,,,,3.69,,36.1,3.94,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.34,,,,,3.31,,27.9,3.5,,,,,,,,,,,,,,,,0.33,
1341,Bernam River Headworks (Old),28/4/2022,,,,0.02,,,,,,7.04,,,,,3.24,,32.22,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.24,,46.2,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.03,,,,,3.24,,28,3.73,,,,,,,,,,,,,,,,0.4,
1342,Bernam River Headworks (Old),28/5/2022,,,,0.01,,,,,,6.89,,,,,3.65,,30.1,3.86,,,,,,,,,,,,,,,,0.34,,,,,0.01,,,,,,6.89,,,,,3.75,,30.7,3.94,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,6.89,,,,,3.34,,28.3,3.72,,,,,,,,,,,,,,,,0.34,
1343,Bernam River Headworks (Old),28/6/2022,,,,0.02,,,,,,7.38,,,,,3.17,,25.5,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.38,,,,,3.17,,25.5,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.38,,,,,3.17,,25.5,3.82,,,,,,,,,,,,,,,,0.4,
1344,Bernam River Headworks (Old),28/7/2022,,,,0.01,,,,,,7.13,,,,,2.67,,25.73,3.95,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,7.13,,,,,2.77,,28.4,3.97,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,7.13,,,,,2.37,,23.4,3.86,,,,,,,,,,,,,,,,0.37,
1345,Bernam River Headworks (Old),28/8/2022,,,,0.02,,,,,,7.27,,,,,3.66,,33.42,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,38.8,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,30.8,3.93,,,,,,,,,,,,,,,,0.4,
1346,Bernam River Headworks (Old),28/9/2022,,,,0.01,,,,,,7.07,,,,,2.6,,26.03,3.85,,,,,,,,,,,,,,,,0.4,,,,,0.01,,,,,,7.36,,,,,3.15,,35.8,4.03,,,,,,,,,,,,,,,,0.4,,,,,0.01,,,,,,7.01,,,,,2.35,,23,3.81,,,,,,,,,,,,,,,,0.4,
1347,Bernam River Headworks (Old),29/1/2022,,,,0.01,,,,,,6.49,,,,,2.96,,25.82,3.72,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.49,,,,,2.96,,27.9,3.72,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.49,,,,,2.96,,25.4,3.72,,,,,,,,,,,,,,,,0.33,
1348,Bernam River Headworks (Old),29/10/2022,,,,0.02,,,,,,7.34,,,,,4.13,,38.88,3.92,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.34,,,,,4.13,,48.6,3.92,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.34,,,,,4.13,,33.5,3.92,,,,,,,,,,,,,,,,0.4,
1349,Bernam River Headworks (Old),29/11/2022,,,,0.02,,,,,,7.73,,,,,3.52,,32.14,3.94,,,,,,,,,,,,,,,,0.38,,,,,0.02,,,,,,7.73,,,,,3.91,,36.5,3.94,,,,,,,,,,,,,,,,0.39,,,,,0.01,,,,,,7.73,,,,,3.14,,28.2,3.94,,,,,,,,,,,,,,,,0.35,
1350,Bernam River Headworks (Old),29/12/2022,,,,0.02,,,,,,7.08,,,,,3.52,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.08,,,,,3.52,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.08,,,,,3.52,,25.7,3.81,,,,,,,,,,,,,,,,0.4,
1351,Bernam River Headworks (Old),29/3/2022,,,,0.01,,,,,,6.39,,,,,3.04,,26.78,3.61,,,,,,,,,,,,,,,,0.35,,,,,0.01,,,,,,6.62,,,,,3.31,,30.8,3.61,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,6.34,,,,,2.99,,25.5,3.61,,,,,,,,,,,,,,,,0.34,
1352,Bernam River Headworks (Old),29/4/2022,,,,0.02,,,,,,7.05,,,,,3.33,,33.29,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.72,,41.1,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.25,,28.1,3.73,,,,,,,,,,,,,,,,0.4,
1353,Bernam River Headworks (Old),29/5/2022,,,,0.01,,,,,,6.46,,,,,3.18,,27.53,3.71,,,,,,,,,,,,,,,,0.36,,,,,0.01,,,,,,6.46,,,,,3.28,,28.2,3.73,,,,,,,,,,,,,,,,0.36,,,,,0.01,,,,,,6.46,,,,,2.89,,25.6,3.63,,,,,,,,,,,,,,,,0.36,
1354,Bernam River Headworks (Old),29/6/2022,,,,0.02,,,,,,7.38,,,,,3.17,,27.06,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.38,,,,,3.17,,30.8,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.38,,,,,3.17,,25.2,3.82,,,,,,,,,,,,,,,,0.4,
1355,Bernam River Headworks (Old),29/7/2022,,,,0.01,,,,,,7.04,,,,,2.64,,25.86,3.86,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,7.13,,,,,2.77,,28.2,3.97,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,6.94,,,,,2.37,,23.6,3.52,,,,,,,,,,,,,,,,0.33,
1356,Bernam River Headworks (Old),29/8/2022,,,,0.02,,,,,,7.27,,,,,3.66,,29.31,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,30.8,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,28.2,3.93,,,,,,,,,,,,,,,,0.4,
1357,Bernam River Headworks (Old),29/9/2022,,,,0.02,,,,,,7.04,,,,,3.48,,28.25,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.04,,,,,3.52,,30.8,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.04,,,,,3.39,,25.7,3.81,,,,,,,,,,,,,,,,0.4,
1358,Bernam River Headworks (Old),3/1/2022,,,,0.01,,,,,,6.55,,,,,4.48,,27.18,3.83,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.72,,,,,4.5,,28,3.89,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,6.42,,,,,4.45,,25.9,3.78,,,,,,,,,,,,,,,,0.32,
1359,Bernam River Headworks (Old),3/10/2022,,,,0.02,,,,,,7.06,,,,,3.22,,33.2,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.03,,,,,,7.06,,,,,3.82,,46.11,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.06,,,,,2.35,,25.74,3.82,,,,,,,,,,,,,,,,0.4,
1360,Bernam River Headworks (Old),3/11/2022,,,,0.02,,,,,,7.66,,,,,3.66,,33.03,4.04,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.85,,,,,3.74,,37.8,4.04,,,,,,,,,,,,,,,,0.43,,,,,0.01,,,,,,7.46,,,,,3.32,,28.3,4.04,,,,,,,,,,,,,,,,0.36,
1361,Bernam River Headworks (Old),3/12/2022,,,,0.02,,,,,,7.05,,,,,3.13,,29.1,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.06,,,,,3.14,,30.9,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.13,,28.2,3.82,,,,,,,,,,,,,,,,0.4,
1362,Bernam River Headworks (Old),3/2/2022,,,,0.02,,,,,,7.23,,,,,3.29,,23.9,3.83,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.24,,,,,3.33,,25.5,3.83,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.21,,,,,3.21,,23.1,3.83,,,,,,,,,,,,,,,,0.4,
1363,Bernam River Headworks (Old),3/3/2022,,,,0.02,,,,,,6.34,,,,,3.67,,32.72,3.58,,,,,,,,,,,,,,,,0.37,,,,,0.02,,,,,,6.37,,,,,3.71,,43.7,3.65,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,6.27,,,,,3.33,,3.31,3.54,,,,,,,,,,,,,,,,0.37,
1364,Bernam River Headworks (Old),3/4/2022,,,,0.02,,,,,,7.04,,,,,3.12,,30.49,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.13,,33.2,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.03,,,,,3.12,,28,3.73,,,,,,,,,,,,,,,,0.4,
1365,Bernam River Headworks (Old),3/5/2022,,,,0.01,,,,,,6.76,,,,,2.97,,25.45,3.72,,,,,,,,,,,,,,,,0.34,,,,,0.01,,,,,,6.84,,,,,2.97,,25.5,3.72,,,,,,,,,,,,,,,,0.35,,,,,0.01,,,,,,6.68,,,,,2.96,,25.4,3.72,,,,,,,,,,,,,,,,0.34,
1366,Bernam River Headworks (Old),3/6/2022,,,,0.02,,,,,,7.27,,,,,3.21,,25.6,3.72,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.21,,25.6,3.72,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.21,,25.6,3.72,,,,,,,,,,,,,,,,0.4,
1367,Bernam River Headworks (Old),3/7/2022,,,,0.01,,,,,,7.19,,,,,2.8,,23.55,3.9,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,7.19,,,,,2.8,,23.6,3.9,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,7.19,,,,,2.8,,23.5,3.9,,,,,,,,,,,,,,,,0.38,
1368,Bernam River Headworks (Old),3/8/2022,,,,0.02,,,,,,7.12,,,,,3.13,,34.39,3.74,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.13,,,,,3.29,,40.9,3.74,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.06,,,,,3.04,,30.7,3.71,,,,,,,,,,,,,,,,0.4,
1369,Bernam River Headworks (Old),3/9/2022,,,,0.02,,,,,,7.27,,,,,3.55,,33.57,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,38.6,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.39,,28.2,3.93,,,,,,,,,,,,,,,,0.4,
1370,Bernam River Headworks (Old),30/1/2022,,,,0.01,,,,,,6.34,,,,,2.94,,29.57,3.66,,,,,,,,,,,,,,,,0.32,,,,,0.01,,,,,,6.62,,,,,2.94,,31.2,3.72,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.2,,,,,2.94,,23,3.61,,,,,,,,,,,,,,,,0.31,
1371,Bernam River Headworks (Old),30/10/2022,,,,0.02,,,,,,7.34,,,,,3.8,,32.42,3.92,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.34,,,,,4.13,,40.8,3.92,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.34,,,,,3.73,,28.3,3.92,,,,,,,,,,,,,,,,0.4,
1372,Bernam River Headworks (Old),30/11/2022,,,,0.02,,,,,,7.68,,,,,3.42,,33.25,3.94,,,,,,,,,,,,,,,,0.36,,,,,0.02,,,,,,7.73,,,,,3.52,,36.8,3.94,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,7.09,,,,,3.11,,31,3.94,,,,,,,,,,,,,,,,0.35,
1373,Bernam River Headworks (Old),30/12/2022,,,,0.02,,,,,,7.08,,,,,3.52,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.08,,,,,3.52,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.08,,,,,3.52,,25.7,3.81,,,,,,,,,,,,,,,,0.4,
1374,Bernam River Headworks (Old),30/3/2022,,,,0.02,,,,,,6.35,,,,,4.23,,38.32,3.43,,,,,,,,,,,,,,,,0.34,,,,,0.03,,,,,,6.67,,,,,4.58,,51.5,3.61,,,,,,,,,,,,,,,,0.34,,,,,0.02,,,,,,6.29,,,,,4.06,,33.2,3.39,,,,,,,,,,,,,,,,0.34,
1375,Bernam River Headworks (Old),30/4/2022,,,,0.02,,,,,,7.05,,,,,3.25,,32.83,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.25,,35.9,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.25,,30.8,3.73,,,,,,,,,,,,,,,,0.4,
1376,Bernam River Headworks (Old),30/5/2022,,,,0.01,,,,,,6.68,,,,,2.8,,25.45,3.34,,,,,,,,,,,,,,,,0.34,,,,,0.01,,,,,,6.89,,,,,2.89,,25.7,3.63,,,,,,,,,,,,,,,,0.36,,,,,0.01,,,,,,6.46,,,,,2.51,,23.3,3.05,,,,,,,,,,,,,,,,0.3,
1377,Bernam River Headworks (Old),30/6/2022,,,,0.02,,,,,,7.03,,,,,3.25,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.03,,,,,3.25,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.03,,,,,3.25,,25.7,3.81,,,,,,,,,,,,,,,,0.4,
1378,Bernam River Headworks (Old),30/7/2022,,,,0.01,,,,,,7,,,,,2.72,,24.88,3.55,,,,,,,,,,,,,,,,0.34,,,,,0.01,,,,,,7.05,,,,,2.74,,25.7,3.58,,,,,,,,,,,,,,,,0.36,,,,,0.01,,,,,,6.94,,,,,2.7,,23.4,3.52,,,,,,,,,,,,,,,,0.33,
1379,Bernam River Headworks (Old),30/8/2022,,,,0.02,,,,,,7.27,,,,,3.66,,28.26,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,30.8,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,25.7,3.93,,,,,,,,,,,,,,,,0.4,
1380,Bernam River Headworks (Old),30/9/2022,,,,0.01,,,,,,7.04,,,,,2.95,,24.62,3.81,,,,,,,,,,,,,,,,0.39,,,,,0.02,,,,,,7.04,,,,,3.39,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.01,,,,,,7.04,,,,,2.73,,23.1,3.81,,,,,,,,,,,,,,,,0.38,
1381,Bernam River Headworks (Old),31/1/2022,,,,0.01,,,,,,6.45,,,,,3.25,,29.94,3.83,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.45,,,,,3.34,,33.6,3.83,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.45,,,,,2.96,,25.5,3.83,,,,,,,,,,,,,,,,0.33,
1382,Bernam River Headworks (Old),31/10/2022,,,,0.02,,,,,,7.43,,,,,3.71,,30.78,3.94,,,,,,,,,,,,,,,,0.41,,,,,0.02,,,,,,7.85,,,,,3.73,,33,4.04,,,,,,,,,,,,,,,,0.44,,,,,0.01,,,,,,7.34,,,,,3.6,,28.5,3.92,,,,,,,,,,,,,,,,0.4,
1383,Bernam River Headworks (Old),31/12/2022,,,,0.02,,,,,,7.08,,,,,3.33,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.08,,,,,3.52,,25.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.08,,,,,3.14,,25.7,3.81,,,,,,,,,,,,,,,,0.4,
1384,Bernam River Headworks (Old),31/3/2022,,,,0.01,,,,,,6.28,,,,,3.49,,31.99,3.66,,,,,,,,,,,,,,,,0.34,,,,,0.01,,,,,,6.66,,,,,3.64,,33.2,3.79,,,,,,,,,,,,,,,,0.35,,,,,0.01,,,,,,6.08,,,,,3.34,,30.8,3.5,,,,,,,,,,,,,,,,0.33,
1385,Bernam River Headworks (Old),31/5/2022,,,,0.01,,,,,,6.89,,,,,2.51,,23.3,3.68,,,,,,,,,,,,,,,,0.31,,,,,0.01,,,,,,6.89,,,,,2.51,,23.3,3.73,,,,,,,,,,,,,,,,0.33,,,,,0.01,,,,,,6.89,,,,,2.51,,23.3,3.63,,,,,,,,,,,,,,,,0.3,
1386,Bernam River Headworks (Old),31/7/2022,,,,0.01,,,,,,7.05,,,,,2.33,,23.4,3.81,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,7.05,,,,,2.33,,23.4,3.81,,,,,,,,,,,,,,,,0.39,,,,,0.01,,,,,,7.05,,,,,2.33,,23.4,3.81,,,,,,,,,,,,,,,,0.36,
1387,Bernam River Headworks (Old),31/8/2022,,,,0.02,,,,,,7.25,,,,,3.38,,25.7,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.25,,,,,3.38,,25.7,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.25,,,,,3.38,,25.7,3.93,,,,,,,,,,,,,,,,0.4,
1388,Bernam River Headworks (Old),4/1/2022,,,,0.01,,,,,,6.61,,,,,4.47,,25.7,3.86,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,6.68,,,,,4.49,,25.9,3.89,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,6.54,,,,,4.45,,25.5,3.83,,,,,,,,,,,,,,,,0.37,
1389,Bernam River Headworks (Old),4/10/2022,,,,0.02,,,,,,7.05,,,,,2.82,,27.81,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.06,,,,,3,,28.32,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,2.61,,25.6,3.81,,,,,,,,,,,,,,,,0.4,
1390,Bernam River Headworks (Old),4/11/2022,,,,0.01,,,,,,7.58,,,,,3.71,,34.47,4.06,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,7.83,,,,,3.71,,38,4.28,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,7.46,,,,,3.71,,34,4.04,,,,,,,,,,,,,,,,0.37,
1391,Bernam River Headworks (Old),4/12/2022,,,,0.02,,,,,,7.09,,,,,3.18,,25.7,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.14,,,,,3.26,,25.7,3.82,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.06,,,,,3.14,,25.7,3.82,,,,,,,,,,,,,,,,0.4,
1392,Bernam River Headworks (Old),4/2/2022,,,,0.02,,,,,,7.21,,,,,3.23,,25.52,3.83,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.21,,,,,3.34,,28,3.83,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.21,,,,,3.21,,23.1,3.83,,,,,,,,,,,,,,,,0.4,
1393,Bernam River Headworks (Old),4/3/2022,,,,0.01,,,,,,6.62,,,,,3.19,,30.03,3.61,,,,,,,,,,,,,,,,0.34,,,,,0.01,,,,,,6.62,,,,,3.31,,33.2,3.61,,,,,,,,,,,,,,,,0.36,,,,,0.01,,,,,,6.62,,,,,2.96,,27.9,3.61,,,,,,,,,,,,,,,,0.33,
1394,Bernam River Headworks (Old),4/4/2022,,,,0.02,,,,,,7.04,,,,,3.37,,34.81,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.61,,38.4,3.73,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.04,,,,,3.25,,30.8,3.73,,,,,,,,,,,,,,,,0.4,
1395,Bernam River Headworks (Old),4/5/2022,,,,0.01,,,,,,6.66,,,,,2.95,,25.5,3.72,,,,,,,,,,,,,,,,0.36,,,,,0.01,,,,,,6.68,,,,,2.96,,25.5,3.72,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,6.63,,,,,2.94,,25.5,3.72,,,,,,,,,,,,,,,,0.34,
1396,Bernam River Headworks (Old),4/6/2022,,,,0.02,,,,,,7.23,,,,,3.2,,23,3.72,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.23,,,,,3.2,,23,3.72,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.23,,,,,3.2,,23,3.72,,,,,,,,,,,,,,,,0.4,
1397,Bernam River Headworks (Old),4/7/2022,,,,0.01,,,,,,7.19,,,,,2.8,,23.1,3.9,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,7.19,,,,,2.8,,23.1,3.9,,,,,,,,,,,,,,,,0.38,,,,,0.01,,,,,,7.19,,,,,2.8,,23.1,3.9,,,,,,,,,,,,,,,,0.36,
1398,Bernam River Headworks (Old),4/8/2022,,,,0.02,,,,,,7.1,,,,,3.28,,28.15,3.76,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.11,,,,,3.29,,30.7,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3.26,,25.7,3.74,,,,,,,,,,,,,,,,0.4,
1399,Bernam River Headworks (Old),4/9/2022,,,,0.02,,,,,,7.27,,,,,3.66,,23.4,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,23.4,3.93,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.27,,,,,3.66,,23.4,3.93,,,,,,,,,,,,,,,,0.4,
1400,Bernam River Headworks (Old),5/1/2022,,,,0.01,,,,,,6.82,,,,,5.2,,29.88,3.78,,,,,,,,,,,,,,,,0.37,,,,,0.02,,,,,,6.86,,,,,5.65,,33.3,3.78,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,6.76,,,,,5.04,,27.9,3.78,,,,,,,,,,,,,,,,0.37,
1401,Bernam River Headworks (Old),5/10/2022,,,,0.02,,,,,,7.07,,,,,3,,28.89,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.1,,,,,3,,33.4,3.81,,,,,,,,,,,,,,,,0.4,,,,,0.02,,,,,,7.05,,,,,3,,25.6,3.81,,,,,,,,,,,,,,,,0.4,
1402,Bernam River Headworks (Old),5/11/2022,,,,0.01,,,,,,7.83,,,,,3.38,,30.98,4.28,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,7.83,,,,,3.71,,34.4,4.28,,,,,,,,,,,,,,,,0.37,,,,,0.01,,,,,,7.83,,,,,2.9,,28.1,4.28,,,,,,,,,,,,,,,,0.37,
