Date,wtp,Liquid Polyaluminium Chloride (mg/L) _avg,Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L) _avg,Hydrated Lime (Post) (mg/L) _avg,Liquid Chlorine (Post) (mg/L) _avg,Sodium Silico Fluoride (mg/L) _avg,Liquid Chlorine (Pre) (mg/L) _avg,Hydrated Lime (Pre) (mg/L) _avg,Flopam FO 4190 PWG _avg
12/2/2022,Rasa,20,,4.5,3.04,0.65,,2.5,0.03
13/2/2022,Rasa,22,,4.5,2.9,0.65,,2.5,0.03
14/2/2022,Rasa,18,,4.5,3.05,0.65,,2.5,0.03
15/2/2022,Rasa,17,,4.5,2.93,0.65,,2.5,0.03
16/2/2022,Rasa,23,,4.5,2.91,0.65,,2.5,0.03
17/2/2022,Rasa,20,,4.5,2.91,0.65,,2.5,0.03
18/2/2022,Rasa,21,,4.5,2.8,0.65,,2.5,0.03
19/2/2022,Rasa,17.3,,4.5,3.11,0.65,,2.5,0.03
20/2/2022,Rasa,19,,4.5,3.23,0.65,,2.5,0.03
21/2/2022,Rasa,17,,4.5,3.43,0.65,,2.5,0.03
22/2/2022,Rasa,20,,4.5,2.84,0.65,,2.5,0.03
23/2/2022,Rasa,19,,4.5,3.07,0.65,,2.5,0.03
24/2/2022,Rasa,18,,4.5,2.66,0.65,,2.5,0.03
25/2/2022,Rasa,19,,4.5,3.02,0.65,,2.5,0.03
26/2/2022,Rasa,17,,4.5,2.81,0.65,,2.5,0.03
27/2/2022,Rasa,22,,4.5,3.2,0.65,,2.5,0.03
28/2/2022,Rasa,25,,4.5,2.43,0.65,,2.5,0.03
1/3/2022,Rasa,16.7,,4.5,3.44,0.65,,2.5,0.03
2/3/2022,Rasa,19.3,,4.5,2.69,0.65,,2.5,0.03
3/3/2022,Rasa,20.4,,4.5,3.11,0.65,,2.5,0.03
4/3/2022,Rasa,20.2,,4.5,2.91,0.65,,2.5,0.03
5/3/2022,Rasa,21.9,,4.5,2.68,0.65,,2.5,0.03
6/3/2022,Rasa,19.2,,4.5,2.8,0.65,,2.5,0.03
7/3/2022,Rasa,19.8,,4.5,2.61,0.65,,2.5,0.03
8/3/2022,Rasa,20.1,,4.5,3.11,0.65,,2.5,0.03
9/3/2022,Rasa,19.3,,4.5,2.58,0.65,,2.5,0.03
10/3/2022,Rasa,19.6,,4.5,2.98,0.65,,2.5,0.03
11/3/2022,Rasa,21.3,,4.5,2.71,0.65,,2.5,0.03
12/3/2022,Rasa,20.2,,4.5,2.67,0.65,,2.5,0.03
13/3/2022,Rasa,20.6,,4.5,2.9,0.65,,2.5,0.03
14/3/2022,Rasa,20.5,,4.5,3.01,0.65,,2.5,0.03
15/3/2022,Rasa,19.7,,4.5,2.78,0.65,,2.5,0.03
16/3/2022,Rasa,18.1,,4.5,2.71,0.65,,2.5,0.03
17/3/2022,Rasa,16.1,,4.5,2.7,0.65,,2.5,0.03
18/3/2022,Rasa,28.9,,4.5,2.72,0.65,,2.5,0.03
19/3/2022,Rasa,21.9,,4.5,2.94,0.65,,2.5,0.03
20/3/2022,Rasa,19.5,,4.5,2.7,0.65,,2.5,0.03
21/3/2022,Rasa,18.9,,4.5,3.01,0.65,,2.5,0.03
22/3/2022,Rasa,20.9,,4.5,2.5,0.65,,2.5,0.03
23/3/2022,Rasa,21.2,,4.5,2.84,0.65,,2.5,0.03
24/3/2022,Rasa,24.6,,4.5,2.79,0.65,,2.5,0.03
25/3/2022,Rasa,21.6,,4.5,2.94,0.65,,2.5,0.03
26/3/2022,Rasa,21.8,,4.5,2.79,0.65,,2.5,0.03
27/3/2022,Rasa,21.2,,4.5,2.97,0.65,,2.5,0.03
28/3/2022,Rasa,21.1,,4.5,2.55,0.65,,2.5,0.03
29/3/2022,Rasa,21.9,,4.5,2.83,0.65,,2.5,0.03
30/3/2022,Rasa,21.9,,4.5,3.25,0.65,,2.5,0.03
31/3/2022,Rasa,21.7,,4.5,3.04,0.65,,2.5,0.03
1/4/2022,Rasa,23.9,,4.5,2.96,0.65,,2.5,0.03
2/4/2022,Rasa,30.7,,4.5,3.13,0.65,,2.5,0.03
3/4/2022,Rasa,17.8,,4.5,3.24,0.65,,2.5,0.03
4/4/2022,Rasa,19.5,,4.5,3.1,0.65,,2.5,0.03
5/4/2022,Rasa,15.2,,4.5,3.95,0.65,,2.5,0.03
6/4/2022,Rasa,18.7,,4.5,3.52,0.65,,2.5,0.03
7/4/2022,Rasa,17.4,,4.5,3.18,0.65,,2.5,0.03
8/4/2022,Rasa,17.1,,4.5,3.53,0.65,,2.5,0.03
9/4/2022,Rasa,15.7,,4.5,2.59,0.65,,2.5,0.03
10/4/2022,Rasa,18.3,,4.5,3.09,0.65,,2.5,0.03
11/4/2022,Rasa,17.8,,4.5,2.95,0.65,,2.5,0.03
12/4/2022,Rasa,16.8,,4.5,3,0.65,,2.5,0.03
13/4/2022,Rasa,16.7,,4.5,2.82,0.65,,2.5,0.03
14/4/2022,Rasa,14.7,,4.5,3.28,0.65,,2.5,0.03
15/4/2022,Rasa,15.2,,4.5,3.22,0.65,,2.5,0.03
16/4/2022,Rasa,16.6,,4.5,2.78,0.65,,2.5,0.03
17/4/2022,Rasa,19.3,,4.5,2.74,0.65,,2.5,0.03
18/4/2022,Rasa,15.8,,4.5,3.33,0.65,,2.5,0.03
19/4/2022,Rasa,23.8,,4.5,3.29,0.65,,2.5,0.03
20/4/2022,Rasa,22.5,,4.5,3.37,0.65,,2.5,0.03
21/4/2022,Rasa,20.2,,4.5,2.81,0.65,,2.5,0.03
22/4/2022,Rasa,19.8,,4.5,26,0.65,,2.5,0.03
23/4/2022,Rasa,19.6,,4.5,3.21,0.65,,2.5,0.03
24/4/2022,Rasa,24.2,,4.5,3.76,0.65,,2.5,0.03
25/4/2022,Rasa,20.8,,4.5,3.21,0.65,,2.5,0.03
26/4/2022,Rasa,21.4,,4.5,3.14,0.65,,2.5,0.03
27/4/2022,Rasa,19.6,,4.5,3.63,0.65,,2.5,0.03
28/4/2022,Rasa,17.7,,4.5,2.94,0.65,,2.5,0.03
29/4/2022,Rasa,21.7,,4.5,3.82,0.65,,2.5,0.03
30/4/2022,Rasa,21,,4.5,3.92,0.65,,2.5,0.03
1/5/2022,Rasa,24.7,,4.5,3.38,0.65,,2.5,0.03
2/5/2022,Rasa,23.7,,4.5,3.12,0.65,,2.5,0.03
3/5/2022,Rasa,25.4,,4.5,3.26,0.65,,2.5,0.03
4/5/2022,Rasa,24.7,,4.5,3.01,0.65,,2.5,0.03
5/5/2022,Rasa,19.5,,4.5,3.64,0.65,,2.5,0.03
6/5/2022,Rasa,16.4,,4.5,2.84,0.65,,2.5,0.03
7/5/2022,Rasa,16.2,,4.5,3.5,0.65,,2.5,0.03
8/5/2022,Rasa,21.5,,4.5,3.39,0.65,,2.5,0.03
9/5/2022,Rasa,16.5,,4.5,3.5,0.65,,2.5,0.03
10/5/2022,Rasa,17.4,,4.5,3.26,0.65,,2.5,0.03
11/5/2022,Rasa,23.7,,4.5,2.76,0.65,,2.5,0.03
12/5/2022,Rasa,21.3,,4.5,3.76,0.65,,2.5,0.03
13/5/2022,Rasa,17.3,,4.5,3.61,0.65,,2.5,0.03
14/5/2022,Rasa,19.9,,4.5,3.34,0.65,,2.5,0.03
15/5/2022,Rasa,22.6,,4.5,2.83,0.65,,2.5,0.03
16/5/2022,Rasa,23.8,,4.5,3.09,0.65,,2.5,0.03
17/5/2022,Rasa,27.2,,4.5,3.59,0.65,,2.5,0.03
18/5/2022,Rasa,22.7,,4.5,2.9,0.65,,2.5,0.03
19/5/2022,Rasa,20.9,,4.5,3.05,0.65,,2.5,0.03
20/5/2022,Rasa,19.5,,4.5,2.85,0.65,,2.5,0.03
21/5/2022,Rasa,21.3,,4.5,2.85,0.65,,2.5,0.03
22/5/2022,Rasa,20.2,,4.5,3.28,0.65,,2.5,0.03
23/5/2022,Rasa,20.1,,4.5,3.31,0.65,,2.5,0.03
24/5/2022,Rasa,20.2,,4.5,3.26,0.65,,2.5,0.03
25/5/2022,Rasa,26,,4.5,3.27,0.65,,2.5,0.03
26/5/2022,Rasa,30.8,,4.5,3.4,0.65,,2.5,0.03
27/5/2022,Rasa,30.4,,4.5,2.89,0.65,,2.5,0.03
28/5/2022,Rasa,30.8,,4.5,2.83,0.65,,2.5,0.03
29/5/2022,Rasa,32.7,,4.5,2.72,0.65,,2.5,0.03
30/5/2022,Rasa,29.5,,4.5,3.44,0.65,,2.5,0.03
31/5/2022,Rasa,26.6,,4.5,3.55,0.65,,2.5,0.03
1/6/2022,Rasa,32.6,,4.5,1.84,0.65,,2.5,0.03
2/6/2022,Rasa,31.8,,4.5,3.69,0.65,,2.5,0.03
3/6/2022,Rasa,25.3,,4.5,3.96,0.65,,2.5,0.03
4/6/2022,Rasa,25.3,,4.5,3.04,0.65,,2.5,0.03
5/6/2022,Rasa,23.8,,4.5,2.72,0.65,,2.5,0.03
6/6/2022,Rasa,16.9,,4.5,2.92,0.65,,2.5,0.03
7/6/2022,Rasa,17.5,,4.5,3.32,0.65,,2.5,0.03
8/6/2022,Rasa,23,,4.5,3.16,0.65,,2.5,0.03
9/6/2022,Rasa,25.7,,4.5,3.5,0.65,,2.5,0.03
10/6/2022,Rasa,28.3,,4.5,2.89,0.65,,2.5,0.03
11/6/2022,Rasa,21.4,,4.5,2.77,0.65,,2.5,0.03
12/6/2022,Rasa,21.7,,4.5,2.89,0.65,,2.5,0.03
13/6/2022,Rasa,20.6,,4.5,2.78,0.65,,2.5,0.03
14/6/2022,Rasa,20.7,,4.5,2.87,0.65,,2.5,0.03
15/6/2022,Rasa,20.6,,4.5,3.09,0.65,,2.5,0.03
16/6/2022,Rasa,28.8,,4.5,2.97,0.65,,2.5,0.03
17/6/2022,Rasa,18.6,,4.5,2.91,0.65,,2.5,0.03
18/6/2022,Rasa,22.4,,4.5,2.96,0.65,,2.5,0.03
19/6/2022,Rasa,22.6,,4.5,2.87,0.65,,2.5,0.03
20/6/2022,Rasa,21.2,,4.5,2.81,0.65,,2.5,0.03
21/6/2022,Rasa,21.9,,4.5,2.98,0.65,,2.5,0.03
22/6/2022,Rasa,19.5,,4.5,2.96,0.65,,2.5,0.03
23/6/2022,Rasa,20.2,,4.5,3.36,0.65,,2.5,0.03
24/6/2022,Rasa,18.2,,4.5,2.44,0.65,,2.5,0.03
25/6/2022,Rasa,21.9,,4.5,3.2,0.65,,2.5,0.03
26/6/2022,Rasa,18,,4.5,3.05,0.65,,2.5,0.03
27/6/2022,Rasa,19.4,,4.5,3.08,0.65,,2.5,0.03
28/6/2022,Rasa,20.1,,4.5,3.49,0.65,,2.5,0.03
29/6/2022,Rasa,18.7,,4.5,3.28,0.65,,2.5,0.03
30/6/2022,Rasa,18.4,,4.5,2.94,0.65,,2.5,0.03
1/7/2022,Rasa,22.1,,4.5,2.92,0.65,,2.5,0.03
2/7/2022,Rasa,28.5,,4.5,2.85,0.65,,2.5,0.03
3/7/2022,Rasa,20.9,,4.5,2.96,0.65,,2.5,0.03
4/7/2022,Rasa,22.3,,4.5,2.41,0.65,,2.5,0.03
5/7/2022,Rasa,22.4,,4.5,3.32,0.65,,2.5,0.03
6/7/2022,Rasa,21,,4.5,3.1,0.65,,2.5,0.03
7/7/2022,Rasa,24.2,,4.5,2.64,0.65,,2.5,0.03
8/7/2022,Rasa,20.1,,4.5,3.27,0.65,,2.5,0.03
9/7/2022,Rasa,21.4,,4.5,3,0.65,,2.5,0.03
10/7/2022,Rasa,21.9,,4.5,3.42,0.65,,2.5,0.03
11/7/2022,Rasa,21,,4.5,2.87,0.65,,2.5,0.03
12/7/2022,Rasa,20.5,,4.5,2.9,0.65,,2.5,0.03
13/7/2022,Rasa,25.3,,4.5,3.11,0.65,,2.5,0.03
14/7/2022,Rasa,20,,4.5,3.01,0.65,,2.5,0.03
15/7/2022,Rasa,18.1,,4.5,3.28,0.65,,2.5,0.03
16/7/2022,Rasa,20.9,,4.5,2.99,0.65,,2.5,0.03
17/7/2022,Rasa,18.9,,4.5,3.28,0.65,,2.5,0.03
18/7/2022,Rasa,18.7,,4.5,3.07,0.65,,2.5,0.03
19/7/2022,Rasa,21.8,,4.5,3.29,0.65,,2.5,0.03
20/7/2022,Rasa,18.5,,4.5,2.97,0.65,,2.5,0.03
21/7/2022,Rasa,17.3,,4.5,3.11,0.65,,2.5,0.03
22/7/2022,Rasa,21.2,,4.5,2.94,0.65,,2.5,0.03
23/7/2022,Rasa,21.3,,4.5,4.07,0.65,,2.5,0.03
24/7/2022,Rasa,21.5,,4.5,4.01,0.65,,2.5,0.03
25/7/2022,Rasa,21.2,,4.5,3.83,0.65,,2.5,0.03
26/7/2022,Rasa,20.8,,4.5,4.3,0.65,,2.5,0.03
27/7/2022,Rasa,17.6,,4.5,5.2,0.65,,2.5,0.03
28/7/2022,Rasa,20.4,,4.5,5.5,0.65,,2.5,0.03
29/7/2022,Rasa,20,,4.5,2.99,0.65,,2.5,0.03
30/7/2022,Rasa,17.8,,4.5,3.09,0.65,,2.5,0.03
31/7/2022,Rasa,18.5,,4.5,3.18,0.65,,2.5,0.03
1/8/2022,Rasa,22.5,,4.5,3.49,0.65,,2.5,0.03
2/8/2022,Rasa,19.8,,4.5,3.09,0.65,,2.5,0.03
3/8/2022,Rasa,21.8,,4.5,3.44,0.65,,2.5,0.03
4/8/2022,Rasa,19.1,,4.5,3.34,0.65,,2.5,0.03
5/8/2022,Rasa,17.8,,4.5,3.47,0.65,,2.5,0.03
6/8/2022,Rasa,19.4,,4.5,3.3,0.65,,2.5,0.03
7/8/2022,Rasa,18.1,,4.5,3.22,0.65,,2.5,0.03
8/8/2022,Rasa,18.9,,4.5,3.6,0.65,,2.5,0.03
9/8/2022,Rasa,18.6,,4.5,3.42,0.65,,2.5,0.03
10/8/2022,Rasa,5.2,,4.5,0.86,0.65,,2.5,0.03
11/8/2022,Rasa,17.2,,4.5,2.46,0.65,,2.5,0.03
12/8/2022,Rasa,17.4,,4.5,2.85,0.65,,2.5,0.03
13/8/2022,Rasa,18.8,,4.5,2.57,0.65,,2.5,0.03
14/8/2022,Rasa,16.4,,4.5,2.85,0.65,,2.5,0.03
15/8/2022,Rasa,16.7,,4.5,3.43,0.65,,2.5,0.03
16/8/2022,Rasa,17.1,,4.5,3.5,0.65,,2.5,0.03
17/8/2022,Rasa,22.7,,4.5,2.73,0.65,,2.5,0.03
18/8/2022,Rasa,20.6,,4.5,2.81,0.65,,2.5,0.03
19/8/2022,Rasa,21.3,,4.5,2.8,0.65,,2.5,0.03
20/8/2022,Rasa,25.3,,4.5,2.9,0.65,,2.5,0.03
21/8/2022,Rasa,31.2,,4.5,3.2,0.65,,2.5,0.03
22/8/2022,Rasa,24.8,,4.5,3.46,0.65,,2.5,0.03
23/8/2022,Rasa,23.2,,4.5,3.39,0.65,,2.5,0.03
24/8/2022,Rasa,26.5,,4.5,2.96,0.65,,2.5,0.03
25/8/2022,Rasa,19.2,,4.5,3.36,0.65,,2.5,0.03
26/8/2022,Rasa,20.2,,4.5,3.23,0.65,,2.5,0.03
27/8/2022,Rasa,20.7,,4.5,3.12,0.65,,2.5,0.03
28/8/2022,Rasa,19.2,,4.5,2.86,0.65,,2.5,0.03
29/8/2022,Rasa,18.8,,4.5,2.89,0.65,,2.5,0.03
30/8/2022,Rasa,19.9,,4.5,3.44,0.65,,2.5,0.03
31/8/2022,Rasa,19.8,,4.5,2.76,0.65,,2.5,0.03
1/9/2022,Rasa,28.2,,4.5,3.01,0.65,,2.5,0.03
2/9/2022,Rasa,26.3,,4.5,2.94,0.65,,2.5,0.03
3/9/2022,Rasa,25.1,,4.5,2.85,0.65,,2.5,0.03
4/9/2022,Rasa,22.1,,4.5,2.67,0.65,,2.5,0.03
5/9/2022,Rasa,18.1,,4.5,3.08,0.65,,2.5,0.03
6/9/2022,Rasa,18.7,,4.5,2.73,0.65,,2.5,0.03
7/9/2022,Rasa,21.2,,4.5,2.75,0.65,,2.5,0.03
8/9/2022,Rasa,22.6,,4.5,2.72,0.65,,2.5,0.03
9/9/2022,Rasa,17.2,,4.5,2.72,0.65,,2.5,0.03
10/9/2022,Rasa,20.7,,4.5,2.71,0.65,,2.5,0.03
11/9/2022,Rasa,19.6,,4.5,2.65,0.65,,2.5,0.03
12/9/2022,Rasa,18.4,,4.5,2.59,0.65,,2.5,0.03
13/9/2022,Rasa,21.7,,4.5,2.75,0.65,,2.5,0.03
14/9/2022,Rasa,17.9,,4.5,2.92,0.65,,2.5,0.03
15/9/2022,Rasa,20.9,,4.5,2.75,0.65,,2.5,0.03
16/9/2022,Rasa,20.6,,4.5,2.56,0.65,,2.5,0.03
17/9/2022,Rasa,17.2,,4.5,2.59,0.65,,2.5,0.03
18/9/2022,Rasa,17.3,,4.5,2.35,0.65,,2.5,0.03
19/9/2022,Rasa,19.6,,4.5,2.92,0.65,,2.5,0.03
20/9/2022,Rasa,18.6,,4.5,3,0.65,,2.5,0.03
21/9/2022,Rasa,18.9,,4.5,2.38,0.65,,2.5,0.03
22/9/2022,Rasa,24.2,,4.5,2.77,0.65,,2.5,0.03
23/9/2022,Rasa,18.5,,4.5,2.41,0.65,,2.5,0.03
24/9/2022,Rasa,16.7,,4.5,2.65,0.65,,2.5,0.03
25/9/2022,Rasa,17.7,,4.5,2.7,0.65,,2.5,0.03
26/9/2022,Rasa,16.8,,4.5,2.73,0.65,,2.5,0.03
27/9/2022,Rasa,19.6,,4.5,2.52,0.65,,2.5,0.03
28/9/2022,Rasa,20.6,,4.5,2.73,0.65,,2.5,0.03
29/9/2022,Rasa,20.3,,4.5,2.6,0.65,,2.5,0.03
30/9/2022,Rasa,21.7,,4.5,2.78,0.65,,2.5,0.03
1/10/2022,Rasa,18.2,,4.5,2.45,0.65,,2.5,0.03
2/10/2022,Rasa,20.2,,4.5,2.76,0.65,,2.5,0.03
3/10/2022,Rasa,17.9,,4.5,2.6,0.65,,2.5,0.03
4/10/2022,Rasa,22.2,,4.5,2.81,0.65,,2.5,0.03
5/10/2022,Rasa,18.6,,4.5,2.77,0.65,,2.5,0.03
6/10/2022,Rasa,17.9,,4.5,2.5,0.65,,2.5,0.03
7/10/2022,Rasa,20.6,,4.5,2.57,0.65,,2.5,0.03
8/10/2022,Rasa,17.9,,4.5,2.75,0.65,,2.5,0.03
9/10/2022,Rasa,20.2,,4.5,2.87,0.65,,2.5,0.03
10/10/2022,Rasa,19.9,,4.5,2.47,0.65,,2.5,0.03
11/10/2022,Rasa,20.2,,4.5,2.6,0.65,,2.5,0.03
12/10/2022,Rasa,18.7,,4.5,2.45,0.65,,2.5,0.03
13/10/2022,Rasa,24.3,,4.5,2.72,0.65,,2.5,0.03
14/10/2022,Rasa,22.1,,4.5,2.83,0.65,,2.5,0.03
15/10/2022,Rasa,17.6,,4.5,2.89,0.65,,2.5,0.03
16/10/2022,Rasa,19.7,,4.5,2.54,0.65,,2.5,0.03
17/10/2022,Rasa,18.5,,4.5,2.63,0.65,,2.5,0.03
18/10/2022,Rasa,15.8,,4.5,2.41,0.65,,2.5,0.03
19/10/2022,Rasa,19.3,,4.5,2.77,0.65,,2.5,0.03
20/10/2022,Rasa,17.6,,4.5,2.91,0.65,,2.5,0.03
21/10/2022,Rasa,15.1,,4.5,2.65,0.65,,2.5,0.03
22/10/2022,Rasa,18.3,,4.5,2.59,0.65,,2.5,0.03
23/10/2022,Rasa,16.4,,4.5,2.54,0.65,,2.5,0.03
24/10/2022,Rasa,15.9,,4.5,2.66,0.65,,2.5,0.03
25/10/2022,Rasa,17.6,,4.5,3.15,0.65,,2.5,0.03
26/10/2022,Rasa,19.4,,4.5,2.4,0.65,,2.5,0.03
27/10/2022,Rasa,20.2,,4.5,3.26,0.65,,2.5,0.03
28/10/2022,Rasa,23,,4.5,2.21,0.65,,2.5,0.03
29/10/2022,Rasa,18.7,,4.5,3.42,0.65,,2.5,0.03
30/10/2022,Rasa,17.1,,4.5,2.61,0.65,,2.5,1.03
31/10/2022,Rasa,20.3,,4.5,2.75,0.65,,2.5,2.03
1/11/2022,Rasa,19.6,,4.5,2.86,0.65,,2.5,0.03
2/11/2022,Rasa,20.1,,4.5,3.25,0.65,,2.5,0.03
3/11/2022,Rasa,20.6,,4.5,2.64,0.65,,2.5,0.03
4/11/2022,Rasa,17.9,,4.5,2.71,0.65,,2.5,0.03
5/11/2022,Rasa,17.6,,4.5,2.56,0.65,,2.5,0.03
6/11/2022,Rasa,18.6,,4.5,2.81,0.65,,2.5,0.03
7/11/2022,Rasa,19.4,,4.5,2.66,0.65,,2.5,0.03
8/11/2022,Rasa,18.3,,4.5,2.67,0.65,,2.5,0.03
9/11/2022,Rasa,19.3,,4.5,2.54,0.65,,2.5,0.03
10/11/2022,Rasa,18,,4.5,2.58,0.65,,2.5,0.03
11/11/2022,Rasa,18.1,,4.5,2.87,0.65,,2.5,0.03
12/11/2022,Rasa,23.1,,4.5,2.89,0.65,,2.5,0.03
13/11/2022,Rasa,21.2,,4.5,2.67,0.65,,2.5,0.03
14/11/2022,Rasa,21.2,,4.5,3,0.65,,2.5,0.03
15/11/2022,Rasa,19.9,,4.5,2.84,0.65,,2.5,0.03
16/11/2022,Rasa,19,,4.5,2.98,0.65,,2.5,0.03
17/11/2022,Rasa,20.2,,4.5,3.34,0.65,,2.5,0.03
18/11/2022,Rasa,21.3,,4.5,3.16,0.65,,2.5,0.03
19/11/2022,Rasa,20.3,,4.5,2.68,0.65,,2.5,0.03
20/11/2022,Rasa,23.6,,4.5,2.62,0.65,,2.5,0.03
21/11/2022,Rasa,17.1,,4.5,2.74,0.65,,2.5,0.03
22/11/2022,Rasa,18.3,,4.5,2.68,0.65,,2.5,0.03
23/11/2022,Rasa,21.4,,4.5,2.81,0.65,,2.5,0.03
24/11/2022,Rasa,20.3,,4.5,2.81,0.65,,2.5,0.03
25/11/2022,Rasa,18.7,,4.5,2.7,0.65,,2.5,0.03
26/11/2022,Rasa,19.7,,4.5,2.6,0.65,,2.5,0.03
27/11/2022,Rasa,19.2,,4.5,2.94,0.65,,2.5,0.03
28/11/2022,Rasa,18.3,,4.5,2.56,0.65,,2.5,0.03
29/11/2022,Rasa,21.3,,4.5,2.42,0.65,,2.5,0.03
30/11/2022,Rasa,21.9,,4.5,2.7,0.65,,2.5,1.03
1/12/2022,Rasa,19.2,,4.5,2.57,0.65,,2.5,0.03
2/12/2022,Rasa,17.4,,4.5,2.64,0.65,,2.5,0.03
3/12/2022,Rasa,17.4,,4.5,3.09,0.65,,2.5,0.03
4/12/2022,Rasa,19.2,,4.5,2.61,0.65,,2.5,0.03
5/12/2022,Rasa,17.5,,4.5,2.43,0.65,,2.5,0.03
6/12/2022,Rasa,19.5,,4.5,2.8,0.65,,2.5,0.03
7/12/2022,Rasa,18.2,,4.5,2.58,0.65,,2.5,0.03
8/12/2022,Rasa,20.5,,4.5,2.76,0.65,,2.5,0.03
9/12/2022,Rasa,16.6,,4.5,2.67,0.65,,2.5,0.03
10/12/2022,Rasa,16,,4.5,2.87,0.65,,2.5,0.03
11/12/2022,Rasa,19.5,,4.5,2.85,0.65,,2.5,0.03
12/12/2022,Rasa,19,,4.5,2.72,0.65,,2.5,0.03
13/12/2022,Rasa,17.1,,4.5,2.36,0.65,,2.5,0.03
14/12/2022,Rasa,16.9,,4.5,2.73,0.65,,2.5,0.03
15/12/2022,Rasa,19.1,,4.5,2.7,0.65,,2.5,0.03
16/12/2022,Rasa,18,,4.5,2.79,0.65,,2.5,0.03
17/12/2022,Rasa,17,,4.5,2.71,0.65,,2.5,0.03
18/12/2022,Rasa,17.5,,4.5,2.56,0.65,,2.5,0.03
19/12/2022,Rasa,20.7,,4.5,2.67,0.65,,2.5,0.03
20/12/2022,Rasa,18,,4.5,2.61,0.65,,2.5,0.03
21/12/2022,Rasa,18,,4.5,2.69,0.65,,2.5,0.03
22/12/2022,Rasa,23.4,,4.5,2.78,0.65,,2.5,0.03
23/12/2022,Rasa,22.6,,4.5,2.77,0.65,,2.5,0.03
24/12/2022,Rasa,19.9,,4.5,2.72,0.65,,2.5,0.03
25/12/2022,Rasa,17,,4.5,2.18,0.65,,2.5,0.03
26/12/2022,Rasa,21.1,,4.5,2.75,0.65,,2.5,0.03
27/12/2022,Rasa,20,,4.5,2.75,0.65,,2.5,0.03
28/12/2022,Rasa,19.2,,4.5,2.6,0.65,,2.5,0.03
29/12/2022,Rasa,20.9,,4.5,2.61,0.65,,2.5,0.03
30/12/2022,Rasa,34.7,,4.5,2.56,0.65,,2.5,0.03
31/12/2022,Rasa,21.6,,4.5,2.77,0.65,,2.5,0.03
1/1/2021,Rasa,31.8,,4.5,2.53,0.65,,2.5,0.03
2/1/2021,Rasa,30.8,,4.5,2.62,0.65,,2.5,0.03
3/1/2021,Rasa,27.8,,4.5,2.95,0.65,,2.5,0.03
4/1/2021,Rasa,27.8,,4.5,2.6,0.65,,2.5,0.03
5/1/2021,Rasa,24.8,,4.5,2.41,0.65,,2.5,0.03
6/1/2021,Rasa,28.9,,4.5,2.87,0.65,,2.5,0.03
7/1/2021,Rasa,23.4,,4.5,2.45,0.65,,2.5,0.03
8/1/2021,Rasa,23.7,,4.5,2.78,0.65,,2.5,0.03
9/1/2021,Rasa,27.2,,4.5,2.68,0.65,,2.5,0.03
10/1/2021,Rasa,23.3,,4.5,2.72,0.65,,2.5,0.03
11/1/2021,Rasa,24.9,,4.5,2.69,0.65,,2.5,0.03
12/1/2021,Rasa,27.7,,4.5,2.5,0.65,,2.5,0.03
13/1/2021,Rasa,24,,4.5,2.83,0.65,,2.5,0.03
14/1/2021,Rasa,25,,4.5,2.7,0.65,,2.5,0.03
15/1/2021,Rasa,27.3,,4.5,2.64,0.65,,2.5,0.03
16/1/2021,Rasa,21.8,,4.5,2.44,0.65,,2.5,0.03
17/1/2021,Rasa,27.1,,4.5,2.55,0.65,,2.5,0.03
18/1/2021,Rasa,29,,4.5,2.65,0.65,,2.5,0.03
19/1/2021,Rasa,26.4,,4.5,2.76,0.65,,2.5,0.03
20/1/2021,Rasa,27.8,,4.5,2.61,0.65,,2.5,0.03
21/1/2021,Rasa,23.7,,4.5,2.7,0.65,,2.5,0.03
22/1/2021,Rasa,28,,4.5,2.63,0.65,,2.5,0.03
23/1/2021,Rasa,18.3,,4.5,2.55,0.65,,2.5,0.03
24/1/2021,Rasa,18.4,,4.5,2.62,0.65,,2.5,0.03
25/1/2021,Rasa,21.5,,4.5,2.96,0.65,,2.5,0.03
26/1/2021,Rasa,25.1,,4.5,2.66,0.65,,2.5,0.03
27/1/2021,Rasa,20.6,,4.5,2.66,0.65,,2.5,0.03
28/1/2021,Rasa,23.1,,4.5,2.35,0.65,,2.5,0.03
29/1/2021,Rasa,24.1,,4.5,2.86,0.65,,2.5,0.03
30/1/2021,Rasa,24.3,,4.5,2.53,0.65,,2.5,0.03
31/1/2021,Rasa,24.9,,4.5,3.22,0.65,,2.5,0.03
1/2/2021,Rasa,22.5,,4.5,2.52,0.65,,2.5,0.03
2/2/2021,Rasa,21.9,,4.5,2.63,0.65,,2.5,0.03
3/2/2021,Rasa,24.1,,4.5,2.64,0.65,,2.5,0.03
4/2/2021,Rasa,20.1,,4.5,2.29,0.65,,2.5,0.03
5/2/2021,Rasa,22.7,,4.5,2.83,0.65,,2.5,0.03
6/2/2021,Rasa,21.3,,4.5,2.56,0.65,,2.5,0.03
7/2/2021,Rasa,21.4,,4.5,2.63,0.65,,2.5,0.03
8/2/2021,Rasa,23.5,,4.5,2.49,0.65,,2.5,0.03
9/2/2021,Rasa,22.6,,4.5,2.34,0.65,,2.5,0.03
10/2/2021,Rasa,20.7,,4.5,2.62,0.65,,2.5,0.03
11/2/2021,Rasa,18.4,,4.5,2.56,0.65,,2.5,0.03
