,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
11876,Sungai Sireh,30/4/2021,,27.5,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.2,,,,,,,,,,,,,,,0.7,0.0,,32.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.43,,,,,,,,,,,,,,,0.7,0.0,,24.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.85,,,,,,,,,,,,,,,0.7,0.0
11877,Sungai Sireh,30/5/2021,,22.55,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.02,,,,,,,,,,,,,,,0.7,0.0,,29.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.32,,,,,,,,,,,,,,,0.7,0.0,,19.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.83,,,,,,,,,,,,,,,0.7,0.0
11878,Sungai Sireh,30/6/2021,,25.36,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.02,,,,,,,,,,,,,,,0.7,0.0,,27.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.39,,,,,,,,,,,,,,,0.7,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.63,,,,,,,,,,,,,,,0.7,0.0
11879,Sungai Sireh,30/7/2021,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.14,,,,,,,,,,,,,,,0.69,0.0,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.22,,,,,,,,,,,,,,,0.7,0.0,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.08,,,,,,,,,,,,,,,0.68,0.0
11880,Sungai Sireh,30/8/2021,,59.1,0.35,,,,,,0.0,6.7,,,,,3.7,,,5.66,,,,,,,,,,,,,,,0.7,5.0,,64.0,0.35,,,,,,0.0,7.0,,,,,4.0,,,6.02,,,,,,,,,,,,,,,0.7,5.0,,53.0,0.35,,,,,,0.0,6.0,,,,,3.0,,,5.37,,,,,,,,,,,,,,,0.7,5.0
11881,Sungai Sireh,30/9/2021,,50.83,0.35,,,,,,0.0,7.0,,,,,4.0,,,5.31,,,,,,,,,,,,,,,0.68,6.0,,55.0,0.35,,,,,,0.0,7.0,,,,,4.0,,,6.62,,,,,,,,,,,,,,,0.7,6.0,,48.0,0.35,,,,,,0.0,7.0,,,,,4.0,,,4.17,,,,,,,,,,,,,,,0.67,6.0
11882,Sungai Sireh,31/1/2021,,68.73,0.3,,,,,,1.0,6.0,,,,,1.0,,,5.2,,,,,,,,,,,,,,,0.7,4.0,,75.0,0.3,,,,,,1.0,6.0,,,,,1.0,,,5.36,,,,,,,,,,,,,,,0.7,4.0,,66.0,0.3,,,,,,1.0,6.0,,,,,1.0,,,5.07,,,,,,,,,,,,,,,0.7,4.0
11883,Sungai Sireh,31/10/2021,,97.27,0.4,,,,,,0.0,7.0,,,,,5.0,,,6.03,,,,,,,,,,,,,,,0.7,14.0,,100.0,0.4,,,,,,0.0,7.0,,,,,5.0,,,7.14,,,,,,,,,,,,,,,0.7,14.0,,94.0,0.4,,,,,,0.0,7.0,,,,,5.0,,,4.26,,,,,,,,,,,,,,,0.7,14.0
11884,Sungai Sireh,31/12/2021,,77.0,0.5,,,,,,0.0,5.0,,,,,6.0,,,5.09,,,,,,,,,,,,,,,0.65,16.0,,96.0,0.5,,,,,,0.0,5.0,,,,,6.0,,,6.51,,,,,,,,,,,,,,,0.65,16.0,,63.0,0.5,,,,,,0.0,5.0,,,,,6.0,,,4.73,,,,,,,,,,,,,,,0.65,16.0
11885,Sungai Sireh,31/3/2021,,24.73,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.69,,,,,,,,,,,,,,,0.7,0.0,,30.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.88,,,,,,,,,,,,,,,0.7,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.56,,,,,,,,,,,,,,,0.7,0.0
11886,Sungai Sireh,31/5/2021,,41.0,0.3,,,,,,1.0,4.0,,,,,1.0,,,4.37,,,,,,,,,,,,,,,0.7,0.0,,44.0,0.3,,,,,,1.0,4.0,,,,,1.0,,,4.46,,,,,,,,,,,,,,,0.7,0.0,,34.0,0.3,,,,,,1.0,4.0,,,,,1.0,,,4.29,,,,,,,,,,,,,,,0.7,0.0
11887,Sungai Sireh,31/7/2021,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.95,,,,,,,,,,,,,,,0.69,0.0,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.2,,,,,,,,,,,,,,,0.7,0.0,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.11,,,,,,,,,,,,,,,0.68,0.0
11888,Sungai Sireh,31/8/2021,,47.55,0.35,,,,,,0.0,6.73,,,,,3.73,,,5.28,,,,,,,,,,,,,,,0.7,5.0,,51.0,0.35,,,,,,0.0,7.0,,,,,4.0,,,5.56,,,,,,,,,,,,,,,0.7,5.0,,44.0,0.35,,,,,,0.0,6.0,,,,,3.0,,,4.88,,,,,,,,,,,,,,,0.7,5.0
11889,Sungai Sireh,4/1/2021,,62.22,0.35,,,,,,0.0,9.0,,,,,2.0,,,5.27,,,,,,,,,,,,,,,0.76,5.0,,75.0,0.35,,,,,,0.0,9.0,,,,,2.0,,,5.38,,,,,,,,,,,,,,,0.76,5.0,,54.0,0.35,,,,,,0.0,9.0,,,,,2.0,,,4.67,,,,,,,,,,,,,,,0.76,5.0
11890,Sungai Sireh,4/10/2021,,53.67,0.35,,,,,,0.0,6.0,,,,,4.0,,,5.84,,,,,,,,,,,,,,,0.7,6.0,,70.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,7.19,,,,,,,,,,,,,,,0.7,6.0,,48.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,4.82,,,,,,,,,,,,,,,0.7,6.0
11891,Sungai Sireh,4/11/2021,,104.92,0.4,,,,,,0.0,7.0,,,,,5.0,,,6.87,,,,,,,,,,,,,,,0.7,18.0,,115.0,0.4,,,,,,0.0,7.0,,,,,5.0,,,9.12,,,,,,,,,,,,,,,0.7,18.0,,97.0,0.4,,,,,,0.0,7.0,,,,,5.0,,,3.38,,,,,,,,,,,,,,,0.7,18.0
11892,Sungai Sireh,4/12/2021,,75.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,4.98,,,,,,,,,,,,,,,0.65,6.0,,77.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,6.35,,,,,,,,,,,,,,,0.65,6.0,,73.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,4.43,,,,,,,,,,,,,,,0.65,6.0
11893,Sungai Sireh,4/2/2021,,98.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,5.89,,,,,,,,,,,,,,,0.7,6.0,,102.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,6.57,,,,,,,,,,,,,,,0.7,6.0,,93.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,5.57,,,,,,,,,,,,,,,0.7,6.0
11894,Sungai Sireh,4/3/2021,,16.64,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.95,,,,,,,,,,,,,,,0.7,0.0,,18.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.69,,,,,,,,,,,,,,,0.7,0.0,,15.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.3,,,,,,,,,,,,,,,0.7,0.0
11895,Sungai Sireh,4/4/2021,,21.08,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.87,,,,,,,,,,,,,,,0.7,0.0,,22.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.9,,,,,,,,,,,,,,,0.7,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.82,,,,,,,,,,,,,,,0.7,0.0
11896,Sungai Sireh,4/5/2021,,25.8,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.26,,,,,,,,,,,,,,,0.7,0.0,,27.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.35,,,,,,,,,,,,,,,0.7,0.0,,25.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.17,,,,,,,,,,,,,,,0.7,0.0
11897,Sungai Sireh,4/6/2021,,31.9,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.25,,,,,,,,,,,,,,,0.7,0.0,,35.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.6,,,,,,,,,,,,,,,0.7,0.0,,26.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.9,,,,,,,,,,,,,,,0.7,0.0
11898,Sungai Sireh,4/7/2021,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.82,,,,,,,,,,,,,,,0.71,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.88,,,,,,,,,,,,,,,0.72,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.75,,,,,,,,,,,,,,,0.7,0.0
11899,Sungai Sireh,4/8/2021,,15.27,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.09,,,,,,,,,,,,,,,0.7,0.0,,18.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.19,,,,,,,,,,,,,,,0.7,0.0,,14.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.03,,,,,,,,,,,,,,,0.7,0.0
11900,Sungai Sireh,4/9/2021,,85.0,0.35,,,,,,0.0,7.0,,,,,5.83,,,5.52,,,,,,,,,,,,,,,0.7,5.0,,89.0,0.35,,,,,,0.0,7.0,,,,,6.0,,,5.98,,,,,,,,,,,,,,,0.7,5.0,,82.0,0.35,,,,,,0.0,7.0,,,,,4.0,,,5.33,,,,,,,,,,,,,,,0.7,5.0
11901,Sungai Sireh,5/1/2021,,47.55,0.35,,,,,,0.0,8.0,,,,,2.0,,,4.92,,,,,,,,,,,,,,,0.75,5.0,,54.0,0.35,,,,,,0.0,8.0,,,,,2.0,,,5.8,,,,,,,,,,,,,,,0.75,5.0,,43.0,0.35,,,,,,0.0,8.0,,,,,2.0,,,4.57,,,,,,,,,,,,,,,0.75,5.0
11902,Sungai Sireh,5/10/2021,,50.55,0.35,,,,,,0.0,6.0,,,,,4.0,,,4.94,,,,,,,,,,,,,,,0.7,6.0,,52.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,5.71,,,,,,,,,,,,,,,0.7,6.0,,50.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,4.06,,,,,,,,,,,,,,,0.7,6.0
11903,Sungai Sireh,5/11/2021,,107.75,0.4,,,,,,0.0,7.0,,,,,5.0,,,7.59,,,,,,,,,,,,,,,0.63,18.0,,118.0,0.4,,,,,,0.0,7.0,,,,,5.0,,,12.66,,,,,,,,,,,,,,,0.7,18.0,,102.0,0.4,,,,,,0.0,7.0,,,,,5.0,,,5.78,,,,,,,,,,,,,,,0.6,18.0
11904,Sungai Sireh,5/12/2021,,75.08,0.4,,,,,,0.0,6.0,,,,,3.0,,,4.46,,,,,,,,,,,,,,,0.65,6.0,,77.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,5.46,,,,,,,,,,,,,,,0.65,6.0,,70.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,4.03,,,,,,,,,,,,,,,0.65,6.0
11905,Sungai Sireh,5/2/2021,,96.18,0.35,,,,,,1.0,6.0,,,,,2.0,,,5.87,,,,,,,,,,,,,,,0.7,6.0,,102.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,6.62,,,,,,,,,,,,,,,0.7,6.0,,93.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,5.12,,,,,,,,,,,,,,,0.7,6.0
11906,Sungai Sireh,5/3/2021,,18.25,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.15,,,,,,,,,,,,,,,0.7,0.0,,22.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.32,,,,,,,,,,,,,,,0.7,0.0,,17.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.92,,,,,,,,,,,,,,,0.7,0.0
11907,Sungai Sireh,5/4/2021,,19.09,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.88,,,,,,,,,,,,,,,0.7,0.0,,21.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.0,,,,,,,,,,,,,,,0.7,0.0,,18.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.78,,,,,,,,,,,,,,,0.7,0.0
11908,Sungai Sireh,5/5/2021,,35.1,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.26,,,,,,,,,,,,,,,0.7,0.0,,39.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.31,,,,,,,,,,,,,,,0.74,0.0,,30.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.19,,,,,,,,,,,,,,,0.7,0.0
11909,Sungai Sireh,5/6/2021,,13.6,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.07,,,,,,,,,,,,,,,0.7,0.0,,22.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.12,,,,,,,,,,,,,,,0.7,0.0,,9.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.98,,,,,,,,,,,,,,,0.7,0.0
11910,Sungai Sireh,5/7/2021,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.23,,,,,,,,,,,,,,,0.65,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.8,,,,,,,,,,,,,,,0.72,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,2.51,,,,,,,,,,,,,,,0.6,0.0
11911,Sungai Sireh,5/8/2021,,14.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.92,,,,,,,,,,,,,,,0.7,0.0,,14.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.13,,,,,,,,,,,,,,,0.7,0.0,,14.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.16,,,,,,,,,,,,,,,0.7,0.0
11912,Sungai Sireh,5/9/2021,,80.25,0.35,,,,,,0.0,7.0,,,,,6.0,,,6.11,,,,,,,,,,,,,,,0.69,5.0,,84.0,0.35,,,,,,0.0,7.0,,,,,6.0,,,6.36,,,,,,,,,,,,,,,0.7,5.0,,78.0,0.35,,,,,,0.0,7.0,,,,,6.0,,,5.41,,,,,,,,,,,,,,,0.68,5.0
11913,Sungai Sireh,6/1/2021,,48.42,0.35,,,,,,0.0,7.75,,,,,2.0,,,4.36,,,,,,,,,,,,,,,0.7,5.0,,59.0,0.35,,,,,,0.0,8.0,,,,,2.0,,,4.94,,,,,,,,,,,,,,,0.75,5.0,,40.0,0.35,,,,,,0.0,7.0,,,,,2.0,,,4.02,,,,,,,,,,,,,,,0.7,5.0
11914,Sungai Sireh,6/10/2021,,49.82,0.35,,,,,,0.0,6.0,,,,,4.0,,,5.09,,,,,,,,,,,,,,,0.69,6.0,,55.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,5.83,,,,,,,,,,,,,,,0.7,6.0,,48.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,4.72,,,,,,,,,,,,,,,0.68,6.0
11915,Sungai Sireh,6/11/2021,,124.75,0.4,,,,,,0.0,7.0,,,,,6.0,,,7.38,,,,,,,,,,,,,,,0.66,18.0,,125.0,0.4,,,,,,0.0,7.0,,,,,6.0,,,8.88,,,,,,,,,,,,,,,0.68,18.0,,122.0,0.4,,,,,,0.0,7.0,,,,,6.0,,,6.09,,,,,,,,,,,,,,,0.65,18.0
11916,Sungai Sireh,6/12/2021,,67.67,0.4,,,,,,0.0,6.0,,,,,3.0,,,4.65,,,,,,,,,,,,,,,0.65,6.0,,70.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,6.36,,,,,,,,,,,,,,,0.65,6.0,,60.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,4.04,,,,,,,,,,,,,,,0.65,6.0
11917,Sungai Sireh,6/2/2021,,93.91,0.35,,,,,,1.0,6.0,,,,,2.0,,,6.69,,,,,,,,,,,,,,,0.7,6.0,,101.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,7.45,,,,,,,,,,,,,,,0.7,6.0,,90.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,6.02,,,,,,,,,,,,,,,0.7,6.0
11918,Sungai Sireh,6/3/2021,,18.91,0.25,,,,,,0.0,4.0,,,,,0.0,,,4.01,,,,,,,,,,,,,,,0.7,0.0,,22.0,0.25,,,,,,0.0,4.0,,,,,0.0,,,4.16,,,,,,,,,,,,,,,0.7,0.0,,17.0,0.25,,,,,,0.0,4.0,,,,,0.0,,,3.92,,,,,,,,,,,,,,,0.7,0.0
11919,Sungai Sireh,6/4/2021,,23.18,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.94,,,,,,,,,,,,,,,0.7,0.0,,24.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.03,,,,,,,,,,,,,,,0.7,0.0,,22.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.85,,,,,,,,,,,,,,,0.7,0.0
11920,Sungai Sireh,6/5/2021,,40.9,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.21,,,,,,,,,,,,,,,0.7,0.0,,44.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.29,,,,,,,,,,,,,,,0.7,0.0,,39.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.12,,,,,,,,,,,,,,,0.7,0.0
11921,Sungai Sireh,6/6/2021,,9.45,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.94,,,,,,,,,,,,,,,0.7,0.0,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.02,,,,,,,,,,,,,,,0.7,0.0,,9.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.9,,,,,,,,,,,,,,,0.7,0.0
11922,Sungai Sireh,6/7/2021,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.8,,,,,,,,,,,,,,,0.7,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.84,,,,,,,,,,,,,,,0.7,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.75,,,,,,,,,,,,,,,0.7,0.0
11923,Sungai Sireh,6/8/2021,,10.73,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.92,,,,,,,,,,,,,,,0.7,0.0,,12.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.27,,,,,,,,,,,,,,,0.7,0.0,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.09,,,,,,,,,,,,,,,0.7,0.0
11924,Sungai Sireh,6/9/2021,,77.33,0.35,,,,,,0.0,7.0,,,,,6.0,,,4.78,,,,,,,,,,,,,,,0.7,5.0,,83.0,0.35,,,,,,0.0,7.0,,,,,6.0,,,5.72,,,,,,,,,,,,,,,0.7,5.0,,74.0,0.35,,,,,,0.0,7.0,,,,,6.0,,,3.0,,,,,,,,,,,,,,,0.7,5.0
11925,Sungai Sireh,7/1/2021,,60.82,0.35,,,,,,0.0,7.0,,,,,7.0,,,4.72,,,,,,,,,,,,,,,0.7,5.0,,66.0,0.35,,,,,,0.0,7.0,,,,,7.0,,,5.28,,,,,,,,,,,,,,,0.7,5.0,,58.0,0.35,,,,,,0.0,7.0,,,,,7.0,,,4.0,,,,,,,,,,,,,,,0.7,5.0
11926,Sungai Sireh,7/10/2021,,48.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,5.41,,,,,,,,,,,,,,,0.7,6.0,,52.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,5.76,,,,,,,,,,,,,,,0.7,6.0,,45.0,0.35,,,,,,0.0,6.0,,,,,4.0,,,4.25,,,,,,,,,,,,,,,0.7,6.0
11927,Sungai Sireh,7/11/2021,,115.58,0.4,,,,,,0.0,7.0,,,,,6.0,,,6.55,,,,,,,,,,,,,,,0.6,18.0,,126.0,0.4,,,,,,0.0,7.0,,,,,6.0,,,9.94,,,,,,,,,,,,,,,0.6,18.0,,102.0,0.4,,,,,,0.0,7.0,,,,,6.0,,,5.7,,,,,,,,,,,,,,,0.6,18.0
11928,Sungai Sireh,7/12/2021,,55.18,0.4,,,,,,0.0,6.0,,,,,3.0,,,4.41,,,,,,,,,,,,,,,0.65,6.0,,62.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,4.51,,,,,,,,,,,,,,,0.65,6.0,,48.0,0.4,,,,,,0.0,6.0,,,,,3.0,,,3.95,,,,,,,,,,,,,,,0.65,6.0
11929,Sungai Sireh,7/2/2021,,88.7,0.35,,,,,,1.0,6.0,,,,,2.0,,,6.65,,,,,,,,,,,,,,,0.7,6.0,,94.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,7.36,,,,,,,,,,,,,,,0.7,6.0,,86.0,0.35,,,,,,1.0,6.0,,,,,2.0,,,6.15,,,,,,,,,,,,,,,0.7,6.0
11930,Sungai Sireh,7/3/2021,,21.73,0.25,,,,,,0.0,4.0,,,,,0.0,,,4.12,,,,,,,,,,,,,,,0.7,0.0,,23.0,0.25,,,,,,0.0,4.0,,,,,0.0,,,4.81,,,,,,,,,,,,,,,0.7,0.0,,21.0,0.25,,,,,,0.0,4.0,,,,,0.0,,,3.9,,,,,,,,,,,,,,,0.7,0.0
11931,Sungai Sireh,7/4/2021,,20.92,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.94,,,,,,,,,,,,,,,0.7,0.0,,22.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.03,,,,,,,,,,,,,,,0.7,0.0,,19.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.87,,,,,,,,,,,,,,,0.7,0.0
11932,Sungai Sireh,7/5/2021,,35.5,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.29,,,,,,,,,,,,,,,0.7,0.0,,37.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.38,,,,,,,,,,,,,,,0.7,0.0,,34.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.22,,,,,,,,,,,,,,,0.7,0.0
11933,Sungai Sireh,7/6/2021,,12.55,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.03,,,,,,,,,,,,,,,0.7,0.0,,25.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.35,,,,,,,,,,,,,,,0.7,0.0,,9.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.86,,,,,,,,,,,,,,,0.7,0.0
11934,Sungai Sireh,7/7/2021,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.76,,,,,,,,,,,,,,,0.7,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.82,,,,,,,,,,,,,,,0.7,0.0,,20.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.71,,,,,,,,,,,,,,,0.7,0.0
11935,Sungai Sireh,7/8/2021,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.06,,,,,,,,,,,,,,,0.7,0.0,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,4.22,,,,,,,,,,,,,,,0.7,0.0,,10.0,0.3,,,,,,0.0,4.0,,,,,0.0,,,3.97,,,,,,,,,,,,,,,0.7,0.0
11936,Sungai Sireh,7/9/2021,,65.08,0.35,,,,,,0.0,7.0,,,,,4.67,,,5.71,,,,,,,,,,,,,,,0.7,5.0,,73.0,0.35,,,,,,0.0,7.0,,,,,6.0,,,6.34,,,,,,,,,,,,,,,0.7,5.0,,60.0,0.35,,,,,,0.0,7.0,,,,,4.0,,,5.5,,,,,,,,,,,,,,,0.7,5.0
11937,Sungai Sireh,8/1/2021,,66.91,0.35,,,,,,0.0,7.0,,,,,2.0,,,4.81,,,,,,,,,,,,,,,0.69,5.0,,68.0,0.35,,,,,,0.0,7.0,,,,,2.0,,,5.32,,,,,,,,,,,,,,,0.7,5.0,,66.0,0.35,,,,,,0.0,7.0,,,,,2.0,,,4.15,,,,,,,,,,,,,,,0.67,5.0
11938,Sungai Sireh,8/10/2021,,45.33,0.35,,,,,,0.0,7.0,,,,,4.0,,,4.68,,,,,,,,,,,,,,,0.7,6.0,,46.0,0.35,,,,,,0.0,7.0,,,,,4.0,,,5.44,,,,,,,,,,,,,,,0.7,6.0,,44.0,0.35,,,,,,0.0,7.0,,,,,4.0,,,3.66,,,,,,,,,,,,,,,0.7,6.0
11939,Sungai Sireh,8/11/2021,,111.83,0.4,,,,,,0.0,7.0,,,,,6.0,,,7.38,,,,,,,,,,,,,,,0.66,18.0,,125.0,0.4,,,,,,0.0,7.0,,,,,6.0,,,10.38,,,,,,,,,,,,,,,0.7,18.0,,99.0,0.4,,,,,,0.0,7.0,,,,,6.0,,,4.72,,,,,,,,,,,,,,,0.6,18.0
