,pH_avg_chpctm,Turbidity_avg_chpctm,Color_avg_chpctm,Iron_avg_chpctm,Ammonia_avg_chpctm,Manganese_avg_chpctm,Coagulant_chpctm,pH Adjuster_chpctm,Disinfectant_chpctm,Flouridation_chpctm,Date,wtp,pH_avg,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Disinfectant,Coagulant,Flouridation,pH Adjuster
57,-5.253940455341503,-33.093760209082,-12.59601501588217,-22.988505747126432,-17.64705882352941,-20.000000000000004,4.384133611691022,17.861732202518642,0.0,11.538461538461526,2021-08-28,Sungai Tengi,5.41,10.24,75.67,0.67,0.14,0.04,3.33,10.0,0.58,22.93
58,-4.028021015761813,450.01633453119894,429.93358359803653,6.896551724137938,111.76470588235293,120.0,108.76826722338204,33.641737342585465,0.0,7.692307692307699,2021-08-29,Sungai Tengi,5.48,84.18,458.79,0.93,0.36,0.11,3.33,20.0,0.56,26.0
59,-10.507880910683006,-15.583142763802677,15.07941091539129,-26.436781609195396,-47.05882352941177,40.00000000000001,-7.098121085594987,11.539450012850173,0.0,7.692307692307699,2021-08-30,Sungai Tengi,5.11,12.92,99.63,0.64,0.09,0.07,3.33,8.9,0.56,21.7
60,-10.332749562171626,-22.770336491342697,-1.6921744152468836,-26.436781609195396,-70.58823529411765,19.99999999999999,-17.640918580375786,-2.3387304034952368,0.0,7.692307692307699,2021-08-31,Sungai Tengi,5.12,11.82,85.11,0.64,0.05,0.06,3.33,7.89,0.56,19.0
61,1.2259194395796897,-15.97517151257759,-93.98209644816635,2.2988505747126458,-41.1764705882353,-20.000000000000004,-45.19832985386221,-22.28218966846568,7.8078078078078015,-1.9230769230769247,2021-02-01,Sungai Tengi,5.78,12.86,5.21,0.89,0.1,0.04,3.59,5.25,0.51,15.120000000000001
62,1.9264448336252245,-19.76478275073506,-93.40456251804794,1.1494252873563229,-23.529411764705884,-40.00000000000001,-47.80793319415449,-32.20251863274221,12.01201201201201,-5.7692307692307745,2021-02-02,Sungai Tengi,5.82,12.28,5.71,0.88,0.13,0.03,3.73,5.0,0.49,13.190000000000001
63,1.5761821366024493,156.58281607317872,-90.47069015304649,93.10344827586206,194.11764705882348,120.0,1.7745302713987468,-15.80570547417116,10.210210210210207,-1.9230769230769247,2021-02-03,Sungai Tengi,5.8,39.27,8.25,1.68,0.5,0.11,3.67,9.75,0.51,16.38
64,1.0507880910682945,43.351845802025494,-93.88969101934738,11.494252873563216,-29.41176470588236,60.0,0.9394572025052178,-12.567463377023905,11.711711711711716,0.0,2021-02-04,Sungai Tengi,5.77,21.94,5.29,0.97,0.12,0.08,3.72,9.67,0.52,17.009999999999998
65,1.9264448336252245,-40.934335184580206,-97.68986427952642,-25.287356321839077,23.52941176470587,-60.0,-47.80793319415449,-31.277306604985856,12.01201201201201,7.692307692307699,2021-02-05,Sungai Tengi,5.82,9.04,2.0,0.65,0.21,0.02,3.73,5.0,0.56,13.370000000000001
66,2.2767075306479843,116.46520744854625,-93.0233901241698,2.2988505747126458,111.76470588235293,0.0,4.384133611691022,-3.006939090208159,12.01201201201201,7.692307692307699,2021-02-06,Sungai Tengi,5.84,33.13,6.04,0.89,0.36,0.05,3.73,10.0,0.56,18.87
67,1.5761821366024493,51.976478275073525,-94.70978920011551,5.747126436781615,82.35294117647058,0.0,35.699373695198325,1.4649190439475905,-8.408408408408416,1.9230769230769247,2021-02-07,Sungai Tengi,5.8,23.26,4.58,0.92,0.31,0.05,3.05,13.0,0.53,19.740000000000002
68,-2.451838879159364,513.8516824567135,279.6361536240255,25.287356321839088,23.52941176470587,19.99999999999999,93.1106471816284,26.03443844769983,-7.5075075075075075,-1.9230769230769247,2021-02-08,Sungai Tengi,5.57,93.95,328.67,1.09,0.21,0.06,3.08,18.5,0.51,24.52
69,-4.5534150612959685,61.25449199607972,134.14380594859952,-14.942528735632186,0.0,40.00000000000001,46.13778705636743,7.478797224363927,-8.408408408408416,-5.7692307692307745,2021-02-09,Sungai Tengi,5.45,24.68,202.71,0.74,0.17,0.07,3.05,14.0,0.49,20.91
70,-1.4010507880910694,-4.410323423717733,-23.90412936760034,-22.988505747126432,-23.529411764705884,-20.000000000000004,-6.05427974947808,-9.997429966589568,-1.2012012012012023,3.8461538461538494,2021-02-10,Sungai Tengi,5.63,14.63,65.88,0.67,0.13,0.04,3.29,9.0,0.54,17.509999999999998
71,0.0,-13.949689643907218,-31.654634709789185,-4.5977011494252915,-11.764705882352951,-60.0,-30.37578288100209,-32.253919300950905,7.8078078078078015,7.692307692307699,2021-02-11,Sungai Tengi,5.71,13.17,59.17,0.83,0.15,0.02,3.59,6.67,0.56,13.18
72,1.4010507880910694,-0.8167265599477296,-23.961882760612177,-6.896551724137924,58.82352941176471,-40.00000000000001,-33.92484342379959,-36.62297609868928,-3.3033033033032995,0.0,2021-02-12,Sungai Tengi,5.79,15.18,65.83,0.81,0.27,0.03,3.22,6.33,0.52,12.33
73,1.4010507880910694,-5.978438418817374,-18.509962460294535,13.793103448275861,23.52941176470587,0.0,-8.141962421711893,-20.123361603700847,-0.6006006006006012,3.8461538461538494,2021-02-13,Sungai Tengi,5.79,14.39,70.55,0.99,0.21,0.05,3.31,8.8,0.54,15.54
74,2.2767075306479843,-24.795818360013065,-38.49263644239098,19.540229885057474,-41.1764705882353,0.0,-29.540709812108563,-27.833461835003853,-8.108108108108109,-1.9230769230769247,2021-02-14,Sungai Tengi,5.84,11.51,53.25,1.04,0.1,0.05,3.06,6.75,0.51,14.04
75,2.626970227670759,-24.207775236850704,-38.25007219174126,16.09195402298851,-23.529411764705884,0.0,-16.49269311064718,-23.567206373682847,-8.108108108108109,-1.9230769230769247,2021-02-15,Sungai Tengi,5.86,11.6,53.46,1.01,0.13,0.05,3.06,8.0,0.51,14.870000000000001
76,3.3274956217162943,-17.412610258085586,-28.431995379728548,24.13793103448277,-17.64705882352941,-20.000000000000004,-16.49269311064718,-23.567206373682847,-8.108108108108109,-1.9230769230769247,2021-02-16,Sungai Tengi,5.9,12.64,61.96,1.08,0.14,0.04,3.06,8.0,0.51,14.870000000000001
77,3.6777583187390537,7.807905913100297,-34.207334680912496,10.344827586206893,-29.41176470588236,0.0,-16.49269311064718,-23.567206373682847,-8.108108108108109,0.0,2021-02-17,Sungai Tengi,5.92,16.5,56.96,0.96,0.12,0.05,3.06,8.0,0.52,14.870000000000001
