,pH_avg_chpctm,Turbidity_avg_chpctm,Color_avg_chpctm,Iron_avg_chpctm,Ammonia_avg_chpctm,Manganese_avg_chpctm,Coagulant_chpctm,pH Adjuster_chpctm,Disinfectant_chpctm,Flouridation_chpctm,Date,wtp,pH_avg,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Disinfectant,Coagulant,Flouridation,pH Adjuster
46,-8.056042031523642,483.3387781770663,376.072769275195,-36.78160919540229,129.41176470588235,100.0,101.46137787056368,40.16962220508869,-6.306306306306306,7.692307692307699,2021-08-17,Sungai Tengi,5.25,89.28,412.16,0.55,0.39,0.1,3.12,19.3,0.56,27.270000000000003
47,-7.005253940455347,1107.5138843515192,587.9468668784292,49.425287356321846,635.2941176470588,480.0,124.4258872651357,42.63685427910564,0.0,7.692307692307699,2021-08-18,Sungai Tengi,5.31,184.81,595.59,1.3,1.25,0.29,3.33,21.5,0.56,27.75
48,-12.25919439579685,236.62201894805622,282.4429685244009,-42.5287356321839,70.58823529411762,139.99999999999997,71.18997912317326,39.809817527627864,0.0,0.0,2021-08-19,Sungai Tengi,5.01,51.52,331.1,0.5,0.29,0.12,3.33,16.4,0.52,27.2
49,-8.931698774080557,571.8065991506043,528.2183078255848,-18.390804597701152,129.41176470588235,139.99999999999997,87.89144050104383,31.791313287072747,0.0,7.692307692307699,2021-08-20,Sungai Tengi,5.2,102.82,543.88,0.71,0.39,0.12,3.33,18.0,0.56,25.64
50,-8.581436077057797,68.83371447239465,93.56627201848113,-49.42528735632184,23.52941176470587,139.99999999999997,29.43632567849687,21.305576972500642,0.0,7.692307692307699,2021-08-21,Sungai Tengi,5.22,25.84,167.58,0.44,0.21,0.12,3.33,12.4,0.56,23.599999999999998
51,-11.033274956217161,145.73668735707287,192.65954374819526,-25.287356321839077,647.0588235294118,60.0,-1.8789144050104356,9.997429966589568,0.0,7.692307692307699,2021-08-22,Sungai Tengi,5.08,37.61,253.37,0.65,1.27,0.08,3.33,9.4,0.56,21.4
52,-10.507880910683006,599.0525971904607,627.5079410915394,64.36781609195403,76.4705882352941,520.0,106.68058455114824,45.97789771267027,0.0,7.692307692307699,2021-08-23,Sungai Tengi,5.11,106.99,629.84,1.43,0.3,0.31,3.33,19.8,0.56,28.4
53,-9.982486865148866,121.36556680823263,155.20069304071617,-44.827586206896555,-47.05882352941177,139.99999999999997,17.432150313152402,37.75379079928041,0.0,7.692307692307699,2021-08-24,Sungai Tengi,5.14,33.88,220.94,0.48,0.09,0.12,3.33,11.25,0.56,26.8
54,-16.637478108581437,104.63900686050312,34.73866589662145,-60.91954022988506,-23.529411764705884,0.0,33.08977035490605,28.8614751991776,0.0,21.15384615384615,2021-08-25,Sungai Tengi,4.76,31.32,116.65,0.34,0.13,0.05,3.33,12.75,0.63,25.07
55,-18.03852889667251,-33.35511270826528,-21.17816921744152,-56.32183908045977,-52.94117647058824,0.0,-6.05427974947808,27.473657157543062,0.0,7.692307692307699,2021-08-26,Sungai Tengi,4.68,10.2,68.24,0.38,0.08,0.05,3.33,9.0,0.56,24.8
56,-8.406304728546402,-31.786997713165633,-25.636731157955527,-39.08045977011494,11.764705882352935,-20.000000000000004,-15.553235908141966,5.165767154973029,-1.5015015015015094,7.692307692307699,2021-08-27,Sungai Tengi,5.23,10.44,64.38,0.53,0.19,0.04,3.28,8.09,0.56,20.46
